course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop,tourer,36,-1.5,4.784,162.012,2.460,0.964,True,completed,41.844,1.880,0
Street Loop,tourer,36,-3,4.820,162.645,2.480,0.964,True,completed,41.844,1.880,0
Street Loop,tourer,36,0,4.783,162.006,2.460,0.964,True,completed,41.844,1.880,0
Street Loop,tourer,36,-4.7,22.020,47.742,0.000,0.993,True,stalled/crashed,41.844,1.880,0
Street Loop,tourer,36,1.7,4.582,150.429,2.080,0.099,True,completed,66.598,2.080,0
Street Loop,moto,12,-1.5,13.640,150.222,1.440,0.960,True,completed,16.271,1.440,0
Street Loop,moto,12,-3,13.622,150.225,1.440,0.960,True,completed,16.271,1.440,0
Street Loop,moto,12,0,13.564,150.202,1.440,0.960,True,completed,16.271,1.440,0
Street Loop,moto,12,-4.7,22.002,56.853,0.000,0.970,True,stalled/crashed,16.271,1.440,0
Street Loop,moto,12,1.7,22.003,80.363,17.800,-0.163,True,stalled/crashed,16.271,1.440,0
Street Loop,moto,24,-1.5,7.916,150.240,1.960,0.963,True,completed,43.753,1.960,0
Street Loop,moto,24,-3,6.545,150.159,1.960,0.963,True,completed,43.763,1.960,0
Street Loop,moto,24,0,6.678,150.363,1.960,0.963,True,completed,43.743,1.960,0
Street Loop,moto,24,-4.7,8.522,150.418,1.900,0.581,True,completed,43.743,1.960,0
Street Loop,moto,24,1.7,8.178,150.246,2.040,0.954,True,completed,44.485,2.040,0
Street Loop,moto,36,-1.5,4.840,164.974,2.540,0.958,True,completed,44.485,2.040,0
Street Loop,moto,36,-3,4.860,164.970,2.540,0.958,True,completed,44.485,2.040,0
Street Loop,moto,36,0,4.860,164.973,2.540,0.958,True,completed,44.485,2.040,0
Street Loop,moto,36,-4.7,8.845,150.084,3.880,-0.569,True,completed,44.485,2.040,0
Street Loop,moto,36,1.7,5.217,150.295,2.300,0.960,True,completed,44.485,2.040,0
Street Loop,atv,12,-1.5,13.154,150.202,1.440,0.960,True,completed,16.208,1.440,0
Street Loop,atv,12,-3,13.159,150.152,1.440,0.960,True,completed,16.208,1.440,0
Street Loop,atv,12,0,13.358,150.047,1.460,0.960,True,completed,16.424,1.460,0
Street Loop,atv,12,-4.7,22.002,72.793,1.320,0.926,True,stalled/crashed,16.424,1.460,0
Street Loop,atv,12,1.7,13.521,150.022,0.960,0.297,True,completed,16.424,1.460,0
Street Loop,atv,24,-1.5,6.842,150.188,1.980,0.963,True,completed,44.035,1.980,0
Street Loop,atv,24,-3,6.858,150.015,1.980,0.963,True,completed,44.035,1.980,0
Street Loop,atv,24,0,7.599,150.066,1.980,0.963,True,completed,44.041,1.980,0
Street Loop,atv,24,-4.7,8.540,150.362,3.200,0.827,True,completed,29.227,1.720,0
Street Loop,atv,24,1.7,7.882,150.396,1.960,0.963,True,completed,43.370,1.960,0
Street Loop,atv,36,-1.5,4.857,164.507,2.540,0.961,True,completed,43.370,1.960,0
Street Loop,atv,36,-3,4.840,164.509,2.540,0.961,True,completed,43.370,1.960,0
Street Loop,atv,36,0,4.842,164.508,2.540,0.961,True,completed,43.370,1.960,0
Street Loop,atv,36,-4.7,6.765,150.467,2.060,0.650,True,completed,43.370,1.960,0
Street Loop,atv,36,1.7,7.123,150.039,2.040,0.945,True,completed,45.768,2.040,0
