course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards,contactCorrections
Street Loop Reverse,original,43,-1.5,4.234,150.104,1.580,0.991,True,completed,65.365,1.580,0,0
Street Loop Reverse,original,43,-3,4.239,150.024,1.580,0.991,True,completed,65.358,1.580,0,0
Street Loop Reverse,original,43,0,4.239,150.190,1.580,0.991,True,completed,65.360,1.580,0,0
Street Loop Reverse,original,43,-4.7,4.243,150.342,1.420,0.943,True,completed,59.056,1.420,0,2
Street Loop Reverse,original,43,1.7,4.246,150.402,1.540,0.942,True,completed,63.768,1.540,0,3
Street Loop Reverse,tourer,43,-1.5,4.231,150.501,1.580,0.992,True,completed,65.582,1.580,0,0
Street Loop Reverse,tourer,43,-3,4.237,150.505,1.580,0.992,True,completed,65.582,1.580,0,0
Street Loop Reverse,tourer,43,0,4.227,150.504,1.580,0.992,True,completed,65.582,1.580,0,0
Street Loop Reverse,tourer,43,-4.7,4.243,150.397,1.480,0.944,True,completed,61.373,1.480,0,6
Street Loop Reverse,tourer,43,1.7,4.256,150.372,1.440,0.964,True,completed,59.875,1.440,0,4
Street Loop Reverse,moto,43,-1.5,4.204,150.572,1.680,0.970,True,completed,70.012,1.680,0,208
Street Loop Reverse,moto,43,-3,4.206,150.574,1.680,0.969,True,completed,70.013,1.680,0,195
Street Loop Reverse,moto,43,0,4.212,150.513,1.680,0.968,True,completed,69.959,1.680,0,208
Street Loop Reverse,moto,43,-4.7,4.203,150.363,1.600,0.792,True,completed,66.732,1.600,0,86
Street Loop Reverse,moto,43,1.7,4.216,150.094,1.540,0.812,True,completed,64.386,1.540,0,101
Street Loop Reverse,atv,43,-1.5,4.238,151.058,1.720,0.987,True,completed,71.384,1.720,0,106
Street Loop Reverse,atv,43,-3,4.224,150.455,1.660,0.988,True,completed,68.649,1.660,0,154
Street Loop Reverse,atv,43,0,4.239,150.787,1.620,0.992,True,completed,67.262,1.620,0,116
Street Loop Reverse,atv,43,-4.7,4.238,150.314,1.600,0.978,True,completed,66.453,1.600,0,72
Street Loop Reverse,atv,43,1.7,4.225,150.210,1.620,0.986,True,completed,66.981,1.620,0,66
