time,x,y,z,speed,branchStation,activeBranch,misses,recoveries
0.006515503,807.7128,97.93187,-162.916,0.3600852,34.17797,False,0,0
0.02651215,807.7132,97.93803,-162.9022,0.7176732,34.16866,False,0,0
0.04650879,807.7137,97.94411,-162.8814,1.072713,34.15467,False,0,0
0.06651306,807.7144,97.95,-162.8536,1.425121,34.13591,False,0,0
0.0865097,807.7154,97.95564,-162.8189,1.774848,34.11238,False,0,0
0.106514,807.7165,97.96095,-162.7772,2.12187,34.08422,False,0,0
0.1265106,807.7178,97.96593,-162.7286,2.466193,34.05135,False,0,0
0.1465149,807.7194,97.97058,-162.6731,2.807842,34.01385,False,0,0
0.1665115,807.7211,97.97491,-162.6108,3.146854,33.97174,False,0,0
0.1865082,807.7231,97.97897,-162.5418,3.48328,33.92496,False,0,0
0.2065125,807.7253,97.9828,-162.466,3.817176,33.87358,False,0,0
0.2265091,807.7278,97.98638,-162.3835,4.148627,33.81763,False,0,0
0.2465134,807.7307,97.98971,-162.2944,4.477667,33.75709,False,0,0
0.26651,807.7338,97.99284,-162.1986,4.804376,33.69198,False,0,0
0.2865143,807.7372,97.9958,-162.0963,5.128825,33.62235,False,0,0
0.3065109,807.741,97.99866,-161.9875,5.451077,33.54815,False,0,0
0.3265152,807.7453,98.00144,-161.8723,5.771183,33.46941,False,0,0
0.3465118,807.75,98.0042,-161.7507,6.08919,33.40873,False,0,0
0.3665085,807.7552,98.00695,-161.6227,6.405133,33.40873,False,0,0
0.3865128,807.7609,98.00974,-161.4885,6.719045,33.40873,False,0,0
0.4065094,807.7673,98.01261,-161.3481,7.030955,33.31717,False,0,0
0.4265137,807.7742,98.01568,-161.2014,7.340868,33.21457,False,0,0
0.4465103,807.7818,98.01897,-161.0487,7.64879,33.10747,False,0,0
0.4665146,807.7902,98.02254,-160.8898,7.954731,32.99572,False,0,0
0.4865112,807.7994,98.0264,-160.7249,8.2587,32.87932,False,0,0
0.5065155,807.8094,98.03046,-160.554,8.560704,32.75829,False,0,0
0.5265121,807.8204,98.0347,-160.3772,8.860778,32.63258,False,0,0
0.5465088,807.8323,98.0391,-160.1943,9.158946,32.50226,False,0,0
0.5665131,807.8453,98.04365,-160.0056,9.455228,32.36721,False,0,0
0.5865097,807.8595,98.0483,-159.8111,9.749639,32.22743,False,0,0
0.606514,807.8748,98.0531,-159.6108,10.0422,32.08294,False,0,0
0.6265106,807.8914,98.05808,-159.4048,10.3329,31.93374,False,0,0
0.6465149,807.9092,98.06326,-159.1931,10.62175,31.77976,False,0,0
0.6665115,807.9285,98.06865,-158.9757,10.90875,31.621,False,0,0
0.6865082,807.9493,98.07415,-158.7528,11.1939,31.58336,False,0,0
0.7065125,807.9716,98.07973,-158.5243,11.47723,31.45403,False,0,0
