time,x,y,z,speed,branchStation,activeBranch,misses,recoveries
0.6740184,961.2385,163.5753,137.2597,10.62648,0,False,0,0
0.6940184,961.4249,163.5941,137.1478,10.90186,0,False,0,0
0.7140183,961.6158,163.6133,137.0329,11.17563,0,False,0,0
0.7340183,961.8113,163.6327,136.9148,11.44779,0,False,0,0
0.7540183,962.0112,163.6523,136.7938,11.71834,0,False,0,0
0.7740185,962.2156,163.6721,136.6696,11.98734,0,False,0,0
0.7940185,962.4244,163.692,136.5423,12.25478,0,False,0,0
0.8140185,962.6376,163.7121,136.412,12.5207,0,False,0,0
0.8340185,962.855,163.7324,136.2786,12.78509,0,False,0,0
0.8540184,963.0768,163.7529,136.1422,13.04794,0,False,0,0
0.8740184,963.3027,163.7736,136.0026,13.30925,0,False,0,0
0.8940184,963.5329,163.7944,135.8598,13.56905,0,False,0,0
0.9140184,963.7673,163.8152,135.714,13.82738,0,False,0,0
0.9340184,964.0057,163.8362,135.5651,14.08424,0,False,0,0
0.9540184,964.2482,163.8573,135.413,14.33962,0,False,0,0
0.9740183,964.4948,163.8786,135.2578,14.59352,0,False,0,0
0.9940183,964.7452,163.9,135.0994,14.84596,0,False,0,0
1.014018,964.9998,163.9214,134.9379,15.09697,0,False,0,0
1.034018,965.2581,163.9428,134.7731,15.34657,0,False,0,0
1.054018,965.5204,163.9644,134.6052,15.59475,0,False,0,0
1.074018,965.7864,163.986,134.4342,15.84151,0,False,0,0
1.094018,966.0563,164.0076,134.2599,16.08686,0,False,0,0
1.114018,966.33,164.0292,134.0824,16.33083,0,False,0,0
1.134018,966.6074,164.0508,133.9017,16.57345,0,False,0,0
1.154018,966.8883,164.0724,133.7177,16.8147,0,False,0,0
1.174018,967.173,164.0941,133.5305,17.05458,0,False,0,0
1.194018,967.4612,164.1156,133.3401,17.29313,0,False,0,0
1.214018,967.7531,164.137,133.1463,17.53037,0,False,0,0
1.234018,968.0483,164.1583,132.9494,17.7663,0,False,0,0
1.254018,968.3471,164.1796,132.7491,18.00092,0,False,0,0
1.274018,968.6494,164.2007,132.5455,18.23423,0,False,0,0
1.294018,968.9549,164.2217,132.3386,18.46627,0,False,0,0
1.314018,969.2638,164.2425,132.1283,18.69704,0,False,0,0
1.334018,969.576,164.2632,131.9148,18.92654,0,False,0,0
1.354018,969.8915,164.2837,131.6979,19.15478,0,False,0,0
1.374018,970.2103,164.3039,131.4776,19.38178,0,False,0,0
1.394018,970.5322,164.3239,131.2539,19.60756,0,False,0,0
1.414018,970.8572,164.3437,131.0269,19.83212,0,False,0,0
1.434018,971.1851,164.3632,130.7967,20.03481,0,False,0,0
1.454018,971.515,164.3823,130.5638,20.19734,0,False,0,0
1.474018,971.8466,164.401,130.3286,20.32802,0,False,0,0
1.494018,972.1791,164.4193,130.0912,20.43329,0,False,0,0
1.514018,972.5046,164.4368,129.8579,20.02429,0,False,0,0
1.534018,972.8238,164.4534,129.6279,19.668,0,False,0,0
1.554018,973.1373,164.4692,129.4007,19.36017,0,False,0,0
1.574018,973.4461,164.4842,129.1758,19.09422,0,False,0,0
1.594018,973.7506,164.4985,128.9528,18.86453,0,False,0,0
1.614018,974.0514,164.512,128.7313,18.66832,0,False,0,0
1.634018,974.3488,164.5248,128.5111,18.49619,0,False,0,0
1.654018,974.6432,164.5369,128.2918,18.34761,0,False,0,0
1.674018,974.9351,164.5484,128.0733,18.2194,0,False,0,0
1.694018,975.2247,164.5593,127.8554,18.1088,0,False,0,0
1.714018,975.5121,164.5696,127.6379,18.01472,0,False,0,0
1.734018,975.7963,164.5793,127.4217,17.83745,0,False,0,0
1.754018,976.0771,164.5885,127.207,17.66207,0,False,0,0
1.774018,976.3547,164.5971,126.9937,17.48859,0,False,0,0
1.794018,976.629,164.6052,126.7818,17.3207,0,False,0,0
1.814018,976.9033,164.6129,126.5689,17.34508,0,False,0,0
1.834018,977.1773,164.6202,126.355,17.36582,0,False,0,0
1.854018,977.451,164.6272,126.1403,17.38251,0,False,0,0
1.874018,977.7208,164.6338,125.9278,17.15678,0,False,0,0
1.894018,977.987,164.6399,125.717,16.96183,0,False,0,0
1.914018,978.2501,164.6456,125.5078,16.79348,0,False,0,0
1.934018,978.5105,164.6509,125.2998,16.64816,0,False,0,0
1.954018,978.7618,164.6558,125.0982,16.09635,0,False,0,0
1.974018,979.0043,164.6601,124.903,15.545,0,False,0,0
1.994018,979.2377,164.664,124.7143,14.99412,0,False,0,0
2.014018,979.4749,164.6677,124.5218,15.25478,0,False,0,0
2.034018,979.7156,164.6711,124.3256,15.51398,0,False,0,0
2.054018,979.96,164.6743,124.1257,15.7717,0,False,0,0
2.074018,980.2079,164.6774,123.9221,16.02797,0,False,0,0
2.094018,980.4595,164.6803,123.7147,16.2828,0,False,0,0
2.114018,980.7144,164.683,123.5036,16.5362,0,False,0,0
2.134018,980.9728,164.6855,123.2888,16.78817,0,False,0,0
2.154018,981.2346,164.6879,123.0703,17.03074,0,False,0,0
2.174018,981.4987,164.6901,122.8487,17.22168,0,False,0,0
2.194018,981.7646,164.692,122.6247,17.3724,0,False,0,0
2.214018,982.0319,164.6937,122.3985,17.49166,0,False,0,0
2.234018,982.3,164.6953,122.1704,17.58621,0,False,0,0
2.254018,982.5688,164.6965,121.9408,17.66131,0,False,0,0
2.274018,982.838,164.6974,121.7098,17.72106,0,False,0,0
2.294018,983.1074,164.6981,121.4775,17.76871,0,False,0,0
2.314018,983.3768,164.6984,121.2442,17.80674,0,False,0,0
2.334018,983.6462,164.6984,121.0098,17.83717,0,False,0,0
2.354018,983.9153,164.6981,120.7745,17.86156,0,False,0,0
2.374018,984.1843,164.6973,120.5384,17.88117,0,False,0,0
2.394018,984.4531,164.6962,120.3014,17.89699,0,False,0,0
2.414018,984.7214,164.6947,120.0638,17.90978,0,False,0,0
2.434018,984.9895,164.6928,119.8254,17.92018,0,False,0,0
2.454018,985.2571,164.6905,119.5863,17.92867,0,False,0,0
2.474018,985.5245,164.6878,119.3467,17.93565,0,False,0,0
2.494018,985.7914,164.6846,119.1065,17.94143,0,False,0,0
2.514018,986.0556,164.6811,118.8678,17.78484,0,False,0,0
2.534018,986.3199,164.6771,118.6282,17.82192,0,False,0,0
2.554018,986.5842,164.6727,118.3877,17.8516,0,False,0,0
2.574018,986.8483,164.6678,118.1465,17.87543,0,False,0,0
2.594018,987.1124,164.6625,117.9045,17.89461,0,False,0,0
2.614018,987.3763,164.6568,117.6619,17.91008,0,False,0,0
2.634018,987.64,164.6507,117.4187,17.92262,0,False,0,0
2.654018,987.9035,164.6442,117.1749,17.93281,0,False,0,0
2.674018,988.1667,164.6372,116.9307,17.94114,0,False,0,0
2.694018,988.4273,164.6299,116.6882,17.78658,0,False,0,0
2.714018,988.6881,164.6222,116.4448,17.82528,0,False,0,0
2.734018,988.944,164.6216,116.2012,17.85208,0,False,0,0
2.754018,989.2023,164.6185,115.957,17.87194,0,False,0,0
2.774018,989.4635,164.6109,115.7117,17.89028,0,False,0,0
2.794018,989.7248,164.6037,115.4658,17.9053,0,False,0,0
2.814018,989.986,164.5964,115.2195,17.91768,0,False,0,0
2.834018,990.2472,164.5889,114.9728,17.92796,0.1978811,False,0,0
2.854017,990.5082,164.5811,114.7258,17.93653,0.5572391,False,0,0
2.874017,990.769,164.573,114.4785,17.94372,0.9167295,False,0,0
2.894017,991.0273,164.5645,114.233,17.78835,1.273032,False,0,0
2.914017,991.2858,164.5557,113.9869,17.82649,1.629966,False,0,0
2.934017,991.5446,164.5458,113.74,17.85722,1.987572,False,0,0
2.954017,991.8034,164.5351,113.4925,17.88213,2.345122,False,0,0
2.974018,992.0623,164.5235,113.2444,17.90244,2.703704,False,0,0
2.994018,992.3212,164.5112,112.9958,17.91912,3.062645,False,0,0
3.014018,992.5801,164.498,112.7467,17.93296,3.421935,False,0,0
3.034018,992.8388,164.4835,112.4973,17.94454,3.781301,False,0,0
3.054018,993.095,164.4679,112.2497,17.79288,4.136904,False,0,0
3.074018,993.3516,164.4509,112.0013,17.83417,4.493957,False,0,0
3.094018,993.6082,164.4326,111.7523,17.86748,4.851515,False,0,0
3.114018,993.8649,164.4133,111.5027,17.89441,5.209564,False,0,0
3.134018,994.1216,164.3929,111.2526,17.91626,5.567968,False,0,0
3.154018,994.3783,164.3715,111.0021,17.93403,5.926685,False,0,0
3.174018,994.6349,164.3493,110.7511,17.94854,6.285034,False,0,0
3.194018,994.889,164.3266,110.5021,17.79895,6.640875,False,0,0
3.214018,995.1435,164.3032,110.2522,17.84175,6.997494,False,0,0
3.234018,995.3981,164.2792,110.0016,17.87608,7.354723,False,0,0
3.254018,995.653,164.2548,109.7505,17.90366,7.712488,False,0,0
3.274018,995.9078,164.2299,109.4989,17.92588,8.070021,False,0,0
3.294018,996.1627,164.2047,109.2468,17.94382,8.428476,False,0,0
3.314018,996.4152,164.1795,108.9965,17.7969,8.783967,False,0,0
3.334018,996.6681,164.1539,108.7455,17.84172,9.140347,False,0,0
3.354017,996.9213,164.1282,108.4937,17.87758,9.497397,False,0,0
3.374017,997.1746,164.1022,108.2413,17.90632,9.854962,False,0,0
3.394017,997.428,164.0761,107.9884,17.92942,10.21246,False,0,0
3.414017,997.6815,164.0498,107.735,17.94802,10.57085,False,0,0
3.434017,997.9326,164.0236,107.4835,17.80156,10.92629,False,0,0
3.454017,998.1841,163.9973,107.2312,17.84674,11.28257,False,0,0
3.474017,998.436,163.9707,106.9781,17.88287,11.63961,False,0,0
3.494017,998.688,163.9439,106.7245,17.9118,11.99665,False,0,0
3.514017,998.9402,163.917,106.4703,17.93504,12.35466,False,0,0
3.534017,999.1924,163.8898,106.2157,17.95373,12.71309,False,0,0
3.554017,999.4424,163.8627,105.9629,17.80729,13.06854,False,0,0
3.574017,999.6927,163.8354,105.7093,17.85251,13.42483,False,0,0
3.594017,999.9433,163.8077,105.4551,17.88866,13.78184,False,0,0
3.614017,1000.194,163.7797,105.2002,17.91761,14.13885,False,0,0
3.634017,1000.445,163.7515,104.9448,17.94084,14.49687,False,0,0
3.654017,1000.694,163.7232,104.6913,17.79813,14.85203,False,0,0
3.674017,1000.943,163.6945,104.4369,17.8462,15.2081,False,0,0
3.694017,1001.192,163.6655,104.1818,17.88461,15.56487,True,0,0
3.714017,1001.442,163.6362,103.926,17.91534,15.92224,True,0,0
3.734017,1001.692,163.6064,103.6697,17.93999,16.27967,True,0,0
3.754017,1001.939,163.5766,103.4153,17.79839,16.63465,True,0,0
3.774018,1002.187,163.5465,103.16,17.84734,16.9906,True,0,0
3.794018,1002.435,163.5159,102.904,17.88643,17.34726,True,0,0
3.814018,1002.684,163.4849,102.6473,17.9177,17.70457,True,0,0
3.834018,1002.933,163.4536,102.3901,17.94276,18.06189,True,0,0
3.854017,1003.179,163.4223,102.1348,17.80147,18.41682,True,0,0
3.874017,1003.426,163.3905,101.8785,17.85067,18.77268,True,0,0
3.894017,1003.673,163.3583,101.6216,17.88994,19.12928,True,0,0
3.914017,1003.921,163.3258,101.364,17.92136,19.4865,True,0,0
3.934017,1004.169,163.2929,101.1058,17.94653,19.84415,True,0,0
3.954017,1004.414,163.2601,100.8496,17.80527,20.19858,True,0,0
3.974017,1004.66,163.2268,100.5924,17.85452,20.55439,True,0,0
3.994017,1004.906,163.1932,100.3345,17.89383,20.91091,True,0,0
4.014017,1005.152,163.1593,100.076,17.92525,21.26802,True,0,0
4.034018,1005.399,163.125,99.81688,17.95042,21.6256,True,0,0
4.054017,1005.643,163.0908,99.55965,17.80912,21.98002,True,0,0
4.074018,1005.888,163.0562,99.30154,17.85834,22.33577,True,0,0
4.094017,1006.133,163.0213,99.04267,17.89763,22.69223,True,0,0
4.114017,1006.378,162.9861,98.78316,17.92903,23.04929,True,0,0
4.134017,1006.624,162.9506,98.5231,17.95417,23.40682,True,0,0
4.154017,1006.867,162.9151,98.26491,17.8128,23.76153,True,0,0
4.174017,1007.11,162.8793,98.00581,17.862,24.11688,True,0,0
4.194017,1007.354,162.8432,97.74596,17.90126,24.4733,True,0,0
4.214017,1007.599,162.8069,97.48547,17.93263,24.83032,True,0,0
4.234017,1007.843,162.7702,97.22441,17.95773,25.18783,True,0,0
4.254017,1008.085,162.7337,96.96523,17.8163,25.54247,True,0,0
4.274017,1008.327,162.6968,96.70514,17.86546,25.89802,True,0,0
4.294017,1008.57,162.6596,96.44428,17.90468,26.25406,True,0,0
4.314017,1008.813,162.6222,96.18277,17.93602,26.61103,True,0,0
4.334017,1009.056,162.5845,95.9207,17.96109,26.96849,True,0,0
4.354017,1009.297,162.5469,95.6605,17.81959,27.32309,True,0,0
4.374017,1009.538,162.509,95.39939,17.86873,27.6786,True,0,0
4.394017,1009.78,162.4708,95.1375,17.90792,28.03465,True,0,0
4.414017,1010.022,162.4323,94.87495,17.93923,28.39155,True,0,0
4.434017,1010.261,162.3939,94.6142,17.80288,28.74573,True,0,0
4.454017,1010.502,162.3552,94.35248,17.85593,29.10091,True,0,0
4.474017,1010.742,162.3163,94.08992,17.89823,29.45695,True,0,0
4.494017,1010.983,162.277,93.82667,17.93199,29.81359,True,0,0
4.514017,1011.223,162.2375,93.56281,17.95899,30.17053,True,0,0
4.534017,1011.462,162.1982,93.3008,17.81902,30.52492,True,0,0
4.554017,1011.701,162.1585,93.03785,17.86935,30.88027,True,0,0
4.574018,1011.94,162.1185,92.77409,17.90948,31.23643,True,0,0
4.594017,1012.18,162.0783,92.50964,17.94152,31.59316,True,0,0
4.614017,1012.417,162.0529,92.24591,17.69392,31.94784,True,0,0
4.634017,1012.66,162.0489,91.98661,17.29245,32.30317,True,0,0
4.654017,1012.908,162.0476,91.7243,17.36782,32.66395,True,0,0
4.674017,1013.164,162.0595,91.46008,17.26874,33.03106,True,0,0
4.694017,1013.406,162.0419,91.19349,17.39954,33.39172,True,0,0
4.714017,1013.648,162.0205,90.92429,17.51684,33.75375,True,0,0
4.734017,1013.89,161.9951,90.65279,17.62294,34.1163,True,0,0
4.754017,1014.129,161.966,90.37931,17.71915,34.48002,True,0,0
4.774017,1014.368,161.9331,90.10416,17.80615,34.84414,True,0,0
4.794017,1014.606,161.8964,89.82914,17.8396,35.20804,True,0,0
4.814017,1014.844,161.8557,89.55423,17.87535,35.5717,True,0,0
4.834017,1015.082,161.8112,89.27945,17.91331,35.93475,True,0,0
4.854017,1015.32,161.7628,89.00478,17.95335,36.298,True,0,0
4.874017,1015.557,161.7105,88.73024,17.99535,36.66096,True,0,0
4.894017,1015.79,161.655,88.45678,17.88432,37.02005,True,0,0
4.914017,1016.021,161.5959,88.18176,17.96193,37.3789,True,0,0
4.934017,1016.247,161.5336,87.90814,17.86765,37.73403,True,0,0
4.954017,1016.473,161.4675,87.6333,17.95475,38.0891,True,0,0
4.974017,1016.695,161.3981,87.36019,17.8658,38.4408,True,0,0
4.994017,1016.914,161.3279,87.08621,17.92823,38.79158,True,0,0
5.014017,1017.13,161.2594,86.8119,17.93822,39.14006,True,0,0
5.034017,1017.342,161.1898,86.53973,17.83683,39.48461,True,0,0
5.054017,1017.553,161.1179,86.26688,17.90163,39.82899,True,0,0
5.074017,1017.763,161.0445,85.9935,17.94926,40.17381,True,0,0
5.094017,1017.972,160.9717,85.72187,17.82031,40.51587,True,0,0
5.114017,1018.182,160.9,85.44875,17.8756,40.86025,True,0,0
5.134017,1018.394,160.8309,85.17411,17.91708,41.20702,True,0,0
5.154016,1018.608,160.7658,84.89802,17.94604,41.55584,True,0,0
5.174017,1018.822,160.7056,84.62299,17.80983,41.90473,True,0,0
5.194016,1019.037,160.6507,84.34579,17.85925,42.25526,True,0,0
5.214017,1019.253,160.6024,84.06557,17.88625,42.60864,True,0,0
5.234016,1019.47,160.5581,83.78424,17.926,42.96354,True,0,0
5.254017,1019.687,160.5173,83.50196,17.95753,43.31969,True,0,0
5.274016,1019.904,160.4798,83.22144,17.82091,43.67358,True,0,0
5.294017,1020.121,160.4445,82.93981,17.87355,44.03084,True,0,0
5.314016,1020.339,160.4109,82.65732,17.9152,44.38741,True,0,0
5.334017,1020.557,160.3783,82.37421,17.94818,44.74487,True,0,0
5.354016,1020.775,160.3467,82.09322,17.81294,45.09978,True,0,0
5.374017,1020.995,160.3145,81.80808,18.08343,45.46014,True,0,0
5.394016,1021.22,160.2813,81.51889,18.35225,45.82814,True,0,0
5.414017,1021.447,160.2468,81.22575,18.61948,46.19914,True,0,0
5.434016,1021.678,160.2106,80.92872,18.88519,46.57539,True,0,0
5.454017,1021.913,160.1725,80.62786,19.14943,46.95673,True,0,0
5.474016,1022.151,160.1325,80.32323,19.41222,47.34314,True,0,0
5.494017,1022.392,160.0903,80.01485,19.67357,47.73456,True,0,0
5.514016,1022.636,160.0458,79.70275,19.93351,48.13366,True,0,0
5.534017,1022.884,159.9992,79.38695,20.19205,48.53505,True,0,0
5.554016,1023.135,159.9504,79.06744,20.44919,48.9413,True,0,0
5.574017,1023.389,159.8994,78.74423,20.70492,49.35244,True,0,0
5.594016,1023.647,159.8464,78.41731,20.95923,49.77142,True,0,0
5.614017,1023.907,159.7914,78.08668,21.21215,50.19227,True,0,0
5.634016,1024.171,159.7347,77.75231,21.46364,50.61797,True,0,0
5.654016,1024.437,159.6762,77.41419,21.71369,51.04847,True,0,0
5.674016,1024.707,159.6161,77.0723,21.96232,51.48383,True,0,0
5.694016,1024.978,159.5547,76.72724,22.1704,51.92661,True,0,0
5.714016,1025.252,159.4923,76.37955,22.33937,52.36924,True,0,0
5.734016,1025.528,159.4289,76.0297,22.47688,52.8144,True,0,0
5.754017,1025.804,159.3647,75.67805,22.58903,53.2618,True,0,0
5.774016,1026.082,159.3,75.3249,22.68061,53.71091,True,0,0
5.794017,1026.36,159.2349,74.97042,22.75549,54.16477,True,0,0
5.814016,1026.638,159.1694,74.61481,22.81679,54.61655,True,0,0
5.834017,1026.917,159.1037,74.25822,22.86702,55.06925,True,0,0
5.854016,1027.196,159.0379,73.90076,22.9082,55.52272,True,0,0
5.874017,1027.476,158.9719,73.5425,22.942,55.98006,True,0,0
5.894016,1027.752,158.9065,73.18674,22.76336,56.43073,True,0,0
5.914017,1028.029,158.8409,72.82973,22.82352,56.88254,True,0,0
5.934016,1028.306,158.7753,72.47158,22.87282,57.33533,True,0,0
5.954017,1028.584,158.7097,72.11243,22.91323,57.79208,True,0,0
5.974016,1028.861,158.644,71.75237,22.94638,58.24634,True,0,0
5.994017,1029.135,158.5789,71.39474,22.76717,58.69704,True,0,0
6.014016,1029.41,158.5136,71.03572,22.82688,59.14894,True,0,0
6.034017,1029.684,158.4483,70.67549,22.87579,59.60181,True,0,0
6.054016,1029.959,158.3828,70.31416,22.91589,60.05832,True,0,0
6.074017,1030.233,158.3173,69.95181,22.94878,60.5126,True,0,0
6.094016,1030.504,158.2523,69.59182,22.76933,60.96341,True,0,0
6.114017,1030.776,158.1871,69.23038,22.82886,61.41539,True,0,0
6.134016,1031.047,158.1218,68.86764,22.87761,61.87126,True,0,0
6.154016,1031.318,158.0562,68.50371,22.91757,62.32487,True,0,0
6.174016,1031.589,157.9904,68.13869,22.95035,62.77923,True,0,0
6.194016,1031.856,157.9251,67.776,22.77078,63.22986,True,0,0
6.214016,1032.124,157.8595,67.41177,22.83022,63.68407,True,0,0
6.234016,1032.391,157.7936,67.04616,22.8789,64.13685,True,0,0
6.254016,1032.658,157.7275,66.67931,22.91879,64.59044,True,0,0
6.274016,1032.925,157.6611,66.3113,22.95151,65.04463,True,0,0
6.294016,1033.188,157.5952,65.94555,22.77187,65.4953,True,0,0
6.314016,1033.451,157.529,65.57819,22.83126,65.94913,True,0,0
6.334016,1033.714,157.4624,65.20939,22.8799,66.40188,True,0,0
6.354016,1033.976,157.3956,64.83927,22.91976,66.85536,True,0,0
6.374016,1034.238,157.3286,64.46793,22.95243,67.30952,True,0,0
6.394016,1034.496,157.2619,64.09885,22.77275,67.76167,True,0,0
6.414016,1034.755,157.1949,63.7281,22.83211,68.21334,True,0,0
6.434016,1035.012,157.1276,63.35582,22.88072,68.666,True,0,0
6.454016,1035.269,157.0601,62.98215,22.92055,69.11948,True,0,0
6.474016,1035.526,156.9923,62.60723,22.9532,69.57498,True,0,0
6.494016,1035.779,156.925,62.23453,22.77351,70.02546,True,0,0
6.514016,1036.032,156.8573,61.86008,22.83284,70.47715,True,0,0
6.534016,1036.284,156.7894,61.48407,22.88144,70.92968,True,0,0
6.554016,1036.535,156.7212,61.10663,22.92125,71.38309,True,0,0
6.574017,1036.786,156.6528,60.72786,22.95388,71.8379,True,0,0
6.594016,1037.033,156.5849,60.35127,22.77418,72.28825,True,0,0
6.614017,1037.279,156.5167,59.97292,22.83351,72.73985,True,0,0
6.634016,1037.525,156.4482,59.59295,22.88209,73.19237,True,0,0
6.654016,1037.77,156.3796,59.21148,22.92188,73.6461,True,0,0
6.674016,1038.014,156.3107,58.82866,22.9545,74.09997,True,0,0
6.694016,1038.255,156.2423,58.44806,22.77474,74.5503,True,0,0
6.714016,1038.495,156.1736,58.06559,22.83402,75.00191,True,0,0
6.734016,1038.735,156.1047,57.68144,22.88256,75.45444,True,0,0
6.754016,1038.973,156.0356,57.2958,22.92232,75.90759,True,0,0
6.774016,1039.21,155.9664,56.90873,22.9549,76.36153,True,0,0
6.794016,1039.444,155.8976,56.52385,22.7751,76.81186,True,0,0
6.814016,1039.677,155.8286,56.13711,22.83437,77.26336,True,0,0
6.834016,1039.909,155.7594,55.74867,22.88287,77.7152,True,0,0
6.854016,1040.14,155.6901,55.35865,22.92257,78.16845,True,0,0
6.874016,1040.37,155.6205,54.96718,22.95511,78.6223,True,0,0
6.894016,1040.597,155.5514,54.57794,22.77527,79.07265,True,0,0
6.914016,1040.822,155.4821,54.18676,22.8345,79.52321,True,0,0
6.934016,1041.047,155.4126,53.79382,22.88296,79.97561,True,0,0
6.954016,1041.27,155.3429,53.39932,22.92266,80.42879,True,0,0
6.974016,1041.492,155.2732,53.00335,22.95516,80.88264,True,0,0
6.994016,1041.71,155.2039,52.60958,22.77528,81.33296,True,0,0
7.014016,1041.927,155.1344,52.21387,22.83445,81.78299,True,0,0
7.034016,1042.144,155.0647,51.8164,22.88286,82.2354,True,0,0
7.054016,1042.359,154.995,51.41728,22.92246,82.68866,True,0,0
7.074016,1042.572,154.925,51.01666,22.95488,83.1425,True,0,0
7.094016,1042.782,154.8555,50.61829,22.77493,83.59061,True,0,0
7.114016,1042.99,154.7859,50.21793,22.83402,84.04202,True,0,0
7.134016,1043.198,154.7161,49.81575,22.88235,84.49444,True,0,0
7.154016,1043.403,154.6461,49.41194,22.9219,84.9476,True,0,0
7.174016,1043.607,154.5761,49.0066,22.95427,85.3991,True,0,0
7.194016,1043.808,154.5066,48.60348,22.77426,85.84935,True,0,0
7.214016,1044.007,154.4369,48.19838,22.83329,86.30077,True,0,0
7.234015,1044.205,154.3671,47.79146,22.88155,86.75318,True,0,0
7.254016,1044.401,154.2972,47.38284,22.921,87.2064,True,0,0
7.274015,1044.595,154.2272,46.97268,22.95327,87.65736,True,0,0
7.294016,1044.786,154.1576,46.56482,22.77318,88.10761,True,0,0
7.314015,1044.975,154.088,46.15488,22.83211,88.5591,True,0,0
7.334016,1045.163,154.0182,45.7431,22.8803,89.01151,True,0,0
7.354016,1045.348,153.9482,45.32964,22.91969,89.46095,True,0,0
7.374016,1045.532,153.8783,44.91461,22.95189,89.91473,True,0,0
7.394016,1045.712,153.8089,44.50186,22.77176,90.36498,True,0,0
7.414016,1045.89,153.7394,44.08707,22.83066,90.81643,True,0,0
7.434016,1046.066,153.6698,43.67042,22.87879,91.26883,True,0,0
7.454016,1046.24,153.6,43.25204,22.91814,91.71846,True,0,0
7.474016,1046.412,153.5302,42.83213,22.95032,92.17222,True,0,0
7.494016,1046.581,153.4611,42.41456,22.77016,92.62253,True,0,0
7.514016,1046.747,153.3917,41.99491,22.82902,93.07396,True,0,0
7.534016,1046.912,153.3223,41.57343,22.87714,93.52183,True,0,0
7.554016,1047.074,153.2528,41.15028,22.91649,93.97495,True,0,0
7.574016,1047.234,153.1834,40.72552,22.94863,94.42879,True,0,0
7.594016,1047.39,153.1144,40.30323,22.76848,94.87902,True,0,0
7.614016,1047.544,153.0455,39.87891,22.82732,95.32555,True,0,0
7.634016,1047.696,152.9765,39.4527,22.87537,95.77796,True,0,0
7.654016,1047.845,152.9075,39.02484,22.91466,96.23115,True,0,0
7.674016,1047.992,152.8386,38.59547,22.94679,96.68501,True,0,0
7.694016,1048.136,152.7704,38.16853,22.76664,97.13544,True,0,0
7.714016,1048.277,152.7021,37.73962,22.82549,97.58144,True,0,0
7.734015,1048.416,152.6339,37.30893,22.8736,98.03387,True,0,0
7.754016,1048.552,152.5657,36.87658,22.91293,98.48721,True,0,0
7.774015,1048.686,152.4975,36.44278,22.94511,98.94116,True,0,0
7.794016,1048.816,152.43,36.01162,22.76509,99.38483,True,0,0
7.814015,1048.944,152.3625,35.57845,22.82398,99.83636,True,0,0
7.834016,1049.069,152.2949,35.14359,22.87215,100.2889,True,0,0
7.854015,1049.192,152.2275,34.7072,22.91157,100.7422,True,0,0
7.874016,1049.313,152.1602,34.26937,22.94379,101.1889,True,0,0
7.894015,1049.429,152.0935,33.83426,22.76376,101.6392,True,0,0
7.914016,1049.544,152.027,33.39729,22.82273,102.0908,True,0,0
7.934015,1049.656,151.9605,32.95862,22.87092,102.5434,True,0,0
7.954016,1049.765,151.894,32.51854,22.91037,102.9969,True,0,0
7.974015,1049.872,151.8278,32.07713,22.94264,103.4408,True,0,0
