time,x,y,z,vx,vy,vz,speed,wheels,up,s,clearance,throttle,brake,steer
0.01999999,1187.202,152.6792,205.9805,-0.2788655,-0.04015462,-0.07916248,0.2898839,4,1,5.005821,0.4041901,1,0,4.291535E-07
0.03999998,1187.191,152.6777,205.9773,-0.5559697,-0.0728201,-0.157825,0.5779369,4,1,5.01737,0.4027405,1,0,-2.145767E-07
0.05999998,1187.175,152.6758,205.9726,-0.8313236,-0.09836443,-0.2359906,0.8641705,4,1,5.034628,0.4007721,1,0,2.741814E-07
0.07999997,1187.153,152.6734,205.9663,-1.104939,-0.1172552,-0.3136626,1.148596,4,1,5.057595,0.3984222,1,0,4.768372E-07
0.09999996,1187.125,152.6708,205.9585,-1.376825,-0.1300635,-0.390844,1.431226,4,1,5.086268,0.3958282,1,0,4.291535E-07
0.12,1187.092,152.6681,205.9492,-1.646995,-0.1374474,-0.4675379,1.71207,4,1,5.120529,0.3930817,1,0,-1.418591E-06
0.14,1187.054,152.6653,205.9383,-1.915458,-0.1400782,-0.5437474,1.99114,4,1,5.160373,0.390274,1,0,-1.680851E-06
0.1599999,1187.01,152.6625,205.9259,-2.182225,-0.1386387,-0.6194755,2.268448,4,1,5.205796,0.3874969,1,0,-1.788139E-06
0.1799999,1186.961,152.6598,205.912,-2.447307,-0.1338212,-0.6947255,2.544004,4,1,5.256682,0.3848267,1,0,-3.302097E-06
0.1999999,1186.907,152.6573,205.8966,-2.710716,-0.1263061,-0.7695,2.81782,4,1,5.313025,0.3822937,1,0,-2.777577E-06
0.2199999,1186.847,152.655,205.8797,-2.97246,-0.1167045,-0.8438023,3.089906,4,1,5.374823,0.3799591,1,0,-1.788139E-06
0.2399999,1186.783,152.6528,205.8614,-3.232551,-0.1056086,-0.9176353,3.360274,4,1,5.442074,0.3778534,1,0,-1.752377E-06
0.2599999,1186.713,152.651,205.8416,-3.491,-0.09355537,-0.991002,3.628935,4,1,5.514657,0.3759766,1,0,-2.670288E-06
0.2799999,1186.638,152.6494,205.8203,-3.747817,-0.08099585,-1.063905,3.895899,4,1,5.592568,0.3743591,1,0,-2.670288E-06
0.2999999,1186.558,152.648,205.7976,-4.003011,-0.06834827,-1.136348,4.161176,4,1,5.675807,0.3729858,1,0,-3.218651E-06
0.3199999,1186.473,152.6469,205.7734,-4.256594,-0.05594396,-1.208333,4.424778,4,1,5.764256,0.3718719,1,0,-4.36306E-06
0.3399999,1186.383,152.646,205.7478,-4.508574,-0.04408104,-1.279864,4.686715,4,1,5.858029,0.3709869,1,0,-2.729893E-06
0.3599999,1186.287,152.6453,205.7208,-4.758964,-0.03297012,-1.350943,4.946998,4,1,5.957005,0.3703308,1,0,-3.111363E-06
0.3799999,1186.187,152.6449,205.6923,-5.007771,-0.02278805,-1.421573,5.205636,4,1,6.061061,0.369873,1,0,-3.635883E-06
0.3999999,1186.082,152.6446,205.6625,-5.255007,-0.01364368,-1.491757,5.462641,4,1,6.170315,0.3695984,1,0,-2.491474E-06
0.4199998,1185.972,152.6445,205.6313,-5.500682,-0.005608579,-1.561497,5.718023,4,1,6.284649,0.3694916,1,0,-2.956391E-06
0.4399998,1185.857,152.6445,205.5986,-5.744805,0.001277025,-1.630797,5.971791,4,1,6.40406,0.3695221,1,0,-1.716614E-06
0.4599998,1185.738,152.6447,205.5647,-5.987386,0.007018946,-1.69966,6.223957,4,1,6.528543,0.3696594,1,0,-2.503395E-07
0.4799998,1185.613,152.6449,205.5293,-6.228436,0.01166178,-1.768087,6.474531,4,1,6.657977,0.3698883,1,0,-1.192093E-08
0.4999998,1185.484,152.6452,205.4926,-6.467962,0.01526278,-1.836082,6.723521,4,1,6.792483,0.3701935,1,0,8.821488E-07
0.5199998,1185.349,152.6455,205.4545,-6.705976,0.01788984,-1.903648,6.97094,4,1,6.931936,0.3705444,1,0,5.245209E-07
0.5399998,1185.211,152.6459,205.4151,-6.942487,0.01963964,-1.970787,7.216795,4,1,7.076218,0.3709412,1,0,-6.556511E-07
0.5599998,1185.067,152.6463,205.3743,-7.177504,0.02059335,-2.037502,7.461098,4,1,7.225446,0.3713531,1,0,5.960464E-07
0.5799998,1184.919,152.6468,205.3323,-7.411036,0.02085875,-2.103796,7.703857,4,1,7.379494,0.3717651,1,0,1.037121E-06
0.5999998,1184.766,152.6472,205.2889,-7.643094,0.02054623,-2.169671,7.945084,4,1,7.538368,0.3721771,1,0,1.168251E-06
0.6199998,1184.609,152.6476,205.2442,-7.873685,0.01974846,-2.23513,8.184786,4,1,7.702063,0.3725739,1,0,2.157688E-06
0.6399997,1184.447,152.6479,205.1982,-8.10282,0.01856307,-2.300175,8.422976,4,1,7.870574,0.3729401,1,0,2.837181E-06
0.6599998,1184.28,152.6483,205.1508,-8.330508,0.01709186,-2.36481,8.659659,4,1,8.043783,0.3732758,1,0,1.549721E-06
0.6799998,1184.109,152.6486,205.1023,-8.556759,0.01542029,-2.429036,8.89485,4,1,8.221688,0.3735809,1,0,1.692772E-06
0.6999997,1183.933,152.6488,205.0524,-8.78158,0.01362016,-2.492857,9.128553,4,1,8.404284,0.3738556,1,0,1.764298E-06
0.7199997,1183.753,152.6491,205.0013,-9.00498,0.01175175,-2.556274,9.360781,4,1,8.591457,0.3740845,1,0,3.576279E-07
0.7399997,1183.568,152.6493,204.9489,-9.22697,0.009885482,-2.619291,9.591541,4,1,8.783318,0.3742828,1,0,2.264977E-06
0.7599998,1183.38,152.6494,204.8953,-9.447557,0.008060657,-2.68191,9.820845,4,1,8.979746,0.3744507,1,0,1.239777E-06
0.7799997,1183.186,152.6496,204.8404,-9.666753,0.006310322,-2.744134,10.0487,4,1,9.180745,0.3745728,1,0,5.006791E-07
0.7999997,1182.989,152.6497,204.7843,-9.884562,0.004682009,-2.805964,10.27512,4,1,9.38619,0.3746643,1,0,1.66893E-07
0.8199997,1182.786,152.6497,204.7269,-10.101,0.00319578,-2.867404,10.5001,4,1,9.596197,0.3747253,1,0,2.002716E-06
0.8399997,1182.58,152.6497,204.6684,-10.31606,0.001868558,-2.928456,10.72367,4,1,9.810648,0.3747559,1,0,1.28746E-06
0.8599997,1182.37,152.6498,204.6086,-10.52977,0.0007144632,-2.989123,10.94582,4,1,10.02954,0.3747711,1,0,1.382828E-06
0.8799997,1182.155,152.6498,204.5476,-10.74213,-0.0002744143,-3.049406,11.16657,4,1,10.25287,0.3747711,1,0,2.169609E-06
0.8999997,1181.936,152.6497,204.4854,-10.95315,-0.001104732,-3.109308,11.38593,4,1,10.48064,0.3747559,1,0,2.288818E-06
0.9199997,1181.712,152.6497,204.422,-11.16284,-0.001782092,-3.168832,11.6039,4,1,10.71273,0.3747253,1,0,1.66893E-07
0.9399996,1181.485,152.6497,204.3575,-11.3712,-0.002311184,-3.22798,11.82049,4,1,10.94913,0.3746796,1,0,-7.629395E-07
0.9599997,1181.253,152.6496,204.2917,-11.57825,-0.002695972,-3.286755,12.03572,4,1,11.18985,0.3746185,1,0,-5.722046E-07
0.9799997,1181.018,152.6496,204.2248,-11.78398,-0.002939761,-3.345158,12.24959,4,1,11.43488,0.3745575,1,0,-6.67572E-07
0.9999996,1180.778,152.6495,204.1568,-11.98842,-0.003065134,-3.403193,12.4621,4,1,11.6841,0.3744965,1,0,-1.0252E-06
1.02,1180.534,152.6494,204.0875,-12.19157,-0.003091097,-3.46086,12.67327,4,1,11.93751,0.3744354,1,0,1.192093E-07
1.04,1180.286,152.6494,204.0172,-12.39343,-0.003033571,-3.518164,12.88311,4,1,12.19522,0.3743744,1,0,1.311302E-06
1.06,1180.034,152.6493,203.9457,-12.59402,-0.002905964,-3.575106,13.09163,4,1,12.45701,0.3743134,1,0,-7.152557E-07
1.08,1179.779,152.6492,203.873,-12.79334,-0.002719491,-3.631688,13.29883,4,1,12.72298,0.3742523,1,0,7.390976E-07
1.1,1179.519,152.6492,203.7993,-12.9914,-0.002483626,-3.687913,13.50471,4,1,12.99313,0.3742065,1,0,7.629395E-07
1.12,1179.255,152.6492,203.7244,-13.18822,-0.002226073,-3.743782,13.7093,4,1,13.26735,0.3741608,1,0,-6.67572E-07
1.14,1178.987,152.6491,203.6484,-13.38378,-0.001950333,-3.799299,13.9126,4,1,13.54562,0.374115,1,0,-1.454353E-06
1.16,1178.716,152.6491,203.5713,-13.57812,-0.001659325,-3.854465,14.11461,4,1,13.82796,0.3740845,1,0,-1.883507E-06
1.18,1178.44,152.649,203.4931,-13.77122,-0.001375304,-3.909283,14.31535,4,1,14.11423,0.374054,1,0,-3.266334E-06
1.2,1178.161,152.649,203.4139,-13.96311,-0.001097166,-3.963755,14.51481,4,1,14.40456,0.3740387,1,0,-2.31266E-06
1.22,1177.878,152.649,203.3335,-14.15378,-0.0008438131,-4.017882,14.71302,4,1,14.69882,0.3740234,1,0,-3.790856E-06
1.24,1177.591,152.649,203.2521,-14.34325,-0.0006112395,-4.071668,14.90998,4,1,14.99702,0.3740082,1,0,-4.410744E-06
1.26,1177.3,152.649,203.1696,-14.53153,-0.0003961379,-4.125114,15.10569,4,1,15.29916,0.3739929,1,0,-4.196167E-06
1.279999,1177.006,152.649,203.086,-14.71861,-0.0001956783,-4.178223,15.30017,4,1,15.6051,0.3739929,1,0,-4.577637E-06
1.3,1176.708,152.649,203.0014,-14.90451,-2.737738E-05,-4.230997,15.49341,4,1,15.91497,0.3739929,1,0,-3.480911E-06
1.32,1176.406,152.649,202.9157,-15.08924,0.0001139483,-4.283438,15.68544,4,1,16.22865,0.3739929,1,0,-3.194809E-06
1.34,1176.101,152.649,202.829,-15.2728,0.0002326183,-4.335549,15.87626,4,1,16.54615,0.3739929,1,0,-3.004074E-06
1.36,1175.792,152.649,202.7413,-15.4552,0.0003322524,-4.38733,16.06587,4,1,16.86744,0.3739929,1,0,-1.478195E-06
1.38,1175.479,152.649,202.6525,-15.63645,0.0004159187,-4.438785,16.25428,4,1,17.19254,0.3740082,1,0,-2.861023E-07
1.399999,1175.163,152.649,202.5627,-15.81656,0.0004663389,-4.489914,16.4415,4,1,17.52133,0.3740234,1,0,-7.152557E-07
1.419999,1174.843,152.649,202.4719,-15.99553,0.0004888456,-4.54072,16.62754,4,1,17.85392,0.3740387,1,0,5.245209E-07
1.439999,1174.519,152.649,202.3801,-16.17336,0.0004879221,-4.591206,16.8124,4,1,18.19018,0.374054,1,0,1.907349E-07
1.459999,1174.192,152.6491,202.2872,-16.35008,0.000467322,-4.641372,16.9961,4,1,18.53013,0.3740692,1,0,0
1.479999,1173.862,152.6491,202.1934,-16.52567,0.0004301734,-4.691222,17.17864,4,1,18.87375,0.3740845,1,0,0
1.5,1173.528,152.6491,202.0986,-16.70016,0.0003791573,-4.740757,17.36002,4,1,19.22094,0.3740845,1,0,-1.096725E-06
1.52,1173.19,152.6491,202.0028,-16.87355,0.0003363336,-4.789978,17.54026,4,1,19.57179,0.3740845,1,0,-2.384186E-07
1.539999,1172.849,152.6491,201.906,-17.04584,0.0003003617,-4.838888,17.71936,4,1,19.9262,0.3740845,1,0,-2.145767E-06
1.559999,1172.505,152.6491,201.8083,-17.21705,0.0002701691,-4.887489,17.89733,4,1,20.28417,0.3740845,1,0,-3.385544E-06
1.579999,1172.157,152.6491,201.7095,-17.38717,0.0002448026,-4.935783,18.07417,4,1,20.64568,0.3740845,1,0,-4.1008E-06
1.599999,1171.806,152.6491,201.6099,-17.55622,0.0002235025,-4.983773,18.2499,4,1,21.01063,0.3740845,1,0,-5.674362E-06
1.619999,1171.451,152.6491,201.5092,-17.7242,0.0002056282,-5.031461,18.42452,4,1,21.37913,0.3740845,1,0,-4.768372E-06
1.639999,1171.094,152.6491,201.4077,-17.89111,0.0001906139,-5.078847,18.59803,4,1,21.75106,0.3740845,1,0,-4.62532E-06
1.659999,1170.733,152.6491,201.3051,-18.05698,0.0001780274,-5.125934,18.77045,4,1,22.12642,0.3740845,1,0,-3.528595E-06
1.679999,1170.368,152.6491,201.2017,-18.22179,0.0001674518,-5.172724,18.94178,4,1,22.5052,0.3740845,1,0,-1.478195E-06
1.699999,1170,152.6491,201.0973,-18.38557,0.0001585743,-5.219218,19.11202,4,1,22.8874,0.3740845,1,0,1.430512E-07
1.719999,1169.63,152.6491,200.992,-18.54831,0.0001511267,-5.265418,19.2812,4,1,23.27303,0.3740845,1,0,1.239777E-06
1.739999,1169.255,152.6491,200.8858,-18.71003,0.0001448558,-5.311327,19.44931,4,1,23.66196,0.3740845,1,0,5.722046E-07
1.759999,1168.878,152.6491,200.7786,-18.87072,0.0001395978,-5.356947,19.61635,4,1,24.05432,0.3740845,1,0,2.717972E-06
1.779999,1168.497,152.6491,200.6706,-19.0304,0.0001351739,-5.402278,19.78233,4,1,24.44997,0.3740845,1,0,1.382828E-06
1.799999,1168.114,152.6491,200.5616,-19.18906,0.000131465,-5.447323,19.94727,4,1,24.84892,0.3740845,1,0,1.525879E-06
1.819999,1167.727,152.6491,200.4518,-19.34673,0.0001283371,-5.492083,20.11117,4,1,25.25117,0.3740845,1,0,1.525879E-06
1.839999,1167.337,152.6491,200.3411,-19.5034,0.0001257304,-5.53656,20.27403,4,1,25.6566,0.3740845,1,0,1.525879E-06
1.859999,1166.943,152.6491,200.2294,-19.65908,0.0001235408,-5.580755,20.43586,4,1,26.06533,0.3740845,1,0,3.099442E-06
1.879999,1166.547,152.6491,200.117,-19.81378,0.0001216938,-5.624671,20.59667,4,1,26.47723,0.3740845,1,0,3.433228E-06
1.899999,1166.148,152.6491,200.0036,-19.9675,0.0001201447,-5.668309,20.75646,4,1,26.8923,0.3740845,1,0,3.862381E-06
1.919999,1165.745,152.6491,199.8894,-20.12025,0.0001188488,-5.71167,20.91525,4,1,27.31067,0.3740845,1,0,6.29425E-06
1.939999,1165.34,152.6491,199.7743,-20.27204,0.0001177615,-5.754757,21.07304,4,1,27.73208,0.3740845,1,0,4.291534E-06
1.959999,1164.932,152.6491,199.6583,-20.42287,0.0001168528,-5.797573,21.22982,4,1,28.15667,0.3740845,1,0,5.912781E-06
1.979999,1164.52,152.6491,199.5415,-20.57274,0.0001160932,-5.840116,21.38562,4,1,28.58442,0.3740845,1,0,6.1512E-06
1.999999,1164.106,152.6491,199.4239,-20.72167,0.0001154527,-5.88239,21.54044,4,1,29.01523,0.3740845,1,0,5.435944E-06
2.019999,1163.688,152.6491,199.3054,-20.86966,0.0001149016,-5.924397,21.69427,4,1,29.44908,0.3740845,1,0,5.38826E-06
2.039999,1163.268,152.6491,199.1861,-21.01672,0.0001144398,-5.966138,21.84713,4,1,29.88598,0.3740845,1,0,6.29425E-06
2.059999,1162.845,152.6491,199.0659,-21.16284,0.0001140525,-6.007615,21.99903,4,1,30.32592,0.3740845,1,0,7.43866E-06
2.079999,1162.419,152.6491,198.9449,-21.30804,0.0001137249,-6.048829,22.14997,4,1,30.76891,0.3740845,1,0,8.153916E-06
2.099999,1161.99,152.6491,198.8231,-21.45233,0.0001134567,-6.089781,22.29995,4,1,31.21493,0.3740845,1,0,8.392334E-06
2.119999,1161.558,152.6491,198.7005,-21.5957,0.0001132333,-6.130475,22.44899,4,1,31.66388,0.3740845,1,0,7.43866E-06
2.139999,1161.123,152.6491,198.5771,-21.73817,0.0001130397,-6.170911,22.59709,4,1,32.11588,0.3740845,1,0,7.915497E-06
2.159999,1160.685,152.6491,198.4529,-21.87974,0.0001128907,-6.211092,22.74425,4,1,32.57079,0.3740845,1,0,6.198883E-06
2.179999,1160.245,152.6491,198.3279,-22.02041,0.0001127567,-6.251018,22.89048,4,1,33.02861,0.3740845,1,0,5.531311E-06
2.199999,1159.802,152.6491,198.2021,-22.1602,0.0001126375,-6.290691,23.03579,4,1,33.48936,0.3740845,1,0,4.1008E-06
2.219999,1159.356,152.6491,198.0755,-22.2991,0.0001125481,-6.330112,23.18018,4,1,33.95291,0.3740845,1,0,2.765656E-06
2.239999,1158.907,152.6491,197.9481,-22.43713,0.0001124737,-6.369286,23.32365,4,1,34.41936,0.3740845,1,0,4.48227E-06
2.259999,1158.455,152.6491,197.8199,-22.57429,0.0001123992,-6.408212,23.46622,4,1,34.88874,0.3740845,1,0,4.386902E-06
2.279999,1158.001,152.6491,197.691,-22.71058,0.0001123396,-6.446891,23.60789,4,1,35.36091,0.3740845,1,0,2.098084E-06
