time,x,y,z,vx,vy,vz,speed,wheels,up,s,clearance,throttle,brake,steer
0.02000427,1187.201,152.5292,205.9802,-0.3269457,-0.04016253,-0.09281118,0.3398638,4,1,5.006835,0.2541962,1,0,4.291535E-07
0.03999329,1187.188,152.5277,205.9765,-0.6517764,-0.07283465,-0.185022,0.6775291,4,1,5.020413,0.2527466,1,0,-5.006791E-07
0.05999756,1187.169,152.5258,205.971,-0.9745058,-0.09838454,-0.2766363,1.01301,4,1,5.040714,0.2507782,1,0,-4.768372E-07
0.08000183,1187.143,152.5234,205.9636,-1.295147,-0.11728,-0.3676579,1.346321,4,1,5.067618,0.2484283,1,0,-1.0252E-06
0.1000061,1187.111,152.5208,205.9545,-1.613715,-0.1300922,-0.4580907,1.677475,4,1,5.10112,0.2458191,1,0,-1.788139E-07
0.1199951,1187.072,152.5181,205.9435,-1.930221,-0.1374596,-0.5479385,2.006487,4,1,5.14122,0.2430725,1,0,5.006791E-07
0.1399994,1187.027,152.5153,205.9308,-2.24468,-0.1400765,-0.6372051,2.333371,4,1,5.187913,0.2402649,1,0,1.013279E-06
0.1600037,1186.976,152.5125,205.9162,-2.557105,-0.1386254,-0.7258942,2.65814,4,1,5.24108,0.2374878,1,0,-2.384186E-08
0.1799927,1186.919,152.5098,205.9,-2.867509,-0.1337982,-0.8140095,2.980809,4,1,5.300718,0.2348175,1,0,-8.225441E-07
0.1999969,1186.855,152.5073,205.8819,-3.175905,-0.126275,-0.9015548,3.30139,4,1,5.366707,0.2322845,1,0,-1.382828E-06
0.2200012,1186.786,152.5049,205.8622,-3.482306,-0.1166665,-0.9885338,3.619897,4,1,5.43916,0.22995,1,0,2.145767E-07
0.2400055,1186.71,152.5028,205.8407,-3.786724,-0.1055648,-1.07495,3.936343,4,1,5.517838,0.2278442,1,0,-8.583069E-07
0.2599945,1186.628,152.501,205.8174,-4.089173,-0.09350678,-1.160807,4.250743,4,1,5.602855,0.2259674,1,0,5.841255E-07
0.2799988,1186.54,152.4993,205.7925,-4.389666,-0.0809432,-1.246109,4.563108,4,1,5.694092,0.22435,1,0,-2.264976E-07
0.3000031,1186.447,152.498,205.7659,-4.688215,-0.06829223,-1.33086,4.873454,4,1,5.791545,0.2229767,1,0,0
0.3199921,1186.347,152.4969,205.7376,-4.984833,-0.05588511,-1.415061,5.181792,4,1,5.895216,0.2218628,1,0,-1.549721E-07
0.3399963,1186.241,152.496,205.7076,-5.279532,-0.0440198,-1.498719,5.488134,4,1,6.004977,0.2209778,1,0,-7.390976E-07
0.3600006,1186.13,152.4953,205.676,-5.572325,-0.03290689,-1.581834,5.792496,4,1,6.12083,0.2203217,1,0,-1.347065E-06
0.3800049,1186.012,152.4949,205.6427,-5.863223,-0.02272315,-1.664413,6.094888,4,1,6.242772,0.2198639,1,0,-1.943112E-06
0.3999939,1185.889,152.4946,205.6078,-6.15224,-0.01357738,-1.746457,6.395324,4,1,6.37068,0.2195892,1,0,-2.563E-06
0.4199982,1185.761,152.4945,205.5712,-6.439387,-0.005541074,-1.82797,6.693817,4,1,6.504553,0.2194824,1,0,-2.801418E-06
0.4400024,1185.626,152.4945,205.5331,-6.724676,0.001345513,-1.908956,6.990378,4,1,6.644387,0.2195129,1,0,-2.622604E-06
0.4600067,1185.486,152.4946,205.4933,-7.00812,0.007088269,-1.989419,7.285021,4,1,6.790065,0.2196503,1,0,-3.540516E-06
0.4799957,1185.34,152.4949,205.4519,-7.28973,0.01173182,-2.06936,7.57776,4,1,6.941577,0.2198792,1,0,-2.205372E-06
0.5,1185.189,152.4952,205.4089,-7.569519,0.0153334,-2.148785,7.868602,4,1,7.098926,0.2201843,1,0,-1.573563E-06
0.5200043,1185.032,152.4955,205.3643,-7.847497,0.01796095,-2.227697,8.157564,4,1,7.262108,0.2205505,1,0,-1.621246E-06
0.5399933,1184.869,152.4959,205.3182,-8.123677,0.01969132,-2.306097,8.444655,4,1,7.431005,0.2209473,1,0,-2.276897E-06
0.5599976,1184.701,152.4964,205.2705,-8.39807,0.02062872,-2.383991,8.729893,4,1,7.605611,0.2213593,1,0,-1.847744E-06
0.5800018,1184.528,152.4968,205.2213,-8.670689,0.02088043,-2.461381,9.013282,4,1,7.785922,0.2217712,1,0,-1.692772E-06
0.6000061,1184.349,152.4972,205.1705,-8.941544,0.02055643,-2.538271,9.294838,4,1,7.971821,0.2221832,1,0,-3.218651E-06
0.6199951,1184.165,152.4976,205.1183,-9.210646,0.01974901,-2.614662,9.574574,4,1,8.163303,0.22258,1,0,-3.242493E-06
0.6399994,1183.975,152.4979,205.0644,-9.478007,0.01855552,-2.690561,9.8525,4,1,8.36037,0.2229462,1,0,-3.170967E-06
0.6600037,1183.781,152.4983,205.0091,-9.74364,0.0170775,-2.765968,10.12863,4,1,8.562894,0.2232819,1,0,-2.861023E-06
0.6799927,1183.58,152.4986,204.9523,-10.00755,0.01540021,-2.840888,10.40297,4,1,8.770998,0.223587,1,0,-2.169609E-06
0.6999969,1183.375,152.4989,204.894,-10.26976,0.01359528,-2.915323,10.67554,4,1,8.984554,0.2238617,1,0,-2.813339E-06
0.7200012,1183.164,152.4991,204.8342,-10.53027,0.01172285,-2.989277,10.94634,4,1,9.203448,0.2240906,1,0,-4.315376E-06
0.7400055,1182.948,152.4993,204.773,-10.78909,0.009853205,-3.062753,11.21539,4,1,9.427792,0.2242889,1,0,-3.528595E-06
0.7599945,1182.728,152.4995,204.7103,-11.04625,0.008025564,-3.135753,11.4827,4,1,9.657467,0.2244568,1,0,-5.149841E-06
0.7799988,1182.501,152.4996,204.6461,-11.30173,0.006272845,-3.208281,11.74829,4,1,9.89247,0.2245789,1,0,-5.865097E-06
0.8000031,1182.27,152.4997,204.5805,-11.55557,0.004642521,-3.280341,12.01215,4,1,10.13268,0.2246704,1,0,-7.128715E-06
0.8199921,1182.034,152.4997,204.5134,-11.80776,0.00315461,-3.351934,12.27431,4,1,10.37822,0.2247314,1,0,-5.626679E-06
0.8399963,1181.793,152.4998,204.445,-12.05832,0.001825973,-3.423065,12.53477,4,1,10.62896,0.224762,1,0,-7.677078E-06
0.8600006,1181.547,152.4998,204.3751,-12.30726,0.0006707011,-3.493736,12.79355,4,1,10.88478,0.2247772,1,0,-8.320809E-06
0.8800049,1181.296,152.4998,204.3038,-12.55459,-0.0003191743,-3.563951,13.05065,4,1,11.14579,0.2247772,1,0,-7.343293E-06
0.8999939,1181.04,152.4997,204.2312,-12.80031,-0.001150327,-3.633712,13.30609,4,1,11.41189,0.2247467,1,0,-7.891656E-06
0.9199982,1180.779,152.4997,204.1571,-13.04445,-0.00180856,-3.703022,13.55987,4,1,11.68307,0.2247162,1,0,-6.79493E-06
0.9400024,1180.513,152.4997,204.0816,-13.28701,-0.002321596,-3.771884,13.81202,4,1,11.95932,0.2246704,1,0,-5.555153E-06
0.9600067,1180.243,152.4996,204.0048,-13.528,-0.002692903,-3.840301,14.06253,4,1,12.24052,0.2246094,1,0,-5.435944E-06
0.9799957,1179.967,152.4995,203.9267,-13.76744,-0.002925358,-3.908275,14.31142,4,1,12.52679,0.2245483,1,0,-3.194809E-06
1,1179.687,152.4995,203.8472,-14.00532,-0.003041213,-3.975811,14.55871,4,1,12.81801,0.2244873,1,0,-3.71933E-06
1.020004,1179.402,152.4994,203.7663,-14.24166,-0.003059176,-4.042909,14.80439,4,1,13.11405,0.2244263,1,0,-5.078316E-06
1.039993,1179.113,152.4994,203.6841,-14.47647,-0.002994948,-4.109574,15.04849,4,1,13.41504,0.2243652,1,0,-3.98159E-06
1.059998,1178.819,152.4993,203.6006,-14.70977,-0.002861726,-4.175808,15.291,4,1,13.72085,0.2243042,1,0,-5.078316E-06
1.080002,1178.52,152.4992,203.5158,-14.94156,-0.002670546,-4.241613,15.53195,4,1,14.03149,0.2242432,1,0,-5.125999E-06
1.100006,1178.216,152.4992,203.4296,-15.17184,-0.002430688,-4.306993,15.77133,4,1,14.34694,0.2241974,1,0,-4.291534E-06
1.119995,1177.908,152.4991,203.3422,-15.40064,-0.002169814,-4.371949,16.00917,4,1,14.6671,0.2241516,1,0,-5.340576E-06
1.139999,1177.596,152.4991,203.2535,-15.62796,-0.001891288,-4.436486,16.24548,4,1,14.99195,0.2241211,1,0,-4.839897E-06
1.160004,1177.279,152.4991,203.1635,-15.8538,-0.001617753,-4.500605,16.48025,4,1,15.3215,0.2240906,1,0,-2.980232E-06
1.179993,1176.957,152.4991,203.0722,-16.07819,-0.001348433,-4.56431,16.7135,4,1,15.65574,0.2240601,1,0,-1.192093E-06
1.199997,1176.631,152.499,202.9796,-16.30112,-0.001082628,-4.627603,16.94525,4,1,15.99467,0.2240448,1,0,6.198883E-07
1.220001,1176.301,152.499,202.8858,-16.52261,-0.0008396127,-4.690485,17.17549,4,1,16.33817,0.2240295,1,0,-5.245209E-07
1.240005,1175.966,152.499,202.7907,-16.74267,-0.0006157229,-4.752961,17.40425,4,1,16.68624,0.2240143,1,0,1.430512E-07
1.259995,1175.627,152.499,202.6944,-16.96131,-0.0004078902,-4.815032,17.63152,4,1,17.03888,0.223999,1,0,1.192093E-06
1.279999,1175.283,152.499,202.5969,-17.17853,-0.0002135674,-4.876701,17.85733,4,1,17.39608,0.223999,1,0,1.001358E-06
1.300003,1174.935,152.499,202.4982,-17.39434,-5.040536E-05,-4.93797,18.08167,4,1,17.75773,0.223999,1,0,-2.861023E-07
1.319992,1174.583,152.499,202.3982,-17.60876,8.65858E-05,-4.998843,18.30457,4,1,18.12382,0.223999,1,0,-6.67572E-07
1.339996,1174.227,152.499,202.297,-17.8218,0.0002016214,-5.059321,18.52602,4,1,18.49434,0.223999,1,0,-3.33786E-07
1.360001,1173.866,152.499,202.1946,-18.03345,0.0002982168,-5.119408,18.74604,4,1,18.86931,0.223999,1,0,-7.629395E-07
1.380005,1173.501,152.499,202.091,-18.24374,0.0003793212,-5.179106,18.96463,4,1,19.2486,0.223999,1,0,-2.002716E-06
1.399994,1173.132,152.499,201.9863,-18.45267,0.0004474369,-5.238418,19.18181,4,1,19.6322,0.2240143,1,0,-1.811981E-06
1.419998,1172.759,152.499,201.8803,-18.66024,0.0004847941,-5.297345,19.39759,4,1,20.02011,0.2240295,1,0,-6.198883E-07
1.440002,1172.381,152.499,201.7732,-18.86647,0.0004963379,-5.355892,19.61197,4,1,20.41234,0.2240448,1,0,9.536743E-08
1.459991,1172,152.4991,201.6649,-19.07137,0.0004861942,-5.41406,19.82496,4,1,20.80888,0.2240601,1,0,7.629395E-07
1.479996,1171.615,152.4991,201.5555,-19.27494,0.0004578487,-5.471851,20.03658,4,1,21.20961,0.2240753,1,0,-5.245209E-07
1.5,1171.225,152.4991,201.4449,-19.4772,0.0004142206,-5.52927,20.24683,4,1,21.61453,0.2240906,1,0,-1.430512E-07
1.520004,1170.831,152.4991,201.3332,-19.67814,0.0003577678,-5.586315,20.45572,4,1,22.02364,0.2240906,1,0,3.33786E-07
1.539993,1170.434,152.4991,201.2203,-19.87779,0.0003103415,-5.642992,20.66325,4,1,22.43693,0.2240906,1,0,8.106232E-07
1.559998,1170.032,152.4991,201.1064,-20.07615,0.0002705415,-5.699302,20.86945,4,1,22.85428,0.2240906,1,0,-1.430512E-07
1.580002,1169.627,152.4991,200.9912,-20.27322,0.0002371167,-5.755249,21.0743,4,1,23.27582,0.2240906,1,0,9.059906E-07
1.600006,1169.217,152.4991,200.875,-20.46902,0.000209069,-5.810832,21.27784,4,1,23.70142,0.2240906,1,0,5.722046E-07
1.619995,1168.804,152.4991,200.7577,-20.66355,0.0001855048,-5.866057,21.48006,4,1,24.13108,0.2240906,1,0,-7.629395E-07
1.639999,1168.387,152.4991,200.6393,-20.85682,0.0001657091,-5.920924,21.68097,4,1,24.56468,0.2240906,1,0,-1.525879E-06
1.660004,1167.966,152.4991,200.5198,-21.04884,0.0001490861,-5.975436,21.88058,4,1,25.00233,0.2240906,1,0,0
1.679993,1167.541,152.4991,200.3992,-21.23962,0.0001351293,-6.029595,22.0789,4,1,25.44392,0.2240906,1,0,-8.583069E-07
1.699997,1167.113,152.4991,200.2775,-21.42917,0.0001234067,-6.083405,22.27593,4,1,25.88945,0.2240906,1,0,-8.583069E-07
1.720001,1166.68,152.4991,200.1548,-21.61749,0.0001135759,-6.136866,22.47169,4,1,26.3389,0.2240906,1,0,-4.768372E-08
1.740005,1166.244,152.4991,200.031,-21.80459,0.000105324,-6.189981,22.66618,4,1,26.79217,0.2240906,1,0,-4.768372E-08
1.759995,1165.804,152.4991,199.9061,-21.99048,9.83828E-05,-6.242753,22.85942,4,1,27.24937,0.2240906,1,0,1.66893E-06
1.779999,1165.361,152.4991,199.7802,-22.17517,9.254388E-05,-6.295183,23.0514,4,1,27.71037,0.2240906,1,0,9.059906E-07
1.800003,1164.914,152.4991,199.6533,-22.35866,8.765826E-05,-6.347273,23.24215,4,1,28.17518,0.2240906,1,0,1.859665E-06
1.819992,1164.463,152.4991,199.5253,-22.54097,8.356207E-05,-6.399028,23.43166,4,1,28.6438,0.2240906,1,0,2.336502E-06
1.839996,1164.008,152.4991,199.3963,-22.72209,8.010639E-05,-6.450446,23.61995,4,1,29.11623,0.2240906,1,0,2.670288E-06
1.860001,1163.55,152.4991,199.2663,-22.90205,7.720182E-05,-6.501532,23.80702,4,1,29.59234,0.2240906,1,0,2.861023E-06
1.880005,1163.089,152.4991,199.1352,-23.08084,7.477391E-05,-6.552287,23.99287,4,1,30.07225,0.2240906,1,0,4.911423E-06
1.899994,1162.624,152.4991,199.0032,-23.25848,7.273327E-05,-6.602712,24.17752,4,1,30.55583,0.2240906,1,0,3.480911E-06
1.919998,1162.155,152.4991,198.8701,-23.43497,7.102032E-05,-6.652809,24.36098,4,1,31.0431,0.2240906,1,0,2.479553E-06
1.940002,1161.683,152.4991,198.7361,-23.61031,6.959038E-05,-6.702581,24.54326,4,1,31.53393,0.2240906,1,0,1.335144E-06
1.959991,1161.207,152.4991,198.601,-23.78452,6.838387E-05,-6.752032,24.72435,4,1,32.02843,0.2240906,1,0,2.670288E-06
1.979996,1160.728,152.4991,198.465,-23.95761,6.737099E-05,-6.801163,24.90427,4,1,32.52649,0.2240906,1,0,2.861023E-06
2,1160.245,152.4991,198.328,-24.12957,6.650707E-05,-6.849974,25.08302,4,1,33.02811,0.2240906,1,0,3.147125E-06
2.020004,1159.759,152.4991,198.19,-24.30042,6.57772E-05,-6.898469,25.26064,4,1,33.53327,0.2240906,1,0,4.291534E-06
2.039993,1159.27,152.4991,198.0511,-24.47017,6.51814E-05,-6.946651,25.43708,4,1,34.04199,0.2240906,1,0,6.29425E-06
2.059998,1158.777,152.4991,197.9112,-24.63882,6.467496E-05,-6.99452,25.61239,4,1,34.55426,0.2240906,1,0,6.866455E-06
2.080002,1158.281,152.4991,197.7704,-24.80638,6.42579E-05,-7.042078,25.78657,4,1,35.06996,0.2240906,1,0,6.961823E-06
