time,x,y,z,vx,vy,vz,speed,wheels,up,s,clearance,throttle,brake,steer
0.02000427,1186.384,152.6792,208.8666,-0.2596334,-0.04015462,-0.073703,0.2698919,4,1,5.005404,0.3291931,1,0,1.430511E-06
0.04000092,1186.373,152.6777,208.8636,-0.5178154,-0.0728201,-0.146994,0.538275,4,1,5.01619,0.3277435,1,0,4.768372E-07
0.06000519,1186.358,152.6758,208.8592,-0.774554,-0.09836443,-0.2198752,0.8051578,4,1,5.032304,0.3257751,1,0,4.053116E-07
0.08000183,1186.337,152.6734,208.8534,-1.029858,-0.1172552,-0.2923491,1.070549,4,1,5.053745,0.3234253,1,0,-1.907349E-07
0.09999847,1186.311,152.6708,208.8461,-1.283734,-0.1300635,-0.3644178,1.334456,4,1,5.080398,0.3208313,1,0,-1.382828E-06
0.1200027,1186.281,152.6681,208.8374,-1.536191,-0.1374474,-0.4360836,1.596888,4,1,5.112374,0.3180847,1,0,2.384186E-07
0.1399994,1186.245,152.6653,208.8272,-1.787237,-0.1400782,-0.5073488,1.857853,4,1,5.149552,0.3152771,1,0,-1.907349E-07
0.1600037,1186.204,152.6625,208.8156,-2.036879,-0.1386387,-0.5782157,2.117359,4,1,5.191932,0.3125,1,0,-7.629395E-07
0.1800003,1186.158,152.6598,208.8027,-2.285126,-0.1338212,-0.6486863,2.375415,4,1,5.239393,0.3098297,1,0,-1.502037E-06
0.2000046,1186.108,152.6573,208.7883,-2.531985,-0.1263061,-0.7187629,2.632027,4,1,5.292052,0.3072968,1,0,-5.483627E-07
0.2200012,1186.052,152.655,208.7725,-2.777463,-0.1167045,-0.7884479,2.887205,4,1,5.349787,0.3049622,1,0,-1.239777E-06
0.2400055,1185.992,152.6528,208.7554,-3.02157,-0.1056086,-0.8577433,3.140957,4,1,5.412599,0.3028564,1,0,-1.66893E-06
0.2600021,1185.927,152.651,208.7368,-3.264312,-0.09355537,-0.9266513,3.39329,4,1,5.480487,0.3009796,1,0,-1.907349E-06
0.2799988,1185.856,152.6494,208.7169,-3.505697,-0.08099585,-0.9951741,3.644213,4,1,5.553326,0.2993622,1,0,-1.859665E-06
0.3000031,1185.781,152.648,208.6957,-3.745733,-0.06834827,-1.063314,3.893733,4,1,5.631237,0.2979889,1,0,-1.192093E-06
0.3199997,1185.702,152.6469,208.673,-3.984427,-0.05594396,-1.131073,4.141858,4,1,5.714098,0.296875,1,0,-1.716614E-06
0.340004,1185.617,152.646,208.6491,-4.221786,-0.04408104,-1.198453,4.388596,4,1,5.801907,0.29599,1,0,-1.66893E-06
0.3600006,1185.528,152.6453,208.6238,-4.457819,-0.03297012,-1.265456,4.633954,4,1,5.894544,0.2953339,1,0,-2.479553E-06
0.3800049,1185.434,152.6449,208.5971,-4.692532,-0.02278805,-1.332085,4.877941,4,1,5.992123,0.2948761,1,0,-7.629395E-07
0.4000015,1185.336,152.6446,208.5692,-4.925933,-0.01364368,-1.398341,5.120564,4,1,6.094528,0.2946014,1,0,-1.28746E-06
0.4199982,1185.233,152.6445,208.5399,-5.158029,-0.005608579,-1.464227,5.361831,4,1,6.201753,0.2944946,1,0,-8.106232E-07
0.4400024,1185.125,152.6445,208.5093,-5.388828,0.001277025,-1.529745,5.601749,4,1,6.313799,0.2945251,1,0,-8.106232E-07
0.4599991,1185.012,152.6447,208.4774,-5.618337,0.007018946,-1.594896,5.840326,4,1,6.430661,0.2946625,1,0,-1.239777E-06
0.4800034,1184.896,152.6449,208.4442,-5.846562,0.01166178,-1.659683,6.077569,4,1,6.552222,0.2948914,1,0,-3.528595E-06
0.5,1184.774,152.6452,208.4097,-6.073512,0.01526278,-1.724108,6.313486,4,1,6.678483,0.2951965,1,0,-4.434586E-06
0.5200043,1184.648,152.6455,208.3739,-6.299193,0.01788984,-1.788173,6.548084,4,1,6.809439,0.2955475,1,0,-3.910065E-06
0.5400009,1184.518,152.6459,208.3369,-6.523612,0.01963964,-1.85188,6.78137,4,1,6.945085,0.2959442,1,0,-3.385544E-06
0.5600052,1184.383,152.6463,208.2986,-6.746778,0.02059335,-1.91523,7.013353,4,1,7.085304,0.2963562,1,0,-4.339218E-06
0.5800018,1184.243,152.6468,208.259,-6.968695,0.02085875,-1.978227,7.244039,4,1,7.230215,0.2967682,1,0,-3.528595E-06
0.5999985,1184.099,152.6472,208.2182,-7.189372,0.02054623,-2.040871,7.473435,4,1,7.379694,0.2971802,1,0,-4.291534E-06
0.6200027,1183.951,152.6476,208.1762,-7.408815,0.01974846,-2.103165,7.701549,4,1,7.533743,0.2975769,1,0,-4.553795E-06
0.6399994,1183.799,152.6479,208.1329,-7.627031,0.01856307,-2.165111,7.928386,4,1,7.692357,0.2979431,1,0,-4.529953E-06
0.6600037,1183.642,152.6483,208.0883,-7.844028,0.01709183,-2.226711,8.153958,4,1,7.855419,0.2982788,1,0,-5.674362E-06
0.6800003,1183.481,152.6486,208.0426,-8.059811,0.01542026,-2.287966,8.378266,4,1,8.023041,0.298584,1,0,-4.434586E-06
0.7000046,1183.315,152.6488,207.9956,-8.274387,0.01362013,-2.34888,8.601322,4,1,8.195107,0.2988586,1,0,-5.960464E-06
