time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.019,35.662,0.713,-628.516,8.342,-149.319,4,7.800,0.042,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.0000 impulse=15852.850;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0131 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0072 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=-0.0012 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0047 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0138 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0114 impulse=0.000;",0.000,0.000,0.000,35.662,0.000,1.000,-39.287,-0.588,-0.041,35.657,0.000,0.008
0.039,35.661,1.426,-628.528,8.341,-148.606,4,8.393,0.006,"",0.169,0.000,0.000,35.661,0.000,1.000,-38.574,-0.588,-0.070,35.656,0.000,0.013
0.059,35.660,2.139,-628.539,8.339,-147.893,4,8.946,0.017,"",0.170,0.000,-0.001,35.660,0.000,1.000,-37.861,-0.588,-0.087,35.655,-0.020,0.016
0.079,35.659,2.852,-628.551,8.337,-147.180,4,9.449,0.032,"",0.170,0.000,0.002,35.659,0.000,1.000,-37.148,-0.588,-0.094,35.654,0.040,0.017
0.099,35.658,3.565,-628.563,8.335,-146.467,4,9.885,0.039,"",0.171,0.000,-0.003,35.658,0.000,1.000,-36.435,-0.588,-0.092,35.653,-0.059,0.017
0.119,35.657,4.279,-628.575,8.334,-145.754,4,10.248,0.042,"",0.171,0.000,0.004,35.657,0.000,1.000,-35.722,-0.588,-0.083,35.652,0.079,0.016
0.139,35.656,4.992,-628.587,8.332,-145.041,4,10.536,0.042,"",0.172,0.000,-0.004,35.656,0.000,1.000,-35.008,-0.588,-0.069,35.651,-0.099,0.014
0.159,35.654,5.705,-628.598,8.331,-144.328,4,10.751,0.040,"",0.172,0.000,0.005,35.655,0.000,1.000,-34.295,-0.589,-0.050,35.650,0.115,0.013
0.179,35.653,6.418,-628.610,8.331,-143.615,4,10.898,0.037,"",0.173,0.000,-0.006,35.654,0.000,1.000,-33.583,-0.588,-0.028,35.649,-0.130,0.011
0.199,35.652,7.130,-628.622,8.331,-142.903,4,10.984,0.033,"",0.173,0.000,0.006,35.652,0.000,1.000,-32.870,-0.589,-0.005,35.648,0.143,0.010
0.219,35.651,7.843,-628.634,8.331,-142.190,4,11.017,0.029,"",0.174,0.000,-0.007,35.651,0.000,1.000,-32.157,-0.588,0.020,35.646,-0.153,0.008
0.239,35.650,8.556,-628.645,8.332,-141.477,4,11.004,0.025,"",0.174,0.000,0.007,35.650,0.000,1.000,-31.444,-0.589,0.043,35.645,0.163,0.007
0.259,35.649,9.269,-628.657,8.333,-140.764,4,10.955,0.021,"",0.175,0.000,-0.008,35.649,0.000,1.000,-30.731,-0.588,0.066,35.644,-0.170,0.006
0.279,35.648,9.982,-628.669,8.335,-140.051,4,10.877,0.017,"",0.175,0.000,0.008,35.648,0.000,1.000,-30.018,-0.589,0.088,35.643,0.177,0.005
0.299,35.647,10.695,-628.681,8.337,-139.338,4,10.778,0.014,"",0.176,0.000,-0.008,35.647,0.000,1.000,-29.305,-0.588,0.107,35.642,-0.182,0.005
0.319,35.646,11.408,-628.693,8.340,-138.626,4,10.665,0.012,"",0.176,0.000,0.008,35.646,0.000,1.000,-28.592,-0.589,0.124,35.641,0.186,0.004
0.339,35.645,12.121,-628.704,8.342,-137.913,4,10.543,0.009,"",0.177,0.000,-0.008,35.645,0.000,1.000,-27.879,-0.588,0.139,35.640,-0.189,0.004
0.359,35.644,12.834,-628.716,8.345,-137.200,4,10.418,0.007,"",0.177,0.000,0.009,35.644,0.000,1.000,-27.166,-0.588,0.151,35.639,0.192,0.004
0.379,35.643,13.547,-628.728,8.349,-136.487,4,10.295,0.006,"",0.178,0.000,-0.009,35.643,0.000,1.000,-26.453,-0.588,0.161,35.638,-0.194,0.004
0.399,35.643,14.260,-628.740,8.352,-135.775,4,10.177,0.004,"",0.178,0.000,0.009,35.643,0.000,1.000,-25.740,-0.588,0.168,35.637,0.195,0.004
0.419,35.642,14.972,-628.752,8.355,-135.062,4,10.066,0.003,"",0.179,0.000,-0.009,35.642,0.000,1.000,-25.028,-0.588,0.173,35.637,-0.197,0.003
0.439,35.641,15.685,-628.763,8.359,-134.349,4,9.965,0.003,"",0.179,0.000,0.009,35.641,0.000,1.000,-24.315,-0.588,0.176,35.636,0.197,0.004
0.459,35.640,16.398,-628.775,8.363,-133.636,4,9.875,0.002,"",0.180,0.000,-0.009,35.640,0.000,1.000,-23.602,-0.588,0.177,35.635,-0.197,0.003
0.479,35.640,17.111,-628.787,8.366,-132.924,4,9.797,0.001,"",0.180,0.000,0.009,35.640,0.000,1.000,-22.889,-0.588,0.177,35.634,0.198,0.004
0.499,35.639,17.824,-628.799,8.370,-132.211,4,9.731,0.001,"",0.180,0.000,-0.009,35.639,0.000,1.000,-22.176,-0.588,0.176,35.634,-0.199,0.003
0.519,35.638,18.536,-628.810,8.373,-131.498,4,9.678,0.001,"",0.181,0.000,0.009,35.638,0.000,1.000,-21.464,-0.588,0.173,35.633,0.198,0.004
0.539,35.638,19.249,-628.822,8.376,-130.786,4,9.636,0.000,"",0.181,0.000,-0.009,35.638,0.000,1.000,-20.751,-0.588,0.169,35.632,-0.199,0.003
0.559,35.637,19.962,-628.834,8.380,-130.073,4,9.605,0.000,"",0.181,0.000,0.009,35.637,0.000,1.000,-20.038,-0.588,0.165,35.632,0.198,0.004
0.579,35.636,20.674,-628.846,8.383,-129.360,4,9.584,0.000,"",0.182,0.000,-0.009,35.636,0.000,1.000,-19.326,-0.588,0.161,35.631,-0.199,0.003
0.599,35.636,21.387,-628.858,8.386,-128.648,4,9.573,0.000,"",0.182,0.000,0.009,35.636,0.000,1.000,-18.613,-0.588,0.156,35.631,0.199,0.004
0.619,35.635,22.100,-628.869,8.389,-127.935,4,9.569,0.000,"",0.182,0.000,-0.009,35.635,0.000,1.000,-17.900,-0.587,0.151,35.630,-0.199,0.003
0.639,35.635,22.813,-628.881,8.392,-127.223,4,9.572,0.000,"",0.182,0.000,0.009,35.635,0.000,1.000,-17.187,-0.588,0.146,35.630,0.199,0.004
0.659,35.634,23.525,-628.893,8.395,-126.510,4,9.581,0.000,"",0.183,0.000,-0.009,35.634,0.000,1.000,-16.475,-0.587,0.142,35.629,-0.199,0.003
0.679,35.634,24.238,-628.904,8.398,-125.798,4,9.595,0.000,"",0.183,0.000,0.009,35.634,0.000,1.000,-15.762,-0.587,0.137,35.629,0.199,0.004
0.699,35.633,24.951,-628.916,8.400,-125.085,4,9.612,0.000,"",0.183,0.000,-0.009,35.633,0.000,1.000,-15.049,-0.587,0.133,35.628,-0.199,0.003
0.719,35.633,25.663,-628.928,8.403,-124.372,4,9.631,0.000,"",0.183,0.000,-0.009,35.633,0.000,1.000,-14.337,-0.587,0.130,35.628,-0.199,0.009
0.739,35.632,26.376,-628.940,8.405,-123.660,4,9.652,0.000,"",0.184,0.000,0.009,35.632,0.000,1.000,-13.624,-0.588,0.127,35.627,0.200,0.001
0.759,35.632,27.089,-628.951,8.408,-122.947,4,9.675,0.000,"",0.184,0.000,0.009,35.632,0.000,1.000,-12.912,-0.589,0.124,35.627,0.199,0.005
0.779,35.632,27.801,-628.963,8.410,-122.235,4,9.697,0.000,"",0.184,0.000,0.009,35.632,0.000,1.000,-12.199,-0.590,0.122,35.627,0.199,0.011
0.799,35.631,28.514,-628.975,8.413,-121.522,4,9.718,0.000,"",0.184,0.000,-0.009,35.631,0.000,1.000,-11.486,-0.589,0.120,35.626,-0.199,0.003
0.819,35.631,29.226,-628.987,8.415,-120.810,4,9.739,0.000,"",0.184,0.000,-0.009,35.631,0.000,1.000,-10.774,-0.587,0.119,35.626,-0.199,0.004
0.839,35.631,29.939,-628.998,8.418,-120.097,4,10.343,0.000,"",0.185,0.000,-0.009,35.631,0.000,1.000,-10.061,-0.587,0.129,35.626,-0.200,0.018
0.859,35.630,30.651,-629.010,8.420,-119.385,4,10.338,0.064,"",0.185,0.000,0.010,35.630,0.000,1.000,-9.349,-0.588,0.140,35.625,0.217,0.024
0.879,35.630,31.364,-629.022,8.424,-118.673,4,10.372,0.106,"",0.185,0.000,0.011,35.630,0.000,1.000,-8.636,-0.588,0.151,35.625,0.245,0.030
0.899,35.629,32.076,-629.034,8.427,-117.960,4,10.998,0.132,"",0.185,0.000,-0.012,35.629,0.000,1.000,-7.924,-0.588,0.175,35.624,-0.278,0.016
0.919,35.629,32.789,-629.046,8.431,-117.248,4,10.831,0.082,"",0.185,0.000,0.013,35.629,0.000,1.000,-7.211,-0.588,0.195,35.623,0.295,0.009
0.939,35.628,33.501,-629.057,8.435,-116.535,4,10.610,0.045,"",0.186,0.000,-0.014,35.628,0.000,1.000,-6.499,-0.588,0.211,35.623,-0.302,0.004
0.959,35.627,34.214,-629.069,8.440,-115.823,4,10.367,0.019,"",0.186,0.000,-0.014,35.627,0.000,1.000,-5.786,-0.587,0.222,35.622,-0.302,0.013
0.979,35.627,34.926,-629.081,8.444,-115.111,4,10.125,0.002,"",0.186,0.000,0.013,35.627,0.000,1.000,-5.074,-0.589,0.228,35.621,0.297,0.007
0.999,35.626,35.639,-629.093,8.449,-114.398,4,9.900,0.010,"",0.187,0.000,0.013,35.626,0.000,1.000,-4.361,-0.590,0.230,35.621,0.288,0.012
1.019,35.626,36.352,-629.104,8.453,-113.686,4,9.701,0.017,"",0.187,0.000,0.013,35.626,0.000,1.000,-3.649,-0.590,0.228,35.620,0.278,0.018
1.039,35.626,37.064,-629.116,8.458,-112.973,4,9.535,0.020,"",0.187,0.000,-0.012,35.626,0.000,1.000,-2.936,-0.588,0.222,35.620,-0.268,0.010
1.059,35.625,37.777,-629.128,8.462,-112.261,4,9.404,0.022,"",0.187,0.000,-0.012,35.625,0.000,1.000,-2.223,-0.586,0.214,35.620,-0.259,0.009
1.079,35.625,38.489,-629.140,8.466,-111.548,4,9.308,0.022,"",0.187,0.000,-0.011,35.625,0.000,1.000,-1.511,-0.585,0.204,35.620,-0.250,0.014
1.099,35.625,39.202,-629.151,8.470,-110.836,4,9.244,0.020,"",0.188,0.000,0.011,35.625,0.000,1.000,-0.798,-0.586,0.193,35.619,0.241,0.007
1.119,35.624,39.914,-629.163,8.474,-110.123,4,9.242,0.054,"",0.188,0.000,0.011,35.625,0.000,1.000,-0.086,-0.586,0.182,35.619,0.234,0.007
1.139,35.624,40.627,-629.175,8.477,-109.411,4,9.398,0.068,"",0.188,0.000,-0.010,35.624,0.000,1.000,0.627,-0.586,0.173,35.619,-0.230,0.003
1.159,35.624,41.339,-629.187,8.480,-108.699,4,9.693,0.065,"",0.188,0.000,-0.010,35.624,0.000,1.000,1.339,-0.586,0.171,35.619,-0.232,0.017
1.179,35.624,42.051,-629.198,8.484,-107.987,4,10.147,0.073,"",0.188,0.000,0.011,35.624,0.000,1.000,2.051,-0.587,0.178,35.619,0.249,0.033
1.199,35.624,42.763,-629.210,8.488,-107.275,4,10.825,0.037,"",0.188,0.000,0.013,35.624,0.000,1.000,2.763,-0.588,0.198,35.618,0.286,0.057
1.219,35.623,43.475,-629.222,8.493,-106.563,4,11.742,0.000,"",0.188,0.000,-0.016,35.623,0.000,1.000,3.475,-0.588,0.237,35.617,-0.351,0.082
1.239,35.622,44.187,-629.234,8.499,-105.851,4,12.883,0.054,"",0.188,0.000,0.020,35.622,0.000,1.000,4.187,-0.588,0.299,35.616,0.444,0.109
1.259,35.621,44.898,-629.245,8.506,-105.140,4,14.148,0.138,"",0.189,0.000,-0.026,35.621,0.000,1.000,4.898,-0.587,0.386,35.614,-0.569,0.133
1.279,35.619,45.610,-629.257,8.516,-104.429,4,15.509,0.176,"",0.190,0.000,-0.032,35.619,0.000,1.000,5.610,-0.587,0.501,35.611,-0.721,0.159
1.299,35.617,46.321,-629.269,8.529,-103.718,4,16.885,0.261,"",0.190,0.000,0.041,35.617,0.000,1.000,6.321,-0.590,0.643,35.606,0.900,0.177
1.319,35.614,47.031,-629.281,8.545,-103.007,4,18.226,0.293,"",0.192,0.000,0.050,35.614,0.000,1.000,7.031,-0.593,0.811,35.600,1.103,0.199
1.339,35.611,47.742,-629.292,8.566,-102.297,4,19.505,0.369,"",0.193,0.000,-0.060,35.611,0.000,1.000,7.742,-0.590,1.006,35.592,-1.327,0.212
1.359,35.608,48.452,-629.304,8.590,-101.587,4,20.653,0.412,"",0.194,0.000,-0.071,35.608,0.000,0.999,8.452,-0.589,1.223,35.582,-1.569,0.232
1.379,35.604,49.162,-629.316,8.619,-100.877,4,21.682,0.449,"",0.196,0.000,0.082,35.604,0.000,0.999,9.162,-0.595,1.460,35.569,1.827,0.236
1.399,35.600,49.871,-629.328,8.653,-100.168,4,22.537,0.504,"",0.198,0.000,0.094,35.601,0.000,0.999,9.871,-0.599,1.715,35.554,2.097,0.255
1.419,35.595,50.580,-629.340,8.693,-99.459,4,23.238,0.504,"",0.200,0.000,-0.107,35.597,0.000,0.999,10.580,-0.593,1.984,35.537,-2.376,0.252
1.439,35.591,51.289,-629.351,8.738,-98.750,4,23.768,0.549,"",0.202,0.000,-0.120,35.593,0.000,0.999,11.289,-0.587,2.263,35.517,-2.665,0.267
1.459,35.586,51.997,-629.363,8.789,-98.042,4,24.126,0.540,"",0.205,0.000,0.133,35.590,0.000,0.998,11.997,-0.589,2.549,35.494,2.959,0.264
