time,x,y,z,vx,vy,vz,speed,wheels,up,s,clearance,throttle,brake,steer
0.0199995,1186.383,152.6792,208.8665,-0.2788655,-0.04015462,-0.07916248,0.2898839,4,1,5.005786,0.4041901,1,0,1.430511E-06
0.03999996,1186.372,152.6777,208.8633,-0.5559697,-0.0728201,-0.157825,0.5779369,4,1,5.017335,0.4027405,1,0,7.629395E-07
0.05999947,1186.355,152.6758,208.8586,-0.8313236,-0.09836443,-0.2359906,0.8641705,4,1,5.034593,0.4007721,1,0,1.239777E-06
0.07999992,1186.333,152.6734,208.8523,-1.104939,-0.1172552,-0.3136626,1.148596,4,1,5.05756,0.3984222,1,0,1.430511E-06
0.09999943,1186.306,152.6708,208.8445,-1.376825,-0.1300635,-0.390844,1.431226,4,1,5.086233,0.3958282,1,0,1.382828E-06
0.1199999,1186.273,152.6681,208.8351,-1.646995,-0.1374474,-0.4675379,1.71207,4,1,5.120493,0.3930817,1,0,-4.529953E-07
0.1399994,1186.234,152.6653,208.8243,-1.915458,-0.1400782,-0.5437474,1.99114,4,1,5.160338,0.390274,1,0,-6.67572E-07
0.1599998,1186.191,152.6625,208.8119,-2.182225,-0.1386387,-0.6194755,2.268448,4,1,5.205761,0.3874969,1,0,-8.34465E-07
0.1799994,1186.142,152.6598,208.798,-2.447307,-0.1338212,-0.6947255,2.544004,4,1,5.256647,0.3848267,1,0,-2.288818E-06
0.1999998,1186.088,152.6573,208.7826,-2.710716,-0.1263061,-0.7695,2.81782,4,1,5.312991,0.3822937,1,0,-1.811981E-06
0.2199993,1186.028,152.655,208.7657,-2.97246,-0.1167045,-0.8438023,3.089906,4,1,5.374788,0.3799591,1,0,-8.106232E-07
0.2399998,1185.964,152.6528,208.7473,-3.232551,-0.1056086,-0.9176353,3.360274,4,1,5.442039,0.3778534,1,0,-7.867813E-07
0.2599993,1185.894,152.651,208.7275,-3.491,-0.09355537,-0.991002,3.628935,4,1,5.514622,0.3759766,1,0,-1.716614E-06
0.2799997,1185.819,152.6494,208.7063,-3.747817,-0.08099585,-1.063905,3.895899,4,1,5.592533,0.3743591,1,0,-1.716614E-06
