time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses
49.680,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,755,0
49.680,BLUE,atv,0,0,0.081,38.000,1.000,0.000,4,0,0
49.940,YOU reference pilot,original,0,0,0.193,0.000,0.000,0.000,4,1,0
49.940,EMBER,tourer,0,0,-0.188,0.000,0.000,0.000,4,2,0
49.940,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,768,0
49.940,BLUE,atv,0,0,0.190,0.000,0.000,0.000,4,0,0
50.200,YOU reference pilot,original,0,0,-0.156,0.000,0.000,0.000,4,1,0
50.200,EMBER,tourer,0,0,-0.187,0.000,0.000,0.000,4,2,0
50.200,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,781,0
50.200,BLUE,atv,0,0,-0.210,0.000,0.000,0.000,4,0,0
50.480,YOU reference pilot,original,0,0,-0.194,0.000,0.000,0.000,4,1,0
50.480,EMBER,tourer,0,0,-0.445,0.000,0.000,0.450,4,2,0
50.480,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,795,0
50.480,BLUE,atv,0,0,0.213,0.000,0.000,0.000,4,0,0
50.740,YOU reference pilot,original,0,0,-0.197,0.000,0.000,0.000,4,1,0
50.740,EMBER,tourer,0,0,-0.575,0.000,0.000,0.450,4,2,0
50.740,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,808,0
50.740,BLUE,atv,0,0,-0.007,0.000,0.000,0.000,4,0,0
51.000,YOU reference pilot,original,0,0,-0.197,0.000,0.000,0.000,4,1,0
51.000,EMBER,tourer,0,0,-0.587,0.000,0.000,0.450,4,2,0
51.000,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,821,0
51.000,BLUE,atv,0,0,-0.671,38.000,0.000,0.450,4,0,0
51.280,YOU reference pilot,original,0,0,-0.197,0.000,0.000,0.000,4,1,0
51.280,EMBER,tourer,0,0,-0.586,0.000,0.000,0.450,4,2,0
51.280,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,835,0
51.280,BLUE,atv,0,0,0.352,38.000,1.000,0.000,4,0,0
51.540,YOU reference pilot,original,0,0,-0.197,0.000,0.000,0.000,4,1,0
51.540,EMBER,tourer,0,0,-0.584,0.000,0.000,0.450,4,2,0
51.540,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,848,0
51.540,BLUE,atv,0,0,1.520,0.000,0.000,0.451,4,0,0
51.800,YOU reference pilot,original,0,0,-0.196,0.000,0.000,0.000,4,1,0
51.800,EMBER,tourer,0,0,-0.581,0.000,0.000,0.450,4,2,0
51.800,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,861,0
51.800,BLUE,atv,0,0,-0.046,0.000,0.000,0.000,4,0,0
52.080,YOU reference pilot,original,0,0,-0.196,0.000,0.000,0.000,4,1,0
52.080,EMBER,tourer,0,0,-0.578,0.000,0.000,0.450,4,2,0
52.080,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,875,0
52.080,BLUE,atv,0,0,-0.239,0.000,0.000,0.000,4,0,0
52.340,YOU reference pilot,original,0,0,-0.196,0.000,0.000,0.000,4,1,0
52.340,EMBER,tourer,0,0,-0.575,0.000,0.000,0.450,4,2,0
52.340,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,888,0
52.340,BLUE,atv,0,0,-0.256,0.000,0.000,0.000,4,0,0
52.600,YOU reference pilot,original,0,0,-0.196,0.000,0.000,0.000,4,1,0
52.600,EMBER,tourer,0,0,-0.573,0.000,0.000,0.450,4,2,0
52.600,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,901,0
52.600,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
52.880,YOU reference pilot,original,0,0,0.063,38.000,1.000,0.000,4,1,0
52.880,EMBER,tourer,0,0,-0.572,0.000,0.000,0.450,4,2,0
52.880,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,915,0
52.880,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
53.140,YOU reference pilot,original,0,0,-0.130,0.000,0.000,0.000,4,1,0
53.140,EMBER,tourer,0,0,-0.571,0.000,0.000,0.450,4,2,0
53.140,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,928,0
53.140,BLUE,atv,0,0,-0.078,0.000,0.000,0.000,4,0,0
53.400,YOU reference pilot,original,0,0,0.024,0.000,0.000,0.000,4,1,0
53.400,EMBER,tourer,0,0,-0.451,0.000,0.000,0.000,4,2,0
53.400,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,941,0
53.400,BLUE,atv,0,0,-0.238,0.000,0.000,0.000,4,0,0
53.680,YOU reference pilot,original,0,0,-0.094,0.000,0.000,0.000,4,1,0
53.680,EMBER,tourer,0,0,-0.184,0.000,0.000,0.000,4,2,0
53.680,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,955,0
53.680,BLUE,atv,0,0,-0.075,0.000,0.000,0.000,4,0,0
53.940,YOU reference pilot,original,0,0,0.013,0.000,0.000,0.000,4,1,0
53.940,EMBER,tourer,0,0,-0.157,0.000,0.000,0.000,4,2,0
53.940,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,968,0
53.940,BLUE,atv,0,0,-0.017,0.000,0.000,0.000,4,0,0
54.200,YOU reference pilot,original,0,0,-0.091,0.000,0.000,0.000,4,1,0
54.200,EMBER,tourer,0,0,-0.153,0.000,0.000,0.000,4,2,0
54.200,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,981,0
54.200,BLUE,atv,0,0,0.032,0.000,0.000,0.000,4,0,0
54.480,YOU reference pilot,original,0,0,-0.013,0.000,0.000,0.000,4,1,0
54.480,EMBER,tourer,0,0,-0.028,0.000,0.000,0.000,4,2,0
54.480,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,995,0
54.480,BLUE,atv,0,0,0.283,0.000,0.000,0.000,4,0,0
54.740,YOU reference pilot,original,0,0,-0.095,0.000,0.000,0.000,4,1,0
54.740,EMBER,tourer,0,0,-0.091,0.000,0.000,0.000,4,2,0
54.740,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1008,0
54.740,BLUE,atv,0,0,-0.151,0.000,0.000,0.000,4,0,0
55.000,YOU reference pilot,original,0,0,-0.957,38.000,0.000,0.450,4,1,0
55.000,EMBER,tourer,0,0,0.157,39.920,1.000,0.000,4,2,0
55.000,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1021,0
55.000,BLUE,atv,0,0,-0.246,0.000,0.000,0.000,4,0,0
55.280,YOU reference pilot,original,0,0,0.819,38.000,1.000,0.000,4,1,0
55.280,EMBER,tourer,0,0,0.029,0.000,0.000,0.000,4,2,0
55.280,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1035,0
55.280,BLUE,atv,0,0,-0.129,0.000,0.000,0.000,4,0,0
55.540,YOU reference pilot,original,0,0,1.360,0.000,0.000,0.395,4,1,0
55.540,EMBER,tourer,0,0,-0.024,0.000,0.000,0.000,4,2,0
55.540,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1048,0
55.540,BLUE,atv,0,0,0.145,0.000,0.000,0.000,4,0,0
55.800,YOU reference pilot,original,0,0,0.006,0.000,0.000,0.000,4,1,0
55.800,EMBER,tourer,0,0,-0.073,0.000,0.000,0.000,4,2,0
55.800,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1061,0
55.800,BLUE,atv,0,0,0.178,38.000,1.000,0.000,4,0,0
56.080,YOU reference pilot,original,0,0,-0.177,0.000,0.000,0.000,4,1,0
56.080,EMBER,tourer,0,0,0.158,39.920,1.000,0.000,4,2,0
56.080,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1075,0
56.080,BLUE,atv,0,0,-0.166,0.000,0.000,0.000,4,0,0
56.340,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
56.340,EMBER,tourer,0,0,0.063,0.000,0.000,0.000,4,2,0
56.340,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1088,0
56.340,BLUE,atv,0,0,-0.064,0.000,0.000,0.000,4,0,0
56.600,YOU reference pilot,original,0,0,-0.194,0.000,0.000,0.000,4,1,0
56.600,EMBER,tourer,0,0,0.000,0.000,0.000,0.000,4,2,0
56.600,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1101,0
56.600,BLUE,atv,0,0,-0.398,38.000,0.000,0.450,4,0,0
56.880,YOU reference pilot,original,0,0,-0.194,0.000,0.000,0.000,4,1,0
56.880,EMBER,tourer,0,0,-0.061,0.000,0.000,0.000,4,2,0
56.880,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,1115,0
56.880,BLUE,atv,0,0,-0.573,38.000,1.000,0.000,4,0,0
57.140,YOU reference pilot,original,0,0,-0.194,0.000,0.000,0.000,4,1,0
57.140,EMBER,tourer,0,0,-0.095,0.000,0.000,0.000,4,2,0
57.140,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1128,0
57.140,BLUE,atv,0,0,3.211,38.000,1.000,0.000,4,0,0
57.400,YOU reference pilot,original,0,0,-0.194,0.000,0.000,0.000,4,1,0
57.400,EMBER,tourer,0,0,-0.067,39.920,1.000,0.000,0,3,0
57.400,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1141,0
57.400,BLUE,atv,0,0,0.198,0.000,0.000,0.000,4,0,0
57.680,YOU reference pilot,original,0,0,0.100,0.000,0.000,0.000,4,1,0
57.680,EMBER,tourer,0,0,0.605,0.000,0.000,0.179,4,3,0
57.680,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1155,0
57.680,BLUE,atv,0,0,-0.217,0.000,0.000,0.000,4,0,0
57.940,YOU reference pilot,original,0,0,-0.002,0.000,0.000,0.000,4,1,0
57.940,EMBER,tourer,0,0,-0.075,0.000,0.000,0.000,4,3,0
57.940,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1168,0
57.940,BLUE,atv,0,0,-0.254,0.000,0.000,0.000,4,0,0
58.200,YOU reference pilot,original,0,0,-0.114,0.000,0.000,0.000,4,1,0
58.200,EMBER,tourer,0,0,-0.149,0.000,0.000,0.000,4,3,0
58.200,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1181,0
58.200,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
58.480,YOU reference pilot,original,0,0,-0.020,0.000,0.000,0.000,4,1,0
58.480,EMBER,tourer,0,0,-0.155,0.000,0.000,0.000,4,3,0
58.480,GOLD,moto,0,5,0.370,10.000,1.000,0.000,4,1195,0
58.480,BLUE,atv,0,0,-0.258,0.000,0.000,0.000,4,0,0
58.740,YOU reference pilot,original,0,0,-0.117,0.000,0.000,0.000,4,1,0
58.740,EMBER,tourer,0,0,-0.154,0.000,0.000,0.000,4,3,0
58.740,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1208,0
58.740,BLUE,atv,0,0,-0.258,0.000,0.000,0.000,4,0,0
59.000,YOU reference pilot,original,0,0,-0.013,0.000,0.000,0.000,4,1,0
59.000,EMBER,tourer,0,0,-0.153,0.000,0.000,0.000,4,3,0
59.000,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1221,0
59.000,BLUE,atv,0,0,-0.151,0.000,0.000,0.000,4,0,0
59.280,YOU reference pilot,original,0,0,0.154,38.000,1.000,0.000,4,1,0
59.280,EMBER,tourer,0,0,-0.152,0.000,0.000,0.000,4,3,0
59.280,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1235,0
59.280,BLUE,atv,0,0,-0.248,0.000,0.000,0.000,4,0,0
59.540,YOU reference pilot,original,0,0,-0.019,0.000,0.000,0.000,4,1,0
59.540,EMBER,tourer,0,0,0.025,0.000,0.000,0.000,4,3,0
59.540,GOLD,moto,0,5,0.368,10.000,1.000,0.000,4,1248,0
59.540,BLUE,atv,0,0,0.223,38.000,1.000,0.000,4,0,0
59.800,YOU reference pilot,original,0,0,-0.116,0.000,0.000,0.000,4,1,0
59.800,EMBER,tourer,0,0,-0.132,0.000,0.000,0.000,4,3,0
59.800,GOLD,moto,0,5,0.368,10.000,1.000,0.000,4,1261,0
59.800,BLUE,atv,0,0,0.441,0.000,0.000,0.000,4,0,0
60.080,YOU reference pilot,original,0,0,-0.041,0.000,0.000,0.000,4,1,0
60.080,EMBER,tourer,0,0,-0.012,0.000,0.000,0.000,4,3,0
60.080,GOLD,moto,0,5,0.368,10.000,1.000,0.000,4,1275,0
60.080,BLUE,atv,0,0,-0.194,0.000,0.000,0.000,4,0,0
60.340,YOU reference pilot,original,0,0,0.154,38.000,1.000,0.000,4,1,0
60.340,EMBER,tourer,0,0,-0.045,0.000,0.000,0.000,4,3,0
60.340,GOLD,moto,0,5,0.368,10.000,1.000,0.000,4,1288,0
60.340,BLUE,atv,0,0,-0.251,0.000,0.000,0.000,4,0,0
60.600,YOU reference pilot,original,0,0,-0.180,0.000,0.000,0.450,4,1,0
60.600,EMBER,tourer,0,0,-0.085,0.000,0.000,0.000,4,3,0
60.600,GOLD,moto,0,5,0.368,10.000,1.000,0.000,4,1301,0
60.600,BLUE,atv,0,0,-0.030,0.000,0.000,0.000,4,0,0
60.880,YOU reference pilot,original,0,0,-1.424,38.000,0.000,0.450,4,1,0
60.880,EMBER,tourer,0,0,0.102,0.000,0.000,0.000,4,3,0
60.880,GOLD,moto,0,5,0.367,10.000,1.000,0.000,4,1315,0
60.880,BLUE,atv,0,0,0.103,0.000,0.000,0.000,4,0,0
61.140,YOU reference pilot,original,0,0,2.127,38.000,1.000,0.000,4,1,0
61.140,EMBER,tourer,0,0,0.006,0.000,0.000,0.000,4,3,0
61.140,GOLD,moto,0,5,0.367,10.000,1.000,0.000,4,1328,0
61.140,BLUE,atv,0,0,-0.219,0.000,0.000,0.000,4,0,0
61.400,YOU reference pilot,original,0,0,0.612,0.000,0.000,0.183,4,1,0
61.400,EMBER,tourer,0,0,-0.043,0.000,0.000,0.000,4,3,0
61.400,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1341,0
61.400,BLUE,atv,0,0,0.347,38.000,1.000,0.000,4,0,0
61.680,YOU reference pilot,original,0,0,-0.121,0.000,0.000,0.000,4,1,0
61.680,EMBER,tourer,0,0,-0.086,0.000,0.000,0.000,4,3,0
61.680,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1355,0
61.680,BLUE,atv,0,0,-0.086,0.000,0.000,0.000,4,0,0
61.940,YOU reference pilot,original,0,0,-0.187,0.000,0.000,0.000,4,1,0
61.940,EMBER,tourer,0,0,0.104,0.000,0.000,0.000,4,3,0
61.940,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1368,0
61.940,BLUE,atv,0,0,0.047,0.000,0.000,0.000,4,0,0
62.200,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
62.200,EMBER,tourer,0,0,0.029,0.000,0.000,0.000,4,3,0
62.200,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1381,0
62.200,BLUE,atv,0,0,-0.225,0.000,0.000,0.000,4,0,0
62.480,YOU reference pilot,original,0,0,-0.194,0.000,0.000,0.000,4,1,0
62.480,EMBER,tourer,0,0,-0.410,9.643,0.000,0.450,4,3,0
62.480,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1395,0
62.480,BLUE,atv,0,0,-1.237,38.000,0.000,0.450,4,0,0
62.740,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
62.740,EMBER,tourer,0,0,-1.463,9.835,0.000,0.450,4,3,0
62.740,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1408,0
62.740,BLUE,atv,0,0,1.838,38.000,1.000,0.000,4,0,0
63.000,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
63.000,EMBER,tourer,0,0,2.017,9.287,1.000,0.000,4,3,0
63.000,GOLD,moto,0,5,0.369,10.000,1.000,0.000,4,1421,0
63.000,BLUE,atv,0,0,0.376,0.000,0.000,0.000,4,0,0
63.280,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
63.280,EMBER,tourer,0,0,0.677,0.000,0.000,0.199,4,3,0
63.280,GOLD,moto,0,5,0.368,10.000,1.000,0.000,4,1435,0
63.280,BLUE,atv,0,0,-0.201,0.000,0.000,0.000,4,0,0
63.540,YOU reference pilot,original,0,0,0.067,38.000,1.000,0.000,4,1,0
63.540,EMBER,tourer,0,0,-0.070,0.000,0.000,0.000,4,3,0
63.540,GOLD,moto,0,5,0.368,10.000,1.000,0.000,4,1448,0
63.540,BLUE,atv,0,0,-0.252,0.000,0.000,0.000,4,0,0
63.800,YOU reference pilot,original,0,0,-0.127,0.000,0.000,0.000,4,1,0
63.800,EMBER,tourer,0,0,-0.151,0.000,0.000,0.000,4,3,0
63.800,GOLD,moto,0,5,0.368,10.000,1.000,0.000,4,1461,0
63.800,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
64.080,YOU reference pilot,original,0,0,-0.007,0.000,0.000,0.000,4,1,0
64.080,EMBER,tourer,0,0,-0.159,0.000,0.000,0.000,4,3,0
64.080,GOLD,moto,0,5,5.273,10.000,1.000,0.000,4,1461,0
64.080,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
64.340,YOU reference pilot,original,0,0,-0.091,0.000,0.000,0.000,4,1,0
64.340,EMBER,tourer,0,0,-0.160,0.000,0.000,0.000,4,3,0
64.340,GOLD,moto,0,5,9.029,10.000,0.572,0.000,4,1461,0
64.340,BLUE,atv,0,0,-0.031,0.000,0.000,0.000,4,0,0
64.600,YOU reference pilot,original,0,0,0.046,0.000,0.000,0.000,4,1,0
64.600,EMBER,tourer,0,0,-0.159,0.000,0.000,0.000,4,3,0
64.600,GOLD,moto,0,5,10.604,23.031,1.000,0.000,4,1461,0
64.600,BLUE,atv,0,0,-0.233,0.000,0.000,0.000,4,0,0
64.880,YOU reference pilot,original,0,0,-0.101,0.000,0.000,0.000,4,1,0
64.880,EMBER,tourer,0,0,-0.156,0.000,0.000,0.000,4,3,0
64.880,GOLD,moto,0,5,14.452,22.323,1.000,0.000,4,1461,0
64.880,BLUE,atv,0,0,0.052,0.000,0.000,0.000,4,0,0
65.140,YOU reference pilot,original,0,0,0.015,0.000,0.000,0.000,4,1,0
65.140,EMBER,tourer,0,0,-0.154,0.000,0.000,0.000,4,3,0
65.140,GOLD,moto,0,5,17.784,21.269,1.000,0.000,4,1461,0
65.140,BLUE,atv,0,0,-0.224,0.000,0.000,0.000,4,0,0
65.400,YOU reference pilot,original,0,0,-0.088,0.000,0.000,0.000,4,1,0
65.400,EMBER,tourer,0,0,-0.153,0.000,0.000,0.000,4,3,0
65.400,GOLD,moto,0,5,19.746,19.922,0.095,0.000,4,1461,0
65.400,BLUE,atv,0,0,-0.061,0.000,0.000,0.000,4,0,0
65.680,YOU reference pilot,original,0,0,0.009,0.000,0.000,0.000,4,1,0
65.680,EMBER,tourer,0,0,-0.152,0.000,0.000,0.000,4,3,0
65.680,GOLD,moto,0,5,18.565,17.922,0.000,0.190,4,1461,0
65.680,BLUE,atv,0,0,-0.240,0.000,0.000,0.000,4,0,0
65.940,YOU reference pilot,original,0,0,-0.101,0.000,0.000,0.000,4,1,0
65.940,EMBER,tourer,0,0,-0.151,0.000,0.000,0.000,4,3,0
65.940,GOLD,moto,0,5,17.138,17.482,0.192,0.000,4,1461,0
65.940,BLUE,atv,0,0,-0.165,0.000,0.000,0.000,4,0,0
66.200,YOU reference pilot,original,0,0,0.023,0.000,0.000,0.000,4,1,0
66.200,EMBER,tourer,0,0,-0.026,0.000,0.000,0.000,4,3,0
66.200,GOLD,moto,0,5,16.982,18.748,1.000,0.000,4,1461,0
66.200,BLUE,atv,0,0,-0.145,0.000,0.000,0.000,4,0,0
66.480,YOU reference pilot,original,0,0,-0.916,38.000,0.000,0.450,4,1,0
66.480,EMBER,tourer,0,0,0.038,0.000,0.000,0.000,4,3,0
66.480,GOLD,moto,0,5,17.437,16.854,0.000,0.171,4,1461,0
66.480,BLUE,atv,0,0,-0.030,0.000,0.000,0.000,4,0,0
66.740,YOU reference pilot,original,0,0,0.608,38.000,1.000,0.000,4,1,0
66.740,EMBER,tourer,0,0,-0.063,0.000,0.000,0.000,4,3,0
66.740,GOLD,moto,0,6,15.341,30.616,1.000,0.000,4,1461,1
66.740,BLUE,atv,0,0,0.030,0.000,0.000,0.000,4,0,0
67.000,YOU reference pilot,original,0,0,1.609,0.000,0.000,0.466,4,1,0
67.000,EMBER,tourer,0,0,-0.076,0.000,0.000,0.000,4,3,0
67.000,GOLD,moto,0,6,18.350,39.856,1.000,0.000,4,1461,1
67.000,BLUE,atv,0,0,0.384,38.000,1.000,0.000,4,0,0
67.280,YOU reference pilot,original,0,0,0.010,0.000,0.000,0.000,4,1,0
67.280,EMBER,tourer,0,0,0.098,0.000,0.000,0.000,4,3,0
67.280,GOLD,moto,0,6,21.118,58.276,1.000,0.000,4,1461,1
67.280,BLUE,atv,0,0,-0.038,0.000,0.000,0.000,4,0,0
67.540,YOU reference pilot,original,0,0,-0.172,0.000,0.000,0.000,4,1,0
67.540,EMBER,tourer,0,0,-0.014,0.000,0.000,0.000,4,3,0
67.540,GOLD,moto,0,6,23.433,58.276,1.000,0.000,4,1461,1
67.540,BLUE,atv,0,0,0.535,0.000,0.000,0.000,4,0,0
67.800,YOU reference pilot,original,0,0,-0.192,0.000,0.000,0.000,4,1,0
67.800,EMBER,tourer,0,0,-0.045,0.000,0.000,0.000,4,3,0
67.800,GOLD,moto,0,6,25.645,58.276,1.000,0.000,4,1461,1
67.800,BLUE,atv,0,0,-0.173,0.000,0.000,0.000,4,0,0
68.080,YOU reference pilot,original,0,0,-0.194,0.000,0.000,0.000,4,1,0
68.080,EMBER,tourer,0,0,-0.094,0.000,0.000,0.000,4,3,0
68.080,GOLD,moto,0,6,27.936,58.276,1.000,0.000,4,1461,1
68.080,BLUE,atv,0,0,-0.970,38.000,0.000,0.450,4,0,0
68.340,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
68.340,EMBER,tourer,0,0,-0.664,6.851,0.000,0.450,4,3,0
68.340,GOLD,moto,0,6,29.937,58.276,1.000,0.000,4,1461,1
68.340,BLUE,atv,0,0,0.941,38.000,1.000,0.000,4,0,0
68.600,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
68.600,EMBER,tourer,0,0,-0.627,7.298,1.000,0.000,4,3,0
68.600,GOLD,moto,0,6,31.790,58.276,1.000,0.000,4,1461,1
68.600,BLUE,atv,0,0,0.774,0.000,0.000,0.235,4,0,0
68.880,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
68.880,EMBER,tourer,0,0,2.954,5.882,1.000,0.000,4,3,0
68.880,GOLD,moto,0,6,33.610,58.276,1.000,0.000,4,1461,1
68.880,BLUE,atv,0,0,-0.163,0.000,0.000,0.000,4,0,0
69.140,YOU reference pilot,original,0,0,-0.192,0.000,0.000,0.000,4,1,0
69.140,EMBER,tourer,0,0,0.342,0.000,0.000,0.000,4,3,0
69.140,GOLD,moto,0,6,35.164,58.276,1.000,0.000,4,1461,1
69.140,BLUE,atv,0,0,-0.247,0.000,0.000,0.000,4,0,0
69.400,YOU reference pilot,original,0,0,-0.099,0.000,0.000,0.000,4,1,0
69.400,EMBER,tourer,0,0,-0.105,0.000,0.000,0.000,4,3,0
69.400,GOLD,moto,0,6,36.605,58.276,1.000,0.000,4,1461,1
69.400,BLUE,atv,0,0,-0.256,0.000,0.000,0.000,4,0,0
69.680,YOU reference pilot,original,0,0,-0.025,0.000,0.000,0.000,4,1,0
69.680,EMBER,tourer,0,0,-0.155,0.000,0.000,0.000,4,3,0
69.680,GOLD,moto,0,6,38.016,58.276,1.000,0.000,4,1461,1
69.680,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
69.940,YOU reference pilot,original,0,0,0.270,0.000,0.000,0.000,4,1,0
69.940,EMBER,tourer,0,0,-0.159,0.000,0.000,0.000,4,3,0
69.940,GOLD,moto,0,6,39.207,58.276,1.000,0.000,4,1461,1
69.940,BLUE,atv,0,0,0.267,0.000,0.000,0.000,4,0,0
70.200,YOU reference pilot,original,0,0,-0.143,0.000,0.000,0.000,4,1,0
70.200,EMBER,tourer,0,0,-0.159,0.000,0.000,0.000,4,3,0
70.200,GOLD,moto,0,6,40.308,58.244,1.000,0.000,4,1461,1
70.200,BLUE,atv,0,0,-0.201,0.000,0.000,0.000,4,0,0
70.480,YOU reference pilot,original,0,0,-0.093,0.000,0.000,0.000,4,1,0
70.480,EMBER,tourer,0,0,-0.156,0.000,0.000,0.000,4,3,0
70.480,GOLD,moto,0,6,41.419,55.119,1.000,0.000,4,1461,1
70.480,BLUE,atv,0,0,-0.252,0.000,0.000,0.000,4,0,0
70.740,YOU reference pilot,original,0,0,0.192,38.000,1.000,0.000,4,1,0
70.740,EMBER,tourer,0,0,-0.154,0.000,0.000,0.000,4,3,0
70.740,GOLD,moto,0,6,42.410,48.266,1.000,0.000,2,1461,1
70.740,BLUE,atv,0,0,0.012,0.000,0.000,0.000,4,0,0
71.000,YOU reference pilot,original,0,0,0.012,0.000,0.000,0.000,4,1,0
71.000,EMBER,tourer,0,0,-0.153,0.000,0.000,0.000,4,3,0
71.000,GOLD,moto,0,6,42.485,44.445,0.968,0.000,0,1461,1
71.000,BLUE,atv,0,0,0.140,0.000,0.000,0.000,4,0,0
71.280,YOU reference pilot,original,0,0,0.171,38.000,1.000,0.000,4,1,0
71.280,EMBER,tourer,0,0,-0.151,0.000,0.000,0.000,4,3,0
71.280,GOLD,moto,0,6,42.244,38.000,0.000,1.000,0,1461,1
71.280,BLUE,atv,0,0,-0.222,0.000,0.000,0.000,4,0,0
71.540,YOU reference pilot,original,0,0,0.009,0.000,0.000,0.000,4,1,0
71.540,EMBER,tourer,0,0,-0.150,0.000,0.000,0.000,4,3,0
71.540,GOLD,moto,0,6,42.144,38.000,0.000,1.000,0,1461,1
71.540,BLUE,atv,0,0,0.128,0.000,0.000,0.000,4,0,0
71.800,YOU reference pilot,original,0,0,-0.101,0.000,0.000,0.000,4,1,0
71.800,EMBER,tourer,0,0,0.343,4.312,1.000,0.000,4,3,0
71.800,GOLD,moto,0,6,42.123,34.353,0.000,1.000,0,1461,1
71.800,BLUE,atv,0,0,-0.216,0.000,0.000,0.000,4,0,0
72.080,YOU reference pilot,original,0,0,-0.178,0.000,0.000,0.450,4,1,0
72.080,EMBER,tourer,0,0,-0.105,0.000,0.000,0.000,4,3,0
72.080,GOLD,moto,0,6,42.119,10.000,0.000,1.000,0,1461,1
72.080,BLUE,atv,0,0,-0.073,0.000,0.000,0.000,4,0,0
72.340,YOU reference pilot,original,0,0,-1.334,38.000,0.000,0.450,4,1,0
72.340,EMBER,tourer,0,0,-0.081,0.000,0.000,0.000,4,3,0
72.340,GOLD,moto,0,6,42.057,10.000,0.000,1.000,0,1461,1
72.340,BLUE,atv,0,0,-0.102,0.000,0.000,0.000,4,0,0
72.600,YOU reference pilot,original,0,0,1.887,38.000,1.000,0.000,4,1,0
72.600,EMBER,tourer,0,0,0.106,0.000,0.000,0.000,4,3,0
72.600,GOLD,moto,0,6,32.594,10.000,0.000,1.000,4,1461,1
72.600,BLUE,atv,0,0,0.019,0.000,0.000,0.000,4,0,0
72.880,YOU reference pilot,original,0,0,0.615,0.000,0.000,0.183,4,1,0
72.880,EMBER,tourer,0,0,-0.017,0.000,0.000,0.000,4,3,0
72.880,GOLD,moto,0,6,23.167,10.000,0.000,1.000,4,1461,1
72.880,BLUE,atv,0,0,0.135,0.000,0.000,0.000,4,0,0
73.140,YOU reference pilot,original,0,0,-0.108,0.000,0.000,0.000,4,1,0
