time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses
26.200,EMBER,tourer,0,0,-0.230,0.000,0.000,0.000,4,1,0
26.200,GOLD,moto,0,4,38.889,38.000,0.000,0.238,0,0,0
26.200,BLUE,atv,0,0,-0.249,0.000,0.000,0.000,4,0,0
26.480,YOU reference pilot,original,0,0,-0.078,0.000,0.000,0.000,4,1,0
26.480,EMBER,tourer,0,0,-0.230,0.000,0.000,0.000,4,1,0
26.480,GOLD,moto,0,4,40.019,38.000,0.000,0.558,2,0,0
26.480,BLUE,atv,0,0,0.107,38.000,1.000,0.000,4,0,0
26.740,YOU reference pilot,original,0,0,-1.111,38.000,0.000,0.450,4,1,0
26.740,EMBER,tourer,0,0,-0.230,0.000,0.000,0.000,4,1,0
26.740,GOLD,moto,0,4,38.772,38.000,0.000,0.201,4,0,0
26.740,BLUE,atv,0,0,-0.166,0.000,0.000,0.000,4,0,0
27.000,YOU reference pilot,original,0,0,1.071,38.000,1.000,0.000,4,1,0
27.000,EMBER,tourer,0,0,-0.037,0.000,0.000,0.000,0,2,0
27.000,GOLD,moto,0,4,38.564,38.000,0.000,0.141,4,0,0
27.000,BLUE,atv,0,0,-0.104,0.000,0.000,0.000,4,0,0
27.280,YOU reference pilot,original,0,0,0.979,0.000,0.000,0.287,4,1,0
27.280,EMBER,tourer,0,0,-0.169,0.000,0.000,0.000,4,2,0
27.280,GOLD,moto,0,4,38.513,38.000,0.000,0.129,4,0,0
27.280,BLUE,atv,0,0,-0.042,0.000,0.000,0.000,4,0,0
27.540,YOU reference pilot,original,0,0,-0.071,0.000,0.000,0.000,4,1,0
27.540,EMBER,tourer,0,0,-0.226,0.000,0.000,0.000,4,2,0
27.540,GOLD,moto,0,4,37.786,38.000,0.110,0.000,4,0,0
27.540,BLUE,atv,0,0,0.104,0.000,0.000,0.000,4,0,0
27.800,YOU reference pilot,original,0,0,-0.193,0.000,0.000,0.000,4,1,0
27.800,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
27.800,GOLD,moto,0,4,37.884,38.000,0.085,0.000,4,0,0
27.800,BLUE,atv,0,0,0.348,38.000,1.000,0.000,4,0,0
28.080,YOU reference pilot,original,0,0,-0.206,0.000,0.000,0.000,4,1,0
28.080,EMBER,tourer,0,0,-0.233,0.000,0.000,0.000,4,2,0
28.080,GOLD,moto,0,4,38.269,58.276,1.000,0.000,4,0,0
28.080,BLUE,atv,0,0,-0.295,38.000,0.000,0.450,4,0,0
28.340,YOU reference pilot,original,0,0,-0.207,0.000,0.000,0.000,4,1,0
28.340,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
28.340,GOLD,moto,0,4,40.175,58.276,1.000,0.000,4,0,0
28.340,BLUE,atv,0,0,-1.571,38.000,0.000,0.450,4,0,0
28.600,YOU reference pilot,original,0,0,-0.207,0.000,0.000,0.000,4,1,0
28.600,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
28.600,GOLD,moto,0,4,36.649,57.432,1.000,0.000,4,0,0
28.600,BLUE,atv,0,0,2.650,38.000,1.000,0.000,4,0,0
28.880,YOU reference pilot,original,0,0,-0.206,0.000,0.000,0.000,4,1,0
28.880,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
28.880,GOLD,moto,0,4,38.609,50.932,1.000,0.000,4,0,0
28.880,BLUE,atv,0,0,0.160,0.000,0.000,0.000,4,0,0
29.140,YOU reference pilot,original,0,0,-0.206,0.000,0.000,0.000,4,1,0
29.140,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
29.140,GOLD,moto,0,4,40.205,52.408,1.000,0.000,4,0,0
29.140,BLUE,atv,0,0,-0.213,0.000,0.000,0.000,4,0,0
29.400,YOU reference pilot,original,0,0,0.101,0.000,0.000,0.000,4,1,0
29.400,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
29.400,GOLD,moto,0,4,41.639,56.645,1.000,0.000,4,0,0
29.400,BLUE,atv,0,0,-0.253,0.000,0.000,0.000,4,0,0
29.680,YOU reference pilot,original,0,0,0.044,0.000,0.000,0.000,4,1,0
29.680,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
29.680,GOLD,moto,0,4,43.080,58.276,1.000,0.000,4,0,0
29.680,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
29.940,YOU reference pilot,original,0,0,-0.109,0.000,0.000,0.000,4,1,0
29.940,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
29.940,GOLD,moto,0,4,44.301,58.276,1.000,0.000,4,0,0
29.940,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
30.200,YOU reference pilot,original,0,0,0.046,0.000,0.000,0.000,4,1,0
30.200,EMBER,tourer,0,0,0.099,0.000,0.000,0.000,4,2,0
30.200,GOLD,moto,0,5,45.419,58.276,1.000,0.000,4,0,0
30.200,BLUE,atv,0,0,-0.061,0.000,0.000,0.000,4,0,0
30.480,YOU reference pilot,original,0,0,-0.101,0.000,0.000,0.000,4,1,0
30.480,EMBER,tourer,0,0,0.161,38.000,1.000,0.000,4,2,0
30.480,GOLD,moto,0,5,46.495,58.276,1.000,0.000,4,0,0
30.480,BLUE,atv,0,0,-0.086,0.000,0.000,0.000,4,0,0
30.740,YOU reference pilot,original,0,0,0.039,0.000,0.000,0.000,4,1,0
30.740,EMBER,tourer,0,0,-0.064,0.000,0.000,0.000,4,2,0
30.740,GOLD,moto,0,5,47.349,58.276,1.000,0.000,4,0,0
30.740,BLUE,atv,0,0,0.023,0.000,0.000,0.000,4,0,0
31.000,YOU reference pilot,original,0,0,-0.083,0.000,0.000,0.000,4,1,0
31.000,EMBER,tourer,0,0,0.241,0.000,0.000,0.000,4,2,0
31.000,GOLD,moto,0,5,48.054,58.276,1.000,0.000,4,0,0
31.000,BLUE,atv,0,0,0.507,0.000,0.000,0.000,4,0,0
31.280,YOU reference pilot,original,0,0,0.039,0.000,0.000,0.000,4,1,0
31.280,EMBER,tourer,0,0,0.052,38.000,1.000,0.000,4,2,0
31.280,GOLD,moto,0,5,48.605,58.276,1.000,0.000,4,0,0
31.280,BLUE,atv,0,0,-0.189,0.000,0.000,0.000,4,0,0
31.540,YOU reference pilot,original,0,0,-0.083,0.000,0.000,0.000,4,1,0
31.540,EMBER,tourer,0,0,0.115,38.000,1.000,0.000,4,2,0
31.540,GOLD,moto,0,5,49.030,58.276,1.000,0.000,4,0,0
31.540,BLUE,atv,0,0,0.257,0.000,0.000,0.000,4,0,0
31.800,YOU reference pilot,original,0,0,0.084,0.000,0.000,0.000,4,1,0
31.800,EMBER,tourer,0,0,-0.104,0.000,0.000,0.000,4,2,0
31.800,GOLD,moto,0,5,49.402,58.276,1.000,0.000,4,0,0
31.800,BLUE,atv,0,0,-0.154,0.000,0.000,0.000,4,0,0
32.080,YOU reference pilot,original,0,0,-0.083,0.000,0.000,0.000,4,1,0
32.080,EMBER,tourer,0,0,-0.331,38.000,0.000,0.450,4,2,0
32.080,GOLD,moto,0,5,49.747,58.276,1.000,0.000,4,0,0
32.080,BLUE,atv,0,0,-0.011,0.000,0.000,0.000,4,0,0
32.340,YOU reference pilot,original,0,0,-0.499,38.000,0.000,0.450,4,1,0
32.340,EMBER,tourer,0,0,-1.553,38.000,0.000,0.450,4,2,0
32.340,GOLD,moto,0,5,50.022,58.276,1.000,0.000,4,0,0
32.340,BLUE,atv,0,0,0.109,0.000,0.000,0.000,4,0,0
32.600,YOU reference pilot,original,0,0,-1.122,38.000,1.000,0.000,4,1,0
32.600,EMBER,tourer,0,0,2.063,38.000,1.000,0.000,4,2,0
32.600,GOLD,moto,0,5,49.970,58.276,1.000,0.000,0,0,0
32.600,BLUE,atv,0,0,0.041,0.000,0.000,0.000,4,0,0
32.880,YOU reference pilot,original,0,0,2.777,38.000,1.000,0.000,4,1,0
32.880,EMBER,tourer,0,0,0.392,0.000,0.000,0.000,4,2,0
32.880,GOLD,moto,0,5,49.353,58.276,1.000,0.000,0,0,0
32.880,BLUE,atv,0,0,-0.193,0.000,0.000,0.000,4,0,0
33.140,YOU reference pilot,original,0,0,0.246,0.000,0.000,0.000,4,1,0
33.140,EMBER,tourer,0,0,-0.166,0.000,0.000,0.000,4,2,0
33.140,GOLD,moto,0,5,48.748,58.276,1.000,0.000,0,0,0
33.140,BLUE,atv,0,0,0.180,0.000,0.000,0.000,4,0,0
33.400,YOU reference pilot,original,0,0,-0.158,0.000,0.000,0.000,4,1,0
33.400,EMBER,tourer,0,0,-0.225,0.000,0.000,0.000,4,2,0
33.400,GOLD,moto,0,5,48.130,58.003,1.000,0.000,0,0,0
33.400,BLUE,atv,0,0,-0.211,0.000,0.000,0.000,4,0,0
33.680,YOU reference pilot,original,0,0,-0.202,0.000,0.000,0.000,4,1,0
33.680,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
33.680,GOLD,moto,0,5,47.479,52.487,1.000,0.000,0,0,0
33.680,BLUE,atv,0,0,-0.086,0.000,0.000,0.000,4,0,0
33.940,YOU reference pilot,original,0,0,-0.205,0.000,0.000,0.000,4,1,0
33.940,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
33.940,GOLD,moto,0,5,46.788,47.975,0.579,0.000,0,0,0
33.940,BLUE,atv,0,0,-1.168,38.000,0.000,0.450,4,0,0
34.200,YOU reference pilot,original,0,0,-0.205,0.000,0.000,0.000,4,1,0
34.200,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
34.200,GOLD,moto,0,5,46.005,10.000,0.000,1.000,0,0,0
34.200,BLUE,atv,0,0,1.523,38.000,1.000,0.000,4,0,0
34.480,YOU reference pilot,original,0,0,-0.205,0.000,0.000,0.000,4,1,0
34.480,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
34.480,GOLD,moto,0,5,40.671,10.000,0.000,1.000,4,0,0
34.480,BLUE,atv,0,0,0.578,0.000,0.000,0.179,4,0,0
34.740,YOU reference pilot,original,0,0,-0.205,0.000,0.000,0.000,4,1,0
34.740,EMBER,tourer,0,0,0.098,0.000,0.000,0.000,4,2,0
34.740,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,8,0
34.740,BLUE,atv,0,0,-0.168,0.000,0.000,0.000,4,0,0
35.000,YOU reference pilot,original,0,0,-0.205,0.000,0.000,0.000,4,1,0
35.000,EMBER,tourer,0,0,0.096,0.000,0.000,0.000,4,2,0
35.000,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,21,0
35.000,BLUE,atv,0,0,-0.248,0.000,0.000,0.000,4,0,0
35.280,YOU reference pilot,original,0,0,0.027,0.000,0.000,0.000,4,1,0
35.280,EMBER,tourer,0,0,0.208,38.000,1.000,0.000,4,2,0
35.280,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,35,0
35.280,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
35.540,YOU reference pilot,original,0,0,-0.045,0.000,0.000,0.000,4,1,0
35.540,EMBER,tourer,0,0,0.226,0.000,0.000,0.000,4,2,0
35.540,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,48,0
35.540,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
35.800,YOU reference pilot,original,0,0,-0.138,0.000,0.000,0.000,4,1,0
35.800,EMBER,tourer,0,0,0.059,38.000,1.000,0.000,4,2,0
35.800,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,61,0
35.800,BLUE,atv,0,0,0.294,38.000,1.000,0.000,4,0,0
36.080,YOU reference pilot,original,0,0,-0.033,0.000,0.000,0.000,4,1,0
36.080,EMBER,tourer,0,0,0.067,38.000,1.000,0.000,4,2,0
36.080,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,75,0
36.080,BLUE,atv,0,0,-0.208,0.000,0.000,0.000,4,0,0
36.340,YOU reference pilot,original,0,0,-0.117,0.000,0.000,0.000,4,1,0
36.340,EMBER,tourer,0,0,0.105,38.000,1.000,0.000,4,2,0
36.340,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,88,0
36.340,BLUE,atv,0,0,-0.017,0.000,0.000,0.000,4,0,0
36.600,YOU reference pilot,original,0,0,0.031,0.000,0.000,0.000,4,1,0
36.600,EMBER,tourer,0,0,-0.120,0.000,0.000,0.000,4,2,0
36.600,GOLD,moto,0,5,0.373,10.000,1.000,0.000,4,101,0
36.600,BLUE,atv,0,0,0.056,0.000,0.000,0.000,4,0,0
36.880,YOU reference pilot,original,0,0,-0.114,0.000,0.000,0.000,4,1,0
36.880,EMBER,tourer,0,0,-0.119,0.000,0.000,0.000,4,2,0
36.880,GOLD,moto,0,5,0.373,10.000,1.000,0.000,4,115,0
36.880,BLUE,atv,0,0,0.075,38.000,1.000,0.000,4,0,0
37.140,YOU reference pilot,original,0,0,0.038,0.000,0.000,0.000,4,1,0
37.140,EMBER,tourer,0,0,-0.097,0.000,0.000,0.000,4,2,0
37.140,GOLD,moto,0,5,0.373,10.000,1.000,0.000,4,128,0
37.140,BLUE,atv,0,0,0.059,0.000,0.000,0.000,4,0,0
37.400,YOU reference pilot,original,0,0,-0.064,0.000,0.000,0.000,4,1,0
37.400,EMBER,tourer,0,0,-0.072,0.000,0.000,0.000,4,2,0
37.400,GOLD,moto,0,5,0.373,10.000,1.000,0.000,4,141,0
37.400,BLUE,atv,0,0,-0.014,0.000,0.000,0.000,4,0,0
37.680,YOU reference pilot,original,0,0,0.077,0.000,0.000,0.000,4,1,0
37.680,EMBER,tourer,0,0,-0.053,0.000,0.000,0.000,4,2,0
37.680,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,155,0
37.680,BLUE,atv,0,0,0.325,38.000,1.000,0.000,4,0,0
37.940,YOU reference pilot,original,0,0,-0.059,0.000,0.000,0.000,4,1,0
37.940,EMBER,tourer,0,0,-0.812,38.000,0.000,0.450,4,2,0
37.940,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,168,0
37.940,BLUE,atv,0,0,-0.195,0.000,0.000,0.000,4,0,0
38.200,YOU reference pilot,original,0,0,-1.096,38.000,0.000,0.450,4,1,0
38.200,EMBER,tourer,0,0,0.243,38.000,1.000,0.000,4,2,0
38.200,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,181,0
38.200,BLUE,atv,0,0,-0.149,0.000,0.000,0.000,4,0,0
38.480,YOU reference pilot,original,0,0,1.343,38.000,1.000,0.000,4,1,0
38.480,EMBER,tourer,0,0,1.755,0.000,0.000,0.509,4,2,0
38.480,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,195,0
38.480,BLUE,atv,0,0,0.098,0.000,0.000,0.000,4,0,0
38.740,YOU reference pilot,original,0,0,0.753,0.000,0.000,0.223,4,1,0
38.740,EMBER,tourer,0,0,0.032,0.000,0.000,0.000,4,2,0
38.740,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,208,0
38.740,BLUE,atv,0,0,0.053,0.000,0.000,0.000,4,0,0
39.000,YOU reference pilot,original,0,0,-0.098,0.000,0.000,0.000,4,1,0
39.000,EMBER,tourer,0,0,-0.204,0.000,0.000,0.000,4,2,0
39.000,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,221,0
39.000,BLUE,atv,0,0,-0.164,0.000,0.000,0.000,4,0,0
39.280,YOU reference pilot,original,0,0,-0.194,0.000,0.000,0.000,4,1,0
39.280,EMBER,tourer,0,0,-0.229,0.000,0.000,0.000,4,2,0
39.280,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,235,0
39.280,BLUE,atv,0,0,-0.049,0.000,0.000,0.000,4,0,0
39.540,YOU reference pilot,original,0,0,-0.203,0.000,0.000,0.000,4,1,0
39.540,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
39.540,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,248,0
39.540,BLUE,atv,0,0,-0.846,38.000,0.000,0.450,4,0,0
39.800,YOU reference pilot,original,0,0,-0.204,0.000,0.000,0.000,4,1,0
39.800,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
39.800,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,261,0
39.800,BLUE,atv,0,0,0.671,38.000,1.000,0.000,4,0,0
40.080,YOU reference pilot,original,0,0,-0.203,0.000,0.000,0.000,4,1,0
40.080,EMBER,tourer,0,0,-0.232,0.000,0.000,0.000,4,2,0
40.080,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,275,0
40.080,BLUE,atv,0,0,1.069,0.000,0.000,0.321,4,0,0
40.340,YOU reference pilot,original,0,0,-0.203,0.000,0.000,0.000,4,1,0
40.340,EMBER,tourer,0,0,0.161,0.000,0.000,0.000,4,2,0
40.340,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,288,0
40.340,BLUE,atv,0,0,-0.107,0.000,0.000,0.000,4,0,0
40.600,YOU reference pilot,original,0,0,0.014,0.000,0.000,0.000,4,1,0
40.600,EMBER,tourer,0,0,-0.065,0.000,0.000,0.000,4,2,0
40.600,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,301,0
40.600,BLUE,atv,0,0,-0.242,0.000,0.000,0.000,4,0,0
40.880,YOU reference pilot,original,0,0,-0.124,0.000,0.000,0.000,4,1,0
40.880,EMBER,tourer,0,0,0.178,38.000,1.000,0.000,4,2,0
40.880,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,315,0
40.880,BLUE,atv,0,0,-0.256,0.000,0.000,0.000,4,0,0
41.140,YOU reference pilot,original,0,0,0.038,0.000,0.000,0.000,4,1,0
41.140,EMBER,tourer,0,0,-0.081,0.000,0.000,0.000,4,2,0
41.140,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,328,0
41.140,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
41.400,YOU reference pilot,original,0,0,-0.063,0.000,0.000,0.000,4,1,0
41.400,EMBER,tourer,0,0,-0.069,0.000,0.000,0.000,4,2,0
41.400,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,341,0
41.400,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
41.680,YOU reference pilot,original,0,0,0.087,0.000,0.000,0.000,4,1,0
41.680,EMBER,tourer,0,0,-0.078,0.000,0.000,0.000,4,2,0
41.680,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,355,0
41.680,BLUE,atv,0,0,-0.024,0.000,0.000,0.000,4,0,0
41.940,YOU reference pilot,original,0,0,-0.036,0.000,0.000,0.000,4,1,0
41.940,EMBER,tourer,0,0,-0.075,0.000,0.000,0.000,4,2,0
41.940,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,368,0
41.940,BLUE,atv,0,0,-0.232,0.000,0.000,0.000,4,0,0
42.200,YOU reference pilot,original,0,0,-0.104,0.000,0.000,0.000,4,1,0
42.200,EMBER,tourer,0,0,-0.068,0.000,0.000,0.000,4,2,0
42.200,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,381,0
42.200,BLUE,atv,0,0,-0.136,0.000,0.000,0.000,4,0,0
42.480,YOU reference pilot,original,0,0,0.003,0.000,0.000,0.000,4,1,0
42.480,EMBER,tourer,0,0,-0.086,0.000,0.000,0.000,4,2,0
42.480,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,395,0
42.480,BLUE,atv,0,0,-0.046,0.000,0.000,0.000,4,0,0
42.740,YOU reference pilot,original,0,0,-0.084,0.000,0.000,0.000,4,1,0
42.740,EMBER,tourer,0,0,-0.111,0.000,0.000,0.000,4,2,0
42.740,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,408,0
42.740,BLUE,atv,0,0,-0.235,0.000,0.000,0.000,4,0,0
43.000,YOU reference pilot,original,0,0,0.139,38.000,1.000,0.000,4,1,0
43.000,EMBER,tourer,0,0,-0.074,0.000,0.000,0.000,4,2,0
43.000,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,421,0
43.000,BLUE,atv,0,0,0.071,0.000,0.000,0.000,4,0,0
43.280,YOU reference pilot,original,0,0,-0.057,0.000,0.000,0.000,4,1,0
43.280,EMBER,tourer,0,0,-0.054,0.000,0.000,0.000,4,2,0
43.280,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,435,0
43.280,BLUE,atv,0,0,-0.228,0.000,0.000,0.000,4,0,0
43.540,YOU reference pilot,original,0,0,-0.119,0.000,0.000,0.000,4,1,0
43.540,EMBER,tourer,0,0,-0.092,0.000,0.000,0.450,4,2,0
43.540,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,448,0
43.540,BLUE,atv,0,0,-0.114,0.000,0.000,0.000,4,0,0
43.800,YOU reference pilot,original,0,0,-0.665,38.000,0.000,0.450,4,1,0
43.800,EMBER,tourer,0,0,-1.321,38.000,0.000,0.450,4,2,0
43.800,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,461,0
43.800,BLUE,atv,0,0,-0.163,0.000,0.000,0.000,4,0,0
44.080,YOU reference pilot,original,0,0,0.057,38.000,1.000,0.000,4,1,0
44.080,EMBER,tourer,0,0,-1.936,0.000,0.000,0.462,4,2,0
44.080,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,475,0
44.080,BLUE,atv,0,0,0.011,0.000,0.000,0.000,4,0,0
44.340,YOU reference pilot,original,0,0,2.113,0.000,0.000,0.609,4,1,0
44.340,EMBER,tourer,0,0,-3.280,0.000,0.000,0.791,4,2,0
44.340,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,488,0
44.340,BLUE,atv,0,0,0.076,38.000,1.000,0.000,4,0,0
44.600,YOU reference pilot,original,0,0,0.133,0.000,0.000,0.000,4,1,0
44.600,EMBER,tourer,0,0,-4.832,0.000,0.000,1.000,4,2,0
44.600,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,501,0
44.600,BLUE,atv,0,0,-0.064,0.000,0.000,0.000,4,0,0
44.880,YOU reference pilot,original,0,0,-0.173,0.000,0.000,0.000,4,1,0
44.880,EMBER,tourer,0,0,-6.290,0.000,0.000,1.000,4,2,0
44.880,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,515,0
44.880,BLUE,atv,0,0,-0.240,0.000,0.000,0.000,4,0,0
45.140,YOU reference pilot,original,0,0,-0.200,0.000,0.000,0.000,4,1,0
45.140,EMBER,tourer,0,0,-6.359,38.000,1.000,0.000,4,2,0
45.140,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,528,0
45.140,BLUE,atv,0,0,-0.401,38.000,0.000,0.450,4,0,0
45.400,YOU reference pilot,original,0,0,-0.202,0.000,0.000,0.000,4,1,0
45.400,EMBER,tourer,0,0,-0.536,38.000,1.000,0.000,4,2,0
45.400,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,541,0
45.400,BLUE,atv,0,0,-1.075,38.000,1.000,0.000,4,0,0
45.680,YOU reference pilot,original,0,0,-0.202,0.000,0.000,0.000,4,1,0
45.680,EMBER,tourer,0,0,-0.208,0.000,0.000,0.000,4,2,0
45.680,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,555,0
45.680,BLUE,atv,0,0,2.492,0.000,0.000,0.732,4,0,0
45.940,YOU reference pilot,original,0,0,-0.202,0.000,0.000,0.000,4,1,0
45.940,EMBER,tourer,0,0,-0.197,0.000,0.000,0.000,4,2,0
45.940,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,568,0
45.940,BLUE,atv,0,0,0.094,0.000,0.000,0.000,4,0,0
46.200,YOU reference pilot,original,0,0,-0.202,0.000,0.000,0.000,4,1,0
46.200,EMBER,tourer,0,0,-0.195,0.000,0.000,0.000,4,2,0
46.200,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,581,0
46.200,BLUE,atv,0,0,-0.220,0.000,0.000,0.000,4,0,0
46.480,YOU reference pilot,original,0,0,-0.201,0.000,0.000,0.000,4,1,0
46.480,EMBER,tourer,0,0,-0.194,0.000,0.000,0.000,4,2,0
46.480,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,595,0
46.480,BLUE,atv,0,0,-0.254,0.000,0.000,0.000,4,0,0
46.740,YOU reference pilot,original,0,0,-0.201,0.000,0.000,0.000,4,1,0
46.740,EMBER,tourer,0,0,-0.194,0.000,0.000,0.000,4,2,0
46.740,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,608,0
46.740,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
47.000,YOU reference pilot,original,0,0,-0.070,0.000,0.000,0.000,4,1,0
47.000,EMBER,tourer,0,0,-0.194,0.000,0.000,0.000,4,2,0
47.000,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,621,0
47.000,BLUE,atv,0,0,-0.257,0.000,0.000,0.000,4,0,0
47.280,YOU reference pilot,original,0,0,0.124,0.000,0.000,0.000,4,1,0
47.280,EMBER,tourer,0,0,-0.193,0.000,0.000,0.000,4,2,0
47.280,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,635,0
47.280,BLUE,atv,0,0,-0.092,0.000,0.000,0.000,4,0,0
47.540,YOU reference pilot,original,0,0,-0.166,0.000,0.000,0.000,4,1,0
47.540,EMBER,tourer,0,0,-0.193,0.000,0.000,0.000,4,2,0
47.540,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,648,0
47.540,BLUE,atv,0,0,-0.110,0.000,0.000,0.000,4,0,0
47.800,YOU reference pilot,original,0,0,0.014,0.000,0.000,0.000,4,1,0
47.800,EMBER,tourer,0,0,-0.193,0.000,0.000,0.000,4,2,0
47.800,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,661,0
47.800,BLUE,atv,0,0,0.275,0.000,0.000,0.000,4,0,0
48.080,YOU reference pilot,original,0,0,-0.086,0.000,0.000,0.000,4,1,0
48.080,EMBER,tourer,0,0,-0.192,0.000,0.000,0.000,4,2,0
48.080,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,675,0
48.080,BLUE,atv,0,0,-0.209,0.000,0.000,0.000,4,0,0
48.340,YOU reference pilot,original,0,0,0.130,38.000,1.000,0.000,4,1,0
48.340,EMBER,tourer,0,0,-0.192,0.000,0.000,0.000,4,2,0
48.340,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,688,0
48.340,BLUE,atv,0,0,-0.161,0.000,0.000,0.000,4,0,0
48.600,YOU reference pilot,original,0,0,-0.004,0.000,0.000,0.000,4,1,0
48.600,EMBER,tourer,0,0,-0.192,0.000,0.000,0.000,4,2,0
48.600,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,701,0
48.600,BLUE,atv,0,0,-0.153,0.000,0.000,0.000,4,0,0
48.880,YOU reference pilot,original,0,0,-0.114,0.000,0.000,0.000,4,1,0
48.880,EMBER,tourer,0,0,-0.191,0.000,0.000,0.000,4,2,0
48.880,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,715,0
48.880,BLUE,atv,0,0,0.061,0.000,0.000,0.000,4,0,0
49.140,YOU reference pilot,original,0,0,0.076,0.000,0.000,0.000,4,1,0
49.140,EMBER,tourer,0,0,-0.191,0.000,0.000,0.000,4,2,0
49.140,GOLD,moto,0,5,0.372,10.000,1.000,0.000,4,728,0
49.140,BLUE,atv,0,0,-0.223,0.000,0.000,0.000,4,0,0
49.400,YOU reference pilot,original,0,0,-0.036,0.000,0.000,0.000,4,1,0
49.400,EMBER,tourer,0,0,-0.191,0.000,0.000,0.000,4,2,0
49.400,GOLD,moto,0,5,0.371,10.000,1.000,0.000,4,741,0
49.400,BLUE,atv,0,0,0.113,0.000,0.000,0.000,4,0,0
49.680,YOU reference pilot,original,0,0,-1.284,38.000,0.000,0.450,4,1,0
49.680,EMBER,tourer,0,0,-0.189,0.000,0.000,0.000,4,2,0
