time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries
34.96646,1004.374,110.5391,-275.0032,31.90705,4,1,0.07436371,0,3,0,1
35.08646,1008.203,110.5391,-275.0016,31.90704,4,1,0.07436676,0,3,0,1
35.20646,1012.032,110.5402,-275.0003,31.90694,4,0.9999993,0.0743866,0,3,0,1
35.30646,1015.208,110.5787,-274.9994,31.8077,4,0.9993039,0.1205292,0,3,0,1
35.42646,1018.977,110.8825,-274.9989,31.68375,4,0.9951789,0.2616684,0,3,0,1
35.54646,1022.729,111.375,-274.9989,31.6731,4,0.9897829,0.2588547,0,3,0,1
35.64646,1025.836,111.9089,-274.9989,31.65107,4,0.9839344,0.2783295,0,3,0,1
35.76646,1029.532,112.6967,-274.9986,31.60014,4,0.9753909,0.3052658,0,3,0,1
35.88646,1033.188,113.6376,-274.998,31.56251,4,0.9653562,0.3436294,0,3,0,1
36.00646,1036.798,114.724,-274.9972,31.5223,4,0.9541773,0.3787537,0,3,0,1
36.10646,1039.769,115.7366,-274.9962,31.48711,4,0.9441212,0.4067673,0,3,0,1
36.22646,1043.292,117.0752,-274.9945,31.64347,4,0.9314299,1,0,3,0,1
36.34646,1046.811,118.5629,-274.9925,32.15165,4,0.9182938,1,0,3,0,1
36.44646,1049.742,119.9152,-274.99,32.53136,4,0.9064493,1,0,3,0,1
36.56646,1053.25,121.6689,-274.9836,32.94199,4,0.8918445,1,0,3,0,1
36.68646,1056.738,123.5605,-274.9721,33.30603,4,0.8770869,1,0,3,0,1
36.78646,1059.625,125.2371,-274.959,33.57556,4,0.8646449,1,0,3,0,1
36.90646,1063.06,127.3626,-274.9391,33.86385,4,0.8495603,1,0,3,0,1
37.02646,1066.459,129.6056,-274.9146,34.11732,4,0.8346425,1,0,3,0,1
37.12646,1069.261,131.5592,-274.8902,34.29984,4,0.8229424,1,0,3,0,1
37.24646,1072.636,133.9179,-274.8553,34.01433,0,0.8365373,1,0,3,0,1
37.36646,1076.009,136.1441,-274.8193,33.27245,0,0.8578888,1,0,3,0,1
37.48646,1079.378,138.2247,-274.7835,32.54459,0,0.8824714,1,0,3,0,1
37.58646,1082.18,139.8474,-274.7536,31.94291,0,0.9038474,1,0,3,0,1
37.70646,1085.538,141.6607,-274.7179,31.22175,0,0.9287999,1,0,3,0,1
37.82646,1088.889,143.328,-274.6821,30.50105,0,0.9513467,1,0,3,0,1
37.92646,1091.676,144.6058,-274.6524,29.90494,0,0.9673322,1,0,3,0,1
38.04646,1095.013,146.0053,-274.6167,29.20529,0,0.9824185,1,0,3,0,1
38.16646,1098.343,147.2591,-274.5811,28.5386,0,0.9927231,1,0,3,0,1
38.26646,1101.111,148.1928,-274.5515,28.02217,0,0.9977509,1,0,3,0,1
38.38646,1104.424,149.1805,-274.516,27.46657,0,0.9999738,1,0,3,0,1
38.50646,1107.728,150.0237,-274.4805,26.99764,0,0.9988169,1,0,3,0,1
38.60646,1110.473,150.6166,-274.451,26.68314,0,0.9959797,1,0,3,0,1
38.72646,1113.759,151.1968,-274.4158,26.40464,0,0.9912194,1,0,3,0,1
38.84646,1117.035,151.6344,-274.3806,26.23626,0,0.985898,1,0,3,0,1
38.96646,1120.301,151.9299,-274.3456,26.17388,0,0.9808486,1,0,3,0,1
39.06646,1123.015,152.0681,-274.3165,26.19549,0,0.9773141,1,0,3,0,1
39.18646,1126.263,152.1045,-274.2817,26.29622,0,0.9742556,1,0,3,0,1
39.30646,1129.501,152.0002,-274.247,26.45967,0,0.9726971,1,0,3,0,1
39.40646,1132.192,151.806,-274.2182,26.62729,0,0.9725714,1,0,3,0,1
39.52646,1135.413,151.4446,-274.1837,26.84485,0,0.9737203,1,0,3,0,1
39.64646,1138.624,150.9432,-274.1494,27.05698,0,0.9760543,1,0,3,0,1
39.74646,1141.293,150.4188,-274.1209,27.2127,0,0.9786717,1,0,3,0,1
39.86646,1144.488,149.6617,-274.0869,27.35628,0,0.9823062,1,0,3,0,1
39.98646,1147.675,148.7654,-274.0529,27.43666,0,0.9861388,1,0,3,0,1
40.08646,1150.324,147.9123,-274.0247,27.44638,0,0.9892462,1,0,3,0,1
40.20646,1153.495,146.7614,-273.9909,27.38317,0,0.9926357,1,0,3,0,1
40.32646,1156.659,145.4721,-273.9573,27.23665,0,0.9954669,1,0,3,0,1
40.44646,1159.815,144.0446,-273.9237,27.01041,0,0.9976209,1,0,3,0,1
40.54646,1162.439,142.7497,-273.8959,26.76693,0,0.9988697,1,0,3,0,1
40.66646,1165.581,141.0698,-273.8625,26.41941,0,0.999738,1,0,3,0,1
40.78646,1168.717,139.2526,-273.8291,26.02576,0,0.9999999,1,0,3,0,1
40.88646,1171.324,137.6338,-273.8014,25.67466,0,0.999844,1,0,3,0,1
41.00646,1174.447,135.566,-273.7682,25.24096,0,0.9993338,1,0,3,0,1
41.12646,1177.563,133.3621,-273.7351,24.81027,0,0.998614,1,0,3,0,1
41.22646,1180.155,131.4218,-273.7075,24.46556,0,0.9979569,1,0,3,0,1
41.34646,1183.258,128.9692,-273.6744,24.08172,0,0.9972057,1,0,3,0,1
41.46646,1186.355,126.3814,-273.6414,23.74227,0,0.9965851,1,0,3,0,1
41.56646,1188.931,124.1219,-273.6139,23.50056,0,0.9962149,1,0,3,0,1
41.68646,1192.016,121.2873,-273.581,23.2663,0,0.9959762,1,0,3,0,1
41.80646,1195.094,118.3184,-273.548,23.09724,0,0.9959659,1,0,3,0,1
41.92646,1198.456,116.5937,-273.3598,29.25517,4,0.9701204,1,0,3,0,1
42.02646,1201.354,115.9134,-273.0559,30.36085,4,0.9700443,1,0,3,0,1
42.14646,1204.975,115.0986,-272.7283,31.4299,4,0.9708229,0.5557495,0,3,0,1
42.26646,1208.685,114.2547,-272.5534,31.88099,4,0.9721203,0.1352875,0,3,0,1
42.36646,1211.789,113.5453,-272.5379,31.83447,4,0.9733424,0.1796417,0,3,0,1
42.48646,1215.516,112.7076,-272.6519,31.8414,4,0.974817,0.1742249,0,3,0,1
42.60646,1219.244,111.8978,-272.8724,31.84642,4,0.9762474,0.1697464,0,3,0,1
42.70646,1222.349,111.2474,-273.1085,31.82388,4,0.9773991,0.1903046,0,3,0,1
42.82646,1226.081,110.4924,-273.4251,31.83487,4,0.9787395,0.1791489,0,3,0,1
42.94646,1229.816,109.7624,-273.7513,31.83416,4,0.9800403,0.1786057,0,3,0,1
43.06646,1233.557,109.0557,-274.0652,31.82807,4,0.9813055,0.1829819,0,3,0,1
43.16646,1236.679,108.4844,-274.3063,31.7632,4,0.9823329,0.2422455,0,3,0,1
43.28646,1240.431,107.8207,-274.5623,31.75426,4,0.9835322,0.2493362,0,3,0,1
43.40646,1244.192,107.1805,-274.7769,31.70505,4,0.9846955,0.02671661,0,3,0,1
43.50646,1247.332,106.6659,-274.9226,31.93864,4,0.985635,0.07587891,0,3,0,1
43.62646,1251.099,106.072,-275.0584,31.92226,4,0.9867263,0.08998566,0,3,0,1
43.74646,1254.872,105.5028,-275.1551,31.88855,4,0.9877781,0.1201904,0,3,0,1
43.84646,1258.02,105.0476,-275.2089,31.79974,4,0.9886253,0.2018036,0,3,0,1
43.96646,1261.802,104.5243,-275.2461,31.73987,4,0.9896062,0.2563553,0,3,0,1
44.08646,1265.593,104.0256,-275.2589,31.95759,4,0.9905442,0.0529007,0,3,0,1
44.18646,1268.746,103.6306,-275.255,31.87419,4,0.9912931,0.1293411,0,3,0,1
44.30646,1272.538,103.1793,-275.2374,31.78944,4,0.9921553,0.2069275,0,3,0,1
44.42646,1276.335,102.7534,-275.2103,31.67506,4,0.992974,0.04503021,0,3,0,1
44.54646,1280.131,102.3535,-275.1779,31.91022,4,0.9937483,0.09228058,0,3,0,1
44.64646,1283.296,102.04,-275.1492,31.77802,4,0.9943612,0.2141098,0,3,0,1
44.76646,1287.104,101.6867,-275.1149,31.94191,4,0.9950562,0.06062927,0,3,0,1
44.88646,1290.901,101.3605,-275.083,31.86709,4,0.9957075,0.1288712,0,3,0,1
44.98646,1294.077,101.1076,-275.0589,31.66907,4,0.9962158,0.04488373,0,3,0,1
45.10646,1297.882,100.8285,-275.0339,31.88149,4,0.9967834,0.1132309,0,3,0,1
45.22646,1301.693,100.5751,-275.0135,31.71512,4,0.9973069,0.2666672,0,3,0,1
45.32646,1304.868,100.384,-274.9999,31.87011,4,0.9977076,0.1215332,0,3,0,1
45.44646,1308.685,100.1783,-274.9876,31.66008,4,0.9981474,0.04851685,0,3,0,1
45.56646,1312.494,99.99928,-274.9794,31.85606,4,0.9985403,0.132106,0,3,0,1
45.66646,1315.68,99.86959,-274.9751,31.92251,4,0.9988327,0.06936035,0,3,0,1
45.78646,1319.46,99.73944,-274.9726,30.62425,4,0.9991404,0,0.9032469,3,0,1
45.90646,1322.991,99.64381,-274.9713,28.84863,4,0.999399,0,0.352252,3,0,1
46.02645,1326.396,99.57585,-274.9612,28.1544,4,0.9996048,0,0.1308131,3,0,1
46.12646,1329.046,99.53825,-274.9414,25.42809,4,0.9997389,0,1,3,0,1
46.24646,1331.871,99.51462,-274.9073,22.3254,4,0.9998573,0,0.7821584,3,0,1
46.36646,1334.419,99.50759,-274.8658,20.39316,4,0.9999344,0,1,3,0,1
46.46646,1336.293,99.51011,-274.8277,17.66513,4,0.999973,0,1,3,0,1
46.58646,1338.234,99.51976,-274.7696,15.42674,4,0.9999956,0,0.441072,3,0,1
46.70646,1340.013,99.53339,-274.6814,14.54965,4,0.9999996,0,0.1572032,3,0,1
46.80646,1341.428,99.54655,-274.5722,13.92011,4,0.9999928,0,0,3,0,1
46.92646,1343.076,99.56464,-274.3796,13.56267,4,0.9999757,0,0,3,0,1
47.04646,1344.685,99.58595,-274.0991,13.64437,4,0.9999503,0.09326249,0,3,0,1
47.14646,1346.02,99.60682,-273.7795,13.75669,4,0.9999235,0.1367622,0,3,0,1
47.26646,1347.599,99.6458,-273.2813,13.84303,4,0.9997564,0.1045082,0,3,0,1
47.38646,1349.141,99.7188,-272.6444,14.13091,4,0.9993466,1,0,3,0,1
47.50645,1350.726,99.82054,-271.7934,15.59651,4,0.9992218,1,0,3,0,1
47.60646,1352.091,99.9011,-270.8964,16.77948,4,0.9992639,1,0,3,0,1
47.72646,1353.755,99.97938,-269.5932,18.15829,4,0.9993655,1,0,3,0,1
47.84645,1355.425,100.0419,-268.0463,19.50738,4,0.999463,1,0,3,0,1
47.94646,1356.817,100.0898,-266.5839,20.61667,4,0.9995298,1,0,3,0,1
48.06646,1358.497,100.1499,-264.6436,21.91986,4,0.9995865,1,0,3,0,1
48.18645,1360.198,100.2164,-262.5219,23.18543,4,0.9996194,1,0,3,0,1
48.28646,1361.638,100.2774,-260.6274,24.20853,4,0.9996318,1,0,3,0,1
48.40646,1363.4,100.357,-258.2138,25.39698,4,0.9996312,1,0,3,0,1
48.52645,1365.199,100.4438,-255.6566,26.5422,4,0.9996154,1,0,3,0,1
48.64645,1367.037,100.5391,-252.9628,27.64441,4,0.999585,1,0,3,0,1
48.74646,1368.596,100.6261,-250.6172,28.53041,4,0.9995481,1,0,3,0,1
48.86646,1370.494,100.7416,-247.6842,29.55515,4,0.9994884,1,0,3,0,1
48.98645,1372.414,100.8712,-244.6234,30.53839,4,0.9994087,1,0,3,0,1
49.08646,1374.023,100.9919,-241.9752,31.32561,4,0.9993237,1,0,3,0,1
49.20646,1375.936,101.1542,-238.6708,32.21038,4,0.9991922,1,0,3,0,1
49.32645,1377.759,101.3388,-235.2003,33.03293,4,0.9990182,1,0,3,0,1
49.42646,1379.171,101.5123,-232.1739,33.68798,4,0.9988326,1,0,3,0,1
49.54646,1380.715,101.7479,-228.397,33.97452,4,0.9985414,0,0.5801859,3,0,1
49.66645,1382.035,102.0073,-224.6546,32.69145,4,0.9981444,0,0.2087898,3,0,1
49.76646,1382.975,102.2451,-221.5888,31.81207,4,0.9977087,0.1460709,0,3,0,1
49.88646,1383.953,102.5659,-217.9154,31.79068,4,0.9970261,0.1652603,0,3,0,1
50.00645,1384.789,102.9335,-214.2145,31.77709,4,0.996075,0.176767,0,3,0,1
50.12645,1385.496,103.3669,-210.5008,31.74796,4,0.9936451,0.2007797,0,3,0,1
50.22646,1385.99,103.79,-207.3971,31.73328,4,0.992018,0.2106033,0,3,0,1
50.34645,1386.47,104.3544,-203.6645,31.71339,4,0.9907398,0.2268158,0,3,0,1
50.46645,1386.821,104.954,-199.9249,31.69689,4,0.9895102,0.2404449,0,3,0,1
50.56646,1387.014,105.4726,-196.8055,31.68469,4,0.9883824,0.250325,0,3,0,1
50.68645,1387.125,106.1205,-193.0628,31.67051,4,0.9869161,0.2617523,0,3,0,1
50.80645,1387.101,106.8001,-189.3258,31.65653,4,0.9854138,0.2729096,0,3,0,1
50.90646,1386.977,107.3904,-186.2196,31.64511,4,0.9841852,0.2821289,0,3,0,1
51.02645,1386.7,108.1235,-182.5055,31.63156,4,0.9828362,0.2929657,0,3,0,1
51.14645,1386.28,108.8778,-178.8106,31.61868,4,0.9816296,0.3034286,0,3,0,1
51.24646,1385.817,109.5182,-175.7497,31.60886,4,0.9807192,0.311377,0,3,0,1
51.36646,1385.124,110.2967,-172.1033,31.59808,4,0.9798437,0.3201828,0,3,0,1
51.48645,1384.276,111.0822,-168.492,31.58911,4,0.9792096,0.3276138,0,3,0,1
51.60645,1383.273,111.8697,-164.922,31.58232,4,0.978838,0.3333603,0,3,0,1
51.70646,1382.316,112.5248,-161.9833,31.5784,4,0.9786801,0.33676,0,3,0,1
51.82645,1381.025,113.3061,-158.506,31.57581,4,0.9786878,0.3391357,0,3,0,1
51.94645,1379.579,114.079,-155.0882,31.57552,4,0.9789251,0.3397034,0,3,0,1
52.04646,1378.259,114.7143,-152.2892,31.57759,4,0.9792925,0.3384079,0,3,0,1
52.16645,1376.542,115.4635,-148.9929,31.5829,4,0.9798119,0.3345612,0,3,0,1
52.28645,1374.689,116.1963,-145.7658,31.59118,4,0.9805443,0.328302,0,3,0,1
52.38646,1373.05,116.7933,-143.1288,31.59962,4,0.9812202,0.32173,0,3,0,1
52.50645,1370.983,117.4918,-140.0242,31.61093,4,0.9821507,0.3128174,0,3,0,1
52.62645,1368.819,118.17,-136.9805,31.62244,4,0.9829572,0.3035049,0,3,0,1
52.72646,1366.952,118.7283,-134.4886,31.62997,4,0.9831082,0.2970444,0,3,0,1
52.84645,1364.648,119.4105,-131.5496,31.6353,4,0.9828529,0.2922699,0,3,0,1
52.96645,1362.287,120.1163,-128.6624,31.63756,4,0.9824772,0.2901276,0,3,0,1
53.08645,1359.876,120.8405,-125.8208,31.63807,4,0.9821546,0.2895462,0,3,0,1
53.18645,1357.833,121.4498,-123.4831,31.63781,4,0.981957,0.2896881,0,3,0,1
53.30645,1355.345,122.1801,-120.7101,31.63733,4,0.9818493,0.2900803,0,3,0,1
53.42645,1352.82,122.9053,-117.9694,31.6371,4,0.9818357,0.2903076,0,3,0,1
53.52645,1350.689,123.5048,-115.709,31.63725,4,0.9819136,0.2902481,0,3,0,1
53.64645,1348.101,124.2187,-113.0241,31.63783,4,0.9820609,0.2898377,0,3,0,1
53.76645,1345.479,124.9262,-110.3698,31.63884,4,0.982296,0.2890854,0,3,0,1
53.86646,1343.269,125.5106,-108.1819,31.63995,4,0.9825174,0.2882324,0,3,0,1
53.98645,1340.585,126.2044,-105.5863,31.64161,4,0.9828637,0.2869553,0,3,0,1
54.10645,1337.866,126.8889,-103.0251,31.64372,4,0.983279,0.2853317,0,3,0,1
54.22645,1335.109,127.5623,-100.5004,31.64635,4,0.9837615,0.2832932,0,3,0,1
54.32645,1332.782,128.1143,-98.42606,31.64886,4,0.9841865,0.2813354,0,3,0,1
54.44645,1329.954,128.765,-95.97463,31.65221,4,0.9847279,0.2786972,0,3,0,1
54.56645,1327.084,129.4021,-93.56688,31.6559,4,0.9853013,0.2757858,0,3,0,1
54.66645,1324.661,129.9222,-91.59565,31.65924,4,0.9858003,0.2731552,0,3,0,1
54.78645,1321.714,130.5323,-89.27465,31.6636,4,0.9864265,0.2697251,0,3,0,1
54.90645,1318.723,131.1262,-87.00444,31.66838,4,0.9870936,0.2659531,0,3,0,1
55.00645,1316.197,131.6079,-85.15307,31.67275,4,0.9876811,0.2625153,0,3,0,1
55.12645,1313.126,132.1691,-82.98194,31.67841,4,0.9883944,0.258046,0,3,0,1
55.24645,1310.011,132.7113,-80.86797,31.68433,4,0.9890871,0.2533325,0,3,0,1
55.34645,1307.382,133.1483,-79.15144,31.68954,4,0.989696,0.2492218,0,3,0,1
55.46645,1304.187,133.6542,-77.1474,31.69613,4,0.9904273,0.2440048,0,3,0,1
55.58645,1300.949,134.1388,-75.20589,31.70314,4,0.9911711,0.2384476,0,3,0,1
55.70645,1297.67,134.601,-73.32867,31.71053,4,0.9919071,0.2325836,0,3,0,1
55.80645,1294.906,134.9687,-71.81457,31.71695,4,0.9925175,0.2274887,0,3,0,1
55.92645,1291.552,135.3884,-70.05921,31.72495,4,0.9932289,0.2211349,0,3,0,1
56.04645,1288.159,135.7841,-68.37199,31.73337,4,0.9939234,0.2144516,0,3,0,1
56.14645,1285.303,136.0949,-67.01825,31.74077,4,0.9944984,0.2085983,0,3,0,1
56.26645,1281.844,136.4444,-65.45605,31.75017,4,0.9951647,0.201149,0,3,0,1
56.38645,1278.351,136.7677,-63.96043,31.76004,4,0.995804,0.1933121,0,3,0,1
56.48645,1275.417,137.0166,-62.76323,31.76861,4,0.9963129,0.186499,0,3,0,1
56.60645,1271.871,137.291,-61.38297,31.77902,4,0.9968646,0.1781677,0,3,0,1
56.72645,1268.3,137.5418,-60.06087,31.789,4,0.9973278,0.1700913,0,3,0,1
56.82645,1265.307,137.7359,-59.00072,31.79671,4,0.9976491,0.163829,0,3,0,1
56.94645,1261.698,137.9547,-57.77479,31.80509,4,0.9979714,0.1569962,0,3,0,1
57.06645,1258.072,138.1604,-56.59526,31.81257,4,0.9982359,0.1509003,0,3,0,1
57.18645,1254.432,138.3546,-55.45789,31.81924,4,0.9984576,0.1454559,0,3,0,1
57.28645,1251.388,138.5079,-54.53938,31.82427,4,0.9986156,0.1413605,0,3,0,1
57.40645,1247.724,138.6824,-53.46914,31.82975,4,0.9987788,0.1369034,0,3,0,1
57.52645,1244.051,138.847,-52.43063,31.83466,4,0.9989181,0.1328918,0,3,0,1
57.62645,1240.983,138.9772,-51.58733,31.83841,4,0.9990199,0.1298538,0,3,0,1
57.74645,1237.294,139.1257,-50.59975,31.84251,4,0.9991274,0.1265182,0,3,0,1
57.86645,1233.598,139.2663,-49.63677,31.84625,4,0.9992211,0.1234772,0,3,0,1
57.96645,1230.513,139.3778,-48.85182,31.84913,4,0.9992903,0.1211426,0,3,0,1
58.08645,1226.806,139.5053,-47.9297,31.85233,4,0.9993642,0.1185471,0,3,0,1
58.20645,1223.092,139.6262,-47.0282,31.85528,4,0.9994291,0.1161575,0,3,0,1
58.30645,1219.994,139.7223,-46.29209,31.85756,4,0.9994774,0.1143066,0,3,0,1
58.42645,1216.271,139.8323,-45.42645,31.86012,4,0.9995296,0.1122345,0,3,0,1
58.54645,1212.544,139.9369,-44.5797,31.86251,4,0.9995759,0.1103012,0,3,0,1
58.66645,1208.812,140.0363,-43.75159,31.86474,4,0.9996175,0.1084961,0,3,0,1
58.76645,1205.698,140.1155,-43.07566,31.86649,4,0.9996486,0.107077,0,3,0,1
58.88645,1201.958,140.2061,-42.2815,31.86848,4,0.9996825,0.1054703,0,3,0,1
59.00645,1198.214,140.2924,-41.50587,31.87034,4,0.9997128,0.1039658,0,3,0,1
59.10645,1195.046,140.3622,-40.86594,32.63204,4,0.9997358,1,0,3,0,1
59.22645,1191.141,140.4444,-40.10825,33.51502,4,0.9997608,1,0,3,0,1
59.34645,1187.127,140.5247,-39.37216,34.36639,4,0.9997838,1,0,3,0,1
59.44645,1183.701,140.5901,-38.77658,35.05299,4,0.9998014,1,0,3,0,1
59.56645,1179.496,140.6664,-38.08059,35.8504,4,0.999821,1,0,3,0,1
59.68645,1175.193,140.7401,-37.40092,36.61969,4,0.9998389,1,0,3,0,1
59.80645,1170.797,140.8114,-36.73383,37.36171,4,0.9998552,1,0,3,0,1
59.90645,1167.066,140.8689,-36.1858,37.95983,4,0.9998676,1,0,3,0,1
60.02645,1162.508,140.9357,-35.53689,38.65402,4,0.9998811,1,0,3,0,1
60.14645,1157.866,141,-34.89822,39.32329,4,0.9998933,1,0,3,0,1
60.24645,1153.936,141.0519,-34.37544,39.86254,4,0.9999023,1,0,3,0,1
60.36645,1149.147,141.1122,-33.76261,40.4881,4,0.999912,1,0,3,0,1
60.48645,1144.282,141.1703,-33.17039,41.09082,4,0.9999204,1,0,3,0,1
60.58645,1140.171,141.2175,-32.69724,41.57604,4,0.9999264,1,0,3,0,1
60.70645,1135.171,141.2726,-32.16077,42.13831,4,0.9999325,1,0,3,0,1
60.82645,1130.101,141.3267,-31.66758,42.67899,4,0.9999374,1,0,3,0,1
60.92645,1125.823,141.3712,-31.29851,43.11287,4,0.9999405,1,0,3,0,1
61.04645,1120.627,141.4246,-30.92134,43.61244,4,0.9999428,1,0,3,0,1
61.16645,1115.367,141.4789,-30.63963,44.08702,4,0.9999433,1,0,3,0,1
61.28645,1110.047,141.5353,-30.48505,44.53437,4,0.9999415,1,0,3,0,1
61.40645,1104.672,141.5942,-30.49284,44.95304,4,0.9999435,1,0,3,0,1
61.52645,1099.251,141.6451,-30.69819,45.34468,4,0.9999642,1,0,3,0,1
61.62645,1094.708,141.667,-31.04318,45.65371,4,0.9999858,1,0,3,0,1
61.74645,1089.239,141.6582,-31.68801,46.00854,4,0.9999996,1,0,3,0,1
61.86645,1083.949,141.6121,-32.56298,43.22651,4,0.9999918,0,1,3,0,1
61.98645,1079.102,141.5388,-33.58813,39.84631,4,0.9999627,0,1,3,0,1
62.10645,1074.694,141.4499,-34.70931,36.49119,4,0.9999186,0,1,3,0,1
62.22645,1070.687,141.3553,-35.88748,33.84685,4,0.999866,0,0.5379581,3,0,1
62.34645,1066.915,141.2578,-37.13718,32.71698,4,0.9998106,0,0.2108488,3,0,1
62.44645,1063.878,141.1744,-38.23905,31.82868,4,0.9997635,0,0,3,0,1
62.56645,1060.319,141.0704,-39.63562,31.88411,4,0.9997065,0.09793244,0,3,0,1
62.68645,1056.793,140.9596,-41.12505,31.91049,4,0.9996493,0.07421875,0,3,0,1
62.80645,1053.316,140.8422,-42.69017,31.66991,4,0.9995922,0.176712,0,3,0,1
62.92645,1049.878,140.7179,-44.32535,31.77166,4,0.9995357,0.1225861,0,3,0,1
63.04645,1046.521,140.5894,-45.99675,30.17204,4,0.9994822,0,1,3,0,1
63.16645,1043.493,140.4674,-47.56033,27.37663,4,0.9994336,0,0.6124134,3,0,1
63.26645,1041.141,140.369,-48.80914,26.28414,4,0.9993987,0,0.2825947,3,0,1
63.38645,1038.568,140.2591,-50.20006,23.02638,4,0.9993642,0,1,3,0,1
63.50645,1036.346,140.1628,-51.41699,19.77791,4,0.9993392,0,1,3,0,1
63.62645,1034.415,140.079,-52.47967,17.64549,4,0.9993241,0,0.4355111,3,0,1
63.74645,1032.724,140.0062,-53.40968,14.74672,4,0.999318,0,1,3,0,1
63.86645,1031.37,139.9487,-54.1498,11.52985,4,0.9993192,0,0.9802065,3,0,1
63.98645,1030.288,139.9036,-54.73613,9.597803,4,0.999326,0,0.3973744,3,0,1
64.08646,1029.483,139.8706,-55.16844,8.906411,4,0.9993343,0,0.1906211,3,0,1
64.20645,1028.569,139.8336,-55.65511,8.450058,4,0.9993466,0,0,3,0,1
64.32645,1027.69,139.7985,-56.11815,8.240445,4,0.99936,0.04210663,0,3,0,1
64.44646,1026.811,139.764,-56.57333,8.135126,4,0.9993769,0,0,3,0,1
64.56645,1025.953,139.7311,-57.00535,8.013922,4,0.9993961,0.06951485,0,3,0,1
64.68645,1025.089,139.6989,-57.41964,8.02924,4,0.9994195,0.115057,0,3,0,1
64.80645,1024.199,139.6675,-57.79759,8.071327,4,0.9994471,0.07753678,0,3,0,1
64.90646,1023.371,139.6402,-58.06237,9.223221,4,0.9994745,0.8131127,0,3,0,1
65.02645,1022.216,139.9556,-58.35027,9.850841,4,0.987312,0.178273,0,3,0,1
65.14645,1021.028,139.9187,-58.52073,9.946291,4,0.9876992,0.06232071,0,3,0,1
65.26646,1019.841,139.7787,-58.56046,9.910288,4,0.9862475,0.09737854,0,3,0,1
65.38645,1018.662,139.5803,-58.45484,9.944596,4,0.9849107,0.05727081,0,3,0,1
65.50645,1017.52,139.4146,-58.20033,9.877263,4,0.9920388,0.1037628,0,3,0,1
65.62645,1016.413,139.3504,-57.79534,9.896771,4,0.9985539,0.08087845,0,3,0,1
65.72646,1015.531,139.3703,-57.341,9.879516,4,0.9997961,0.09340439,0,3,0,1
65.84645,1014.558,139.4285,-56.65405,9.860815,4,0.9999803,0.1093246,0,3,0,1
65.96645,1013.705,139.462,-55.81925,9.849736,4,0.9999398,0.1195511,0,3,0,1
66.08646,1012.999,139.4212,-54.84849,9.857573,2,0.9991285,0.1161896,0,3,0,1
66.20645,1012.479,139.2809,-53.76758,9.884782,2,0.9962187,0.09612732,0,3,0,1
66.32645,1012.172,139.0594,-52.61306,9.914266,2,0.9909593,0.0730217,0,3,0,1
66.44645,1012.085,138.7907,-51.41798,9.862616,2,0.9777584,0.04701996,0,3,0,1
66.54646,1012.159,138.5066,-50.43763,9.823357,0,0.967442,0.1118233,0,3,0,1
66.66645,1012.258,138.0425,-49.26565,9.406374,0,0.9560844,0.4009125,0,3,0,1
66.78645,1012.362,137.4392,-48.09959,8.667895,0,0.9475954,0.9503456,0,3,0,1
66.90646,1012.468,136.6973,-46.94,7.641787,0,0.9429147,1,0,3,0,1
67.02645,1012.576,135.8173,-45.78714,6.376727,0,0.94228,1,0,3,0,1
67.14645,1012.684,134.7994,-44.64096,4.932117,0,0.9453496,1,0,3,0,1
67.26645,1012.792,133.6437,-43.50121,3.373936,0,0.9513639,1,0,3,0,1
67.36646,1012.881,132.5753,-42.556,2.038077,0,0.9579058,1,0,3,0,1
67.48645,1012.985,131.1671,-41.42669,0.4482963,0,0.9666579,1,0,3,0,1
67.60645,1013.058,130.0902,-40.65208,-0.4638092,0,0.9754264,0,0,3,0,1
67.72646,1013.086,129.5887,-40.36956,-0.3895416,0,0.983347,0,0,3,0,1
67.84645,1013.096,129.3033,-40.27214,-0.2015536,0,0.9897957,0,0,3,0,1
67.96645,1013.097,129.0989,-40.24387,-0.07092228,0,0.9944229,0,0,3,0,1
68.08645,1013.094,128.9246,-40.24076,0.004954794,0,0.9971474,0,0,3,0,1
68.18645,1013.09,128.7882,-40.24484,0.04375378,0,0.9980667,0,0,3,0,1
68.30645,1013.044,128.4383,-40.21981,-0.5867392,0,0.9891777,0,0,3,0,1
68.42645,1013.035,127.7176,-40.07528,-2.260676,0,0.8871843,0,0.4994662,3,0,1
68.54646,1013.062,126.8304,-39.92237,-3.554491,0,0.7095821,1,0,3,0,1
68.66645,1013.124,125.7997,-39.77239,-4.173731,0,0.5156451,1,0,3,0,1
68.78645,1013.08,124.9238,-39.64396,-0.8054317,2,0.5592255,1,0,3,0,1
68.90645,1012.835,124.6262,-39.69073,1.550995,4,0.64582,1,0,3,0,1
69.00645,1012.619,124.5745,-39.87194,3.115524,4,0.6721154,1,0,3,0,1
69.12645,1012.294,124.5979,-40.2672,4.860752,4,0.6741045,1,0,3,0,1
69.24645,1011.945,124.6692,-40.81169,4.701183,4,0.6587683,0,1,3,0,1
69.36646,1011.752,124.692,-41.09966,1.671151,4,0.6412906,0,0.5069193,3,0,1
69.48645,1011.657,124.6721,-41.18092,0.314428,4,0.6242967,0,0,3,0,1
69.60645,1011.614,124.637,-41.17313,-0.2361275,4,0.6108637,0,0,3,0,1
