course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards,contactCorrections
Street Loop Reverse,original,12,-1.5,13.316,150.097,0.180,0.980,True,completed,0.000,0.000,0,0
Street Loop Reverse,original,12,-3,13.319,150.091,0.180,0.980,True,completed,0.000,0.000,0,0
Street Loop Reverse,original,12,0,13.319,150.095,0.180,0.980,True,completed,0.000,0.000,0,0
Street Loop Reverse,original,12,-4.7,13.303,150.194,0.200,0.935,True,completed,0.000,0.000,0,0
Street Loop Reverse,original,12,1.7,13.319,150.192,0.180,0.936,True,completed,0.000,0.000,0,0
Street Loop Reverse,original,24,-1.5,7.017,150.417,1.100,0.987,True,completed,26.049,1.100,0,0
Street Loop Reverse,original,24,-3,7.005,150.435,1.100,0.987,True,completed,26.049,1.100,0,0
Street Loop Reverse,original,24,0,6.967,150.046,1.100,0.987,True,completed,26.049,1.100,0,0
Street Loop Reverse,original,24,-4.7,6.986,150.405,1.060,0.945,True,completed,25.132,1.060,0,0
Street Loop Reverse,original,24,1.7,6.997,150.281,1.060,0.951,True,completed,25.173,1.060,0,0
Street Loop Reverse,original,36,-1.5,4.981,150.188,1.400,0.992,True,completed,49.026,1.400,0,0
Street Loop Reverse,original,36,-3,4.996,150.177,1.400,0.992,True,completed,49.026,1.400,0,0
Street Loop Reverse,original,36,0,4.905,150.274,1.400,0.991,True,completed,49.047,1.400,0,0
Street Loop Reverse,original,36,-4.7,4.995,150.181,1.420,0.942,True,completed,49.604,1.420,0,2
Street Loop Reverse,original,36,1.7,5.015,150.341,1.360,0.945,True,completed,47.742,1.360,0,1
Street Loop Reverse,tourer,12,-1.5,13.309,150.057,0.000,0.980,True,completed,0.000,0.000,0,0
Street Loop Reverse,tourer,12,-3,13.319,150.057,0.000,0.980,True,completed,0.000,0.000,0,0
Street Loop Reverse,tourer,12,0,13.308,150.055,0.000,0.980,True,completed,0.000,0.000,0,0
Street Loop Reverse,tourer,12,-4.7,13.304,150.183,0.180,0.944,True,completed,0.000,0.000,0,0
Street Loop Reverse,tourer,12,1.7,13.305,150.183,0.200,0.947,True,completed,0.000,0.000,0,0
Street Loop Reverse,tourer,24,-1.5,6.984,150.179,1.080,0.991,True,completed,25.581,1.080,0,0
Street Loop Reverse,tourer,24,-3,7.007,150.417,1.080,0.991,True,completed,25.583,1.080,0,0
Street Loop Reverse,tourer,24,0,6.994,150.183,1.080,0.991,True,completed,25.581,1.080,0,0
Street Loop Reverse,tourer,24,-4.7,7.000,150.201,1.040,0.956,True,completed,24.650,1.040,0,2
Street Loop Reverse,tourer,24,1.7,7.008,150.077,1.040,0.958,True,completed,24.671,1.040,0,2
Street Loop Reverse,tourer,36,-1.5,4.964,150.446,1.400,0.992,True,completed,49.084,1.400,0,0
Street Loop Reverse,tourer,36,-3,4.961,150.443,1.400,0.992,True,completed,49.084,1.400,0,0
Street Loop Reverse,tourer,36,0,4.922,150.377,1.400,0.992,True,completed,49.083,1.400,0,0
Street Loop Reverse,tourer,36,-4.7,4.951,150.061,1.280,0.948,True,completed,44.989,1.280,0,5
