time,x,y,z,speed,target,grounded,branchS,earned,misses,contact,impulse,throttle,brake,steer,suspension,alignment
1.920,184.580,49.640,292.431,31.812,32.000,4,0.000,0.000,0,Ground_480_480,0.000,0.113,0.000,-0.013,11.186,0.877
2.020,181.448,49.332,291.928,31.908,32.000,4,0.000,0.000,0,Ground_480_480,0.000,0.055,0.000,-0.013,9.360,0.717
2.120,178.331,49.027,291.406,31.751,32.000,4,0.000,0.000,0,Ground_480_480,0.000,0.150,0.000,-0.013,7.594,0.405
2.220,175.211,48.706,290.860,31.870,32.000,4,0.000,0.000,0,Ground_480_480,0.000,0.078,0.000,-0.013,7.934,0.508
2.320,172.100,48.368,290.288,31.686,32.000,4,0.000,0.000,0,Ground_480_480,0.000,0.189,0.000,-0.014,9.237,0.206
2.420,168.997,48.027,289.692,31.832,32.000,4,0.000,0.000,0,Ground_480_480,0.000,0.101,0.000,-0.014,10.883,0.260
2.520,165.887,47.692,289.069,31.924,32.000,4,0.000,0.000,0,Ground_480_480,0.000,0.046,0.000,-0.014,10.348,0.251
2.620,162.799,47.367,288.425,31.783,32.000,4,0.000,0.000,0,Ground_480_480,0.000,0.130,0.000,-0.014,10.659,0.260
2.720,159.701,47.049,287.754,31.892,32.000,4,0.000,0.000,0,Ground_400_480,0.000,0.065,0.000,-0.014,10.227,0.077
2.820,156.616,46.734,287.059,31.722,32.000,4,0.000,0.000,0,Ground_400_480,0.000,0.167,0.000,-0.013,10.261,0.307
2.920,153.535,46.429,286.339,31.852,32.000,4,0.000,0.000,0,Ground_400_480,0.000,0.089,0.000,-0.013,13.905,0.109
3.020,150.449,46.166,285.592,31.928,32.000,4,0.000,0.000,0,Ground_400_480,0.000,0.043,0.000,-0.013,18.146,0.270
3.120,147.392,46.009,284.833,31.719,32.000,4,0.000,0.000,0,Ground_400_480,69.828,0.169,0.000,-0.015,23.121,1.910
3.220,144.319,45.975,284.052,31.793,32.000,4,0.000,0.000,0,Ground_400_480,0.000,0.124,0.000,-0.016,18.427,0.536
3.320,141.244,46.028,283.247,31.828,32.000,4,0.000,0.000,0,Ground_400_480,0.000,0.103,0.000,-0.015,14.347,0.336
3.420,138.174,46.131,282.417,31.844,32.000,4,0.000,0.000,0,Ground_400_480,0.000,0.094,0.000,-0.015,14.126,0.087
3.520,135.122,46.285,281.566,31.585,30.364,4,0.000,0.000,0,Ground_400_480,12.596,0.000,0.366,-0.015,17.104,0.605
3.620,132.174,46.516,280.723,30.276,30.364,4,0.000,0.000,0,Ground_400_480,16.135,0.053,0.000,-0.016,18.724,0.935
3.720,129.296,46.822,279.878,29.993,29.000,4,0.000,0.000,0,Ground_400_480,0.000,0.000,0.000,-0.017,15.366,0.190
3.820,126.526,47.176,279.043,28.807,29.000,4,0.000,0.000,0,Ground_400_480,0.000,0.116,0.000,-0.018,13.733,0.160
3.920,123.807,47.566,278.195,28.761,29.000,4,0.000,0.000,0,Ground_400_480,0.000,0.143,0.000,-0.019,14.042,0.234
4.020,121.108,47.999,277.323,28.717,29.000,4,0.000,0.000,0,Ground_400_480,10.347,0.170,0.000,-0.019,15.099,0.636
4.120,118.449,48.525,276.451,28.651,29.000,2,0.000,0.000,0,Ground_400_480,40.678,0.210,0.000,0.051,13.430,1.404
4.220,115.778,49.073,275.553,28.496,29.000,0,0.000,0.000,0,Ground_400_480,31.243,0.302,0.000,0.050,0.000,0.107
4.320,113.107,49.520,274.647,28.251,29.000,0,0.000,0.000,0,,0.000,0.449,0.000,-0.035,0.000,0.338
4.420,110.443,49.866,273.744,28.014,29.000,0,0.000,0.000,0,,0.000,0.592,0.000,-0.181,0.000,0.534
4.520,107.784,50.113,272.844,27.800,29.000,0,0.000,0.000,0,,0.000,0.720,0.000,-0.444,0.000,0.687
4.620,105.133,50.260,271.947,27.624,29.000,0,0.000,0.000,0,,0.000,0.826,0.000,-1.000,0.000,0.796
4.720,102.489,50.309,271.054,27.496,29.000,0,0.000,0.000,0,,0.000,0.902,0.000,-1.000,0.000,0.861
4.820,99.853,50.259,270.165,27.421,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.116,0.000,0.886
4.920,97.223,50.112,269.278,27.397,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.128,0.000,0.875
5.020,94.601,49.867,268.395,27.413,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.140,0.000,0.833
5.120,91.987,49.526,267.515,27.454,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.150,0.000,0.765
5.220,89.379,49.087,266.638,27.503,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.161,0.000,0.678
5.320,86.778,48.552,265.763,27.538,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.174,0.000,0.576
5.420,84.183,47.920,264.891,27.541,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.188,0.000,0.465
5.520,81.595,47.191,264.022,27.496,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.203,0.000,0.351
5.620,79.013,46.366,263.154,27.393,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.219,0.000,0.238
5.720,76.437,45.444,262.288,27.224,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.238,0.000,0.131
5.820,73.866,44.426,261.424,26.992,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.257,0.000,0.042
5.920,71.300,43.312,260.561,26.702,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.277,0.000,0.072
6.020,68.740,42.102,259.700,26.364,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.298,0.000,0.144
6.120,66.184,40.797,258.840,25.993,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.318,0.000,0.205
6.220,63.632,39.395,257.981,25.604,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.338,0.000,0.251
6.320,61.085,37.899,257.124,25.212,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.356,0.000,0.283
6.420,58.543,36.308,256.268,24.833,32.000,0,0.000,0.000,0,,0.000,1.000,0.000,-0.372,0.000,0.300
6.520,55.998,34.634,255.408,24.932,32.000,4,0.000,0.000,0,Ground_400_480,214.766,1.000,0.000,-0.383,45.000,8.670
6.620,53.457,34.583,254.753,25.751,32.000,4,0.000,0.000,0,Ground_400_480,4269.830,1.000,0.000,-0.375,19.886,0.358
6.720,50.838,34.690,254.371,26.770,32.000,4,0.000,0.000,0,Ground_400_480,0.000,1.000,0.000,-0.337,9.007,0.382
6.820,48.148,34.793,253.951,27.341,32.000,4,0.000,0.000,0,Ground_400_480,0.000,1.000,0.000,-0.287,2.028,0.803
6.920,45.459,34.837,253.251,27.691,32.000,2,0.000,0.000,0,Ground_400_480,0.000,1.000,0.000,-0.229,0.520,0.607
7.020,42.824,34.814,252.247,27.969,32.000,1,0.000,0.000,0,Ground_400_480,0.000,1.000,0.000,-0.172,0.579,0.459
7.120,40.250,34.724,251.044,27.843,32.000,2,0.000,0.000,0,Ground_400_480,0.000,1.000,0.000,-0.121,3.056,1.197
7.220,38.974,34.600,250.575,0.378,32.000,2,0.000,0.000,0,Forest trunk collision,7432.422,1.000,0.000,-0.278,5.353,2.984
7.320,38.848,34.498,250.679,0.088,32.000,4,0.000,0.000,0,Forest trunk collision,137.961,1.000,0.000,-0.222,10.868,3.384
7.420,38.800,34.445,250.713,0.035,32.000,4,0.000,0.000,0,Forest trunk collision,
