time,x,y,z,speed,throttle,brake,lap,next,branch,recoveries
0.014292,724.9192,79.67453,-40.98467,0,1,0,0,0,,0
0.2342918,724.9921,79.53116,-40.54889,3.632666,1,0,0,0,,0
0.4542918,725.1917,79.47614,-39.35457,7.023075,1,0,0,0,,0
0.6742916,725.4984,79.47069,-37.44998,10.18411,1,0,0,0,,0
0.8942916,725.8679,79.4338,-34.87795,13.1305,1,0,0,0,,0
1.114291,726.2311,79.36667,-31.67647,15.87603,1,0,0,0,,0
1.334291,726.5088,79.27914,-27.88369,18.43375,1,0,0,0,,0
1.534292,726.6277,79.18328,-23.95771,20.60745,1,0,0,0,,0
1.754291,726.5679,79.06357,-19.15418,22.84434,1,0,0,0,,0
1.974291,726.2952,78.93736,-13.88395,24.93105,1,0,0,0,,0
2.174291,725.8815,78.82798,-8.718986,26.70473,1,0,0,0,,0
2.394291,725.3,78.73007,-2.653086,28.52385,1,0,0,1,,0
2.614291,724.6862,78.6801,3.794787,30.20296,1,0,0,1,,0
2.834291,724.2026,78.71557,10.60534,31.72882,1,0,0,1,,0
3.034291,724.059,78.87267,17.08328,32.97377,1,0,0,1,,0
3.254291,724.3594,79.26853,24.15082,30.03549,0,1,0,1,,0
3.474291,725.0236,79.94908,29.93534,24.48783,1,0,0,1,,0
3.69429,726.0289,80.70554,35.24558,24.25299,0,0.3288455,0,1,,0
3.894291,727.1179,81.33678,39.53295,20.50696,0,0.7583394,0,1,,0
4.11429,728.2847,81.99075,43.19148,15.28698,0,0.8920472,0,1,,0
4.334291,729.5741,82.70805,46.50288,17.48639,1,0,0,1,,0
4.554291,731.2388,83.59261,50.12407,19.47079,1,0,0,1,,0
4.77429,733.3582,84.7102,53.92232,21.23166,1,0,0,1,,0
4.99429,735.9432,86.10036,57.60628,21.25438,1,0,0,1,,0
5.214291,738.9504,87.70303,60.85191,20.9505,0,0,0,1,,0
5.43429,742.4419,89.37388,63.55996,21.51983,0,0.2313604,0,1,,0
5.65429,746.1771,91.17303,65.54121,20.03704,1,0,0,1,,0
5.87429,749.6449,93.45604,66.87029,18.11065,1,0,0,1,,0
6.09429,753.1094,95.21777,68.19709,16.76772,1,0,0,1,,0
6.31429,756.5518,96.49248,69.51402,15.85188,1,0,0,1,,0
6.534289,759.9685,97.2859,70.82021,15.42519,0,1,0,1,,0
6.73429,762.6913,97.70447,71.68914,12.05986,0,0.6196036,0,1,,0
6.954289,765.0909,98.42336,71.58528,12.00429,1,0,0,1,,0
