time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.220,42.536,9.365,-629.572,8.915,5.606,4,9.287,0.029,"",0.229,0.000,0.009,42.536,0.000,1.000,115.635,0.702,-0.317,-42.529,0.193,0.008
0.240,42.531,10.216,-629.558,8.909,4.756,4,9.501,0.024,"",0.232,0.000,-0.009,42.531,0.000,1.000,114.784,0.702,-0.324,-42.524,-0.203,0.007
0.260,42.526,11.066,-629.544,8.902,3.905,4,9.698,0.020,"",0.234,0.000,0.009,42.527,0.000,1.000,113.934,0.702,-0.326,-42.520,0.209,0.006
0.280,42.522,11.917,-629.530,8.896,3.055,4,9.875,0.016,"",0.237,0.000,-0.010,42.522,0.000,1.000,113.083,0.701,-0.324,-42.515,-0.216,0.005
0.300,42.517,12.767,-629.516,8.889,2.205,4,10.029,0.013,"",0.239,0.000,0.010,42.518,0.000,1.000,112.233,0.702,-0.320,-42.511,0.219,0.004
0.320,42.513,13.618,-629.502,8.883,1.355,4,10.158,0.011,"",0.241,0.000,-0.010,42.513,0.000,1.000,111.383,0.701,-0.313,-42.506,-0.222,0.004
0.340,42.509,14.468,-629.488,8.877,0.504,4,10.262,0.009,"",0.244,0.000,0.010,42.509,0.000,1.000,110.532,0.702,-0.304,-42.502,0.226,0.004
0.360,42.505,15.318,-629.474,8.871,-0.345,4,10.342,0.007,"",0.246,0.000,-0.010,42.505,0.000,1.000,109.682,0.701,-0.293,-42.498,-0.229,0.003
0.380,42.501,16.168,-629.460,8.866,-1.195,4,10.398,0.005,"",0.248,0.000,0.010,42.501,0.000,1.000,108.832,0.702,-0.281,-42.494,0.230,0.003
0.400,42.497,17.018,-629.446,8.860,-2.045,4,10.433,0.004,"",0.250,0.000,-0.010,42.497,0.000,1.000,107.982,0.701,-0.269,-42.490,-0.232,0.003
0.420,42.493,17.868,-629.432,8.855,-2.895,4,10.448,0.003,"",0.252,0.000,0.010,42.493,0.000,1.000,107.132,0.701,-0.256,-42.486,0.233,0.003
0.440,42.489,18.717,-629.418,8.850,-3.745,4,10.445,0.003,"",0.254,0.000,-0.010,42.489,0.000,1.000,106.283,0.701,-0.243,-42.483,-0.233,0.003
0.460,42.486,19.567,-629.404,8.846,-4.594,4,10.428,0.002,"",0.255,0.000,0.011,42.486,0.000,1.000,105.433,0.701,-0.231,-42.479,0.234,0.003
0.480,42.482,20.417,-629.390,8.841,-5.444,4,10.399,0.002,"",0.257,0.000,-0.011,42.482,0.000,1.000,104.583,0.701,-0.219,-42.476,-0.235,0.003
0.500,42.479,21.266,-629.376,8.837,-6.293,4,10.361,0.001,"",0.259,0.000,0.011,42.479,0.000,1.000,103.734,0.701,-0.208,-42.472,0.234,0.003
0.520,42.475,22.116,-629.362,8.833,-7.143,4,10.315,0.001,"",0.261,0.000,-0.011,42.475,0.000,1.000,102.884,0.701,-0.198,-42.469,-0.235,0.003
0.540,42.472,22.965,-629.347,8.829,-7.992,4,10.264,0.001,"",0.262,0.000,0.011,42.472,0.000,1.000,102.035,0.701,-0.189,-42.466,0.234,0.003
0.560,42.469,23.815,-629.333,8.826,-8.841,4,10.210,0.000,"",0.264,0.000,-0.011,42.469,0.000,1.000,101.185,0.701,-0.181,-42.463,-0.235,0.003
0.580,42.466,24.664,-629.319,8.822,-9.690,4,10.155,0.000,"",0.265,0.000,0.011,42.466,0.000,1.000,100.336,0.701,-0.174,-42.460,0.236,0.003
0.600,42.463,25.513,-629.305,8.819,-10.539,4,10.100,0.000,"",0.267,0.000,-0.011,42.463,0.000,1.000,99.487,0.701,-0.168,-42.457,-0.235,0.003
0.620,42.460,26.362,-629.291,8.816,-11.389,4,10.047,0.000,"",0.268,0.000,0.011,42.460,0.000,1.000,98.638,0.701,-0.163,-42.454,0.234,0.003
0.640,42.457,27.211,-629.277,8.813,-12.238,4,9.997,0.000,"",0.270,0.000,-0.011,42.457,0.000,1.000,97.789,0.701,-0.159,-42.451,-0.235,0.003
0.660,42.455,28.061,-629.263,8.809,-13.087,4,9.950,0.000,"",0.271,0.000,0.011,42.455,0.000,1.000,96.939,0.701,-0.157,-42.449,0.234,0.003
0.680,42.452,28.910,-629.249,8.806,-13.935,4,9.908,0.000,"",0.273,0.000,-0.010,42.452,0.000,1.000,96.090,0.701,-0.155,-42.446,-0.233,0.003
0.700,42.449,29.759,-629.235,8.803,-14.784,4,9.870,0.000,"",0.274,0.000,0.011,42.449,0.000,1.000,95.241,0.701,-0.153,-42.443,0.235,0.003
0.720,42.447,30.607,-629.221,8.800,-15.633,4,9.838,0.000,"",0.275,0.000,-0.010,42.447,0.000,1.000,94.393,0.701,-0.153,-42.441,-0.234,0.003
0.740,42.444,31.456,-629.207,8.797,-16.482,4,9.810,0.000,"",0.277,0.000,0.011,42.444,0.000,1.000,93.544,0.701,-0.153,-42.438,0.234,0.003
0.760,42.442,32.305,-629.193,8.794,-17.331,4,9.787,0.000,"",0.278,0.000,-0.010,42.442,0.000,1.000,92.695,0.701,-0.153,-42.436,-0.233,0.003
0.780,42.440,33.154,-629.179,8.791,-18.179,4,9.768,0.000,"",0.279,0.000,0.011,42.440,0.000,1.000,91.846,0.701,-0.154,-42.434,0.233,0.003
0.800,42.437,34.003,-629.165,8.788,-19.028,4,9.754,0.000,"",0.280,0.000,-0.010,42.437,0.000,1.000,90.997,0.700,-0.155,-42.431,-0.232,0.003
0.820,42.435,34.851,-629.151,8.785,-19.876,4,9.744,0.000,"",0.281,0.000,0.011,42.435,0.000,1.000,90.149,0.700,-0.157,-42.429,0.233,0.003
0.840,42.433,35.700,-629.137,8.782,-20.725,4,9.738,0.000,"",0.282,0.000,-0.010,42.433,0.000,1.000,89.300,0.700,-0.158,-42.427,-0.232,0.003
0.860,42.431,36.549,-629.123,8.778,-21.573,4,9.735,0.000,"",0.284,0.000,0.010,42.431,0.000,1.000,88.451,0.700,-0.160,-42.425,0.231,0.003
0.880,42.429,37.397,-629.109,8.775,-22.422,4,9.734,0.000,"",0.285,0.000,-0.010,42.429,0.000,1.000,87.603,0.700,-0.161,-42.423,-0.232,0.003
0.900,42.427,38.246,-629.095,8.772,-23.270,4,9.737,0.001,"",0.286,0.000,0.010,42.427,0.000,1.000,86.754,0.700,-0.163,-42.421,0.231,0.003
0.920,42.425,39.094,-629.081,8.769,-24.119,4,9.741,0.001,"",0.287,0.000,-0.010,42.425,0.000,1.000,85.906,0.700,-0.164,-42.419,-0.232,0.003
0.940,42.423,39.943,-629.067,8.765,-24.967,4,9.746,0.001,"",0.288,0.000,0.010,42.423,0.000,1.000,85.057,0.700,-0.165,-42.417,0.230,0.003
0.960,42.421,40.791,-629.053,8.762,-25.815,4,9.753,0.000,"",0.288,0.000,-0.010,42.421,0.000,1.000,84.209,0.699,-0.166,-42.415,-0.231,0.003
0.980,42.419,41.640,-629.039,8.759,-26.664,4,9.760,0.000,"",0.289,0.000,0.010,42.419,0.000,1.000,83.361,0.700,-0.167,-42.413,0.231,0.003
1.000,42.418,42.488,-629.025,8.755,-27.512,4,9.768,0.000,"",0.290,0.000,-0.010,42.418,0.000,1.000,82.512,0.699,-0.168,-42.412,-0.230,0.003
1.020,42.416,43.336,-629.011,8.752,-28.360,4,9.776,0.001,"",0.291,0.000,0.010,42.416,0.000,1.000,81.664,0.699,-0.169,-42.410,0.230,0.003
1.040,42.414,44.184,-628.997,8.749,-29.208,4,9.784,0.001,"",0.292,0.000,-0.010,42.414,0.000,1.000,80.816,0.699,-0.169,-42.408,-0.229,0.003
1.060,42.413,45.033,-628.983,8.745,-30.056,4,10.377,0.001,"",0.293,0.000,-0.010,42.413,0.000,1.000,79.967,0.699,-0.158,-42.407,-0.227,0.019
1.080,42.411,45.881,-628.969,8.742,-30.904,4,10.395,0.096,"",0.294,0.000,0.009,42.411,0.000,1.000,79.119,0.700,-0.146,-42.405,0.208,0.026
1.100,42.409,46.729,-628.955,8.740,-31.752,4,10.450,0.148,"",0.294,0.000,0.008,42.409,0.000,1.000,78.271,0.701,-0.133,-42.403,0.178,0.029
1.120,42.408,47.577,-628.941,8.738,-32.600,4,11.084,0.174,"",0.295,0.000,0.007,42.408,0.000,1.000,77.423,0.702,-0.108,-42.402,0.144,0.012
1.140,42.406,48.425,-628.927,8.736,-33.448,4,10.877,0.089,"",0.296,0.000,0.006,42.406,0.000,1.000,76.575,0.702,-0.087,-42.400,0.133,0.008
1.160,42.404,49.273,-628.913,8.734,-34.296,4,10.606,0.038,"",0.297,0.000,-0.006,42.404,0.000,1.000,75.727,0.700,-0.071,-42.398,-0.133,0.006
1.180,42.402,50.121,-628.899,8.733,-35.144,4,10.320,0.007,"",0.298,0.000,-0.006,42.402,0.000,1.000,74.879,0.698,-0.061,-42.397,-0.140,0.008
1.200,42.401,50.969,-628.885,8.732,-35.992,4,10.050,0.010,"",0.299,0.000,-0.007,42.401,0.000,1.000,74.031,0.697,-0.056,-42.395,-0.148,0.009
1.220,42.399,51.817,-628.871,8.731,-36.840,4,9.811,0.018,"",0.300,0.000,-0.007,42.399,0.000,1.000,73.183,0.696,-0.056,-42.394,-0.157,0.011
1.240,42.398,52.665,-628.857,8.730,-37.688,4,9.611,0.021,"",0.300,0.000,-0.007,42.398,0.000,1.000,72.335,0.697,-0.060,-42.392,-0.167,0.012
1.260,42.397,53.513,-628.843,8.728,-38.536,4,9.454,0.021,"",0.301,0.000,0.008,42.397,0.000,1.000,71.487,0.698,-0.067,-42.391,0.176,0.008
1.280,42.395,54.361,-628.830,8.727,-39.383,4,9.338,0.020,"",0.302,0.000,0.008,42.395,0.000,1.000,70.639,0.700,-0.077,-42.389,0.185,0.006
1.300,42.394,55.209,-628.815,8.725,-40.231,4,9.259,0.018,"",0.302,0.000,0.009,42.394,0.000,1.000,69.791,0.702,-0.088,-42.388,0.191,0.007
1.320,42.393,56.057,-628.801,8.723,-41.079,4,9.215,0.016,"",0.303,0.000,0.009,42.393,0.000,1.000,68.943,0.702,-0.100,-42.387,0.196,0.010
1.340,42.392,56.905,-628.787,8.721,-41.927,4,9.199,0.013,"",0.304,0.000,-0.009,42.392,0.000,1.000,68.095,0.701,-0.112,-42.386,-0.201,0.004
1.360,42.391,57.753,-628.773,8.718,-42.774,4,9.207,0.011,"",0.304,0.000,-0.009,42.391,0.000,1.000,67.247,0.700,-0.124,-42.385,-0.206,0.004
1.380,42.390,58.600,-628.759,8.716,-43.622,4,9.235,0.009,"",0.305,0.000,-0.009,42.390,0.000,1.000,66.400,0.700,-0.135,-42.384,-0.208,0.007
1.400,42.389,59.448,-628.745,8.713,-44.470,4,9.277,0.007,"",0.305,0.000,0.009,42.389,0.000,1.000,65.552,0.700,-0.146,-42.383,0.210,0.002
1.420,42.388,60.296,-628.731,8.710,-45.317,4,9.330,0.006,"",0.306,0.000,0.010,42.388,0.000,1.000,64.704,0.700,-0.156,-42.382,0.211,0.005
1.440,42.387,61.143,-628.718,8.707,-46.165,4,10.096,0.520,"",0.306,0.000,-0.010,42.387,0.000,1.000,63.857,0.700,-0.149,-42.381,-0.213,0.030
1.460,42.386,61.990,-628.704,8.705,-47.012,4,12.277,0.981,"",0.307,0.000,0.008,42.386,0.000,1.000,63.010,0.700,-0.099,-42.380,0.178,0.119
1.480,41.714,62.807,-628.690,8.741,-47.828,4,15.919,0.778,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0035 impulse=2867.796;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0035 impulse=2867.796;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0169 impulse=2867.796;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0035 impulse=2867.796;",0.307,0.000,-0.002,41.714,0.000,0.999,62.193,0.690,1.839,-41.668,-0.040,2.411
1.500,41.320,63.611,-628.678,8.803,-48.632,4,21.062,11.035,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0131 impulse=1626.528;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0127 impulse=1626.528;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0011 impulse=1626.528;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.0006 impulse=1626.528;",0.643,0.000,-0.123,41.339,0.000,0.994,61.389,0.640,3.078,-41.219,-2.723,2.772
1.520,41.022,64.409,-628.665,8.881,-49.430,4,22.806,12.969,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=-0.0095 impulse=1039.945;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=-0.0095 impulse=1039.945;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=-0.0028 impulse=1039.945;",0.840,0.000,0.271,41.102,0.000,0.987,60.591,0.635,3.982,-40.904,6.013,2.631
1.540,40.661,65.199,-628.652,8.980,-50.220,4,29.713,12.649,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.965, 0.263) separation=-0.0171 impulse=1084.517;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.965, 0.263) separation=-0.0171 impulse=1084.517;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.965, 0.263) separation=-0.0153 impulse=1084.517;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.965, 0.263) separation=0.0041 impulse=1084.517;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.965, 0.263) separation=0.0042 impulse=1084.517;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.965, 0.263) separation=-0.0171 impulse=1084.517;",0.989,0.000,0.411,40.836,0.000,0.977,59.801,0.684,5.040,-40.518,9.130,2.734
1.560,40.123,65.972,-628.639,9.155,-50.992,4,34.748,13.766,"Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.992, 0.127) separation=-0.0209 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.992, 0.127) separation=0.0177 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.992, 0.127) separation=-0.0208 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.992, 0.127) separation=0.0176 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.992, 0.127) separation=-0.0125 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.992, 0.127) separation=0.0026 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.278) separation=0.0194 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.278) separation=-0.0147 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.278) separation=0.0195 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.278) separation=-0.0148 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.278) separation=-0.0049 impulse=4522.896;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.961, 0.278) separation=0.0072 impulse=4522.896;",1.000,0.000,-0.500,40.144,0.000,0.971,59.028,0.660,8.382,-39.253,-12.403,1.350
1.580,39.935,66.735,-628.626,9.349,-51.756,4,33.412,6.612,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.953, 0.303) separation=0.0168 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.953, 0.303) separation=-0.0205 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.953, 0.303) separation=0.0066 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.953, 0.303) separation=-0.0203 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.953, 0.303) separation=-0.0204 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.953, 0.303) separation=-0.0154 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.988, 0.156) separation=0.0103 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.988, 0.156) separation=-0.0010 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.988, 0.156) separation=-0.0012 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.988, 0.156) separation=-0.0131 impulse=996.978;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.988, 0.156) separation=-0.0130 impulse=996.978;",1.000,0.000,-0.500,39.956,0.000,0.963,58.265,0.629,9.444,-38.819,-13.914,1.459
1.600,39.796,67.492,-628.614,9.565,-52.513,4,32.778,7.419,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=-0.0181 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=0.0075 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=-0.0182 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=0.0165 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=-0.0173 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.979, 0.203) separation=-0.0050 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.314) separation=-0.0042 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.314) separation=0.0051 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.314) separation=0.0142 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.314) separation=0.0143 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.314) separation=-0.0130 impulse=965.685;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.949, 0.314) separation=-0.0128 impulse=965.685;",1.000,0.000,-0.500,39.808,0.000,0.958,57.508,0.628,10.481,-38.398,-15.530,0.911
1.620,39.683,68.244,-628.603,9.792,-53.265,4,34.899,4.472,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=0.0130 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0153 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=0.0054 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0152 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0152 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.943, 0.332) separation=-0.0111 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=0.0155 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=0.0065 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=-0.0026 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=-0.0026 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=-0.0074 impulse=568.397;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.975, 0.223) separation=-0.0074 impulse=568.397;",1.000,0.000,-0.500,39.694,0.000,0.952,56.756,0.547,11.300,-38.047,-16.642,0.961
1.640,39.639,68.998,-628.592,10.033,-54.018,4,34.589,4.857,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.282) separation=-0.0142 impulse=258.793;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.282) separation=-0.0087 impulse=258.793;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.282) separation=-0.0142 impulse=258.793;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.282) separation=-0.0092 impulse=258.793;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.282) separation=-0.0142 impulse=258.793;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.282) separation=-0.0067 impulse=258.793;",1.000,0.000,0.500,39.641,0.000,0.951,56.002,0.572,11.933,-37.798,17.873,0.405
1.660,39.501,69.737,-628.580,10.297,-54.758,4,31.380,1.409,"Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.946, 0.324) separation=0.0138 impulse=902.078;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.946, 0.324) separation=-0.0382 impulse=902.078;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.946, 0.324) separation=0.0138 impulse=902.078;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.946, 0.324) separation=-0.0392 impulse=902.078;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.946, 0.324) separation=-0.0388 impulse=902.078;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.946, 0.324) separation=-0.0359 impulse=902.078;",1.000,0.000,0.500,39.503,0.000,0.948,55.263,0.613,12.879,-37.340,18.053,0.228
1.680,39.443,70.472,-628.568,10.569,-55.492,4,25.436,1.050,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=0.0162 impulse=336.556;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=-0.0322 impulse=336.556;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=0.0108 impulse=336.556;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=-0.0326 impulse=336.556;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=-0.0269 impulse=336.556;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.352) separation=-0.0200 impulse=336.556;",1.000,0.000,0.500,39.445,0.000,0.943,54.528,0.637,13.375,-37.103,18.589,0.289
1.700,39.430,71.208,-628.554,10.843,-56.228,4,24.783,1.162,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0191 impulse=1.274;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=-0.0106 impulse=1.274;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=0.0144 impulse=1.274;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=-0.0108 impulse=1.274;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=-0.0107 impulse=1.274;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.934, 0.357) separation=-0.0094 impulse=1.274;",1.000,0.000,0.500,39.432,0.000,0.941,53.792,0.680,13.664,-36.983,19.366,0.194
