time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.220,42.514,9.363,-632.772,8.916,5.556,4,9.239,0.035,"",0.239,0.000,0.008,42.514,0.000,1.000,115.637,0.701,-0.313,-42.508,0.186,0.010
0.240,42.507,10.213,-632.758,8.910,4.706,4,9.442,0.030,"",0.243,0.000,-0.009,42.507,0.000,1.000,114.787,0.700,-0.320,-42.501,-0.198,0.009
0.260,42.500,11.063,-632.744,8.903,3.856,4,9.633,0.025,"",0.246,0.000,0.009,42.501,0.000,1.000,113.937,0.701,-0.324,-42.494,0.206,0.007
0.280,42.494,11.913,-632.730,8.897,3.006,4,9.809,0.021,"",0.250,0.000,-0.010,42.494,0.000,1.000,113.087,0.700,-0.324,-42.487,-0.214,0.006
0.300,42.487,12.763,-632.716,8.890,2.156,4,9.965,0.017,"",0.253,0.000,0.010,42.488,0.000,1.000,112.237,0.700,-0.321,-42.481,0.219,0.005
0.320,42.481,13.612,-632.702,8.884,1.307,4,10.099,0.014,"",0.256,0.000,-0.010,42.481,0.000,1.000,111.388,0.700,-0.315,-42.474,-0.225,0.005
0.340,42.475,14.462,-632.688,8.878,0.458,4,10.211,0.011,"",0.260,0.000,0.010,42.475,0.000,1.000,110.538,0.700,-0.307,-42.468,0.227,0.004
0.360,42.469,15.311,-632.674,8.872,-0.392,4,10.299,0.009,"",0.263,0.000,-0.010,42.469,0.000,1.000,109.689,0.700,-0.297,-42.462,-0.232,0.004
0.380,42.463,16.160,-632.660,8.866,-1.241,4,10.365,0.007,"",0.266,0.000,0.010,42.463,0.000,1.000,108.840,0.700,-0.286,-42.456,0.233,0.004
0.400,42.457,17.010,-632.646,8.861,-2.090,4,10.409,0.005,"",0.269,0.000,-0.011,42.457,0.000,1.000,107.990,0.699,-0.274,-42.450,-0.234,0.004
0.420,42.451,17.859,-632.632,8.856,-2.939,4,10.433,0.004,"",0.272,0.000,0.011,42.451,0.000,1.000,107.141,0.700,-0.261,-42.445,0.236,0.004
0.440,42.446,18.707,-632.618,8.851,-3.788,4,10.440,0.003,"",0.274,0.000,-0.011,42.446,0.000,1.000,106.293,0.699,-0.248,-42.439,-0.237,0.004
0.460,42.440,19.556,-632.604,8.846,-4.636,4,10.430,0.002,"",0.277,0.000,0.011,42.440,0.000,1.000,105.444,0.700,-0.236,-42.434,0.237,0.004
0.480,42.435,20.405,-632.590,8.841,-5.485,4,10.407,0.001,"",0.280,0.000,-0.011,42.435,0.000,1.000,104.595,0.699,-0.224,-42.429,-0.237,0.004
0.500,42.430,21.254,-632.576,8.837,-6.333,4,10.374,0.001,"",0.283,0.000,0.011,42.430,0.000,1.000,103.747,0.699,-0.213,-42.424,0.237,0.004
0.520,42.425,22.102,-632.562,8.833,-7.182,4,10.331,0.000,"",0.285,0.000,-0.011,42.425,0.000,1.000,102.898,0.699,-0.202,-42.419,-0.237,0.004
0.540,42.420,22.950,-632.548,8.829,-8.030,4,10.283,0.001,"",0.288,0.000,0.011,42.420,0.000,1.000,102.050,0.699,-0.193,-42.414,0.237,0.004
0.560,42.415,23.799,-632.534,8.826,-8.878,4,10.231,0.000,"",0.290,0.000,-0.011,42.415,0.000,1.000,101.201,0.699,-0.184,-42.409,-0.237,0.004
0.580,42.410,24.647,-632.520,8.822,-9.726,4,10.176,0.001,"",0.293,0.000,0.011,42.410,0.000,1.000,100.353,0.699,-0.177,-42.404,0.237,0.004
0.600,42.405,25.495,-632.506,8.819,-10.574,4,10.122,0.001,"",0.295,0.000,-0.011,42.405,0.000,1.000,99.505,0.699,-0.171,-42.399,-0.237,0.004
0.620,42.401,26.343,-632.492,8.815,-11.422,4,10.067,0.001,"",0.297,0.000,0.011,42.401,0.000,1.000,98.657,0.699,-0.166,-42.395,0.237,0.004
0.640,42.396,27.191,-632.478,8.812,-12.270,4,10.016,0.001,"",0.300,0.000,-0.011,42.396,0.000,1.000,97.809,0.699,-0.161,-42.390,-0.237,0.004
0.660,42.392,28.039,-632.464,8.809,-13.118,4,9.967,0.002,"",0.302,0.000,0.011,42.392,0.000,1.000,96.961,0.700,-0.158,-42.386,0.237,0.004
0.680,42.388,28.887,-632.450,8.806,-13.965,4,9.922,0.002,"",0.304,0.000,-0.011,42.388,0.000,1.000,96.113,0.699,-0.156,-42.382,-0.236,0.004
0.700,42.384,29.734,-632.436,8.803,-14.813,4,9.883,0.002,"",0.306,0.000,0.011,42.384,0.000,1.000,95.266,0.700,-0.155,-42.378,0.235,0.004
0.720,42.380,30.582,-632.422,8.800,-15.660,4,9.846,0.003,"",0.308,0.000,-0.011,42.380,0.000,1.000,94.418,0.699,-0.154,-42.374,-0.236,0.004
0.740,42.376,31.429,-632.408,8.797,-16.508,4,9.817,0.003,"",0.310,0.000,0.011,42.376,0.000,1.000,93.571,0.700,-0.154,-42.370,0.235,0.004
0.760,42.372,32.277,-632.394,8.794,-17.355,4,9.791,0.003,"",0.312,0.000,-0.011,42.372,0.000,1.000,92.723,0.699,-0.154,-42.366,-0.236,0.004
0.780,42.368,33.124,-632.380,8.790,-18.202,4,9.770,0.004,"",0.314,0.000,0.011,42.368,0.000,1.000,91.876,0.700,-0.155,-42.362,0.236,0.004
0.800,42.364,33.971,-632.366,8.787,-19.049,4,9.755,0.004,"",0.316,0.000,0.011,42.364,0.000,1.000,91.029,0.700,-0.156,-42.358,0.235,0.010
0.820,42.360,34.819,-632.352,8.784,-19.896,4,9.742,0.004,"",0.318,0.000,-0.011,42.360,0.000,1.000,90.181,0.698,-0.157,-42.354,-0.235,0.002
0.840,42.357,35.666,-632.338,8.781,-20.743,4,9.736,0.004,"",0.320,0.000,-0.011,42.357,0.000,1.000,89.334,0.696,-0.159,-42.351,-0.235,0.006
0.860,42.353,36.513,-632.325,8.778,-21.590,4,9.730,0.004,"",0.322,0.000,-0.011,42.353,0.000,1.000,88.487,0.696,-0.160,-42.347,-0.235,0.012
0.880,42.350,37.360,-632.311,8.775,-22.437,4,9.730,0.005,"",0.323,0.000,0.010,42.350,0.000,1.000,87.640,0.697,-0.162,-42.344,0.233,0.004
0.900,42.347,38.207,-632.297,8.771,-23.284,4,9.731,0.005,"",0.325,0.000,0.010,42.347,0.000,1.000,86.793,0.699,-0.163,-42.341,0.235,0.005
0.920,42.343,39.053,-632.283,8.768,-24.131,4,9.734,0.005,"",0.327,0.000,0.010,42.343,0.000,1.000,85.947,0.700,-0.165,-42.337,0.233,0.011
0.940,42.340,39.900,-632.269,8.765,-24.977,4,9.741,0.006,"",0.328,0.000,-0.011,42.340,0.000,1.000,85.100,0.699,-0.166,-42.334,-0.232,0.003
0.960,42.337,40.747,-632.255,8.761,-25.824,4,9.746,0.006,"",0.330,0.000,-0.011,42.337,0.000,1.000,84.253,0.698,-0.168,-42.331,-0.233,0.006
0.980,42.334,41.594,-632.241,8.758,-26.671,4,9.755,0.006,"",0.331,0.000,-0.011,42.334,0.000,1.000,83.406,0.697,-0.169,-42.328,-0.233,0.012
1.000,42.331,42.440,-632.227,8.755,-27.517,4,9.761,0.006,"",0.333,0.000,0.010,42.331,0.000,1.000,82.560,0.699,-0.170,-42.325,0.232,0.003
1.020,42.328,43.287,-632.213,8.751,-28.364,4,9.771,0.006,"",0.335,0.000,0.010,42.328,0.000,1.000,81.713,0.701,-0.170,-42.322,0.232,0.005
1.040,42.325,44.133,-632.199,8.748,-29.210,4,9.780,0.006,"",0.336,0.000,0.010,42.325,0.000,1.000,80.867,0.701,-0.171,-42.319,0.231,0.011
1.060,42.322,44.980,-632.185,8.745,-30.056,4,10.408,0.013,"",0.337,0.000,-0.010,42.322,0.000,1.000,80.020,0.700,-0.159,-42.316,-0.232,0.017
1.080,42.320,45.826,-632.171,8.742,-30.902,4,10.412,0.069,"",0.339,0.000,-0.010,42.319,0.000,1.000,79.174,0.699,-0.147,-42.313,-0.212,0.027
1.100,42.317,46.672,-632.157,8.739,-31.748,4,10.464,0.114,"",0.340,0.000,0.008,42.317,0.000,1.000,78.328,0.699,-0.134,-42.311,0.183,0.031
1.120,42.314,47.518,-632.143,8.737,-32.594,4,11.147,0.141,"",0.342,0.000,-0.007,42.314,0.000,1.000,77.482,0.699,-0.107,-42.308,-0.147,0.017
1.140,42.311,48.364,-632.129,8.735,-33.440,4,10.970,0.088,"",0.343,0.000,0.006,42.311,0.000,1.000,76.636,0.699,-0.084,-42.305,0.127,0.007
1.160,42.308,49.210,-632.115,8.734,-34.286,4,10.723,0.049,"",0.345,0.000,0.005,42.308,0.000,1.000,75.790,0.699,-0.066,-42.302,0.120,0.005
1.180,42.305,50.057,-632.101,8.733,-35.132,4,10.447,0.022,"",0.346,0.000,-0.005,42.305,0.000,1.000,74.943,0.698,-0.053,-42.299,-0.119,0.005
1.200,42.302,50.903,-632.087,8.732,-35.978,4,10.170,0.003,"",0.347,0.000,-0.006,42.302,0.000,1.000,74.097,0.698,-0.046,-42.297,-0.125,0.008
1.220,42.300,51.749,-632.073,8.731,-36.824,4,9.910,0.010,"",0.349,0.000,0.006,42.300,0.000,1.000,73.251,0.698,-0.044,-42.294,0.133,0.009
1.240,42.297,52.595,-632.059,8.730,-37.670,4,9.681,0.017,"",0.350,0.000,0.006,42.297,0.000,1.000,72.405,0.698,-0.047,-42.291,0.143,0.011
1.260,42.295,53.441,-632.045,8.729,-38.516,4,9.489,0.021,"",0.351,0.000,-0.007,42.295,0.000,1.000,71.559,0.697,-0.053,-42.289,-0.152,0.009
1.280,42.292,54.287,-632.031,8.728,-39.362,4,9.338,0.023,"",0.353,0.000,-0.007,42.292,0.000,1.000,70.713,0.696,-0.062,-42.287,-0.162,0.010
1.300,42.290,55.132,-632.017,8.726,-40.208,4,9.227,0.023,"",0.354,0.000,0.008,42.290,0.000,1.000,69.868,0.697,-0.074,-42.284,0.171,0.008
1.320,42.288,55.978,-632.003,8.724,-41.053,4,9.155,0.022,"",0.355,0.000,0.008,42.288,0.000,1.000,69.022,0.697,-0.087,-42.282,0.180,0.009
1.340,42.286,56.824,-631.989,8.722,-41.899,4,9.118,0.020,"",0.356,0.000,-0.008,42.286,0.000,1.000,68.176,0.696,-0.101,-42.280,-0.188,0.006
1.360,42.284,57.670,-631.975,8.720,-42.744,4,9.111,0.018,"",0.357,0.000,-0.009,42.284,0.000,1.000,67.330,0.696,-0.115,-42.278,-0.193,0.008
1.380,42.282,58.515,-631.961,8.718,-43.590,4,9.130,0.016,"",0.358,0.000,0.009,42.282,0.000,1.000,66.485,0.696,-0.129,-42.276,0.199,0.004
1.400,42.280,59.361,-631.947,8.715,-44.435,4,9.169,0.014,"",0.359,0.000,0.009,42.280,0.000,1.000,65.639,0.697,-0.142,-42.274,0.205,0.008
1.420,42.278,60.207,-631.933,8.712,-45.281,4,9.224,0.012,"",0.360,0.000,-0.009,42.278,0.000,1.000,64.793,0.696,-0.153,-42.272,-0.207,0.003
1.440,42.276,61.052,-631.919,8.708,-46.126,4,9.487,0.290,"",0.361,0.000,-0.010,42.276,0.000,1.000,63.948,0.696,-0.159,-42.270,-0.210,0.011
1.460,42.274,61.897,-631.906,8.706,-46.971,4,10.878,0.217,"",0.362,0.000,0.009,42.274,0.000,1.000,63.103,0.696,-0.138,-42.268,0.200,0.049
1.480,42.272,62.742,-631.892,8.704,-47.816,4,13.277,0.596,"",0.363,0.000,0.006,42.272,0.000,1.000,62.258,0.697,-0.067,-42.267,0.145,0.144
1.500,42.270,63.585,-631.879,8.706,-48.659,4,16.592,0.581,"Takeoff - 40m x 6m, 6.2m rise:(-0.001, 1.000, 0.000) separation=0.0159 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.001, 1.000, 0.000) separation=0.0160 impulse=0.000;",0.364,0.000,0.000,42.270,0.000,1.000,61.415,0.697,0.070,-42.264,0.000,0.280
1.520,41.420,64.349,-631.889,8.803,-49.423,4,22.258,0.598,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.1011 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.1011 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.1011 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.222, 0.953, 0.208) separation=-0.2532 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.1011 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.1011 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.275, 0.961, -0.008) separation=-0.3423 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.980, 0.197) separation=-0.0557 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.980, 0.197) separation=-0.0562 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.224, 0.975, -0.007) separation=-0.0553 impulse=3046.261;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.0549 impulse=3046.261;",0.365,0.000,-0.015,41.575,0.000,0.989,60.651,0.108,2.681,-41.488,-0.324,3.776
1.540,40.760,65.127,-631.913,8.889,-50.202,4,26.976,14.606,"Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.968, 0.253) separation=0.0164 impulse=486.663;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.968, 0.253) separation=0.0185 impulse=486.663;Takeoff - 40m x 6m, 6.2m rise:(-0.323, 0.917, 0.234) separation=-0.1418 impulse=486.663;",0.790,0.000,-0.395,41.430,0.000,0.967,59.873,-0.136,3.367,-41.293,-8.724,3.562
1.560,40.632,65.936,-631.932,9.019,-51.012,3,33.658,15.423,"Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.990, 0.139) separation=-0.0465 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.990, 0.139) separation=-0.0220 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.990, 0.139) separation=-0.0289 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.990, 0.139) separation=0.0064 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.990, 0.139) separation=-0.0344 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.990, 0.139) separation=-0.0589 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.088, 0.986, 0.143) separation=0.0064 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.088, 0.986, 0.143) separation=-0.0464 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.088, 0.986, 0.143) separation=-0.0458 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.088, 0.986, 0.143) separation=-0.0589 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.103, 0.995, -0.005) separation=-0.0115 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.103, 0.995, -0.005) separation=-0.0451 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.103, 0.995, -0.005) separation=-0.0472 impulse=2601.865;Takeoff - 40m x 6m, 6.2m rise:(-0.103, 0.995, -0.005) separation=0.0062 impulse=2601.865;",1.000,0.000,-0.500,40.838,0.000,0.970,59.064,-0.604,5.887,-40.407,-15.115,0.930
1.580,39.685,66.663,-632.041,9.254,-51.740,3,33.750,3.581,"Takeoff - 40m x 6m, 6.2m rise:(-0.052, 0.970, 0.239) separation=-0.0203 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.052, 0.970, 0.239) separation=-0.0050 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.052, 0.970, 0.239) separation=0.0197 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.475, 0.843, 0.253) separation=-0.2039 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.052, 0.970, 0.239) separation=-0.0280 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.475, 0.843, 0.253) separation=-0.2039 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.426, 0.870, 0.249) separation=-0.0085 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.426, 0.870, 0.249) separation=0.0129 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.462, 0.887, -0.011) separation=-0.0080 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.462, 0.887, -0.011) separation=0.0124 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.0009 impulse=5113.613;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.984, -0.007) separation=-0.0009 impulse=5113.613;",1.000,0.000,-0.500,39.713,0.000,0.947,58.337,-2.057,9.902,-38.404,-14.195,3.571
1.600,39.678,67.434,-632.108,9.451,-52.513,3,14.704,14.981,"",1.000,0.000,-0.500,39.691,0.000,0.939,57.566,-2.316,9.971,-38.348,-16.533,3.164
1.620,39.666,68.206,-632.178,9.647,-53.285,3,10.752,13.555,"",1.000,0.000,-0.500,39.677,0.000,0.930,56.794,-2.536,9.958,-38.323,-15.529,2.879
1.640,39.408,68.917,-632.274,9.879,-53.998,3,6.513,13.174,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.940, 0.341) separation=-0.3685 impulse=1007.417;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.940, 0.341) separation=-0.3685 impulse=1007.417;Takeoff - 40m x 6m, 6.2m rise:(-0.700, 0.714, -0.014) separation=0.0150 impulse=1007.417;Takeoff - 40m x 6m, 6.2m rise:(-0.647, 0.722, 0.246) separation=0.0160 impulse=1007.417;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.940, 0.341) separation=0.0169 impulse=1007.417;",1.000,0.000,-0.500,39.430,0.000,0.867,56.083,-2.810,10.606,-37.872,-14.402,3.667
1.660,39.380,69.675,-632.350,10.082,-54.758,3,11.250,17.160,"",1.000,0.000,-0.500,39.411,0.000,0.842,55.325,-2.808,10.631,-37.846,-18.056,3.167
1.680,39.343,70.435,-632.421,10.287,-55.519,3,8.287,15.648,"",1.000,0.000,-0.500,39.391,0.000,0.819,54.565,-2.710,10.625,-37.834,-18.054,2.779
1.700,39.292,71.197,-632.484,10.489,-56.282,2,1.201,16.633,"",1.000,0.000,-0.500,39.372,0.000,0.799,53.803,-2.486,10.468,-37.873,-17.902,2.515
1.720,39.224,71.959,-632.540,10.689,-57.045,2,2.088,15.847,"",1.000,0.000,-0.500,39.347,0.000,0.780,53.041,-2.178,10.325,-37.905,-17.878,2.286
1.740,39.137,72.720,-632.585,10.891,-57.807,2,2.561,9.818,"",1.000,0.000,-0.500,39.301,0.000,0.761,52.280,-1.766,10.407,-37.856,-18.022,2.181
1.760,39.034,73.479,-632.625,11.097,-58.566,2,2.011,5.238,"",1.000,0.000,0.500,39.249,0.000,0.742,51.521,-1.485,10.630,-37.753,18.447,2.137
1.780,38.922,74.235,-632.658,11.307,-59.323,2,0.854,4.701,"",1.000,0.000,0.500,39.192,0.000,0.723,50.765,-1.216,10.851,-37.641,19.138,2.039
1.800,38.815,74.989,-632.686,11.521,-60.078,2,0.000,4.437,"",1.000,0.000,0.500,39.130,0.000,0.703,50.011,-0.947,11.063,-37.521,19.917,1.894
1.820,38.723,75.741,-632.708,11.740,-60.830,2,0.000,3.988,"",1.000,0.000,0.500,39.064,0.000,0.684,49.259,-0.700,11.286,-37.392,20.625,1.740
1.840,38.657,76.490,-632.724,11.964,-61.580,2,0.000,3.779,"",1.000,0.000,0.500,38.997,0.000,0.666,48.510,-0.461,11.512,-37.256,21.145,1.605
1.860,38.527,77.240,-632.740,12.184,-62.330,1,0.000,2.529,"",1.000,0.000,0.500,38.923,0.000,0.648,47.760,-0.461,11.311,-37.241,21.377,1.559
1.880,38.390,77.989,-632.756,12.400,-63.080,1,0.000,2.527,"",1.000,0.000,0.500,38.851,0.000,0.630,47.011,-0.461,11.110,-37.226,21.622,1.513
1.900,38.249,78.738,-632.771,12.612,-63.829,1,0.000,2.522,"",1.000,0.000,0.500,38.780,0.000,0.613,46.262,-0.461,10.910,-37.211,21.880,1.468
1.920,38.102,79.487,-632.785,12.820,-64.578,0,0.000,2.515,"",1.000,0.000,0.500,38.710,0.000,0.596,45.513,-0.460,10.709,-37.196,22.152,1.424
1.940,37.949,80.236,-632.800,13.025,-65.327,0,0.000,2.506,"",1.000,0.000,0.500,38.641,0.000,0.579,44.764,-0.460,10.509,-37.181,22.439,1.381
1.960,37.790,80.984,-632.813,13.225,-66.076,0,0.000,2.495,"",1.000,0.000,0.500,38.572,0.000,0.563,44.016,-0.460,10.309,-37.167,22.742,1.339
1.980,37.625,81.733,-632.827,13.422,-66.825,0,0.000,2.481,"",1.000,0.000,0.500,38.505,0.000,0.548,43.267,-0.460,10.108,-37.152,23.061,1.299
2.000,37.453,82.481,-632.839,13.615,-67.573,0,0.000,2.467,"",1.000,0.000,0.500,38.439,0.000,0.534,42.519,-0.460,9.908,-37.137,23.397,1.259
2.020,37.273,83.229,-632.852,13.805,-68.321,0,0.000,2.450,"",1.000,0.000,0.500,38.373,0.000,0.520,41.771,-0.460,9.708,-37.122,23.750,1.221
2.040,37.087,83.976,-632.864,13.990,-69.069,0,0.000,2.432,"",1.000,0.000,0.500,38.309,0.000,0.507,41.024,-0.459,9.508,-37.107,24.121,1.184
2.060,36.892,84.723,-632.876,14.172,-69.817,0,0.000,2.413,"",1.000,0.000,0.500,38.245,0.000,0.494,40.277,-0.459,9.308,-37.092,24.510,1.149
2.080,36.690,85.470,-632.887,14.350,-70.564,0,0.000,2.392,"",1.000,0.000,0.500,38.183,0.000,0.483,39.530,-0.459,9.108,-37.077,24.918,1.115
2.100,36.480,86.217,-632.898,14.525,-71.311,0,0.000,2.371,"",1.000,0.000,0.500,38.121,0.000,0.472,38.783,-0.459,8.908,-37.063,25.344,1.083
2.120,36.261,86.963,-632.909,14.695,-72.057,0,0.000,2.348,"",1.000,0.000,0.500,38.060,0.000,0.462,38.037,-0.459,8.709,-37.048,25.789,1.053
2.140,36.033,87.709,-632.919,14.862,-72.804,0,0.000,2.324,"",1.000,0.000,0.500,38.001,0.000,0.453,37.291,-0.458,8.509,-37.033,26.253,1.025
2.160,35.796,88.455,-632.930,15.025,-73.550,0,0.000,2.300,"",1.000,0.000,0.500,37.942,0.000,0.444,36.545,-0.458,8.310,-37.018,26.736,0.998
2.180,35.549,89.201,-632.940,15.185,-74.295,0,0.000,2.275,"",1.000,0.000,0.500,37.884,0.000,0.437,35.800,-0.458,8.110,-37.003,27.239,0.974
2.200,35.293,89.946,-632.949,15.341,-75.041,0,0.000,2.249,"",1.000,0.000,0.500,37.828,0.000,0.430,35.054,-0.458,7.911,-36.989,27.760,0.951
2.220,35.027,90.690,-632.959,15.493,-75.786,0,0.000,2.223,"",1.000,0.000,0.500,37.772,0.000,0.424,34.310,-0.458,7.712,-36.974,28.300,0.930
2.240,34.751,91.435,-632.968,15.641,-76.531,0,0.000,2.196,"",1.000,0.000,0.500,37.717,0.000,0.419,33.565,-0.458,7.512,-36.959,28.860,0.912
2.260,34.464,92.179,-632.977,15.786,-77.275,0,0.000,2.169,"",1.000,0.000,0.500,37.664,0.000,0.414,32.821,-0.457,7.313,-36.944,29.437,0.896
2.280,34.167,92.923,-632.985,15.927,-78.019,0,0.000,2.141,"",1.000,0.000,0.500,37.611,0.000,0.411,32.077,-0.457,7.114,-36.929,30.034,0.881
2.300,33.860,93.666,-632.994,16.064,-78.763,0,0.000,2.113,"",1.000,0.000,0.500,37.560,0.000,0.408,31.334,-0.457,6.915,-36.915,30.649,0.869
2.320,33.541,94.409,-633.002,16.198,-79.506,0,0.000,2.085,"",1.000,0.000,0.500,37.509,0.000,0.406,30.591,-0.457,6.716,-36.900,31.281,0.859
2.340,33.211,95.152,-633.010,16.328,-80.249,0,0.000,2.056,"",1.000,0.000,0.500,37.459,0.000,0.404,29.848,-0.457,6.518,-36.885,31.932,0.852
2.360,32.870,95.894,-633.018,16.454,-80.992,0,0.000,2.027,"",1.000,0.000,0.500,37.411,0.000,0.404,29.106,-0.456,6.319,-36.870,32.599,0.846
2.380,32.517,96.636,-633.026,16.576,-81.734,0,0.000,1.998,"",1.000,0.000,0.500,37.363,0.000,0.404,28.364,-0.456,6.120,-36.856,33.284,0.842
2.400,32.154,97.378,-633.033,16.695,-82.476,0,0.000,1.969,"",1.000,0.000,0.500,37.316,0.000,0.405,27.622,-0.456,5.922,-36.841,33.986,0.840
2.420,31.778,98.119,-633.041,16.810,-83.217,0,0.000,1.940,"",1.000,0.000,0.500,37.271,0.000,0.407,26.881,-0.456,5.723,-36.826,34.703,0.840
