time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,42.596,0.852,-631.212,8.959,14.094,4,7.800,0.092,"Ground_80_240:(0.000, 1.000, -0.003) separation=0.0003 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0175 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,124.148,0.703,-0.039,-42.590,0.000,0.014
0.040,42.589,1.704,-631.198,8.958,13.242,4,7.831,0.016,"",0.202,0.000,0.000,42.589,0.000,1.000,123.296,0.703,-0.078,-42.583,0.000,0.021
0.060,42.582,2.556,-631.184,8.955,12.390,4,7.877,0.026,"",0.206,0.000,0.001,42.582,0.000,1.000,122.444,0.703,-0.117,-42.576,0.028,0.023
0.080,42.576,3.407,-631.170,8.952,11.539,4,7.951,0.047,"",0.209,0.000,-0.003,42.576,0.000,1.000,121.593,0.702,-0.154,-42.570,-0.066,0.022
0.100,42.569,4.259,-631.156,8.949,10.687,4,8.064,0.055,"",0.212,0.000,0.004,42.569,0.000,1.000,120.741,0.702,-0.189,-42.563,0.088,0.021
0.120,42.563,5.110,-631.142,8.944,9.836,4,8.216,0.056,"",0.215,0.000,-0.005,42.563,0.000,1.000,119.890,0.702,-0.221,-42.557,-0.114,0.018
0.140,42.557,5.962,-631.128,8.939,8.985,4,8.401,0.053,"",0.218,0.000,0.006,42.558,0.000,1.000,119.039,0.702,-0.249,-42.551,0.134,0.016
0.160,42.552,6.813,-631.114,8.934,8.134,4,8.610,0.047,"",0.221,0.000,-0.007,42.552,0.000,1.000,118.187,0.702,-0.273,-42.545,-0.153,0.014
0.180,42.546,7.664,-631.100,8.928,7.283,4,8.834,0.041,"",0.224,0.000,0.008,42.547,0.000,1.000,117.336,0.702,-0.292,-42.540,0.169,0.011
0.200,42.541,8.515,-631.086,8.922,6.432,4,9.062,0.035,"",0.227,0.000,-0.008,42.541,0.000,1.000,116.486,0.702,-0.307,-42.535,-0.182,0.010
0.220,42.536,9.365,-631.072,8.915,5.581,4,9.287,0.029,"",0.229,0.000,0.009,42.536,0.000,1.000,115.635,0.702,-0.317,-42.529,0.193,0.008
0.240,42.531,10.216,-631.058,8.909,4.731,4,9.501,0.024,"",0.232,0.000,-0.009,42.531,0.000,1.000,114.784,0.702,-0.324,-42.524,-0.203,0.007
0.260,42.526,11.066,-631.044,8.902,3.880,4,9.698,0.020,"",0.234,0.000,0.009,42.527,0.000,1.000,113.934,0.702,-0.326,-42.520,0.209,0.006
0.280,42.522,11.917,-631.030,8.896,3.030,4,9.875,0.016,"",0.237,0.000,-0.010,42.522,0.000,1.000,113.083,0.701,-0.324,-42.515,-0.216,0.005
0.300,42.517,12.767,-631.016,8.889,2.180,4,10.029,0.013,"",0.239,0.000,0.010,42.518,0.000,1.000,112.233,0.702,-0.320,-42.511,0.219,0.004
0.320,42.513,13.618,-631.002,8.883,1.330,4,10.158,0.011,"",0.241,0.000,-0.010,42.513,0.000,1.000,111.383,0.701,-0.313,-42.506,-0.222,0.004
0.340,42.509,14.468,-630.988,8.877,0.480,4,10.262,0.009,"",0.244,0.000,0.010,42.509,0.000,1.000,110.532,0.702,-0.304,-42.502,0.226,0.004
0.360,42.505,15.318,-630.974,8.871,-0.370,4,10.342,0.007,"",0.246,0.000,-0.010,42.505,0.000,1.000,109.682,0.701,-0.293,-42.498,-0.229,0.003
0.380,42.501,16.168,-630.960,8.866,-1.220,4,10.398,0.005,"",0.248,0.000,0.010,42.501,0.000,1.000,108.832,0.702,-0.281,-42.494,0.230,0.003
0.400,42.497,17.018,-630.946,8.860,-2.070,4,10.433,0.004,"",0.250,0.000,-0.010,42.497,0.000,1.000,107.982,0.701,-0.269,-42.490,-0.232,0.003
0.420,42.493,17.868,-630.932,8.855,-2.920,4,10.448,0.003,"",0.252,0.000,0.010,42.493,0.000,1.000,107.132,0.701,-0.256,-42.486,0.233,0.003
0.440,42.489,18.717,-630.917,8.850,-3.769,4,10.445,0.003,"",0.254,0.000,-0.010,42.489,0.000,1.000,106.283,0.701,-0.243,-42.483,-0.233,0.003
0.460,42.486,19.567,-630.903,8.846,-4.619,4,10.428,0.002,"",0.255,0.000,0.011,42.486,0.000,1.000,105.433,0.701,-0.231,-42.479,0.234,0.003
0.480,42.482,20.417,-630.889,8.841,-5.468,4,10.399,0.002,"",0.257,0.000,-0.011,42.482,0.000,1.000,104.583,0.701,-0.219,-42.476,-0.235,0.003
0.500,42.479,21.266,-630.875,8.837,-6.318,4,10.361,0.001,"",0.259,0.000,0.011,42.479,0.000,1.000,103.734,0.701,-0.208,-42.472,0.234,0.003
0.520,42.475,22.116,-630.861,8.833,-7.167,4,10.315,0.001,"",0.261,0.000,-0.011,42.475,0.000,1.000,102.884,0.701,-0.198,-42.469,-0.235,0.003
0.540,42.472,22.965,-630.847,8.829,-8.017,4,10.264,0.001,"",0.262,0.000,0.011,42.472,0.000,1.000,102.035,0.701,-0.189,-42.466,0.234,0.003
0.560,42.469,23.815,-630.833,8.826,-8.866,4,10.210,0.000,"",0.264,0.000,-0.011,42.469,0.000,1.000,101.185,0.701,-0.181,-42.463,-0.235,0.003
0.580,42.466,24.664,-630.819,8.822,-9.715,4,10.155,0.000,"",0.265,0.000,0.011,42.466,0.000,1.000,100.336,0.701,-0.174,-42.460,0.236,0.003
0.600,42.463,25.513,-630.805,8.819,-10.564,4,10.100,0.000,"",0.267,0.000,-0.011,42.463,0.000,1.000,99.487,0.701,-0.168,-42.457,-0.235,0.003
0.620,42.460,26.362,-630.791,8.816,-11.413,4,10.047,0.000,"",0.268,0.000,0.011,42.460,0.000,1.000,98.638,0.701,-0.163,-42.454,0.234,0.003
0.640,42.457,27.211,-630.777,8.813,-12.262,4,9.997,0.000,"",0.270,0.000,-0.011,42.457,0.000,1.000,97.789,0.701,-0.159,-42.451,-0.235,0.003
0.660,42.455,28.061,-630.763,8.809,-13.111,4,9.950,0.000,"",0.271,0.000,0.011,42.455,0.000,1.000,96.939,0.701,-0.157,-42.449,0.234,0.003
0.680,42.452,28.910,-630.749,8.806,-13.960,4,9.908,0.000,"",0.273,0.000,-0.010,42.452,0.000,1.000,96.090,0.701,-0.155,-42.446,-0.233,0.003
0.700,42.449,29.759,-630.735,8.803,-14.809,4,9.870,0.000,"",0.274,0.000,0.011,42.449,0.000,1.000,95.241,0.701,-0.153,-42.443,0.235,0.003
0.720,42.447,30.607,-630.721,8.800,-15.658,4,9.838,0.000,"",0.275,0.000,-0.010,42.447,0.000,1.000,94.393,0.701,-0.153,-42.441,-0.234,0.003
0.740,42.444,31.456,-630.707,8.797,-16.507,4,9.810,0.000,"",0.277,0.000,0.011,42.444,0.000,1.000,93.544,0.701,-0.153,-42.438,0.234,0.003
0.760,42.442,32.305,-630.693,8.794,-17.355,4,9.787,0.000,"",0.278,0.000,-0.010,42.442,0.000,1.000,92.695,0.701,-0.153,-42.436,-0.233,0.003
0.780,42.440,33.154,-630.679,8.791,-18.204,4,9.768,0.000,"",0.279,0.000,0.011,42.440,0.000,1.000,91.846,0.701,-0.154,-42.434,0.233,0.003
0.800,42.437,34.003,-630.665,8.788,-19.053,4,9.754,0.000,"",0.280,0.000,-0.010,42.437,0.000,1.000,90.997,0.700,-0.155,-42.431,-0.232,0.003
0.820,42.435,34.851,-630.651,8.785,-19.901,4,9.744,0.000,"",0.281,0.000,0.011,42.435,0.000,1.000,90.149,0.700,-0.157,-42.429,0.233,0.003
0.840,42.433,35.700,-630.637,8.782,-20.750,4,9.738,0.000,"",0.282,0.000,-0.010,42.433,0.000,1.000,89.300,0.700,-0.158,-42.427,-0.232,0.003
0.860,42.431,36.549,-630.623,8.778,-21.598,4,9.735,0.000,"",0.284,0.000,0.010,42.431,0.000,1.000,88.451,0.700,-0.160,-42.425,0.231,0.003
0.880,42.429,37.397,-630.609,8.775,-22.447,4,9.734,0.000,"",0.285,0.000,-0.010,42.429,0.000,1.000,87.603,0.700,-0.161,-42.423,-0.232,0.003
0.900,42.427,38.246,-630.595,8.772,-23.295,4,9.736,0.001,"",0.286,0.000,0.010,42.427,0.000,1.000,86.754,0.700,-0.163,-42.421,0.231,0.003
0.920,42.425,39.094,-630.581,8.769,-24.143,4,9.741,0.001,"",0.287,0.000,-0.010,42.425,0.000,1.000,85.906,0.700,-0.164,-42.419,-0.232,0.003
0.940,42.423,39.943,-630.567,8.765,-24.992,4,9.746,0.001,"",0.288,0.000,0.010,42.423,0.000,1.000,85.057,0.700,-0.165,-42.417,0.230,0.003
0.960,42.421,40.791,-630.553,8.762,-25.840,4,9.753,0.001,"",0.288,0.000,-0.010,42.421,0.000,1.000,84.209,0.699,-0.166,-42.415,-0.231,0.003
0.980,42.419,41.640,-630.539,8.759,-26.688,4,9.760,0.000,"",0.289,0.000,0.010,42.419,0.000,1.000,83.361,0.700,-0.167,-42.413,0.231,0.003
1.000,42.418,42.488,-630.525,8.755,-27.537,4,9.768,0.000,"",0.290,0.000,-0.010,42.418,0.000,1.000,82.512,0.699,-0.168,-42.412,-0.230,0.003
1.020,42.416,43.336,-630.511,8.752,-28.385,4,9.776,0.000,"",0.291,0.000,0.010,42.416,0.000,1.000,81.664,0.699,-0.169,-42.410,0.230,0.003
1.040,42.414,44.184,-630.497,8.749,-29.233,4,9.784,0.001,"",0.292,0.000,-0.010,42.414,0.000,1.000,80.816,0.699,-0.169,-42.408,-0.229,0.003
1.060,42.413,45.033,-630.483,8.745,-30.081,4,10.377,0.001,"",0.293,0.000,-0.010,42.413,0.000,1.000,79.967,0.699,-0.158,-42.407,-0.227,0.019
1.080,42.411,45.881,-630.469,8.742,-30.929,4,10.395,0.096,"",0.294,0.000,0.009,42.411,0.000,1.000,79.119,0.700,-0.146,-42.405,0.208,0.026
1.100,42.409,46.729,-630.455,8.740,-31.777,4,10.450,0.148,"",0.294,0.000,0.008,42.409,0.000,1.000,78.271,0.701,-0.133,-42.403,0.178,0.029
1.120,42.408,47.577,-630.441,8.738,-32.625,4,11.084,0.174,"",0.295,0.000,0.007,42.408,0.000,1.000,77.423,0.702,-0.108,-42.402,0.144,0.012
1.140,42.406,48.425,-630.427,8.736,-33.473,4,10.877,0.089,"",0.296,0.000,0.006,42.406,0.000,1.000,76.575,0.702,-0.087,-42.400,0.133,0.008
1.160,42.404,49.273,-630.413,8.734,-34.321,4,10.606,0.038,"",0.297,0.000,-0.006,42.404,0.000,1.000,75.727,0.700,-0.071,-42.398,-0.133,0.006
1.180,42.402,50.121,-630.399,8.733,-35.169,4,10.320,0.007,"",0.298,0.000,-0.006,42.402,0.000,1.000,74.879,0.698,-0.061,-42.397,-0.140,0.008
1.200,42.401,50.969,-630.385,8.732,-36.017,4,10.050,0.010,"",0.299,0.000,-0.007,42.401,0.000,1.000,74.031,0.697,-0.056,-42.395,-0.148,0.009
1.220,42.399,51.817,-630.371,8.731,-36.865,4,9.811,0.018,"",0.300,0.000,-0.007,42.399,0.000,1.000,73.183,0.696,-0.056,-42.394,-0.157,0.011
1.240,42.398,52.665,-630.357,8.730,-37.712,4,9.611,0.021,"",0.300,0.000,-0.007,42.398,0.000,1.000,72.335,0.697,-0.060,-42.392,-0.167,0.012
1.260,42.397,53.513,-630.343,8.728,-38.560,4,9.454,0.021,"",0.301,0.000,0.008,42.397,0.000,1.000,71.487,0.698,-0.067,-42.391,0.176,0.008
1.280,42.395,54.361,-630.329,8.727,-39.408,4,9.338,0.020,"",0.302,0.000,0.008,42.395,0.000,1.000,70.639,0.700,-0.077,-42.389,0.185,0.006
1.300,42.394,55.209,-630.315,8.725,-40.256,4,9.259,0.018,"",0.302,0.000,0.009,42.394,0.000,1.000,69.791,0.702,-0.088,-42.388,0.191,0.007
1.320,42.393,56.057,-630.301,8.723,-41.104,4,9.215,0.015,"",0.303,0.000,0.009,42.393,0.000,1.000,68.943,0.702,-0.100,-42.387,0.196,0.010
1.340,42.392,56.905,-630.287,8.721,-41.951,4,9.199,0.013,"",0.304,0.000,-0.009,42.392,0.000,1.000,68.095,0.701,-0.112,-42.386,-0.201,0.004
1.360,42.391,57.753,-630.273,8.718,-42.799,4,9.207,0.011,"",0.304,0.000,-0.009,42.391,0.000,1.000,67.248,0.700,-0.124,-42.385,-0.206,0.004
1.380,42.390,58.600,-630.259,8.716,-43.647,4,9.235,0.009,"",0.305,0.000,-0.009,42.390,0.000,1.000,66.400,0.700,-0.135,-42.384,-0.208,0.007
1.400,42.389,59.448,-630.245,8.713,-44.495,4,9.277,0.007,"",0.305,0.000,0.009,42.389,0.000,1.000,65.552,0.700,-0.146,-42.383,0.210,0.002
1.420,42.388,60.296,-630.231,8.710,-45.342,4,9.330,0.006,"",0.306,0.000,0.010,42.388,0.000,1.000,64.704,0.700,-0.156,-42.382,0.211,0.005
1.440,42.387,61.143,-630.217,8.707,-46.190,4,10.096,0.520,"",0.306,0.000,-0.010,42.387,0.000,1.000,63.857,0.700,-0.149,-42.381,-0.213,0.030
1.460,42.386,61.990,-630.203,8.705,-47.036,4,12.277,0.981,"",0.307,0.000,0.008,42.386,0.000,1.000,63.010,0.700,-0.099,-42.380,0.178,0.119
1.480,41.714,62.807,-630.190,8.741,-47.853,4,15.919,0.778,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0035 impulse=2866.820;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0035 impulse=2866.820;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.985, 0.175) separation=0.0093 impulse=2866.820;",0.307,0.000,-0.002,41.714,0.000,0.999,62.193,0.689,1.839,-41.668,-0.040,2.410
