course,vehicle,lip,direction,target,line,completed,minUp,recovered,awards
StreetLoopReverse,original,213,-1,16,0,True,0.883,True,0
StreetLoopReverse,original,213,-1,16,-2,True,0.885,True,0
StreetLoopReverse,original,213,-1,16,2,True,0.880,True,0
StreetLoopReverse,original,213,-1,16,-15.075,False,0.420,True,0
StreetLoopReverse,original,213,-1,16,15.075,True,0.387,True,0
StreetLoopReverse,original,213,-1,24,0,True,-0.135,True,0
StreetLoopReverse,original,213,-1,24,-2,False,-0.479,True,0
StreetLoopReverse,original,213,-1,24,2,True,0.875,True,0
StreetLoopReverse,original,213,-1,24,-15.075,True,-0.356,True,0
StreetLoopReverse,original,213,-1,24,15.075,False,-0.687,True,0
StreetLoopReverse,original,213,-1,32,0,True,0.517,True,0
StreetLoopReverse,original,213,-1,32,-2,True,0.675,True,0
StreetLoopReverse,original,213,-1,32,2,False,0.134,True,0
StreetLoopReverse,original,213,-1,32,-15.075,True,-0.228,True,0
StreetLoopReverse,original,213,-1,32,15.075,False,0.620,True,0
StreetLoopReverse,original,537,-1,16,0,True,0.837,True,0
StreetLoopReverse,original,537,-1,16,-2,True,0.835,True,0
StreetLoopReverse,original,537,-1,16,2,True,0.835,True,0
StreetLoopReverse,original,537,-1,16,-6.075,True,0.834,True,0
StreetLoopReverse,original,537,-1,16,6.075,True,0.838,True,0
StreetLoopReverse,original,537,-1,24,0,True,0.839,True,0
StreetLoopReverse,original,537,-1,24,-2,True,0.822,True,0
StreetLoopReverse,original,537,-1,24,2,True,0.837,True,0
StreetLoopReverse,original,537,-1,24,-6.075,True,0.811,True,0
StreetLoopReverse,original,537,-1,24,6.075,False,0.648,True,0
StreetLoopReverse,original,537,-1,32,0,False,0.189,True,0
StreetLoopReverse,original,537,-1,32,-2,True,0.378,True,0
StreetLoopReverse,original,537,-1,32,2,True,-0.120,True,0
StreetLoopReverse,original,537,-1,32,-6.075,False,-0.681,True,0
StreetLoopReverse,original,537,-1,32,6.075,False,0.819,True,0
StreetLoopReverse,tourer,213,-1,16,0,True,0.885,True,0
StreetLoopReverse,tourer,213,-1,16,-2,True,0.888,True,0
StreetLoopReverse,tourer,213,-1,16,2,True,0.883,True,0
StreetLoopReverse,tourer,213,-1,16,-15,False,0.356,True,0
StreetLoopReverse,tourer,213,-1,16,15,True,-0.570,True,0
StreetLoopReverse,tourer,213,-1,24,0,True,0.038,True,0
StreetLoopReverse,tourer,213,-1,24,-2,False,-0.212,True,0
StreetLoopReverse,tourer,213,-1,24,2,False,0.456,True,0
StreetLoopReverse,tourer,213,-1,24,-15,False,-0.176,True,0
StreetLoopReverse,tourer,213,-1,24,15,False,-0.071,True,0
StreetLoopReverse,tourer,213,-1,32,0,True,0.424,True,0
StreetLoopReverse,tourer,213,-1,32,-2,False,0.240,True,0
StreetLoopReverse,tourer,213,-1,32,2,False,0.723,True,0
