course,vehicle,lip,direction,target,line,completed,minUp,recovered,awards
StreetLoopReverse,tourer,213,-1,32,-15,True,-0.180,True,0
StreetLoopReverse,tourer,213,-1,32,15,True,0.033,True,0
StreetLoopReverse,tourer,537,-1,16,0,True,0.841,True,0
StreetLoopReverse,tourer,537,-1,16,-2,True,0.838,True,0
StreetLoopReverse,tourer,537,-1,16,2,True,0.838,True,0
StreetLoopReverse,tourer,537,-1,16,-6,True,0.838,True,0
StreetLoopReverse,tourer,537,-1,16,6,True,0.842,True,0
StreetLoopReverse,tourer,537,-1,24,0,True,0.835,True,0
StreetLoopReverse,tourer,537,-1,24,-2,True,0.845,True,0
StreetLoopReverse,tourer,537,-1,24,2,True,0.838,True,0
StreetLoopReverse,tourer,537,-1,24,-6,True,0.828,True,0
StreetLoopReverse,tourer,537,-1,24,6,True,0.836,True,0
StreetLoopReverse,tourer,537,-1,32,0,False,0.840,True,0
StreetLoopReverse,tourer,537,-1,32,-2,True,0.396,True,0
StreetLoopReverse,tourer,537,-1,32,2,False,0.508,True,0
StreetLoopReverse,tourer,537,-1,32,-6,True,0.840,True,0
StreetLoopReverse,tourer,537,-1,32,6,True,0.351,True,0
StreetLoopReverse,moto,213,-1,16,0,True,0.848,True,0
StreetLoopReverse,moto,213,-1,16,-2,True,0.832,True,0
StreetLoopReverse,moto,213,-1,16,2,True,0.872,True,0
StreetLoopReverse,moto,213,-1,16,-15.675,False,-0.007,True,0
StreetLoopReverse,moto,213,-1,16,15.675,False,-0.405,True,0
StreetLoopReverse,moto,213,-1,24,0,False,0.688,True,0
StreetLoopReverse,moto,213,-1,24,-2,False,-0.908,True,0
StreetLoopReverse,moto,213,-1,24,2,False,-0.221,True,0
StreetLoopReverse,moto,213,-1,24,-15.675,False,0.219,True,0
StreetLoopReverse,moto,213,-1,24,15.675,False,0.441,True,0
StreetLoopReverse,moto,213,-1,32,0,False,0.496,True,0
StreetLoopReverse,moto,213,-1,32,-2,False,0.714,True,0
StreetLoopReverse,moto,213,-1,32,2,True,0.413,True,0
StreetLoopReverse,moto,213,-1,32,-15.675,False,0.314,True,0
StreetLoopReverse,moto,213,-1,32,15.675,False,-0.465,True,0
StreetLoopReverse,moto,537,-1,16,0,True,0.801,True,0
StreetLoopReverse,moto,537,-1,16,-2,True,0.820,True,0
StreetLoopReverse,moto,537,-1,16,2,True,0.834,True,0
StreetLoopReverse,moto,537,-1,16,-6.675,True,0.771,True,0
StreetLoopReverse,moto,537,-1,16,6.675,True,0.822,True,0
StreetLoopReverse,moto,537,-1,24,0,True,0.806,True,0
StreetLoopReverse,moto,537,-1,24,-2,True,0.811,True,0
StreetLoopReverse,moto,537,-1,24,2,True,0.311,True,0
StreetLoopReverse,moto,537,-1,24,-6.675,True,0.827,True,0
StreetLoopReverse,moto,537,-1,24,6.675,False,0.697,True,0
StreetLoopReverse,moto,537,-1,32,0,False,0.509,True,0
StreetLoopReverse,moto,537,-1,32,-2,True,0.385,True,0
StreetLoopReverse,moto,537,-1,32,2,False,0.817,True,0
StreetLoopReverse,moto,537,-1,32,-6.675,True,0.619,True,0
StreetLoopReverse,moto,537,-1,32,6.675,False,0.807,True,0
StreetLoopReverse,atv,213,-1,16,0,True,0.858,True,0
StreetLoopReverse,atv,213,-1,16,-2,True,0.861,True,0
StreetLoopReverse,atv,213,-1,16,2,True,0.875,True,0
StreetLoopReverse,atv,213,-1,16,-15.275,True,0.300,True,0
StreetLoopReverse,atv,213,-1,16,15.275,False,0.397,True,0
StreetLoopReverse,atv,213,-1,24,0,False,0.341,True,0
StreetLoopReverse,atv,213,-1,24,-2,True,0.189,True,0
StreetLoopReverse,atv,213,-1,24,2,True,-0.249,True,0
StreetLoopReverse,atv,213,-1,24,-15.275,False,0.457,True,0
StreetLoopReverse,atv,213,-1,24,15.275,False,0.231,True,0
StreetLoopReverse,atv,213,-1,32,0,True,-0.179,True,0
StreetLoopReverse,atv,213,-1,32,-2,False,0.875,True,0
StreetLoopReverse,atv,213,-1,32,2,True,0.384,True,0
StreetLoopReverse,atv,213,-1,32,-15.275,False,-0.467,True,0
StreetLoopReverse,atv,213,-1,32,15.275,False,-0.241,True,0
StreetLoopReverse,atv,537,-1,16,0,True,0.830,True,0
StreetLoopReverse,atv,537,-1,16,-2,True,0.831,True,0
StreetLoopReverse,atv,537,-1,16,2,True,0.824,True,0
StreetLoopReverse,atv,537,-1,16,-6.275,True,0.829,True,0
StreetLoopReverse,atv,537,-1,16,6.275,True,0.825,True,0
StreetLoopReverse,atv,537,-1,24,0,True,0.821,True,0
StreetLoopReverse,atv,537,-1,24,-2,True,0.820,True,0
StreetLoopReverse,atv,537,-1,24,2,False,0.290,True,0
StreetLoopReverse,atv,537,-1,24,-6.275,True,0.801,True,0
StreetLoopReverse,atv,537,-1,24,6.275,True,0.704,True,0
StreetLoopReverse,atv,537,-1,32,0,False,-0.373,True,0
StreetLoopReverse,atv,537,-1,32,-2,True,0.705,True,0
StreetLoopReverse,atv,537,-1,32,2,False,0.424,True,0
StreetLoopReverse,atv,537,-1,32,-6.275,False,0.292,True,0
StreetLoopReverse,atv,537,-1,32,6.275,True,0.452,True,0
