t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,276.783,940.264,119.121,-61.561,30.200,-29.737,3.617,-4.722,0.000,0.000,0.000,1,11.250,0.000,0.997,"Mountain trunk:(-0.418, -0.209, 0.884);Mountain trunk:(-0.418, -0.209, 0.884);Mountain trunk:(-0.418, -0.209, 0.884);Mountain trunk:(-0.418, -0.209, 0.884);Mountain trunk:(-0.418, -0.209, 0.884);Mountain trunk:(-0.412, -0.205, 0.888);Mountain trunk:(-0.412, -0.205, 0.888);Mountain trunk:(-0.412, -0.205, 0.888);Mountain trunk:(-0.412, -0.203, 0.888);Mountain trunk:(-0.412, -0.203, 0.888);Ground_Mountain_1_2:(-0.197, 0.682, 0.704);Ground_Mountain_1_2:(-0.197, 0.682, 0.704);Ground_Mountain_1_2:(-0.197, 0.682, 0.704);Ground_Mountain_1_2:(-0.197, 0.682, 0.704);Ground_Mountain_1_2:(-0.197, 0.682, 0.704);Ground_Mountain_1_2:(-0.197, 0.682, 0.704);Mountain trunk:(0.085, 0.000, -0.996);Mountain trunk:(0.085, 0.000, -0.996);Mountain trunk:(0.085, 0.000, -0.996);Mountain trunk:(0.085, 0.000, -0.996);"
0.040,276.255,939.825,119.291,-61.780,27.303,-25.283,8.754,-7.929,0.900,0.000,0.106,1,0.000,3.664,0.975,"Ground_Mountain_1_2:(-0.200, 0.684, 0.702);Ground_Mountain_1_2:(-0.200, 0.684, 0.702);Ground_Mountain_1_2:(-0.200, 0.684, 0.702);Ground_Mountain_1_2:(-0.200, 0.684, 0.702);Ground_Mountain_1_2:(-0.200, 0.684, 0.702);Ground_Mountain_1_2:(-0.200, 0.684, 0.702);Ground_Mountain_1_2:(-0.195, 0.687, 0.700);Mountain trunk:(0.204, 0.058, -0.977);Mountain trunk:(0.204, 0.058, -0.977);Mountain trunk:(0.204, 0.058, -0.977);Mountain trunk:(0.204, 0.058, -0.977);"
0.060,275.851,939.330,119.477,-61.961,27.379,-25.547,8.699,-7.281,1.000,0.000,0.238,2,11.250,14.607,0.964,"Ground_Mountain_1_2:(-0.202, 0.685, 0.700);Ground_Mountain_1_2:(-0.202, 0.685, 0.700);Ground_Mountain_1_2:(-0.202, 0.685, 0.700);Ground_Mountain_1_2:(-0.202, 0.685, 0.700);Ground_Mountain_1_2:(-0.202, 0.685, 0.700);Ground_Mountain_1_2:(-0.202, 0.685, 0.700);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);"
0.080,275.399,938.841,119.646,-62.164,27.569,-25.729,8.652,-6.957,1.000,0.000,0.306,2,4.384,10.448,0.955,"Ground_Mountain_1_2:(-0.203, 0.687, 0.698);Ground_Mountain_1_2:(-0.203, 0.687, 0.698);Ground_Mountain_1_2:(-0.203, 0.687, 0.698);Ground_Mountain_1_2:(-0.203, 0.687, 0.698);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);"
0.100,274.901,938.351,119.821,-62.350,27.817,-25.838,8.588,-6.886,1.000,0.000,0.333,2,1.942,9.035,0.945,"Ground_Mountain_1_2:(-0.200, 0.687, 0.699);Ground_Mountain_1_2:(-0.200, 0.687, 0.699);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);"
0.120,274.453,937.850,119.990,-62.512,28.030,-25.904,8.496,-6.978,1.000,0.000,0.338,2,1.395,8.452,0.931,"Ground_Mountain_1_2:(-0.203, 0.688, 0.697);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);"
0.140,273.996,937.337,120.149,-62.639,28.017,-25.891,8.317,-6.968,1.000,0.000,0.335,1,1.116,3.152,0.908,"Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);Mountain trunk:(0.000, 0.000, -1.000);"
0.160,273.528,936.821,120.302,-62.758,27.956,-25.878,8.130,-6.960,1.000,0.000,0.354,1,0.673,3.216,0.881,""
0.180,273.055,936.304,120.450,-62.878,27.863,-25.868,7.931,-6.957,1.000,0.000,0.381,1,0.042,3.284,0.850,""
0.200,272.559,935.788,120.594,-62.999,27.741,-25.857,7.732,-6.954,1.000,0.000,0.408,0,0.000,3.344,0.818,""
