t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,601.973,960.980,163.875,130.326,31.700,26.640,-0.073,-17.182,0.000,0.000,0.056,4,6.914,1.154,1.000,"Mountain trunk:(0.942, -0.223, 0.252);Mountain trunk:(0.942, -0.223, 0.252);Mountain trunk:(-0.261, 0.000, 0.965);Mountain trunk:(-0.261, 0.000, 0.965);Mountain trunk:(0.942, -0.223, 0.252);Mountain trunk:(-0.261, 0.000, 0.965);Mountain trunk:(-0.261, 0.000, 0.965);Mountain trunk:(0.942, -0.223, 0.252);Mountain trunk:(-0.261, 0.000, 0.965);Mountain trunk:(-0.261, 0.000, 0.965);Mountain trunk:(0.942, -0.223, 0.252);Mountain trunk:(-0.261, 0.000, 0.965);Mountain trunk:(-0.261, 0.000, 0.965);Mountain trunk:(0.941, -0.222, 0.256);Mountain trunk:(0.941, -0.222, 0.256);Mountain trunk:(-0.262, 0.000, 0.965);Mountain trunk:(-0.262, 0.000, 0.965);Mountain trunk:(0.941, -0.222, 0.256);Mountain trunk:(-0.263, 0.000, 0.965);Mountain trunk:(-0.263, 0.000, 0.965);Mountain trunk:(-0.265, 0.000, 0.964);Mountain trunk:(-0.265, 0.000, 0.964);Mountain trunk:(-0.267, 0.000, 0.964);Mountain trunk:(-0.269, 0.000, 0.963);Mountain trunk:(-0.271, 0.000, 0.963);Mountain trunk:(-0.273, 0.000, 0.962);Mountain trunk:(-0.275, 0.000, 0.961);Mountain trunk:(-0.278, 0.000, 0.961);Mountain trunk:(-0.280, 0.000, 0.960);Mountain trunk:(-0.282, 0.000, 0.959);Mountain trunk:(-0.285, 0.000, 0.959);Mountain trunk:(-0.287, 0.000, 0.958);Mountain trunk:(-0.289, 0.000, 0.957);Mountain trunk:(-0.292, 0.000, 0.956);Mountain trunk:(-0.294, 0.000, 0.956);"
0.040,601.341,961.511,163.874,129.983,31.701,26.640,-0.057,-17.186,0.150,0.000,0.060,4,10.568,0.081,1.000,""
0.060,600.709,962.042,163.875,129.640,31.701,26.636,0.018,-17.193,0.150,0.000,0.063,4,13.541,0.455,1.000,""
0.080,600.006,962.574,163.877,129.297,31.700,26.627,0.134,-17.205,0.150,0.000,0.066,4,15.576,0.699,1.000,""
0.100,599.374,963.105,163.883,128.953,31.699,26.613,0.272,-17.223,0.150,0.000,0.068,4,16.695,0.727,1.000,""
0.120,598.741,963.636,163.891,128.608,31.697,26.593,0.415,-17.248,0.151,0.000,0.070,4,16.985,0.626,1.000,""
0.140,598.039,964.167,163.902,128.262,31.695,26.567,0.551,-17.280,0.152,0.000,0.072,4,16.589,0.464,1.000,""
0.160,597.406,964.698,163.915,127.916,31.693,26.536,0.667,-17.320,0.152,0.000,0.073,4,15.617,0.319,1.000,""
0.180,596.772,965.229,163.931,127.568,31.691,26.502,0.754,-17.367,0.153,0.000,0.075,4,14.202,0.238,1.000,""
0.200,596.138,965.758,163.947,127.220,31.689,26.462,0.806,-17.422,0.154,0.000,0.076,4,12.413,0.127,1.000,""
0.220,595.437,966.287,163.963,126.869,31.686,26.420,0.819,-17.485,0.156,0.000,0.077,4,10.488,0.067,1.000,""
0.240,594.803,966.816,163.979,126.518,31.684,26.373,0.793,-17.555,0.157,0.000,0.078,4,8.562,0.082,1.000,""
0.260,594.169,967.343,163.994,126.165,31.682,26.323,0.732,-17.631,0.158,0.000,0.078,4,6.747,0.189,1.000,""
0.280,593.467,967.869,164.006,125.810,31.680,26.269,0.636,-17.714,0.159,0.000,0.079,4,5.036,0.247,1.000,""
0.300,592.833,968.395,164.016,125.453,31.679,26.211,0.508,-17.802,0.160,0.000,0.079,4,3.484,0.248,1.000,""
0.320,592.199,968.919,164.024,125.094,31.678,26.150,0.353,-17.895,0.160,0.000,0.079,4,2.093,0.287,1.000,""
0.340,591.503,969.441,164.027,124.734,31.679,26.085,0.175,-17.992,0.161,0.000,0.079,4,0.935,0.325,1.000,""
0.360,590.869,969.963,164.027,124.371,31.680,26.017,-0.018,-18.093,0.161,0.000,0.079,3,0.172,0.410,1.000,""
0.380,590.234,970.483,164.022,124.007,31.682,25.946,-0.215,-18.198,0.160,0.000,0.079,2,0.000,0.496,1.000,""
0.400,589.535,971.001,164.014,123.640,31.684,25.872,-0.411,-18.305,0.159,0.000,0.079,2,0.000,0.518,1.000,""
0.420,588.901,971.518,164.002,123.271,31.687,25.794,-0.608,-18.415,0.158,0.000,0.079,2,0.000,0.356,1.000,""
0.440,588.266,972.033,163.986,122.900,31.691,25.714,-0.804,-18.528,0.156,0.000,0.078,2,0.000,0.384,1.000,""
0.460,587.570,972.548,163.966,122.529,31.679,25.704,-1.000,-18.520,0.154,0.000,0.078,0,0.000,0.207,1.000,""
0.480,586.935,973.062,163.942,122.158,31.666,25.694,-1.195,-18.513,0.161,0.000,0.078,0,0.000,0.214,1.000,""
0.500,586.301,973.577,163.914,121.787,31.654,25.683,-1.391,-18.505,0.167,0.000,0.077,0,0.000,0.220,1.000,""
0.520,585.606,974.091,163.882,121.417,31.641,25.673,-1.587,-18.498,0.173,0.000,0.077,0,0.000,0.226,1.000,""
0.540,584.972,974.605,163.847,121.047,31.629,25.663,-1.782,-18.491,0.179,0.000,0.077,0,0.000,0.231,0.999,""
0.560,584.338,975.119,163.807,120.677,31.616,25.653,-1.978,-18.483,0.186,0.000,0.077,0,0.000,0.236,0.999,""
0.580,583.705,975.632,163.764,120.307,31.604,25.642,-2.173,-18.476,0.192,0.000,0.078,0,0.000,0.240,0.999,""
0.600,583.010,976.145,163.716,119.937,31.591,25.632,-2.368,-18.468,0.198,0.000,0.077,0,0.000,0.244,0.999,""
0.620,582.377,976.658,163.665,119.567,31.578,25.622,-2.563,-18.461,0.204,0.000,0.078,0,0.000,0.247,0.999,""
0.640,581.744,977.168,163.612,119.191,31.593,25.402,-2.664,-18.746,0.211,0.000,0.078,2,4.797,0.073,0.999,""
0.660,581.051,977.674,163.556,118.810,31.611,25.201,-2.780,-19.003,0.204,0.000,0.078,2,4.007,0.874,0.999,""
0.680,580.416,978.176,163.497,118.423,31.630,25.016,-2.911,-19.238,0.195,0.000,0.078,2,3.241,1.530,0.998,""
0.700,579.780,978.674,163.439,118.033,31.645,24.851,-2.911,-19.459,0.185,0.000,0.077,4,9.812,1.979,0.998,""
0.720,579.086,979.169,163.381,117.639,31.659,24.698,-2.911,-19.664,0.177,0.000,0.075,4,9.845,1.158,0.998,""
0.740,578.451,979.660,163.323,117.241,31.672,24.555,-2.899,-19.857,0.170,0.000,0.074,4,10.392,0.657,0.998,""
0.760,577.817,980.148,163.265,116.841,31.684,24.420,-2.872,-20.039,0.164,0.000,0.072,4,11.163,0.367,0.998,""
0.780,577.183,980.634,163.209,116.436,31.696,24.293,-2.830,-20.212,0.158,0.000,0.071,4,11.942,0.172,0.998,""
0.800,576.490,981.118,163.153,116.029,31.707,24.172,-2.773,-20.377,0.152,0.000,0.069,4,12.640,0.068,0.998,""
0.820,575.856,981.598,163.099,115.618,31.718,24.056,-2.705,-20.535,0.146,0.000,0.067,4,13.195,0.037,0.998,""
0.840,575.221,982.077,163.047,115.204,31.728,23.945,-2.629,-20.687,0.141,0.000,0.065,4,13.606,0.040,0.998,""
0.860,574.527,982.554,162.996,114.788,31.738,23.837,-2.547,-20.833,0.136,0.000,0.063,4,13.908,0.063,0.998,""
0.880,573.892,983.028,162.946,114.368,31.748,23.732,-2.462,-20.974,0.131,0.000,0.061,4,14.075,0.046,0.998,""
0.900,573.257,983.501,162.899,113.946,31.757,23.631,-2.376,-21.109,0.126,0.000,0.059,4,14.140,0.048,0.998,""
0.920,572.562,983.971,162.853,113.521,31.766,23.532,-2.290,-21.241,0.121,0.000,0.058,4,14.109,0.057,0.998,""
0.940,571.927,984.440,162.809,113.094,31.775,23.434,-2.206,-21.367,0.117,0.000,0.056,4,14.022,0.045,0.998,""
0.960,571.291,984.906,162.767,112.664,31.783,23.340,-2.124,-21.490,0.113,0.000,0.054,4,13.901,0.045,0.998,""
0.980,570.656,985.371,162.726,112.232,31.791,23.246,-2.045,-21.608,0.108,0.000,0.052,4,13.770,0.053,0.998,""
1.000,569.960,985.834,162.686,111.798,31.799,23.155,-1.969,-21.723,0.105,0.000,0.050,4,13.589,0.072,0.998,""
1.020,569.325,986.295,162.648,111.362,31.806,23.066,-1.897,-21.834,0.101,0.000,0.048,4,13.425,0.053,0.998,""
1.040,568.689,986.754,162.612,110.923,31.812,22.978,-1.827,-21.941,0.097,0.000,0.046,4,13.296,0.076,0.998,""
1.060,568.012,987.211,162.577,110.482,31.819,22.893,-1.760,-22.044,0.094,0.000,0.044,4,13.187,0.066,0.998,""
1.080,567.376,987.667,162.543,110.040,31.825,22.809,-1.695,-22.144,0.091,0.000,0.042,4,13.043,0.108,0.998,""
1.100,566.740,988.121,162.510,109.595,31.831,22.727,-1.633,-22.241,0.087,0.000,0.040,4,12.878,0.118,0.998,""
1.120,566.084,988.574,162.479,109.149,31.836,22.647,-1.575,-22.334,0.085,0.000,0.037,4,12.731,0.148,0.998,""
1.140,565.447,989.025,162.448,108.700,31.841,22.569,-1.520,-22.423,0.082,0.000,0.034,4,12.543,0.152,0.998,""
1.160,564.791,989.475,162.419,108.250,31.846,22.493,-1.470,-22.509,0.079,0.000,0.032,4,12.316,0.163,0.999,""
1.180,564.155,989.923,162.390,107.799,31.851,22.419,-1.426,-22.591,0.077,0.000,0.029,4,12.006,0.175,0.999,""
1.200,563.518,990.369,162.363,107.345,31.855,22.347,-1.390,-22.669,0.075,0.000,0.027,4,11.604,0.171,0.999,""
1.220,562.864,990.815,162.335,106.891,31.859,22.278,-1.363,-22.744,0.073,0.000,0.025,4,11.167,0.094,0.999,""
1.240,562.227,991.259,162.308,106.434,31.862,22.211,-1.345,-22.815,0.071,0.000,0.023,4,10.719,0.062,0.999,""
1.260,561.590,991.702,162.282,105.977,31.866,22.147,-1.334,-22.882,0.069,0.000,0.021,4,10.293,0.337,0.999,""
1.280,560.921,992.143,162.255,105.518,31.870,22.085,-1.323,-22.946,0.067,0.000,0.019,4,10.368,0.435,0.999,""
1.300,560.284,992.589,162.261,105.094,31.400,21.998,0.103,-22.424,0.065,0.000,0.017,4,11.695,1.821,0.998,"Ground_Mountain_1_3:(-0.021, 0.967, 0.255);"
1.320,559.670,992.980,162.319,104.698,29.573,20.557,2.953,-21.068,0.300,0.000,0.035,4,16.385,15.373,0.995,"Ground_Mountain_1_3:(-0.256, 0.966, 0.021);Ground_Mountain_1_3:(-0.256, 0.966, 0.021);Ground_Mountain_1_3:(-0.021, 0.967, 0.255);Ground_Mountain_1_3:(-0.239, 0.902, 0.360);Ground_Mountain_1_3:(-0.239, 0.902, 0.360);"
1.340,559.017,993.348,162.408,104.306,29.301,20.165,3.949,-20.927,1.000,0.000,0.043,4,22.500,22.452,0.982,"Ground_Mountain_1_3:(-0.361, 0.902, 0.238);Ground_Mountain_1_3:(-0.239, 0.902, 0.360);"
1.360,558.476,993.734,162.503,103.896,29.318,20.187,4.638,-20.840,1.000,0.000,0.036,4,22.500,21.786,0.974,"Ground_Mountain_1_3:(0.005, 0.999, -0.036);Ground_Mountain_1_3:(0.005, 0.999, -0.036);Ground_Mountain_1_3:(0.005, 0.999, -0.036);Ground_Mountain_1_3:(0.005, 0.999, -0.036);"
1.380,557.907,994.100,162.621,103.495,28.929,19.628,5.861,-20.584,1.000,0.000,0.034,4,22.500,13.313,0.958,"Ground_Mountain_1_3:(-0.361, 0.902, 0.238);Ground_Mountain_1_3:(0.031, 0.999, -0.020);Ground_Mountain_1_3:(0.031, 0.999, -0.020);Ground_Mountain_1_3:(0.031, 0.999, -0.020);"
1.400,557.085,994.461,162.771,103.120,28.270,18.847,7.781,-19.736,1.000,0.000,0.029,4,25.172,16.096,0.934,"Ground_Mountain_1_3:(-0.338, 0.844, 0.417);Ground_Mountain_1_3:(-0.022, 0.999, -0.032);Ground_Mountain_1_3:(-0.412, 0.846, 0.337);"
1.420,556.547,994.812,162.966,102.754,28.022,18.039,10.077,-18.978,1.000,0.000,0.025,4,22.500,18.167,0.915,"Ground_Mountain_1_3:(-0.338, 0.844, 0.417);Ground_Mountain_1_3:(0.031, 0.999, 0.022);Ground_Mountain_1_3:(-0.412, 0.846, 0.337);Ground_Mountain_1_3:(-0.021, 0.967, 0.255);"
1.440,556.004,995.151,163.180,102.395,27.738,17.664,10.892,-18.488,1.000,0.000,0.018,4,23.584,13.560,0.894,"Ground_Mountain_1_3:(-0.383, 0.826, 0.413);Ground_Mountain_1_3:(-0.383, 0.826, 0.413);Ground_Mountain_1_3:(-0.383, 0.826, 0.413);Ground_Mountain_1_3:(-0.021, 0.967, 0.255);"
1.460,555.342,995.481,163.405,102.039,27.523,17.244,11.575,-18.185,1.000,0.000,0.022,4,26.298,12.486,0.873,"Ground_Mountain_1_3:(-0.406, 0.816, 0.411);Ground_Mountain_1_3:(-0.406, 0.816, 0.411);Ground_Mountain_1_3:(-0.021, 0.967, 0.255);"
1.480,554.811,995.809,163.642,101.686,27.383,16.925,12.171,-17.915,1.000,0.000,0.032,4,29.924,11.200,0.855,"Ground_Mountain_1_3:(-0.408, 0.816, 0.409);Ground_Mountain_1_3:(-0.408, 0.816, 0.409);Ground_Mountain_1_3:(-0.408, 0.816, 0.409);Ground_Mountain_1_3:(-0.021, 0.967, 0.255);"
