t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,278.149,941.803,124.946,-78.516,23.783,-23.698,0.116,-2.025,0.000,0.000,0.000,2,13.305,2.607,1.000,"Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Mountain trunk:(1.000, 0.000, 0.000);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);"
0.040,277.682,941.324,124.946,-78.557,23.787,-23.706,0.040,-2.026,0.108,0.000,0.000,2,6.183,0.929,1.000,""
0.060,277.226,940.846,124.943,-78.598,23.792,-23.712,-0.149,-2.027,0.106,0.000,0.000,2,0.548,0.086,1.000,""
0.080,276.758,940.368,124.936,-78.639,23.798,-23.718,-0.349,-2.027,0.104,0.000,0.000,2,0.000,0.106,0.999,""
0.100,276.289,939.889,124.925,-78.680,23.790,-23.709,-0.545,-2.026,0.101,0.000,0.000,0,0.000,0.512,0.999,""
0.120,275.820,939.412,124.910,-78.721,23.783,-23.699,-0.741,-2.025,0.105,0.000,0.000,0,0.000,0.528,0.998,""
0.140,275.350,938.934,124.891,-78.762,23.779,-23.690,-0.936,-2.025,0.108,0.000,0.000,0,0.000,0.542,0.997,""
0.160,274.893,938.457,124.868,-78.802,23.775,-23.680,-1.132,-2.024,0.111,0.000,0.000,0,0.000,0.556,0.996,""
0.180,274.423,937.980,124.841,-78.843,23.774,-23.671,-1.328,-2.023,0.112,0.000,0.000,0,0.000,0.570,0.995,""
0.200,273.952,937.503,124.810,-78.884,23.774,-23.661,-1.523,-2.022,0.113,0.000,-0.001,0,0.000,0.582,0.994,""
0.220,273.480,937.027,124.776,-78.925,23.777,-23.652,-1.719,-2.021,0.113,0.000,-0.001,0,0.000,0.594,0.993,""
0.240,273.022,936.550,124.737,-78.965,23.781,-23.643,-1.914,-2.021,0.112,0.000,-0.001,0,0.000,0.605,0.992,""
0.260,272.550,936.075,124.694,-79.006,23.786,-23.633,-2.110,-2.020,0.110,0.000,-0.001,0,0.000,0.616,0.991,""
0.280,272.076,935.599,124.648,-79.047,23.794,-23.624,-2.305,-2.019,0.107,0.000,-0.001,0,0.000,0.625,0.990,""
0.300,271.602,935.124,124.597,-79.087,23.804,-23.614,-2.500,-2.018,0.103,0.000,-0.001,0,0.000,0.634,0.988,""
0.320,271.128,934.649,124.543,-79.128,23.816,-23.605,-2.695,-2.017,0.098,0.000,-0.002,0,0.000,0.642,0.987,""
0.340,270.666,934.174,124.485,-79.168,23.829,-23.595,-2.890,-2.017,0.092,0.000,-0.002,0,0.000,0.649,0.986,""
0.360,270.191,933.700,124.422,-79.209,23.844,-23.586,-3.085,-2.016,0.085,0.000,-0.002,0,0.000,0.656,0.984,""
0.380,269.715,933.226,124.356,-79.249,23.862,-23.576,-3.280,-2.015,0.078,0.000,-0.002,0,0.000,0.662,0.983,""
0.400,269.238,932.752,124.286,-79.290,23.881,-23.567,-3.475,-2.014,0.069,0.000,-0.003,0,0.000,0.667,0.982,""
0.420,268.760,932.278,124.212,-79.330,23.902,-23.558,-3.670,-2.013,0.060,0.000,-0.003,0,0.000,0.672,0.980,""
0.440,268.293,931.805,124.135,-79.371,23.925,-23.548,-3.864,-2.013,0.049,0.000,-0.003,0,0.000,0.676,0.979,""
0.460,267.814,931.332,124.053,-79.411,23.950,-23.539,-4.059,-2.012,0.038,0.000,-0.004,0,0.000,0.679,0.978,""
0.480,267.335,930.859,123.968,-79.452,23.976,-23.529,-4.253,-2.011,0.025,0.000,-0.004,0,0.000,0.682,0.976,""
0.500,266.854,930.387,123.878,-79.492,24.004,-23.520,-4.448,-2.010,0.012,0.000,-0.005,0,0.000,0.684,0.975,""
0.520,266.373,929.915,123.785,-79.532,24.034,-23.511,-4.642,-2.009,0.000,0.000,-0.005,0,0.000,0.685,0.974,""
0.540,265.899,929.443,123.688,-79.573,24.065,-23.501,-4.837,-2.008,0.000,0.000,-0.005,0,0.000,0.686,0.973,""
