t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,278.149,941.960,124.945,-78.503,15.855,-15.799,0.100,-1.350,0.000,0.000,0.001,2,13.305,2.607,1.000,"Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);Ground_Mountain_1_1:(-0.206, 0.978, -0.018);"
0.040,277.837,941.640,124.946,-78.530,15.861,-15.808,0.054,-1.351,0.072,0.000,0.001,2,7.651,0.928,1.000,""
0.060,277.535,941.319,124.944,-78.558,15.867,-15.816,-0.083,-1.352,0.069,0.000,0.001,2,3.115,0.074,0.999,""
0.080,277.220,940.998,124.939,-78.585,15.876,-15.823,-0.282,-1.352,0.066,0.000,0.001,2,0.000,0.543,0.999,""
0.100,276.905,940.677,124.929,-78.613,15.886,-15.828,-0.480,-1.353,0.062,0.000,0.001,2,0.000,0.649,0.998,""
0.120,276.589,940.356,124.915,-78.640,15.886,-15.822,-0.676,-1.352,0.057,0.000,0.001,0,0.000,0.605,0.997,""
0.140,276.273,940.035,124.897,-78.668,15.889,-15.815,-0.872,-1.351,0.057,0.000,0.001,0,0.000,0.623,0.996,""
0.160,275.956,939.715,124.875,-78.695,15.895,-15.809,-1.068,-1.351,0.055,0.000,0.000,0,0.000,0.639,0.995,""
0.180,275.638,939.394,124.850,-78.722,15.903,-15.803,-1.264,-1.350,0.053,0.000,0.000,0,0.000,0.654,0.994,""
0.200,275.332,939.074,124.820,-78.750,15.914,-15.797,-1.459,-1.350,0.048,0.000,0.000,0,0.000,0.669,0.993,""
0.220,275.013,938.755,124.786,-78.777,15.927,-15.790,-1.655,-1.349,0.043,0.000,0.000,0,0.000,0.683,0.991,""
0.240,274.694,938.435,124.749,-78.804,15.943,-15.784,-1.850,-1.349,0.036,0.000,0.000,0,0.000,0.695,0.990,""
0.260,274.373,938.116,124.707,-78.831,15.961,-15.778,-2.046,-1.348,0.029,0.000,0.000,0,0.000,0.707,0.988,""
0.280,274.052,937.797,124.662,-78.859,15.982,-15.771,-2.241,-1.348,0.019,0.000,0.000,0,0.000,0.718,0.986,""
0.300,273.731,937.478,124.613,-78.886,16.005,-15.765,-2.436,-1.347,0.009,0.000,0.000,0,0.000,0.729,0.985,""
0.320,273.408,937.160,124.559,-78.913,16.030,-15.759,-2.631,-1.347,0.000,0.000,0.000,0,0.000,0.738,0.983,""
0.340,273.085,936.841,124.502,-78.940,16.058,-15.752,-2.826,-1.346,0.000,0.000,0.000,0,0.000,0.747,0.981,""
0.360,272.774,936.523,124.441,-78.968,16.088,-15.746,-3.021,-1.346,0.000,0.000,0.000,0,0.000,0.754,0.979,""
0.380,272.450,936.206,124.376,-78.995,16.120,-15.740,-3.216,-1.345,0.000,0.000,0.000,0,0.000,0.761,0.978,""
0.400,272.125,935.888,124.307,-79.022,16.155,-15.733,-3.411,-1.344,0.000,0.000,-0.001,0,0.000,0.767,0.976,""
0.420,271.799,935.571,124.235,-79.049,16.191,-15.727,-3.606,-1.344,0.000,0.000,-0.001,0,0.000,0.773,0.974,""
0.440,271.473,935.254,124.158,-79.076,16.229,-15.721,-3.801,-1.343,0.000,0.000,-0.001,0,0.000,0.777,0.972,""
0.460,271.145,934.937,124.078,-79.103,16.270,-15.715,-3.995,-1.343,0.000,0.000,-0.001,0,0.000,0.781,0.970,""
0.480,270.817,934.621,123.993,-79.130,16.312,-15.708,-4.190,-1.342,0.000,0.000,-0.001,0,0.000,0.784,0.969,""
0.500,270.499,934.304,123.905,-79.157,16.356,-15.702,-4.384,-1.342,0.000,0.000,-0.001,0,0.000,0.787,0.967,""
0.520,270.170,933.988,123.813,-79.184,16.402,-15.696,-4.579,-1.341,0.000,0.000,-0.002,0,0.000,0.788,0.966,""
0.540,269.840,933.673,123.717,-79.211,16.449,-15.689,-4.773,-1.341,0.000,0.000,-0.002,0,0.000,0.789,0.964,""
0.560,269.509,933.357,123.617,-79.238,16.498,-15.683,-4.967,-1.340,0.000,0.000,-0.002,0,0.000,0.789,0.962,""
0.580,269.177,933.042,123.513,-79.265,16.548,-15.677,-5.161,-1.340,0.000,0.000,-0.002,0,0.000,0.789,0.961,""
0.600,268.845,932.727,123.406,-79.292,16.599,-15.671,-5.355,-1.339,0.000,0.000,-0.002,0,0.000,0.788,0.960,""
0.620,268.511,932.412,123.294,-79.319,16.652,-15.664,-5.549,-1.339,0.000,0.000,-0.002,0,0.000,0.786,0.958,""
0.640,268.184,932.097,123.179,-79.346,16.705,-15.658,-5.743,-1.338,0.000,0.000,-0.003,0,0.000,0.783,0.957,""
0.660,267.849,931.783,123.060,-79.373,16.760,-15.652,-5.937,-1.337,0.000,0.000,-0.003,0,0.000,0.780,0.956,""
0.680,267.513,931.469,122.937,-79.399,16.815,-15.646,-6.131,-1.337,0.000,0.000,-0.003,0,0.000,0.777,0.955,""
0.700,267.177,931.155,122.810,-79.426,16.871,-15.639,-6.324,-1.336,0.000,0.000,-0.003,0,0.000,0.772,0.954,""
0.720,266.840,930.841,122.679,-79.453,16.928,-15.633,-6.518,-1.336,0.000,0.000,-0.004,0,0.000,0.768,0.953,""
0.740,266.502,930.528,122.545,-79.480,16.985,-15.627,-6.711,-1.335,0.000,0.000,-0.004,0,0.000,0.762,0.952,""
0.760,266.163,930.214,122.406,-79.507,17.042,-15.621,-6.905,-1.335,0.000,0.000,-0.004,0,0.000,0.756,0.951,""
0.780,265.826,929.901,122.264,-79.533,17.099,-15.614,-7.098,-1.334,0.000,0.200,-0.005,0,0.000,0.750,0.951,""
0.800,265.485,929.589,122.118,-79.560,17.157,-15.608,-7.292,-1.334,0.000,0.200,-0.005,0,0.000,0.743,0.950,""
0.820,265.144,929.276,121.968,-79.587,17.214,-15.602,-7.485,-1.333,0.000,0.200,-0.005,0,0.000,0.736,0.950,""
0.840,264.802,928.964,121.815,-79.614,17.272,-15.596,-7.678,-1.333,0.000,0.200,-0.006,0,0.000,0.728,0.949,""
0.860,264.459,928.652,121.657,-79.640,17.328,-15.589,-7.871,-1.332,0.000,0.200,-0.006,0,0.000,0.720,0.949,""
0.880,264.116,928.340,121.496,-79.667,17.385,-15.583,-8.064,-1.332,0.000,0.200,-0.006,0,0.000,0.711,0.949,""
0.900,263.771,928.031,121.337,-79.693,17.326,-15.568,-7.981,-1.327,0.000,0.200,-0.007,2,13.205,0.736,0.951,""
0.920,263.429,927.720,121.185,-79.720,17.268,-15.633,-7.642,-1.331,0.000,0.200,-0.007,4,26.605,0.761,0.953,""
0.940,263.088,927.408,121.040,-79.746,17.211,-15.710,-7.259,-1.336,0.000,0.200,-0.007,4,28.942,0.823,0.955,""
0.960,262.748,927.094,120.904,-79.773,17.156,-15.791,-6.847,-1.342,0.000,0.200,-0.008,4,30.336,0.824,0.956,""
0.980,262.408,926.778,120.776,-79.800,17.103,-15.872,-6.425,-1.349,0.000,0.200,-0.008,4,30.880,0.778,0.958,""
1.000,262.068,926.461,120.656,-79.827,17.052,-15.949,-6.005,-1.357,0.000,0.200,-0.008,4,30.685,0.710,0.959,""
1.020,261.729,926.142,120.544,-79.854,17.001,-16.019,-5.601,-1.364,0.000,0.200,-0.008,4,29.872,0.635,0.960,""
1.040,261.388,925.821,120.440,-79.881,16.952,-16.079,-5.221,-1.372,0.000,0.200,-0.008,4,28.562,0.552,0.961,""
1.060,261.050,925.501,120.343,-79.909,16.846,-16.074,-4.858,-1.374,0.000,0.000,-0.008,4,26.879,0.472,0.962,""
1.080,260.714,925.180,120.253,-79.936,16.742,-16.058,-4.532,-1.376,0.000,0.000,-0.009,4,24.941,0.397,0.962,""
1.100,260.380,924.860,120.168,-79.964,16.639,-16.031,-4.247,-1.378,0.000,0.000,-0.009,4,22.842,0.324,0.963,""
1.120,260.048,924.541,120.088,-79.991,16.536,-15.992,-4.004,-1.379,0.000,0.000,-0.009,4,20.687,0.259,0.963,""
1.140,259.718,924.222,120.012,-80.019,16.434,-15.941,-3.802,-1.379,0.000,0.000,-0.009,4,18.545,0.206,0.963,""
1.160,259.389,923.905,119.940,-80.047,16.333,-15.881,-3.640,-1.379,0.000,0.000,-0.009,4,16.474,0.167,0.963,""
1.180,259.058,923.589,119.869,-80.074,16.232,-15.810,-3.516,-1.379,0.000,0.000,-0.009,4,14.521,0.134,0.964,""
1.200,258.734,923.274,119.801,-80.102,16.133,-15.731,-3.426,-1.378,0.000,0.000,-0.009,4,12.724,0.108,0.964,""
1.220,258.411,922.962,119.734,-80.129,16.034,-15.644,-3.369,-1.376,0.000,0.000,-0.009,4,11.109,0.088,0.964,""
1.240,258.091,922.651,119.667,-80.157,15.936,-15.550,-3.338,-1.374,0.000,0.000,-0.009,4,9.709,0.050,0.964,""
1.260,257.772,922.342,119.600,-80.184,15.845,-15.456,-3.332,-1.372,0.032,0.000,-0.009,4,8.541,0.036,0.964,""
1.280,257.455,922.032,119.533,-80.212,15.906,-15.504,-3.385,-1.384,0.078,0.000,-0.009,4,7.594,0.029,0.964,""
1.300,257.137,921.724,119.464,-80.240,15.818,-15.405,-3.412,-1.381,0.047,0.000,-0.010,4,6.845,0.032,0.964,""
1.320,256.814,921.415,119.395,-80.267,15.882,-15.449,-3.491,-1.393,0.091,0.000,-0.010,4,6.279,0.035,0.964,""
1.340,256.497,921.105,119.323,-80.296,15.939,-15.484,-3.575,-1.403,0.059,0.000,-0.010,4,5.884,0.038,0.964,""
1.360,256.178,920.798,119.251,-80.324,15.847,-15.375,-3.625,-1.400,0.031,0.000,-0.010,4,5.647,0.029,0.964,""
1.380,255.861,920.490,119.176,-80.352,15.908,-15.412,-3.716,-1.411,0.076,0.000,-0.010,4,5.584,0.020,0.964,""
1.400,255.543,920.184,119.101,-80.380,15.819,-15.306,-3.766,-1.409,0.046,0.000,-0.010,4,5.650,0.012,0.965,""
1.420,255.227,919.877,119.024,-80.408,15.883,-15.346,-3.853,-1.420,0.090,0.000,-0.010,4,5.840,0.027,0.965,""
1.440,254.909,919.569,118.945,-80.437,15.940,-15.383,-3.933,-1.432,0.059,0.000,-0.010,4,6.093,0.038,0.965,""
1.460,254.582,919.264,118.866,-80.466,15.847,-15.277,-3.969,-1.429,0.030,0.000,-0.010,4,6.393,0.049,0.965,""
1.480,254.265,918.958,118.785,-80.495,15.907,-15.320,-4.037,-1.441,0.076,0.000,-0.010,4,6.725,0.057,0.965,""
1.500,253.947,918.653,118.704,-80.523,15.819,-15.221,-4.060,-1.440,0.046,0.000,-0.011,4,7.098,0.028,0.965,""
1.520,253.631,918.348,118.622,-80.552,15.881,-15.270,-4.114,-1.453,0.091,0.000,-0.011,4,7.518,0.029,0.965,""
1.540,253.314,918.042,118.539,-80.582,15.938,-15.316,-4.158,-1.465,0.059,0.000,-0.011,4,7.958,0.030,0.965,""
1.560,252.995,917.738,118.456,-80.611,15.845,-15.220,-4.156,-1.464,0.031,0.000,-0.011,4,8.390,0.047,0.966,""
1.580,252.679,917.433,118.372,-80.641,15.905,-15.274,-4.184,-1.478,0.077,0.000,-0.011,4,8.793,0.064,0.966,""
1.600,252.351,917.129,118.289,-80.670,15.816,-15.185,-4.168,-1.478,0.047,0.000,-0.011,4,9.143,0.077,0.966,""
1.620,252.034,916.825,118.205,-80.700,15.878,-15.244,-4.184,-1.492,0.092,0.000,-0.011,4,9.457,0.068,0.966,""
1.640,251.717,916.519,118.121,-80.730,15.934,-15.299,-4.193,-1.506,0.061,0.000,-0.012,4,9.769,0.064,0.966,""
1.660,251.399,916.215,118.038,-80.760,15.842,-15.212,-4.159,-1.506,0.033,0.000,-0.012,4,10.057,0.067,0.966,""
1.680,251.082,915.910,117.955,-80.791,15.901,-15.273,-4.157,-1.521,0.079,0.000,-0.012,4,10.344,0.072,0.967,""
1.700,250.764,915.606,117.873,-80.821,15.811,-15.191,-4.114,-1.522,0.049,0.000,-0.012,4,10.565,0.088,0.967,""
1.720,250.437,915.301,117.791,-80.852,15.874,-15.256,-4.106,-1.538,0.094,0.000,-0.012,4,10.739,0.104,0.967,""
1.740,250.120,914.995,117.709,-80.883,15.929,-15.316,-4.094,-1.553,0.063,0.000,-0.012,4,10.847,0.116,0.967,""
1.760,249.801,914.691,117.628,-80.914,15.836,-15.233,-4.043,-1.553,0.035,0.000,-0.012,4,10.930,0.076,0.968,""
1.780,249.485,914.385,117.548,-80.946,15.896,-15.296,-4.028,-1.570,0.082,0.000,-0.013,4,11.035,0.091,0.968,""
1.800,249.167,914.079,117.468,-80.977,15.949,-15.355,-4.010,-1.585,0.052,0.000,-0.013,4,11.123,0.074,0.968,""
1.820,248.849,913.773,117.389,-81.009,15.853,-15.270,-3.955,-1.586,0.026,0.000,-0.013,4,11.184,0.097,0.968,""
1.840,248.532,913.467,117.310,-81.041,15.910,-15.332,-3.936,-1.602,0.073,0.000,-0.013,4,11.205,0.116,0.969,""
1.860,248.201,913.163,117.233,-81.073,15.818,-15.251,-3.881,-1.603,0.045,0.000,-0.013,4,11.171,0.132,0.969,""
1.880,247.885,912.857,117.155,-81.106,15.878,-15.315,-3.865,-1.620,0.091,0.000,-0.014,4,11.112,0.116,0.969,""
1.900,247.568,912.549,117.079,-81.138,15.932,-15.374,-3.848,-1.637,0.061,0.000,-0.014,4,11.086,0.100,0.969,""
