time,speed,travel,x,y,z,grounded,lift,torque,contact
0.019,35.662,0.713,-629.715,8.959,14.257,4,7.800,0.050,""
0.039,35.661,1.427,-629.703,8.958,13.544,4,7.909,0.007,""
0.059,35.660,2.140,-629.691,8.955,12.831,4,8.026,0.021,""
0.079,35.660,2.853,-629.679,8.953,12.117,4,8.153,0.038,""
0.099,35.659,3.567,-629.668,8.949,11.404,4,8.297,0.048,""
0.119,35.659,4.280,-629.656,8.945,10.691,4,8.458,0.051,""
0.139,35.658,4.993,-629.644,8.940,9.978,4,8.636,0.051,""
0.159,35.658,5.706,-629.632,8.936,9.265,4,8.825,0.049,""
0.179,35.658,6.420,-629.620,8.930,8.551,4,9.021,0.045,""
0.199,35.658,7.133,-629.609,8.925,7.838,4,9.218,0.040,""
0.219,35.658,7.846,-629.597,8.919,7.125,4,9.409,0.035,""
0.239,35.658,8.559,-629.585,8.913,6.412,4,9.591,0.030,""
0.259,35.658,9.272,-629.573,8.908,5.699,4,9.759,0.025,""
0.279,35.658,9.986,-629.562,8.902,4.986,4,9.909,0.021,""
0.299,35.658,10.699,-629.550,8.896,4.273,4,10.041,0.017,""
0.319,35.658,11.412,-629.538,8.891,3.560,4,10.151,0.014,""
0.339,35.658,12.125,-629.526,8.886,2.847,4,10.240,0.011,""
0.359,35.658,12.838,-629.514,8.881,2.134,4,10.309,0.009,""
0.379,35.658,13.551,-629.503,8.876,1.421,4,10.357,0.007,""
0.399,35.658,14.265,-629.491,8.871,0.708,4,10.385,0.005,""
0.419,35.658,14.978,-629.479,8.867,-0.005,4,10.397,0.004,""
0.439,35.658,15.691,-629.467,8.863,-0.719,4,10.394,0.003,""
0.459,35.658,16.404,-629.456,8.859,-1.432,4,10.377,0.002,""
0.479,35.658,17.117,-629.444,8.855,-2.145,4,10.350,0.001,""
0.499,35.658,17.830,-629.432,8.851,-2.858,4,10.314,0.001,""
0.519,35.658,18.543,-629.420,8.848,-3.571,4,10.271,0.000,""
0.539,35.658,19.257,-629.409,8.845,-4.284,4,10.224,0.000,""
0.559,35.658,19.970,-629.397,8.842,-4.997,4,10.174,0.000,""
0.579,35.658,20.683,-629.385,8.839,-5.710,4,10.123,0.000,""
0.599,35.658,21.396,-629.373,8.836,-6.423,4,10.072,0.000,""
0.619,35.658,22.109,-629.362,8.833,-7.136,4,10.023,0.000,""
0.639,35.658,22.822,-629.350,8.831,-7.849,4,9.976,0.000,""
0.659,35.658,23.536,-629.338,8.828,-8.562,4,9.933,0.000,""
0.679,35.658,24.249,-629.326,8.826,-9.275,4,9.894,0.001,""
0.699,35.658,24.962,-629.315,8.823,-9.988,4,10.444,0.001,""
0.719,35.658,25.675,-629.303,8.821,-10.701,4,10.391,0.065,""
0.739,35.658,26.388,-629.291,8.819,-11.414,4,10.383,0.107,""
0.759,35.658,27.101,-629.279,8.818,-12.127,4,10.974,0.132,""
0.779,35.658,27.814,-629.268,8.817,-12.840,4,10.778,0.082,""
0.799,35.657,28.527,-629.256,8.816,-13.553,4,10.535,0.046,""
0.819,35.657,29.240,-629.244,8.816,-14.266,4,10.275,0.020,""
0.839,35.657,29.953,-629.232,8.815,-14.979,4,10.022,0.002,""
0.859,35.657,30.667,-629.221,8.815,-15.692,4,9.789,0.009,""
0.879,35.656,31.380,-629.209,8.814,-16.405,4,9.588,0.016,""
0.899,35.656,32.093,-629.197,8.814,-17.118,4,9.423,0.020,""
