time,speed,signedSpeed,valid,grounded,timer,visible,rendered
0.000,0.000,0.000,False,0,0.000,False,False
0.008,0.000,0.000,False,0,0.000,False,False
0.017,0.288,0.000,False,2,0.000,False,False
0.031,0.290,0.000,False,2,0.000,False,False
0.039,0.575,-0.110,True,2,0.000,False,False
0.047,0.576,-0.110,True,2,0.000,False,False
0.056,0.856,-0.330,True,4,0.000,False,False
0.064,0.858,-0.330,True,4,0.000,False,False
0.072,0.859,-0.330,True,4,0.000,False,False
0.081,1.135,-0.610,True,4,0.000,False,False
0.089,1.136,-0.610,True,4,0.000,False,False
0.097,1.407,-0.891,True,4,0.000,False,False
0.106,1.408,-0.891,True,4,0.000,False,False
0.114,1.676,-1.184,True,4,0.000,False,False
0.122,1.676,-1.184,True,4,0.000,False,False
0.131,1.677,-1.184,True,4,0.000,False,False
0.139,1.940,-1.477,True,4,0.000,False,False
0.147,1.941,-1.477,True,4,0.000,False,False
0.156,2.200,-1.770,True,4,0.000,False,False
0.164,2.200,-1.770,True,4,0.000,False,False
0.172,2.201,-1.770,True,4,0.000,False,False
0.181,2.457,-2.039,True,4,0.000,False,False
0.189,2.457,-2.039,True,4,0.000,False,False
0.197,2.710,-2.332,True,4,0.000,False,False
0.206,2.710,-2.332,True,4,0.000,False,False
0.214,2.960,-2.600,True,4,0.000,False,False
0.222,2.960,-2.600,True,4,0.000,False,False
0.231,2.960,-2.600,True,4,0.000,False,False
0.239,3.208,-2.869,True,4,0.000,False,False
0.247,3.208,-2.869,True,4,0.000,False,False
0.256,3.453,-3.137,True,4,0.020,False,False
0.264,3.453,-3.137,True,4,0.020,False,False
0.272,3.453,-3.137,True,4,0.020,False,False
0.281,3.696,-3.394,True,4,0.040,False,False
0.289,3.696,-3.394,True,4,0.040,False,False
0.297,3.937,-3.650,True,4,0.060,False,False
0.306,3.937,-3.650,True,4,0.060,False,False
0.314,4.176,-3.894,True,4,0.080,False,False
0.322,4.176,-3.894,True,4,0.080,False,False
0.331,4.176,-3.894,True,4,0.080,False,False
0.339,4.413,-4.138,True,4,0.100,False,False
0.347,4.413,-4.138,True,4,0.100,False,False
0.356,4.649,-4.382,True,4,0.120,False,False
0.364,4.649,-4.382,True,4,0.120,False,False
0.372,4.649,-4.382,True,4,0.120,False,False
0.381,4.882,-4.626,True,4,0.140,False,False
0.389,4.882,-4.626,True,4,0.140,False,False
0.397,5.114,-4.871,True,4,0.160,False,False
0.406,5.114,-4.871,True,4,0.160,False,False
0.414,5.345,-6.274,True,4,0.180,False,False
0.422,5.345,-6.274,True,4,0.180,False,False
0.431,5.345,-6.274,True,4,0.180,False,False
0.439,5.574,-5.334,True,4,0.200,False,False
0.447,5.574,-5.334,True,4,0.200,False,False
0.456,5.801,-5.566,True,4,0.220,False,False
0.464,5.801,-5.566,True,4,0.220,False,False
0.472,5.801,-5.566,True,4,0.220,False,False
0.481,6.027,-5.798,True,4,0.240,False,False
0.489,6.027,-5.798,True,4,0.240,False,False
0.497,6.251,-6.018,True,4,0.260,False,False
0.506,6.251,-6.018,True,4,0.260,False,False
0.514,6.474,-6.238,True,4,0.280,False,False
0.522,6.474,-6.238,True,4,0.280,False,False
0.531,6.474,-6.238,True,4,0.280,False,False
0.539,6.695,-6.458,True,4,0.300,False,False
0.548,6.695,-6.458,True,4,0.300,False,False
0.556,6.915,-6.677,True,4,0.320,False,False
0.564,6.915,-6.677,True,4,0.320,False,False
0.573,7.133,-6.897,True,4,0.340,False,False
0.581,7.133,-6.897,True,4,0.340,False,False
0.589,7.133,-6.897,True,4,0.340,False,False
0.598,7.350,-7.117,True,4,0.360,False,False
0.606,7.350,-7.117,True,4,0.360,False,False
0.614,7.565,-7.336,True,4,0.380,False,False
0.623,7.565,-7.336,True,4,0.380,False,False
0.631,7.565,-7.336,True,4,0.380,False,False
0.639,7.779,-7.556,True,4,0.400,False,False
0.648,7.779,-7.556,True,4,0.400,False,False
0.656,7.991,-7.776,True,4,0.420,False,False
0.664,7.991,-7.776,True,4,0.420,False,False
0.673,8.202,-7.983,True,4,0.440,False,False
0.681,8.202,-7.983,True,4,0.440,False,False
0.689,8.202,-7.983,True,4,0.440,False,False
0.698,8.411,-9.338,True,4,0.460,False,False
0.706,8.411,-9.338,True,4,0.460,False,False
0.714,8.619,-8.398,True,4,0.480,False,False
0.723,8.619,-8.398,True,4,0.480,False,False
0.731,8.619,-8.398,True,4,0.480,False,False
0.739,8.826,-8.606,True,4,0.500,False,False
0.748,8.826,-8.606,True,4,0.500,False,False
0.756,9.031,-8.813,True,4,0.520,False,False
0.764,9.031,-8.813,True,4,0.520,False,False
0.773,9.234,-9.021,True,4,0.540,False,False
0.781,9.234,-9.021,True,4,0.540,False,False
0.789,9.234,-9.021,True,4,0.540,False,False
0.798,9.436,-9.216,True,4,0.560,False,False
0.806,9.436,-9.216,True,4,0.560,False,False
0.814,9.637,-9.412,True,4,0.580,False,False
0.823,9.637,-9.412,True,4,0.580,False,False
0.831,9.637,-9.412,True,4,0.580,False,False
0.839,9.836,-9.619,True,4,0.600,False,False
0.848,9.836,-9.619,True,4,0.600,False,False
0.856,10.034,-9.814,True,4,0.620,False,False
0.864,10.034,-9.814,True,4,0.620,False,False
0.873,10.230,-10.022,True,4,0.640,False,False
0.881,10.230,-10.022,True,4,0.640,False,False
0.889,10.230,-10.022,True,4,0.640,False,False
0.898,10.425,-11.328,True,4,0.660,False,False
0.906,10.425,-11.328,True,4,0.660,False,False
0.914,10.619,-10.413,True,4,0.680,False,False
0.923,10.619,-10.413,True,4,0.680,False,False
0.931,10.619,-10.413,True,4,0.680,False,False
0.939,10.811,-10.608,True,4,0.700,False,False
0.948,10.811,-10.608,True,4,0.700,False,False
0.956,11.001,-10.791,True,4,0.720,False,False
0.965,11.001,-10.791,True,4,0.720,False,False
0.973,11.191,-10.986,True,4,0.740,False,False
0.981,11.191,-10.986,True,4,0.740,False,False
0.990,11.191,-10.986,True,4,0.740,False,False
0.998,11.378,-11.169,True,4,0.760,False,False
1.006,11.378,-11.169,True,4,0.760,False,False
1.015,11.565,-11.365,True,4,0.780,False,False
1.023,11.565,-11.365,True,4,0.780,False,False
1.031,11.565,-11.365,True,4,0.780,False,False
1.040,11.750,-11.536,True,4,0.800,False,False
1.048,11.750,-11.536,True,4,0.800,False,False
1.056,11.933,-12.793,True,4,0.820,False,False
1.065,11.933,-12.793,True,4,0.820,False,False
1.073,12.116,-11.914,True,4,0.840,False,False
1.081,12.116,-11.914,True,4,0.840,False,False
1.090,12.116,-11.914,True,4,0.840,False,False
1.098,12.297,-12.097,True,4,0.860,False,False
1.106,12.297,-12.097,True,4,0.860,False,False
1.115,12.476,-12.268,True,4,0.880,False,False
