course,vehicle,route,mode,repeat,seconds,recoveries,misses,maxLateral,minUpright,finished
Forest Loop Reverse,moto,Granite Saddle,normal,0,22.739,0,0,0.000,0.838,True
Forest Loop Reverse,moto,Granite Saddle,clean,0,150.017,2,0,0.000,0.272,False
Forest Loop Reverse,moto,Granite Saddle,imperfect,0,150.007,0,0,0.000,0.562,False
Forest Loop Reverse,moto,Fern Gully,normal,0,29.181,2,0,0.000,0.125,True
Forest Loop Reverse,moto,Fern Gully,clean,0,21.962,0,0,8.818,0.734,True
Forest Loop Reverse,moto,Fern Gully,imperfect,0,23.907,0,0,3.102,0.981,True
Forest Loop Reverse,atv,Granite Saddle,normal,0,24.481,0,0,0.000,0.805,True
Forest Loop Reverse,atv,Granite Saddle,clean,0,150.002,0,0,0.000,0.785,False
Forest Loop Reverse,atv,Granite Saddle,imperfect,0,59.074,0,0,0.000,0.427,True
Forest Loop Reverse,atv,Fern Gully,normal,0,29.729,2,0,0.000,0.114,True
Forest Loop Reverse,atv,Fern Gully,clean,0,150.020,24,0,5.203,0.975,False
Forest Loop Reverse,atv,Fern Gully,imperfect,0,150.004,22,0,2.890,0.993,False
