time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.017,42.596,0.852,-630.218,8.342,-149.208,4,7.777,0.078,"Ground_80_320:(0.001, 1.000, -0.004) separation=0.0039 impulse=0.000;Ground_80_320:(0.001, 1.000, -0.004) separation=0.0024 impulse=0.000;Ground_80_320:(0.001, 1.000, -0.004) separation=0.0013 impulse=0.000;Ground_80_320:(0.001, 1.000, -0.004) separation=0.0028 impulse=0.000;Ground_80_320:(0.001, 1.000, -0.004) separation=0.0014 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,-39.148,-0.703,-0.042,42.590,0.000,0.012
0.037,42.589,1.703,-630.232,8.341,-148.357,4,8.441,0.014,"",0.202,0.000,0.000,42.589,0.000,1.000,-38.297,-0.703,-0.069,42.583,0.000,0.017
0.057,42.582,2.555,-630.246,8.339,-147.506,4,9.060,0.021,"",0.206,0.000,0.001,42.582,0.000,1.000,-37.445,-0.703,-0.084,42.576,0.028,0.019
0.077,42.575,3.406,-630.260,8.337,-146.654,4,9.612,0.040,"",0.209,0.000,-0.002,42.575,0.000,1.000,-36.594,-0.702,-0.088,42.569,-0.052,0.019
0.097,42.568,4.258,-630.274,8.336,-145.803,4,10.078,0.046,"",0.213,0.000,0.003,42.568,0.000,1.000,-35.742,-0.702,-0.083,42.562,0.074,0.017
0.117,42.561,5.109,-630.288,8.334,-144.952,4,10.453,0.047,"",0.216,0.000,-0.004,42.561,0.000,1.000,-34.891,-0.702,-0.070,42.555,-0.095,0.016
0.137,42.554,5.960,-630.302,8.333,-144.101,4,10.738,0.045,"",0.220,0.000,0.005,42.554,0.000,1.000,-34.040,-0.702,-0.051,42.548,0.114,0.014
0.157,42.548,6.811,-630.316,8.333,-143.251,4,10.940,0.040,"",0.223,0.000,-0.006,42.548,0.000,1.000,-33.189,-0.702,-0.028,42.542,-0.128,0.012
0.177,42.541,7.661,-630.330,8.332,-142.400,4,11.066,0.035,"",0.226,0.000,0.006,42.541,0.000,1.000,-32.339,-0.702,-0.003,42.535,0.141,0.010
0.197,42.535,8.512,-630.344,8.333,-141.549,4,11.126,0.030,"",0.229,0.000,-0.007,42.535,0.000,1.000,-31.488,-0.701,0.023,42.529,-0.152,0.008
0.217,42.529,9.363,-630.358,8.334,-140.699,4,11.132,0.026,"",0.233,0.000,0.007,42.529,0.000,1.000,-30.637,-0.701,0.049,42.523,0.161,0.007
0.237,42.523,10.213,-630.372,8.335,-139.849,4,11.093,0.022,"",0.236,0.000,-0.008,42.523,0.000,1.000,-29.787,-0.701,0.075,42.517,-0.168,0.006
0.257,42.517,11.063,-630.387,8.337,-138.998,4,11.019,0.018,"",0.239,0.000,0.008,42.517,0.000,1.000,-28.937,-0.701,0.099,42.511,0.175,0.005
0.277,42.511,11.913,-630.401,8.340,-138.148,4,10.918,0.015,"",0.242,0.000,-0.008,42.511,0.000,1.000,-28.087,-0.701,0.121,42.505,-0.179,0.004
0.297,42.505,12.764,-630.415,8.343,-137.298,4,10.800,0.012,"",0.244,0.000,0.008,42.505,0.000,1.000,-27.236,-0.701,0.141,42.499,0.183,0.004
0.317,42.500,13.614,-630.429,8.346,-136.449,4,10.670,0.009,"",0.247,0.000,-0.008,42.500,0.000,1.000,-26.387,-0.701,0.158,42.494,-0.187,0.003
0.337,42.495,14.463,-630.443,8.349,-135.599,4,10.534,0.008,"",0.250,0.000,0.009,42.495,0.000,1.000,-25.537,-0.701,0.173,42.489,0.190,0.003
0.357,42.489,15.313,-630.457,8.353,-134.749,4,10.399,0.006,"",0.253,0.000,-0.009,42.489,0.000,1.000,-24.687,-0.700,0.185,42.483,-0.192,0.003
0.377,42.484,16.163,-630.471,8.357,-133.900,4,10.267,0.005,"",0.255,0.000,-0.009,42.484,0.000,1.000,-23.837,-0.701,0.194,42.478,-0.194,0.007
