time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.001,42.596,0.852,-625.519,8.342,-149.131,4,7.800,0.042,"Ground_80_320:(0.000, 1.000, -0.004) separation=0.0129 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0185 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0165 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0037 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0067 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0099 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0169 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0120 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0184 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0105 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0150 impulse=0.000;Ground_80_320:(0.000, 1.000, -0.004) separation=0.0166 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,-39.148,-0.703,-0.042,42.590,0.000,0.008
0.021,42.587,1.703,-625.533,8.341,-148.279,4,8.435,0.006,"",0.202,0.000,0.000,42.587,0.000,1.000,-38.297,-0.703,-0.069,42.581,0.000,0.013
0.041,42.577,2.555,-625.547,8.339,-147.428,4,9.027,0.017,"",0.207,0.000,0.001,42.577,0.000,1.000,-37.445,-0.702,-0.085,42.571,0.020,0.016
0.061,42.568,3.406,-625.561,8.337,-146.577,4,9.563,0.032,"",0.211,0.000,-0.002,42.568,0.000,1.000,-36.594,-0.702,-0.089,42.562,-0.044,0.017
0.081,42.559,4.257,-625.575,8.336,-145.726,4,10.025,0.039,"",0.216,0.000,0.003,42.559,0.000,1.000,-35.743,-0.702,-0.085,42.553,0.063,0.017
0.101,42.550,5.108,-625.589,8.334,-144.875,4,10.406,0.042,"",0.221,0.000,-0.004,42.550,0.000,1.000,-34.892,-0.702,-0.073,42.544,-0.079,0.016
0.121,42.541,5.959,-625.603,8.333,-144.025,4,10.704,0.042,"",0.225,0.000,0.004,42.541,0.000,1.000,-34.041,-0.702,-0.055,42.536,0.099,0.014
0.141,42.532,6.809,-625.617,8.332,-143.174,4,10.921,0.040,"",0.229,0.000,-0.005,42.533,0.000,1.000,-33.191,-0.701,-0.033,42.527,-0.115,0.013
0.161,42.524,7.660,-625.631,8.332,-142.324,4,11.064,0.037,"",0.234,0.000,0.006,42.524,0.000,1.000,-32.340,-0.701,-0.008,42.518,0.131,0.011
0.181,42.516,8.510,-625.645,8.333,-141.474,4,11.140,0.033,"",0.238,0.000,-0.006,42.516,0.000,1.000,-31.490,-0.701,0.019,42.510,-0.144,0.010
0.201,42.507,9.360,-625.659,8.334,-140.624,4,11.159,0.029,"",0.242,0.000,0.007,42.507,0.000,1.000,-30.640,-0.701,0.046,42.502,0.155,0.008
0.221,42.499,10.210,-625.673,8.335,-139.774,4,11.129,0.025,"",0.246,0.000,-0.007,42.499,0.000,1.000,-29.790,-0.701,0.072,42.493,-0.163,0.007
0.241,42.491,11.060,-625.687,8.337,-138.924,4,11.061,0.021,"",0.250,0.000,0.008,42.491,0.000,1.000,-28.940,-0.701,0.097,42.485,0.171,0.006
0.261,42.483,11.910,-625.701,8.339,-138.075,4,10.963,0.017,"",0.254,0.000,-0.008,42.483,0.000,1.000,-28.090,-0.700,0.120,42.477,-0.177,0.005
0.281,42.476,12.759,-625.715,8.342,-137.225,4,10.843,0.014,"",0.258,0.000,0.008,42.476,0.000,1.000,-27.241,-0.700,0.141,42.470,0.181,0.005
0.301,42.468,13.608,-625.729,8.345,-136.376,4,10.710,0.012,"",0.262,0.000,-0.008,42.468,0.000,1.000,-26.392,-0.700,0.159,42.462,-0.186,0.004
