CR-014 ordinary-frame virtual Gamepad; 6000.6.1f1; editor=True; 734x293; quality=PC; vSync=0; target=-1; CPU=Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz; GPU=NVIDIA GeForce GTX 1660 Ti; RAM=65341MB; graphics=Direct3D11; shadowDistance=40; fixedDelta=0.01999999
Recorder validity main=True, render=False, physics=True, draws=True, triangles=True. CPU markers include waits; no GPU timing claim. 3s warmup + 39s measured per section; repetitions=1; forestRenderingDisabled=False. Initial pose only is teleported, no manual physics stepping.
run,route,n,median_ms,p95_ms,p99_ms,max_ms,over33ms,main_median_ms,render_median_ms,physics_median_ms,allocated_MB,reserved_MB,peak_mps,min_up,max_path_error_m,distance_m,end_index,physics_p95_ms,last_draws,last_triangles
1,reforested-old-yard,4705,7.085,16.884,26.770,90.795,19,7.318,-1.000,0.000,1789.2,3273.8,3.92,0.991,2.43,119.8,55,0.446,0,476905
1,house-access-out,3412,8.082,23.429,43.000,1695.570,69,8.487,-1.000,0.000,1789.5,3273.8,4.41,0.980,7.07,46.7,37,0.813,0,429927
1,house-access-in,2965,9.598,33.047,47.352,106.602,145,10.310,-1.000,0.127,1789.6,3273.8,4.41,0.979,6.40,47.9,37,0.735,0,1586263
