time,x,y,z,speed,branchStation,activeBranch,misses,recoveries
0.01627636,957.9289,163.1876,139.2016,0.3599865,0,False,0,0
0.03627634,957.9399,163.1948,139.1953,0.7172762,0,False,0,0
0.05627632,957.9567,163.2022,139.1855,1.071642,0,False,0,0
0.0762763,957.9795,163.2097,139.1724,1.422767,0,False,0,0
0.09627628,958.0082,163.2173,139.1558,1.770422,0,False,0,0
0.1162763,958.043,163.2248,139.1357,2.114467,0,False,0,0
0.1362762,958.0836,163.2322,139.1123,2.454849,0,False,0,0
0.1562762,958.1301,163.2396,139.0854,2.791583,0,False,0,0
0.1762762,958.1826,163.247,139.0551,3.124744,0,False,0,0
0.1962762,958.2407,163.2544,139.0215,3.45444,0,False,0,0
0.2162762,958.3047,163.262,138.9845,3.780813,0,False,0,0
0.2362761,958.3744,163.2699,138.9442,4.103997,0,False,0,0
0.2562761,958.4496,163.278,138.9006,4.424153,0,False,0,0
0.2762761,958.5306,163.2866,138.8538,4.741418,0,False,0,0
0.2962761,958.6169,163.2957,138.8037,5.055951,0,False,0,0
0.3162761,958.7088,163.3053,138.7504,5.367867,0,False,0,0
0.3362761,958.806,163.3156,138.694,5.67728,0,False,0,0
0.356276,958.9086,163.3265,138.6343,5.984291,0,False,0,0
0.376276,959.0165,163.3381,138.5716,6.288991,0,False,0,0
0.3962762,959.1296,163.3504,138.5057,6.591466,0,False,0,0
0.4162762,959.248,163.3632,138.4366,6.891788,0,False,0,0
0.4362762,959.3715,163.3767,138.3645,7.190046,0,False,0,0
0.4562762,959.5001,163.3907,138.2893,7.48632,0,False,0,0
0.4762762,959.6337,163.4052,138.211,7.780673,0,False,0,0
0.4962761,959.7724,163.4201,138.1296,8.073165,0,False,0,0
0.5162761,959.916,163.4356,138.0451,8.363838,0,False,0,0
0.5362761,960.0645,163.4517,137.9576,8.652712,0,False,0,0
0.5562761,960.2179,163.4682,137.8671,8.939812,0,False,0,0
0.5762761,960.3762,163.4852,137.7735,9.225159,0,False,0,0
0.596276,960.5392,163.5026,137.6768,9.508751,0,False,0,0
0.616276,960.707,163.5204,137.5771,9.790649,0,False,0,0
0.636276,960.8795,163.5384,137.4744,10.07089,0,False,0,0
0.656276,961.0567,163.5567,137.3686,10.34949,0,False,0,0
0.676276,961.2385,163.5753,137.2597,10.62648,0,False,0,0
0.6962759,961.4249,163.5941,137.1478,10.90186,0,False,0,0
0.7162759,961.6158,163.6133,137.0329,11.17563,0,False,0,0
0.7362759,961.8113,163.6327,136.9148,11.44779,0,False,0,0
0.7562759,962.0112,163.6523,136.7938,11.71834,0,False,0,0
0.7762761,962.2156,163.6721,136.6696,11.98734,0,False,0,0
0.7962761,962.4244,163.692,136.5423,12.25478,0,False,0,0
0.8162761,962.6376,163.7121,136.412,12.5207,0,False,0,0
0.8362761,962.855,163.7324,136.2786,12.78509,0,False,0,0
0.856276,963.0768,163.7529,136.1422,13.04794,0,False,0,0
0.876276,963.3027,163.7736,136.0026,13.30925,0,False,0,0
0.896276,963.5329,163.7944,135.8598,13.56905,0,False,0,0
0.916276,963.7673,163.8152,135.714,13.82738,0,False,0,0
0.936276,964.0057,163.8362,135.5651,14.08424,0,False,0,0
0.9562759,964.2482,163.8573,135.413,14.33962,0,False,0,0
0.9762759,964.4948,163.8786,135.2578,14.59352,0,False,0,0
0.9962759,964.7452,163.9,135.0994,14.84596,0,False,0,0
1.016276,964.9998,163.9214,134.9379,15.09697,0,False,0,0
1.036276,965.2581,163.9428,134.7731,15.34657,0,False,0,0
1.056276,965.5204,163.9644,134.6052,15.59475,0,False,0,0
1.076276,965.7864,163.986,134.4342,15.84151,0,False,0,0
1.096276,966.0563,164.0076,134.2599,16.08686,0,False,0,0
1.116276,966.33,164.0292,134.0824,16.33083,0,False,0,0
1.136276,966.6074,164.0508,133.9017,16.57345,0,False,0,0
1.156276,966.8883,164.0724,133.7177,16.8147,0,False,0,0
1.176276,967.173,164.0941,133.5305,17.05458,0,False,0,0
1.196276,967.4612,164.1156,133.3401,17.29313,0,False,0,0
1.216276,967.7531,164.137,133.1463,17.53037,0,False,0,0
1.236276,968.0483,164.1583,132.9494,17.7663,0,False,0,0
1.256276,968.3471,164.1796,132.7491,18.00092,0,False,0,0
1.276276,968.6494,164.2007,132.5455,18.23423,0,False,0,0
1.296276,968.9549,164.2217,132.3386,18.46627,0,False,0,0
1.316276,969.2638,164.2425,132.1283,18.69704,0,False,0,0
1.336276,969.576,164.2632,131.9148,18.92654,0,False,0,0
1.356276,969.8915,164.2837,131.6979,19.15478,0,False,0,0
1.376276,970.2103,164.3039,131.4776,19.38178,0,False,0,0
1.396276,970.5322,164.3239,131.2539,19.60756,0,False,0,0
1.416276,970.8572,164.3437,131.0269,19.83212,0,False,0,0
1.436276,971.1851,164.3632,130.7967,20.03481,0,False,0,0
1.456276,971.515,164.3823,130.5638,20.19734,0,False,0,0
1.476276,971.8466,164.401,130.3286,20.32802,0,False,0,0
1.496276,972.1791,164.4193,130.0912,20.43329,0,False,0,0
1.516276,972.5046,164.4368,129.8579,20.02429,0,False,0,0
1.536276,972.8238,164.4534,129.6279,19.668,0,False,0,0
1.556276,973.1373,164.4692,129.4007,19.36017,0,False,0,0
1.576276,973.4461,164.4842,129.1758,19.09422,0,False,0,0
1.596276,973.7506,164.4985,128.9528,18.86453,0,False,0,0
1.616276,974.0514,164.512,128.7313,18.66832,0,False,0,0
1.636276,974.3488,164.5248,128.5111,18.49619,0,False,0,0
1.656276,974.6432,164.5369,128.2918,18.34761,0,False,0,0
1.676276,974.9351,164.5484,128.0733,18.2194,0,False,0,0
1.696276,975.2247,164.5593,127.8554,18.1088,0,False,0,0
1.716276,975.5121,164.5696,127.6379,18.01472,0,False,0,0
1.736276,975.7963,164.5793,127.4217,17.83745,0,False,0,0
1.756276,976.0771,164.5885,127.207,17.66207,0,False,0,0
1.776276,976.3547,164.5971,126.9937,17.48859,0,False,0,0
1.796276,976.629,164.6052,126.7818,17.3207,0,False,0,0
1.816276,976.9033,164.6129,126.5689,17.34508,0,False,0,0
1.836276,977.1773,164.6202,126.355,17.36582,0,False,0,0
1.856276,977.451,164.6272,126.1403,17.38251,0,False,0,0
1.876276,977.7208,164.6338,125.9278,17.15678,0,False,0,0
1.896276,977.987,164.6399,125.717,16.96183,0,False,0,0
