course,mode,vehicle,speed,line,direction,travel,air,minUp,recovered,awards,completed
Street Loop Reverse,roam,original,32,0,-1,236.11,4.86,0.905,True,0,True
Street Loop Reverse,roam,tourer,32,0,-1,235.72,4.70,0.906,True,0,True
Street Loop Reverse,roam,moto,32,0,-1,239.78,5.08,0.607,True,0,True
Street Loop Reverse,roam,atv,32,0,-1,238.56,5.20,0.900,True,0,True
