time,x,y,z,vx,vy,vz,speed,wheels,up,s,clearance,throttle,brake,steer
0.02000046,1187.203,152.6792,205.9806,-0.2596334,-0.04015462,-0.073703,0.2698919,4,1,5.00544,0.3291931,1,0,4.291535E-07
0.03999901,1187.192,152.6777,205.9776,-0.5178154,-0.0728201,-0.146994,0.538275,4,1,5.016225,0.3277435,1,0,-5.245209E-07
0.05999947,1187.177,152.6758,205.9733,-0.774554,-0.09836443,-0.2198752,0.8051578,4,1,5.032339,0.3257751,1,0,-5.602837E-07
0.07999992,1187.156,152.6734,205.9674,-1.029858,-0.1172552,-0.2923491,1.070549,4,1,5.053781,0.3234253,1,0,-1.192093E-06
0.1000004,1187.131,152.6708,205.9601,-1.283734,-0.1300635,-0.3644178,1.334456,4,1,5.080433,0.3208313,1,0,-2.324581E-06
0.1199989,1187.1,152.6681,205.9514,-1.536191,-0.1374474,-0.4360836,1.596888,4,1,5.112409,0.3180847,1,0,-7.271767E-07
0.1399994,1187.064,152.6653,205.9412,-1.787237,-0.1400782,-0.5073488,1.857853,4,1,5.149587,0.3152771,1,0,-1.144409E-06
0.1599998,1187.023,152.6625,205.9297,-2.036879,-0.1386387,-0.5782157,2.117359,4,1,5.191967,0.3125,1,0,-1.752377E-06
0.1800003,1186.978,152.6598,205.9167,-2.285126,-0.1338212,-0.6486863,2.375415,4,1,5.239429,0.3098297,1,0,-2.467632E-06
0.1999989,1186.927,152.6573,205.9023,-2.531985,-0.1263061,-0.7187629,2.632027,4,1,5.292087,0.3072968,1,0,-1.561642E-06
0.2199993,1186.871,152.655,205.8866,-2.777463,-0.1167045,-0.7884479,2.887205,4,1,5.349822,0.3049622,1,0,-2.217293E-06
0.2399998,1186.811,152.6528,205.8694,-3.02157,-0.1056086,-0.8577433,3.140957,4,1,5.412634,0.3028564,1,0,-2.658367E-06
0.2600002,1186.746,152.651,205.8509,-3.264312,-0.09355537,-0.9266513,3.39329,4,1,5.480522,0.3009796,1,0,-2.861023E-06
0.2800007,1186.676,152.6494,205.831,-3.505697,-0.08099585,-0.9951741,3.644213,4,1,5.553361,0.2993622,1,0,-2.801418E-06
0.2999992,1186.601,152.648,205.8097,-3.745733,-0.06834827,-1.063314,3.893733,4,1,5.631272,0.2979889,1,0,-2.133846E-06
0.3199997,1186.521,152.6469,205.7871,-3.984427,-0.05594396,-1.131073,4.141858,4,1,5.714134,0.296875,1,0,-2.741814E-06
0.3400002,1186.437,152.646,205.7631,-4.221786,-0.04408104,-1.198453,4.388596,4,1,5.801941,0.29599,1,0,-2.682209E-06
0.3600006,1186.347,152.6453,205.7378,-4.457819,-0.03297012,-1.265456,4.633954,4,1,5.894579,0.2953339,1,0,-3.433228E-06
0.3799992,1186.254,152.6449,205.7112,-4.692532,-0.02278805,-1.332085,4.877941,4,1,5.992159,0.2948761,1,0,-1.704693E-06
0.3999996,1186.155,152.6446,205.6832,-4.925933,-0.01364368,-1.398341,5.120564,4,1,6.094563,0.2946014,1,0,-2.264977E-06
0.4200001,1186.052,152.6445,205.6539,-5.158029,-0.005608579,-1.464227,5.361831,4,1,6.201788,0.2944946,1,0,-1.811981E-06
0.4400005,1185.944,152.6445,205.6233,-5.388828,0.001277025,-1.529745,5.601749,4,1,6.313834,0.2945251,1,0,-1.764298E-06
0.4599991,1185.832,152.6447,205.5914,-5.618337,0.007018946,-1.594896,5.840326,4,1,6.430696,0.2946625,1,0,-2.18153E-06
0.4799995,1185.715,152.6449,205.5582,-5.846562,0.01166178,-1.659683,6.077569,4,1,6.552257,0.2948914,1,0,-4.518032E-06
0.5,1185.593,152.6452,205.5237,-6.073512,0.01526278,-1.724108,6.313486,4,1,6.678518,0.2951965,1,0,-5.400181E-06
0.5200005,1185.467,152.6455,205.488,-6.299193,0.01788984,-1.788173,6.548084,4,1,6.809474,0.2955475,1,0,-4.87566E-06
0.539999,1185.337,152.6459,205.4509,-6.523612,0.01963964,-1.85188,6.78137,4,1,6.94512,0.2959442,1,0,-4.351139E-06
0.5599995,1185.202,152.6463,205.4126,-6.746778,0.02059335,-1.91523,7.013353,4,1,7.08534,0.2963562,1,0,-5.400181E-06
0.5799999,1185.063,152.6468,205.3731,-6.968695,0.02085875,-1.978227,7.244038,4,1,7.230249,0.2967682,1,0,-4.577637E-06
0.6000004,1184.919,152.6472,205.3323,-7.189372,0.02054623,-2.040871,7.473436,4,1,7.379729,0.2971802,1,0,-5.245209E-06
0.6199989,1184.771,152.6476,205.2902,-7.408815,0.01974846,-2.103166,7.701549,4,1,7.533778,0.2975769,1,0,-5.507469E-06
0.6399994,1184.618,152.6479,205.2469,-7.627031,0.01856307,-2.165112,7.928388,4,1,7.692392,0.2979431,1,0,-5.483627E-06
0.6599998,1184.461,152.6483,205.2023,-7.844027,0.01709183,-2.226712,8.153957,4,1,7.855453,0.2982788,1,0,-6.628037E-06
0.6800003,1184.3,152.6486,205.1566,-8.059811,0.01542026,-2.287968,8.378267,4,1,8.023076,0.298584,1,0,-5.507469E-06
0.6999989,1184.134,152.6488,205.1096,-8.274387,0.01362013,-2.348881,8.60132,4,1,8.195141,0.2988586,1,0,-6.914139E-06
0.7199993,1183.964,152.6491,205.0614,-8.487764,0.01175172,-2.409454,8.823129,4,1,8.371646,0.2990875,1,0,-7.534027E-06
0.7399998,1183.791,152.6493,205.012,-8.699948,0.009885453,-2.469689,9.043697,4,1,8.552473,0.2992859,1,0,-8.916855E-06
0.7600002,1183.612,152.6494,204.9614,-8.910947,0.008060657,-2.529587,9.263034,4,1,8.737739,0.2994537,1,0,-7.748604E-06
0.7799988,1183.43,152.6496,204.9096,-9.120766,0.006310322,-2.58915,9.481143,4,1,8.927322,0.2995758,1,0,-7.128715E-06
0.7999992,1183.243,152.6497,204.8567,-9.329412,0.004682009,-2.648381,9.698033,4,1,9.121338,0.2996674,1,0,-5.507469E-06
0.8199997,1183.052,152.6497,204.8025,-9.536891,0.00319578,-2.70728,9.913712,4,1,9.319665,0.2997284,1,0,-7.414818E-06
0.8400002,1182.858,152.6497,204.7472,-9.743211,0.001868558,-2.765851,10.12818,4,1,9.52219,0.2997589,1,0,-9.775162E-06
0.8599987,1182.659,152.6498,204.6907,-9.948378,0.0007144632,-2.824094,10.34146,4,1,9.729027,0.2997742,1,0,-8.964539E-06
0.8799992,1182.456,152.6498,204.6331,-10.1524,-0.0002743994,-2.882012,10.55354,4,1,9.940056,0.2997742,1,0,-8.535385E-06
0.8999996,1182.249,152.6497,204.5743,-10.35528,-0.001104717,-2.939606,10.76444,4,1,10.15539,0.2997589,1,0,-6.580353E-06
0.9200001,1182.037,152.6497,204.5144,-10.55702,-0.001782077,-2.996878,10.97415,4,1,10.37491,0.2997284,1,0,-7.843972E-06
0.9399986,1181.822,152.6497,204.4533,-10.75764,-0.002311169,-3.05383,11.1827,4,1,10.59862,0.2996826,1,0,-9.059906E-06
0.9599991,1181.603,152.6496,204.3911,-10.95713,-0.002695957,-3.110464,11.39007,4,1,10.8264,0.2996216,1,0,-1.015663E-05
0.9799995,1181.38,152.6496,204.3277,-11.15551,-0.002939746,-3.166782,11.59629,4,1,11.05836,0.2995605,1,0,-9.250641E-06
1,1181.153,152.6495,204.2633,-11.35278,-0.003065119,-3.222785,11.80135,4,1,11.29438,0.2994995,1,0,-9.846687E-06
1.02,1180.922,152.6494,204.1977,-11.54895,-0.003091082,-3.278474,12.00527,4,1,11.53447,0.2994385,1,0,-9.846687E-06
1.039999,1180.687,152.6494,204.131,-11.74402,-0.003033557,-3.333853,12.20806,4,1,11.77861,0.2993774,1,0,-9.489059E-06
1.059999,1180.448,152.6493,204.0632,-11.938,-0.002905949,-3.388922,12.4097,4,1,12.02681,0.2993164,1,0,-8.487702E-06
1.08,1180.206,152.6492,203.9944,-12.1309,-0.002719476,-3.443684,12.61022,4,1,12.27908,0.2992554,1,0,-8.630753E-06
1.1,1179.959,152.6492,203.9244,-12.32271,-0.002483581,-3.498141,12.80962,4,1,12.53527,0.2992096,1,0,-9.703636E-06
1.119999,1179.709,152.6492,203.8534,-12.51346,-0.002226028,-3.552293,13.0079,4,1,12.79541,0.2991638,1,0,-9.822846E-06
1.139999,1179.455,152.6491,203.7812,-12.70314,-0.001950288,-3.606142,13.20508,4,1,13.05948,0.299118,1,0,-9.131431E-06
1.16,1179.197,152.6491,203.708,-12.89176,-0.001659281,-3.659691,13.40115,4,1,13.32748,0.2990875,1,0,-7.581711E-06
1.18,1178.935,152.649,203.6338,-13.07932,-0.001375259,-3.71294,13.59612,4,1,13.59941,0.299057,1,0,-6.651878E-06
1.199999,1178.67,152.649,203.5585,-13.26584,-0.001097121,-3.765892,13.79001,4,1,13.87516,0.2990417,1,0,-6.246567E-06
1.219999,1178.401,152.649,203.4821,-13.45131,-0.0008437684,-3.818548,13.98281,4,1,14.15483,0.2990265,1,0,-4.529953E-06
1.24,1178.128,152.649,203.4047,-13.63575,-0.0006111948,-3.87091,14.17454,4,1,14.43831,0.2990112,1,0,-4.887581E-06
1.26,1177.852,152.649,203.3262,-13.81915,-0.0003960932,-3.92298,14.36519,4,1,14.7256,0.298996,1,0,-3.910065E-06
1.279999,1177.572,152.649,203.2467,-14.00153,-0.0001956336,-3.974758,14.55478,4,1,15.0167,0.298996,1,0,-3.242493E-06
1.299999,1177.288,152.649,203.1662,-14.18289,-2.733269E-05,-4.026247,14.74331,4,1,15.31159,0.298996,1,0,-2.717972E-06
1.32,1177.001,152.649,203.0846,-14.36324,0.000113993,-4.077448,14.93078,4,1,15.61018,0.298996,1,0,-3.814697E-06
1.34,1176.71,152.649,203.0021,-14.54257,0.000232663,-4.128363,15.11721,4,1,15.91256,0.298996,1,0,-3.242493E-06
