time,station,branch,speed,throttle,brake,recoveries,gate,penalty
1.165,80.850,,18.329,1.000,0.000,0,0,0
1.185,81.225,,18.586,1.000,0.000,0,0,0
1.205,81.602,,18.840,1.000,0.000,0,0,0
1.225,81.984,,19.094,1.000,0.000,0,0,0
1.245,82.375,,19.345,1.000,0.000,0,0,0
1.265,82.767,,19.595,1.000,0.000,0,0,0
1.285,83.169,,19.843,1.000,0.000,0,0,0
1.305,83.571,,20.089,1.000,0.000,0,0,0
1.325,83.978,,20.334,1.000,0.000,0,0,0
1.345,84.395,,20.577,1.000,0.000,0,0,0
1.365,84.812,,20.818,1.000,0.000,0,0,0
1.385,85.240,,21.058,1.000,0.000,0,0,0
1.405,85.666,,21.296,1.000,0.000,0,0,0
1.425,86.097,,21.532,1.000,0.000,0,0,0
1.445,86.540,,21.767,1.000,0.000,0,0,0
1.465,86.981,,22.000,1.000,0.000,0,0,0
1.485,87.434,,22.232,1.000,0.000,0,0,0
1.505,87.884,,22.462,1.000,0.000,0,0,0
1.525,88.348,,22.689,1.000,0.000,0,0,0
1.545,88.807,,22.915,1.000,0.000,0,0,0
1.565,89.270,,23.139,1.000,0.000,0,0,0
1.585,89.748,,23.362,1.000,0.000,0,0,0
1.605,90.220,,23.582,1.000,0.000,0,0,0
1.625,90.706,,23.699,0.541,0.000,0,0,0
1.645,91.185,,23.915,1.000,0.000,0,0,0
1.665,91.680,,24.130,1.000,0.000,0,0,0
1.685,92.159,,23.908,0.002,0.000,0,0,0
1.705,92.653,,24.121,1.000,0.000,0,0,0
1.725,93.132,,23.898,0.000,0.000,0,0,0
1.745,93.627,,24.109,1.000,0.000,0,0,0
1.765,94.105,,23.885,0.000,0.000,0,0,0
1.785,94.599,,24.095,1.000,0.000,0,0,0
1.805,95.086,,24.304,1.000,0.000,0,0,0
1.825,95.585,,24.408,0.527,0.000,0,0,0
1.845,96.070,,24.223,0.000,0.322,0,0,0
1.865,96.548,,23.864,0.000,0.644,0,0,0
1.885,97.029,,23.554,0.000,0.554,0,0,0
1.905,97.493,,23.160,0.000,0.708,0,0,0
1.925,97.958,,22.819,0.000,0.611,0,0,0
1.945,98.407,,22.451,0.000,0.661,0,0,0
1.965,98.856,,22.133,0.000,0.570,0,0,0
1.985,99.292,,21.783,0.000,0.630,0,0,0
2.005,99.726,,21.481,0.000,0.543,0,0,0
2.025,100.149,,21.170,0.000,0.558,0,0,0
2.045,100.568,,20.903,0.000,0.481,0,0,0
2.065,100.982,,20.634,0.000,0.484,0,0,0
2.085,101.391,,20.459,0.000,0.312,0,0,0
2.105,101.797,,20.293,0.000,0.296,0,1,0
2.125,102.197,,20.106,0.000,0.000,0,1,0
2.145,102.596,,19.920,0.000,0.000,0,1,0
2.165,102.992,,20.066,0.618,0.000,0,1,0
2.185,103.396,,20.183,0.501,0.000,0,1,0
2.205,103.795,,19.961,0.000,0.406,0,1,0
2.225,104.182,,19.769,0.000,0.351,0,1,0
2.245,104.568,,19.352,0.000,0.770,0,1,0
2.265,104.948,,18.991,0.000,0.665,0,1,0
2.285,105.306,,18.515,0.000,0.880,0,1,0
2.305,105.667,,18.104,0.000,0.761,0,1,0
2.325,106.020,,17.650,0.000,0.843,0,1,0
2.345,106.349,,17.257,0.000,0.731,0,1,0
2.365,106.687,,16.918,0.000,0.633,0,1,0
2.385,107.017,,16.522,0.000,0.741,0,1,0
2.405,107.321,,16.179,0.000,0.643,0,1,0
2.425,107.638,,15.883,0.000,0.558,0,1,0
2.445,107.949,,15.558,0.000,0.613,0,1,0
2.465,108.254,,15.278,0.000,0.531,0,1,0
2.485,108.530,,14.981,0.000,0.563,0,1,0
2.505,108.824,,14.725,0.000,0.489,0,1,0
2.525,109.113,,14.504,0.000,0.425,0,1,0
2.545,109.401,,14.395,0.000,0.219,0,1,0
2.565,109.660,,14.280,0.000,0.231,0,1,0
2.585,109.947,,14.390,0.363,0.000,0,1,0
2.605,110.236,,14.475,0.275,0.000,0,1,0
2.625,110.523,,14.355,0.000,0.000,0,1,0
2.645,110.785,,14.603,0.860,0.000,0,1,0
2.665,111.080,,14.795,0.662,0.000,0,1,0
2.685,111.377,,14.858,0.191,0.000,0,1,0
2.705,111.679,,15.142,1.000,0.000,0,1,0
2.725,111.988,,15.424,1.000,0.000,0,1,0
2.745,112.281,,15.704,1.000,0.000,0,1,0
2.765,112.599,,15.926,0.789,0.000,0,1,0
2.785,112.912,,16.100,0.611,0.000,0,1,0
2.805,113.232,,16.026,0.000,0.158,0,1,0
2.825,113.542,,15.963,0.000,0.139,0,1,0
2.845,113.858,,15.830,0.000,0.000,0,1,0
2.865,114.163,,15.693,0.000,0.275,0,1,0
2.885,114.474,,15.574,0.000,0.242,0,1,0
2.905,114.773,,15.366,0.000,0.405,0,1,0
2.925,115.076,,15.186,0.000,0.354,0,1,0
2.945,115.377,,15.031,0.000,0.309,0,1,0
2.965,115.665,,14.827,0.000,0.399,0,1,0
2.985,115.958,,14.650,0.000,0.349,0,1,0
3.005,116.240,,14.498,0.000,0.305,0,1,0
3.025,116.528,,14.366,0.000,0.267,0,1,0
3.045,116.812,,14.197,0.000,0.335,0,1,0
3.065,117.070,,14.052,0.000,0.293,0,1,0
3.085,117.349,,13.940,0.000,0.000,0,1,0
3.105,117.605,,13.829,0.000,0.000,0,1,0
3.125,117.872,,14.045,0.724,0.000,0,1,0
3.145,118.157,,14.212,0.551,0.000,0,1,0
3.165,118.404,,14.102,0.000,0.000,0,1,0
3.185,118.692,,14.396,1.000,0.000,0,1,0
3.205,118.985,,14.643,0.827,0.000,0,1,0
3.225,119.248,,14.836,0.630,0.000,0,1,0
3.245,119.550,,15.131,1.000,0.000,0,1,0
3.265,119.859,,15.426,1.000,0.000,0,1,0
3.285,120.136,,15.659,0.772,0.000,0,1,0
3.305,120.449,,15.688,1.000,0.000,0,1,0
3.325,120.762,,15.718,1.000,0.000,0,1,0
3.345,121.043,,15.749,1.000,0.000,0,1,0
3.365,121.358,,15.782,1.000,0.000,0,1,0
3.385,121.645,,15.817,1.000,0.000,0,1,0
3.405,121.962,,15.852,1.000,0.000,0,1,0
3.425,122.280,,15.889,1.000,0.000,0,1,0
3.445,122.561,,15.927,1.000,0.000,0,1,0
3.465,122.881,,15.966,1.000,0.000,0,1,0
3.485,123.202,,16.005,1.000,0.000,0,1,0
3.505,123.491,,16.046,1.000,0.000,0,1,0
3.525,123.814,,16.088,1.000,0.000,0,1,0
3.545,124.139,,16.130,1.000,0.000,0,1,0
3.565,124.433,,16.173,1.000,0.000,0,1,0
3.585,124.761,,16.216,1.000,0.000,0,1,0
3.605,125.090,,16.260,1.000,0.000,0,1,0
3.625,125.404,,16.304,1.000,0.000,0,1,0
3.645,125.736,,16.348,1.000,0.000,0,1,0
3.665,126.069,,16.393,1.000,0.000,0,1,0
3.685,126.363,,16.437,1.000,0.000,0,1,0
3.705,126.699,,16.482,1.000,0.000,0,1,0
3.725,127.037,,16.526,1.000,0.000,0,1,0
3.745,127.351,,16.571,1.000,0.000,0,1,0
3.765,127.691,,16.614,1.000,0.000,0,1,0
3.785,128.034,,16.658,1.000,0.000,0,1,0
3.805,128.378,,16.701,1.000,0.000,0,1,0
3.825,128.724,,16.743,1.000,0.000,0,1,0
3.845,129.034,,16.784,1.000,0.000,0,1,0
3.865,129.380,,16.825,1.000,0.000,0,1,0
3.885,129.731,,16.865,1.000,0.000,0,1,0
3.905,130.065,,16.903,1.000,0.000,0,1,0
3.925,130.420,,16.941,1.000,0.000,0,1,0
3.945,130.776,,16.977,1.000,0.000,0,1,0
3.965,131.126,,17.012,1.000,0.000,0,1,0
3.985,131.486,,17.046,1.000,0.000,0,1,0
4.005,131.848,,17.078,1.000,0.000,0,1,0
4.025,132.213,,17.108,1.000,0.000,0,1,0
4.045,132.578,,17.137,1.000,0.000,0,1,0
4.065,132.945,,17.164,1.000,0.000,0,1,0
4.085,133.282,,17.189,1.000,0.000,0,1,0
4.105,133.653,,17.212,1.000,0.000,0,1,0
4.125,134.026,,17.233,1.000,0.000,0,1,0
4.145,134.390,,17.252,1.000,0.000,0,1,0
4.165,134.767,,17.268,1.000,0.000,0,1,0
4.185,135.146,,17.283,1.000,0.000,0,1,0
4.205,135.545,,17.295,1.000,0.000,0,1,0
4.225,135.926,,17.304,1.000,0.000,0,1,0
4.245,136.309,,17.312,1.000,0.000,0,1,0
4.265,136.662,,17.316,1.000,0.000,0,1,0
4.285,137.050,,17.318,1.000,0.000,0,1,0
4.305,137.439,,17.350,1.000,0.000,0,1,0
4.325,137.826,,17.706,1.000,0.000,0,1,0
4.345,138.225,,18.129,1.000,0.000,0,1,0
4.365,138.641,,18.597,1.000,0.000,0,1,0
4.385,139.049,,19.091,1.000,0.000,0,1,0
4.405,139.462,,19.593,1.000,0.000,0,1,0
4.425,139.859,,20.082,1.000,0.000,0,1,0
4.445,140.284,,20.543,1.000,0.000,0,1,0
4.465,140.713,,20.940,1.000,0.000,0,1,0
4.485,141.139,,21.258,0.825,0.000,0,1,0
4.505,141.574,,21.496,0.570,0.000,0,1,0
4.525,142.024,,21.679,0.380,0.000,0,1,0
4.545,142.465,,22.003,1.000,0.000,0,1,0
4.565,142.913,,22.325,1.000,0.000,0,1,0
4.585,143.339,,22.326,0.000,0.173,0,1,0
4.605,143.786,,22.328,0.000,0.174,0,1,0
4.625,144.227,,22.332,0.000,0.174,0,1,0
4.645,144.680,,22.659,1.000,0.000,0,1,0
4.665,145.138,,22.985,1.000,0.000,0,1,0
4.685,145.600,,22.878,0.000,0.000,0,1,0
4.705,146.053,,22.772,0.000,0.000,0,1,0
4.725,146.497,,22.625,0.000,0.000,0,1,0
4.745,146.943,,22.515,0.000,0.000,0,1,0
4.765,147.397,,22.812,0.879,0.000,0,1,0
4.785,147.845,,23.052,0.642,0.000,0,1,0
4.805,148.301,,22.891,0.000,0.470,0,1,0
4.825,148.753,,22.750,0.000,0.430,0,1,0
4.845,149.204,,22.636,0.000,0.000,0,1,0
4.865,149.653,,22.522,0.000,0.000,0,1,0
4.885,150.116,,22.627,0.073,0.000,0,1,0
4.905,150.568,,22.627,0.000,0.164,0,1,0
4.925,151.002,,22.626,0.000,0.164,0,1,0
4.945,151.453,,22.625,0.000,0.164,0,1,0
4.965,151.911,,22.938,1.000,0.000,0,1,0
4.985,152.365,,22.847,0.000,0.327,0,1,0
5.005,152.820,,22.768,0.000,0.304,0,1,0
5.025,153.273,,22.699,0.000,0.284,0,1,0
5.045,153.753,,23.009,1.000,0.000,0,1,0
5.065,154.217,,23.271,0.792,0.000,0,1,0
5.085,154.657,,23.145,0.000,0.000,0,1,0
5.105,155.124,,23.381,0.684,0.000,0,1,0
5.125,155.594,,23.573,0.495,0.000,0,1,0
5.145,156.066,,23.730,0.341,0.000,0,1,0
5.165,156.542,,23.859,0.216,0.000,0,1,0
5.185,157.044,,23.964,0.113,0.000,0,1,0
5.205,157.518,,23.835,0.028,0.000,0,1,0
5.225,157.976,,23.944,0.132,0.000,0,1,0
5.245,158.447,,23.818,0.045,0.000,0,1,0
5.265,158.924,,23.929,0.146,0.000,0,1,0
5.285,159.402,,24.020,0.057,0.000,0,1,0
5.305,159.877,,23.881,0.000,0.000,0,1,0
5.325,160.381,,23.980,0.095,0.000,0,1,0
5.345,160.854,,23.844,0.016,0.000,0,1,0
5.365,161.330,,23.949,0.124,0.000,0,1,0
5.385,161.781,,23.819,0.041,0.000,0,1,0
5.405,162.256,,23.926,0.145,0.000,0,1,0
5.425,162.732,,24.014,0.059,0.000,0,1,0
5.445,163.205,,23.873,0.000,0.000,0,1,0
5.465,163.681,,23.969,0.102,0.000,0,1,0
5.485,164.178,,23.833,0.025,0.000,0,1,0
5.505,164.652,,23.935,0.134,0.000,0,1,0
5.525,165.104,,24.020,0.052,0.000,0,1,0
5.545,165.577,,23.876,0.000,0.000,0,1,0
5.565,166.050,,23.970,0.099,0.000,0,1,0
5.585,166.522,,23.831,0.024,0.000,0,1,0
5.605,166.995,,23.932,0.135,0.000,0,1,0
5.625,167.500,,24.015,0.054,0.000,0,1,0
5.645,167.971,,23.870,0.000,0.000,0,1,0
5.665,168.443,,23.964,0.104,0.000,0,1,0
5.685,168.888,,23.825,0.029,0.000,0,1,0
5.705,169.359,,23.927,0.140,0.000,0,1,0
5.725,169.831,,24.010,0.059,0.000,0,1,0
5.745,170.304,,23.864,0.000,0.000,0,1,0
5.765,170.774,,23.958,0.109,0.000,0,1,0
5.785,171.279,,23.820,0.034,0.000,0,1,0
5.805,171.748,,23.922,0.144,0.000,0,1,0
5.825,172.218,,24.006,0.063,0.000,0,1,0
5.845,172.663,,23.860,0.000,0.000,0,1,0
5.865,173.131,,23.954,0.112,0.000,0,1,0
5.885,173.603,,23.816,0.037,0.000,0,1,0
5.905,174.070,,23.918,0.147,0.000,0,1,0
5.925,174.539,,24.002,0.066,0.000,0,1,0
5.945,175.046,,23.855,0.000,0.000,0,1,0
5.965,175.512,,23.950,0.116,0.000,0,1,0
5.985,175.955,,23.812,0.040,0.000,0,1,0
6.005,176.420,,23.914,0.150,0.000,0,1,0
6.025,176.886,,23.998,0.069,0.000,0,1,0
6.045,177.361,,23.850,0.002,0.000,0,1,0
6.065,177.826,,23.945,0.120,0.000,0,1,0
6.085,178.286,,23.807,0.044,0.000,0,1,0
6.105,178.792,,23.909,0.154,0.000,0,1,0
6.125,179.255,,23.993,0.073,0.000,0,1,0
6.145,179.702,,23.845,0.006,0.000,0,1,0
6.165,180.163,,23.940,0.124,0.000,0,1,0
6.185,180.621,,23.802,0.048,0.000,0,1,0
6.205,181.107,,23.903,0.159,0.000,0,1,0
6.225,181.568,,23.986,0.078,0.000,0,1,0
6.245,182.054,,23.839,0.011,0.000,0,1,0
6.265,182.513,,23.933,0.129,0.000,0,1,0
6.285,182.972,,24.010,0.054,0.000,0,1,0
6.305,183.429,,23.859,0.000,0.000,0,1,0
6.325,183.886,,23.948,0.113,0.000,0,1,0
6.345,184.339,,23.806,0.041,0.000,0,1,0
6.365,184.836,,23.904,0.155,0.000,0,1,0
6.385,185.291,,23.985,0.077,0.000,0,1,0
6.405,185.759,,23.835,0.012,0.000,0,1,0
6.425,186.213,,23.927,0.132,0.000,0,1,0
6.445,186.667,,24.002,0.059,0.000,0,1,0
6.465,187.135,,23.848,0.000,0.000,0,1,0
6.485,187.586,,23.937,0.121,0.000,0,1,0
6.505,188.038,,24.009,0.051,0.000,0,1,0
6.525,188.541,,23.855,0.000,0.000,0,1,0
6.545,188.989,,23.942,0.116,0.000,0,1,0
6.565,189.443,,23.798,0.047,0.000,0,1,0
6.585,189.889,,23.894,0.162,0.000,0,1,0
6.605,190.335,,23.973,0.085,0.000,0,1,0
6.625,190.811,,23.822,0.022,0.000,0,1,0
6.645,191.249,,23.843,0.143,0.000,0,1,0
6.665,191.682,,23.869,0.126,0.000,0,1,0
6.685,192.179,,23.900,0.105,0.000,0,1,0
6.705,192.608,,23.555,0.080,0.000,0,1,0
6.725,193.048,,23.580,0.356,0.000,0,1,0
6.745,193.477,,23.694,0.336,0.000,0,1,0
6.765,193.897,,23.638,0.245,0.000,0,1,0
6.785,194.354,,23.605,0.290,0.000,0,1,0
6.805,194.771,,23.659,0.316,0.000,0,1,0
6.825,195.186,,23.680,0.272,0.000,0,1,0
6.845,195.713,,23.632,0.256,0.000,0,1,0
6.865,196.132,,23.649,0.294,0.000,0,1,0
6.885,196.533,,23.415,0.281,0.000,0,1,0
6.905,196.942,,23.525,0.468,0.000,0,1,0
6.925,197.345,,23.510,0.380,0.000,0,1,0
6.945,197.810,,23.601,0.392,0.000,0,1,0
6.965,198.217,,23.669,0.319,0.000,0,1,0
6.985,198.625,,23.721,0.265,0.000,0,1,0
7.005,199.227,,23.761,0.223,0.000,0,1,0
7.025,199.644,Granite Saddle,23.792,0.191,0.000,0,2,0
7.045,200.061,Granite Saddle,23.816,0.166,0.000,0,2,0
7.065,200.429,Granite Saddle,23.834,0.147,0.000,0,2,0
7.085,200.839,Granite Saddle,23.849,0.132,0.000,0,2,0
7.105,201.330,Granite Saddle,23.859,0.121,0.000,0,2,0
7.125,201.739,Granite Saddle,23.868,0.112,0.000,0,2,0
7.145,202.147,Granite Saddle,23.874,0.106,0.000,0,2,0
7.165,202.829,Granite Saddle,23.879,0.101,0.000,0,2,0
7.185,203.243,Granite Saddle,23.883,0.097,0.000,0,2,0
7.205,203.618,Granite Saddle,23.887,0.093,0.000,0,2,0
7.225,204.003,Granite Saddle,23.891,0.090,0.000,0,2,0
7.245,204.411,Granite Saddle,23.896,0.087,0.000,0,2,0
7.265,204.942,Granite Saddle,23.880,0.083,0.000,0,2,0
7.285,205.355,Granite Saddle,23.864,0.096,0.000,0,2,0
7.305,205.769,Granite Saddle,23.845,0.109,0.000,0,2,0
7.325,206.419,Granite Saddle,23.826,0.124,0.000,0,2,0
7.345,206.839,Granite Saddle,23.805,0.139,0.000,0,2,0
7.365,207.282,Granite Saddle,23.783,0.156,0.000,0,2,0
7.385,207.698,Granite Saddle,23.648,0.174,0.000,0,2,0
7.405,208.106,Granite Saddle,23.591,0.281,0.000,0,2,0
7.425,208.643,Granite Saddle,23.603,0.327,0.000,0,2,0
7.445,209.044,Granite Saddle,23.611,0.317,0.000,0,2,0
7.465,209.648,Granite Saddle,23.610,0.311,0.000,0,2,0
7.485,210.059,Granite Saddle,23.547,0.312,0.000,0,2,0
7.505,210.461,Granite Saddle,23.586,0.363,0.000,0,2,0
7.525,210.978,Granite Saddle,23.616,0.331,0.000,0,2,0
7.545,211.374,Granite Saddle,23.640,0.307,0.000,0,2,0
7.565,211.934,Granite Saddle,23.659,0.288,0.000,0,2,0
7.585,212.325,Granite Saddle,23.672,0.273,0.000,0,2,0
7.605,212.713,Granite Saddle,23.683,0.262,0.000,0,2,0
7.625,213.278,Granite Saddle,23.690,0.254,0.000,0,2,0
7.645,213.662,Granite Saddle,23.696,0.248,0.000,0,2,0
7.665,214.325,Granite Saddle,23.701,0.243,0.000,0,2,0
7.685,214.705,Granite Saddle,23.705,0.239,0.000,0,2,0
7.705,215.207,Granite Saddle,23.708,0.236,0.000,0,2,0
7.725,215.582,Granite Saddle,23.711,0.233,0.000,0,2,0
7.745,215.956,Granite Saddle,23.659,0.231,0.000,0,2,0
7.765,216.468,Granite Saddle,23.602,0.273,0.000,0,2,0
7.785,216.846,Granite Saddle,23.542,0.318,0.000,0,2,0
7.805,217.224,Granite Saddle,23.477,0.367,0.000,0,2,0
7.825,217.744,Granite Saddle,23.408,0.418,0.000,0,2,0
7.845,218.125,Granite Saddle,23.335,0.474,0.000,0,2,0
7.865,218.759,Granite Saddle,23.259,0.532,0.000,0,2,0
7.885,219.136,Granite Saddle,23.319,0.593,0.000,0,2,0
7.905,219.505,Granite Saddle,23.374,0.544,0.000,0,2,0
7.925,219.957,Granite Saddle,23.423,0.501,0.000,0,2,0
7.945,220.313,Granite Saddle,23.467,0.462,0.000,0,2,0
7.965,220.824,Granite Saddle,23.506,0.427,0.000,0,2,0
7.985,221.169,Granite Saddle,23.540,0.395,0.000,0,2,0
8.005,221.508,Granite Saddle,23.569,0.368,0.000,0,2,0
8.025,222.075,Granite Saddle,23.594,0.345,0.000,0,2,0
8.045,222.408,Granite Saddle,23.616,0.325,0.000,0,2,0
8.065,222.737,Granite Saddle,23.634,0.307,0.000,0,2,0
8.085,223.228,Granite Saddle,23.649,0.293,0.000,0,2,0
8.105,223.553,Granite Saddle,23.662,0.281,0.000,0,2,0
8.125,223.874,Granite Saddle,23.673,0.270,0.000,0,2,0
8.145,224.387,Granite Saddle,23.682,0.261,0.000,0,2,0
8.165,224.705,Granite Saddle,23.690,0.254,0.000,0,2,0
8.185,225.223,Granite Saddle,23.697,0.248,0.000,0,2,0
8.205,225.539,Granite Saddle,23.702,0.243,0.000,0,2,0
8.225,225.853,Granite Saddle,23.706,0.238,0.000,0,2,0
8.245,226.421,Granite Saddle,23.710,0.235,0.000,0,2,0
8.265,226.733,Granite Saddle,23.714,0.232,0.000,0,2,0
8.285,227.043,Granite Saddle,23.717,0.229,0.000,0,2,0
8.305,227.572,Granite Saddle,23.665,0.226,0.000,0,2,0
8.325,227.872,Granite Saddle,23.631,0.268,0.000,0,2,0
8.345,228.165,Granite Saddle,23.602,0.295,0.000,0,2,0
8.365,228.694,Granite Saddle,23.570,0.318,0.000,0,2,0
8.385,228.984,Granite Saddle,23.501,0.344,0.000,0,2,0
8.405,229.277,Granite Saddle,23.492,0.399,0.000,0,2,0
8.425,229.810,Granite Saddle,23.373,0.407,0.000,0,2,0
8.445,230.098,Granite Saddle,23.410,0.502,0.000,0,2,0
8.465,230.385,Granite Saddle,23.440,0.472,0.000,0,2,0
8.485,230.942,Granite Saddle,23.463,0.448,0.000,0,2,0
8.505,231.231,Granite Saddle,23.482,0.429,0.000,0,2,0
8.525,231.836,Granite Saddle,23.497,0.414,0.000,0,2,0
8.545,232.127,Granite Saddle,23.510,0.402,0.000,0,2,0
8.565,232.416,Granite Saddle,23.521,0.392,0.000,0,2,0
8.585,232.988,Granite Saddle,23.531,0.383,0.000,0,2,0
8.605,233.279,Granite Saddle,23.540,0.375,0.000,0,2,0
8.625,233.570,Granite Saddle,23.467,0.368,0.000,0,2,0
8.645,234.163,Granite Saddle,23.395,0.426,0.000,0,2,0
8.665,234.458,Granite Saddle,23.323,0.484,0.000,0,2,0
8.685,235.067,Granite Saddle,23.253,0.541,0.000,0,2,0
8.705,235.366,Granite Saddle,23.183,0.598,0.000,0,2,0
8.725,235.665,Granite Saddle,23.114,0.654,0.000,0,2,0
8.745,236.282,Granite Saddle,23.046,0.709,0.000,0,2,0
8.765,236.585,Granite Saddle,22.979,0.763,0.000,0,2,0
8.785,237.293,Granite Saddle,22.914,0.817,0.000,0,2,0
8.805,237.601,Granite Saddle,22.849,0.869,0.000,0,2,0
8.825,238.259,Granite Saddle,22.787,0.920,0.000,0,2,0
8.845,238.570,Granite Saddle,22.725,0.971,0.000,0,2,0
8.865,238.882,Granite Saddle,22.665,1.000,0.000,0,2,0
8.885,239.559,Granite Saddle,22.607,1.000,0.000,0,2,0
8.905,239.875,Granite Saddle,22.550,1.000,0.000,0,2,0
8.925,240.443,Granite Saddle,22.494,1.000,0.000,0,2,0
8.945,240.761,Granite Saddle,22.441,1.000,0.000,0,2,0
8.965,241.653,Granite Saddle,22.389,1.000,0.000,0,2,0
8.985,241.976,Granite Saddle,22.339,1.000,0.000,0,2,0
9.005,242.705,Granite Saddle,22.290,1.000,0.000,0,2,0
9.025,243.031,Granite Saddle,22.243,1.000,0.000,0,2,0
9.045,243.700,Granite Saddle,22.199,1.000,0.000,0,2,0
9.065,244.294,Granite Saddle,22.156,1.000,0.000,0,2,0
9.085,244.626,Granite Saddle,22.115,1.000,0.000,0,2,0
9.105,244.958,Granite Saddle,22.075,1.000,0.000,0,2,0
9.125,245.264,Granite Saddle,22.038,1.000,0.000,0,2,0
9.145,246.209,Granite Saddle,22.002,1.000,0.000,0,2,0
9.165,246.546,Granite Saddle,21.969,1.000,0.000,0,2,0
9.185,247.164,Granite Saddle,21.937,1.000,0.000,0,2,0
9.205,247.931,Granite Saddle,21.907,1.000,0.000,0,2,0
9.225,248.273,Granite Saddle,21.879,1.000,0.000,0,2,0
9.245,249.080,Granite Saddle,21.853,1.000,0.000,0,2,0
9.265,249.883,Granite Saddle,21.829,1.000,0.000,0,2,0
9.285,250.229,Granite Saddle,21.807,1.000,0.000,0,2,0
9.305,250.627,Granite Saddle,21.786,1.000,0.000,0,2,0
9.325,251.879,Granite Saddle,21.768,1.000,0.000,0,2,0
9.345,252.681,Granite Saddle,21.751,1.000,0.000,0,2,0
9.365,253.470,Granite Saddle,21.736,1.000,0.000,0,2,0
9.385,253.821,Granite Saddle,21.723,1.000,0.000,0,2,0
9.405,254.615,Granite Saddle,21.711,1.000,0.000,0,2,0
9.425,254.967,Granite Saddle,21.701,1.000,0.000,0,2,0
9.445,255.211,Granite Saddle,21.693,1.000,0.000,0,2,0
9.465,256.573,Granite Saddle,21.686,1.000,0.000,0,2,0
9.485,257.346,Granite Saddle,21.681,1.000,0.000,0,2,0
9.505,258.115,Granite Saddle,21.678,1.000,0.000,0,2,0
9.525,258.467,Granite Saddle,21.676,1.000,0.000,0,2,0
9.545,259.225,Granite Saddle,21.675,1.000,0.000,0,2,0
9.565,259.982,Granite Saddle,21.676,1.000,0.000,0,2,0
9.585,260.333,Granite Saddle,21.679,1.000,0.000,0,2,0
9.605,260.684,Granite Saddle,21.682,1.000,0.000,0,2,0
9.625,260.850,Granite Saddle,21.687,1.000,0.000,0,2,0
