time,station,branch,speed,throttle,brake,recoveries,gate,penalty
0.001,69.187,,0.000,1.000,0.000,0,0,0
0.021,69.195,,0.359,1.000,0.000,0,0,0
0.041,69.210,,0.717,1.000,0.000,0,0,0
0.061,69.233,,1.074,1.000,0.000,0,0,0
0.081,69.264,,1.431,1.000,0.000,0,0,0
0.101,69.302,,1.788,1.000,0.000,0,0,0
0.121,69.347,,2.146,1.000,0.000,0,0,0
0.141,69.400,,2.503,1.000,0.000,0,0,0
0.161,69.459,,2.857,1.000,0.000,0,0,0
0.181,69.525,,3.210,1.000,0.000,0,0,0
0.201,69.598,,3.560,1.000,0.000,0,0,0
0.221,69.677,,3.908,1.000,0.000,0,0,0
0.241,69.763,,4.254,1.000,0.000,0,0,0
0.261,69.856,,4.598,1.000,0.000,0,0,0
0.281,69.956,,4.940,1.000,0.000,0,0,0
0.301,70.062,,5.280,1.000,0.000,0,0,0
0.321,70.174,,5.618,1.000,0.000,0,0,0
0.341,70.294,,5.954,1.000,0.000,0,0,0
0.361,70.420,,6.288,1.000,0.000,0,0,0
0.381,70.552,,6.620,1.000,0.000,0,0,0
0.401,70.692,,6.950,1.000,0.000,0,0,0
0.421,70.837,,7.278,1.000,0.000,0,0,0
0.441,70.989,,7.604,1.000,0.000,0,0,0
0.461,71.148,,7.928,1.000,0.000,0,0,0
0.481,71.313,,8.250,1.000,0.000,0,0,0
0.501,71.484,,8.570,1.000,0.000,0,0,0
0.521,71.662,,8.888,1.000,0.000,0,0,0
0.541,71.846,,9.204,1.000,0.000,0,0,0
0.561,72.036,,9.518,1.000,0.000,0,0,0
0.581,72.233,,9.830,1.000,0.000,0,0,0
0.601,72.435,,10.140,1.000,0.000,0,0,0
0.621,72.644,,10.448,1.000,0.000,0,0,0
0.641,72.859,,10.754,1.000,0.000,0,0,0
0.661,73.080,,11.058,1.000,0.000,0,0,0
0.681,73.307,,11.361,1.000,0.000,0,0,0
0.701,73.540,,11.661,1.000,0.000,0,0,0
0.721,73.779,,11.959,1.000,0.000,0,0,0
0.741,74.024,,12.256,1.000,0.000,0,0,0
0.761,74.275,,12.551,1.000,0.000,0,0,0
0.781,74.532,,12.843,1.000,0.000,0,0,0
0.801,74.795,,13.134,1.000,0.000,0,0,0
0.821,75.063,,13.423,1.000,0.000,0,0,0
0.841,75.337,,13.711,1.000,0.000,0,0,0
0.861,75.617,,13.996,1.000,0.000,0,0,0
0.881,75.903,,14.280,1.000,0.000,0,0,0
0.901,76.194,,14.562,1.000,0.000,0,0,0
0.921,76.491,,14.842,1.000,0.000,0,0,0
0.941,76.794,,15.121,1.000,0.000,0,0,0
0.961,77.102,,15.398,1.000,0.000,0,0,0
0.981,77.415,,15.673,1.000,0.000,0,0,0
