time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses,x,y,z,roadDistance
3.022,YOU reference pilot,original,0,0,0.000,0.000,0.000,0.000,0,0,0,322.058,9.782,544.064,2.291
3.022,EMBER,tourer,0,0,0.000,0.000,0.000,0.000,0,0,0,318.010,11.281,535.877,2.291
3.022,GOLD,moto,0,0,0.000,0.000,0.000,0.000,0,0,0,322.375,12.467,528.988,2.254
3.022,BLUE,atv,0,0,0.000,0.000,0.000,0.000,0,0,0,317.798,13.848,522.232,2.254
3.260,YOU reference pilot,original,0,0,3.166,31.000,1.000,0.000,4,0,0,322.093,9.836,543.701,2.293
3.260,EMBER,tourer,0,0,2.876,31.000,1.000,0.000,4,0,0,318.015,11.342,535.562,2.288
3.260,GOLD,moto,0,0,3.965,31.000,1.000,0.000,4,0,0,322.365,12.555,528.515,2.252
3.260,BLUE,atv,0,0,3.759,31.000,1.000,0.000,4,0,0,317.784,13.929,521.781,2.251
3.520,YOU reference pilot,original,0,0,6.122,22.757,1.000,0.000,4,0,0,322.202,10.071,542.492,2.316
3.520,EMBER,tourer,0,0,5.604,31.000,1.000,0.000,4,0,0,318.063,11.564,534.455,2.252
3.520,GOLD,moto,0,0,7.709,31.000,1.000,0.000,4,0,0,322.257,12.857,526.998,2.178
3.520,BLUE,atv,0,0,7.248,31.000,1.000,0.000,4,0,0,317.748,14.236,520.354,2.241
3.780,YOU reference pilot,original,0,0,8.826,24.569,1.000,0.000,4,0,0,322.354,10.433,540.557,2.364
3.780,EMBER,tourer,0,0,8.123,31.000,1.000,0.000,4,0,0,318.272,11.918,532.689,2.054
3.780,GOLD,moto,0,0,11.112,31.000,1.000,0.000,4,0,0,321.879,13.360,524.592,1.877
3.780,BLUE,atv,0,0,10.406,31.000,1.000,0.000,4,0,0,317.714,14.731,518.075,2.201
4.040,YOU reference pilot,original,0,0,11.272,26.162,1.000,0.000,4,0,0,322.408,10.911,537.958,2.327
4.040,EMBER,tourer,0,0,10.474,20.908,1.000,0.000,4,0,0,318.664,12.381,530.321,1.664
4.040,GOLD,moto,0,0,14.260,31.000,1.000,0.000,4,0,0,321.154,14.006,521.402,1.282
4.040,BLUE,atv,0,0,13.311,31.000,1.000,0.000,4,0,0,317.692,15.366,515.023,2.114
4.280,YOU reference pilot,original,0,0,13.359,19.511,1.000,0.000,4,0,0,322.151,11.455,535.041,2.039
4.280,EMBER,tourer,0,0,12.474,21.778,1.000,0.000,4,0,0,319.010,12.915,527.618,1.310
4.280,GOLD,moto,0,0,16.893,31.000,1.000,0.000,4,0,0,320.435,14.756,517.779,0.767
4.280,BLUE,atv,0,1,15.780,31.000,1.000,0.000,4,0,0,317.673,16.099,511.581,2.007
4.540,YOU reference pilot,original,0,0,15.471,19.451,1.000,0.000,4,0,0,321.657,12.159,531.369,1.585
4.540,EMBER,tourer,0,0,14.484,24.828,1.000,0.000,4,0,0,319.223,13.608,524.165,1.057
4.540,GOLD,moto,0,0,19.513,31.000,1.000,0.000,4,0,0,320.017,15.740,513.138,0.596
4.540,BLUE,atv,0,1,18.237,31.000,1.000,0.000,4,0,0,317.641,17.048,507.233,1.888
4.800,YOU reference pilot,original,0,0,17.384,31.000,1.000,0.000,4,0,0,321.295,12.987,527.172,1.325
4.800,EMBER,tourer,0,0,16.351,31.000,1.000,0.000,4,0,0,319.212,14.415,520.217,0.967
4.800,GOLD,moto,0,1,21.944,31.000,1.000,0.000,4,0,0,320.009,16.889,507.845,0.714
4.800,BLUE,atv,0,1,20.485,31.000,1.000,0.000,4,0,0,317.585,18.150,502.296,1.788
5.060,YOU reference pilot,original,0,0,19.146,31.000,1.000,0.000,4,0,0,321.163,13.929,522.499,1.322
5.060,EMBER,tourer,0,0,18.089,31.000,1.000,0.000,4,0,0,318.991,15.335,515.822,1.015
5.060,GOLD,moto,0,1,24.192,31.000,1.000,0.000,4,0,0,320.279,18.198,501.973,1.095
5.060,BLUE,atv,0,1,22.538,31.000,1.000,0.000,4,0,0,317.505,19.408,496.823,1.723
5.300,YOU reference pilot,original,0,0,20.649,31.000,1.000,0.000,4,0,0,321.198,14.896,517.807,1.493
5.300,EMBER,tourer,0,1,19.580,31.000,1.000,0.000,4,0,0,318.651,16.282,511.399,1.157
5.300,GOLD,moto,0,1,26.098,31.000,1.000,0.000,4,0,0,320.631,19.555,496.083,1.563
5.300,BLUE,atv,0,1,24.274,31.000,1.000,0.000,4,0,0,317.425,20.702,491.338,1.700
5.560,YOU reference pilot,original,0,0,22.144,31.000,1.000,0.000,4,0,0,321.318,16.051,512.350,1.786
5.560,EMBER,tourer,0,1,21.076,31.000,1.000,0.000,4,0,0,318.212,17.416,506.239,1.377
5.560,GOLD,moto,0,1,27.988,31.000,1.000,0.000,4,0,0,320.998,21.191,489.233,2.026
5.560,BLUE,atv,0,1,25.992,31.000,1.000,0.000,4,0,0,317.344,22.253,484.972,1.726
5.800,YOU reference pilot,original,0,1,23.406,31.000,1.000,0.000,4,0,0,321.432,17.218,506.998,2.073
5.800,EMBER,tourer,0,1,22.350,31.000,1.000,0.000,4,0,0,317.811,18.562,501.158,1.594
5.800,GOLD,moto,0,1,29.449,31.000,0.819,0.000,4,0,0,321.156,22.856,482.520,2.208
5.800,BLUE,atv,0,1,27.439,31.000,1.000,0.000,4,0,0,317.282,23.822,478.740,1.772
6.060,YOU reference pilot,original,0,1,24.632,31.000,1.000,0.000,4,0,0,321.484,18.592,500.892,2.307
6.060,EMBER,tourer,0,1,23.621,31.000,1.000,0.000,4,0,0,317.445,19.912,495.334,1.798
