time,station,active,visible,sightings,calls
3.26,210.0,5,0,0,0
4.26,217.1,5,0,0,0
5.26,235.0,5,0,0,0
6.28,259.8,6,0,0,0
7.28,291.2,6,0,0,0
8.30,327.4,6,0,0,0
9.30,365.7,6,0,0,0
10.30,406.2,6,0,0,0
11.30,448.0,6,0,0,0
12.32,491.0,6,0,0,0
13.32,534.8,6,0,0,0
14.32,574.3,6,0,0,0
15.32,608.5,6,0,0,0
16.32,639.4,6,0,0,0
17.34,668.9,6,0,0,0
18.34,697.0,6,0,0,0
19.34,724.9,6,0,0,0
20.34,752.5,6,0,0,0
21.36,780.0,6,0,0,0
22.36,807.4,6,0,0,0
23.36,834.9,7,0,0,1
24.36,862.3,7,0,0,1
25.38,885.8,7,0,0,1
26.38,902.1,7,0,0,1
27.38,919.1,7,0,0,1
28.38,933.9,7,0,0,1
29.40,952.2,7,0,0,1
30.40,980.1,7,0,0,1
31.40,1011.9,7,0,0,1
32.40,1045.5,7,0,0,1
33.42,1072.6,7,0,0,1
34.42,1103.5,7,0,0,1
35.44,1138.7,7,0,0,1
36.44,1176.7,7,0,0,1
37.44,1216.5,7,0,0,1
38.44,1257.8,7,0,0,1
39.44,1300.3,7,0,0,1
40.44,1344.0,7,0,0,1
41.46,1388.0,7,0,0,1
42.46,1432.8,7,0,0,1
43.46,1477.1,7,0,0,1
44.46,1507.6,7,0,0,1
45.48,1523.4,7,0,0,1
46.48,1544.7,7,0,0,1
47.48,1565.4,7,0,0,1
48.48,1591.9,7,0,0,1
49.50,1623.9,7,0,0,1
50.50,1659.7,7,0,0,1
51.50,1698.3,7,0,0,1
52.50,1738.8,7,0,0,1
53.50,1780.8,7,0,0,1
54.52,1824.3,7,0,0,1
55.52,1868.6,7,0,0,1
56.52,1913.2,7,0,0,1
57.52,1958.2,7,1,1,1
58.52,1994.2,7,1,1,2
59.54,2010.4,7,0,1,2
60.54,2022.0,7,0,1,2
61.56,2041.3,7,0,1,2
62.56,2067.2,6,0,1,2
63.56,2099.0,6,0,1,2
64.56,2134.4,6,0,1,2
65.56,2172.4,6,0,1,2
66.58,2212.9,6,1,2,2
67.58,2254.8,6,1,2,2
68.58,2294.2,6,0,2,2
69.58,2325.6,6,0,2,2
70.58,2357.1,6,0,2,2
71.60,2388.6,6,0,2,2
72.60,2421.3,5,0,2,2
73.60,2457.0,5,0,2,2
74.60,2495.4,5,0,2,2
75.60,2536.2,5,0,2,2
76.62,2577.0,5,0,2,2
77.62,2606.7,5,0,2,2
78.62,2633.8,5,0,2,2
79.64,2664.0,5,0,2,2
80.64,2698.5,5,0,2,2
81.66,2737.3,5,0,2,2
82.66,2770.2,5,0,2,2
83.66,2802.1,5,0,2,2
84.66,2835.5,5,0,2,2
85.66,2872.5,5,0,2,2
86.66,2902.8,5,0,2,2
87.68,2925.5,5,0,2,2
88.68,2949.8,5,0,2,2
89.68,2980.8,5,0,2,2
90.68,3013.7,5,0,2,2
91.68,3040.4,5,0,2,2
92.68,3070.3,5,0,2,2
93.68,3102.6,5,0,2,2
94.70,3134.7,5,0,2,2
95.70,3167.7,5,0,2,2
96.70,3195.2,5,0,2,2
97.70,3213.6,5,0,2,2
98.70,3235.6,5,0,2,2
99.72,3262.2,5,0,2,2
100.72,3288.5,5,0,2,2
101.72,3313.9,5,0,2,2
102.72,3342.4,5,0,2,2
103.72,3376.4,5,0,2,2
104.74,3414.8,5,1,3,3
105.74,3442.3,5,0,3,3
106.74,3457.2,5,0,3,3
107.74,3473.5,5,0,3,3
108.76,3497.2,5,0,3,3
109.76,3526.7,4,0,3,3
110.78,3558.3,4,0,3,3
111.78,3591.5,4,0,3,3
112.78,3628.5,4,0,3,3
113.80,3669.7,4,0,3,3
114.80,3711.9,4,0,3,3
115.80,3748.9,4,0,3,3
116.80,3782.8,4,0,3,3
117.80,3814.4,4,0,3,3
118.80,3845.4,4,0,3,3
119.82,3876.3,4,0,3,3
120.82,3906.4,4,0,3,3
121.82,3936.4,4,0,3,3
122.84,3970.0,4,0,3,3
123.84,4006.1,4,0,3,3
124.86,4039.8,4,0,3,3
125.86,4072.0,4,0,3,3
126.86,4103.5,4,0,3,3
127.88,4133.4,4,0,4,3
128.88,4163.0,4,1,4,4
129.88,4194.7,4,0,4,4
130.88,4226.5,4,0,4,4
131.90,4257.8,4,0,4,4
132.90,4288.0,4,0,4,4
133.90,4315.0,3,0,4,4
134.90,4344.0,3,0,4,4
135.90,4377.1,3,0,4,4
136.92,4409.4,3,0,4,4
137.92,4441.4,3,0,4,4
138.92,4473.5,3,0,4,4
139.92,4505.4,3,0,4,4
140.92,4537.4,3,0,4,4
141.94,4569.4,3,0,4,4
142.94,4601.3,3,0,4,4
143.94,4633.2,3,0,4,4
144.94,4662.5,3,0,4,4
145.94,4670.3,3,0,4,4
146.94,3.7,3,0,4,4
147.96,16.5,3,0,4,4
148.96,38.2,3,0,4,4
149.98,66.1,3,0,4,4
150.98,99.0,3,0,4,4
151.98,135.6,3,0,4,4
152.98,174.8,3,0,4,4
