course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards,contactCorrections
Forest Loop Reverse,moto,12,-1.5,13.800,150.200,1.520,0.911,True,completed,14.659,1.300,0,34
Forest Loop Reverse,moto,12,-3,13.527,150.107,1.280,0.932,True,completed,14.527,1.280,0,21
Forest Loop Reverse,moto,12,0,13.475,150.052,1.360,0.888,True,completed,15.290,1.360,0,35
Forest Loop Reverse,moto,12,-4.7,18.838,150.073,2.020,0.337,True,completed,0.000,0.000,0,246
Forest Loop Reverse,moto,12,1.7,13.394,150.208,1.300,-0.136,True,completed,0.000,0.000,0,292
Forest Loop Reverse,moto,24,-1.5,7.797,150.019,2.020,0.943,True,completed,44.889,2.020,0,124
Forest Loop Reverse,moto,24,-3,7.446,150.206,2.060,0.933,True,completed,45.568,2.060,0,129
Forest Loop Reverse,moto,24,0,8.460,150.169,2.020,0.944,True,completed,44.856,2.020,0,133
Forest Loop Reverse,moto,24,-4.7,9.438,150.056,2.000,-0.953,True,completed,0.000,0.000,0,153
Forest Loop Reverse,moto,24,1.7,7.343,150.289,2.460,0.792,True,completed,0.000,0.000,0,238
Forest Loop Reverse,moto,36,-1.5,5.486,165.714,2.540,0.958,True,completed,84.004,2.540,0,204
Forest Loop Reverse,moto,36,-3,5.482,165.710,2.540,0.958,True,completed,84.001,2.540,0,198
Forest Loop Reverse,moto,36,0,5.484,165.720,2.540,0.958,True,completed,84.005,2.540,0,194
Forest Loop Reverse,moto,36,-4.7,5.729,150.139,1.780,-0.807,True,completed,0.000,0.000,0,113
Forest Loop Reverse,moto,36,1.7,22.637,90.917,20.240,-1.000,True,stalled/crashed,0.000,0.000,0,117
Forest Loop Reverse,atv,12,-1.5,13.688,150.114,1.380,0.935,True,completed,14.241,1.260,0,49
Forest Loop Reverse,atv,12,-3,13.550,150.091,1.460,0.907,True,completed,14.863,1.320,0,37
Forest Loop Reverse,atv,12,0,13.597,150.213,1.280,0.924,True,completed,14.417,1.280,0,12
Forest Loop Reverse,atv,12,-4.7,13.409,150.109,1.400,0.311,True,completed,0.000,0.000,0,209
Forest Loop Reverse,atv,12,1.7,15.500,150.130,2.640,0.099,True,completed,0.000,0.000,0,72
Forest Loop Reverse,atv,24,-1.5,8.507,150.324,2.040,0.937,True,completed,45.054,2.040,0,32
Forest Loop Reverse,atv,24,-3,8.481,150.315,2.040,0.937,True,completed,45.037,2.040,0,38
Forest Loop Reverse,atv,24,0,7.276,150.254,2.040,0.937,True,completed,45.039,2.040,0,32
Forest Loop Reverse,atv,24,-4.7,7.268,150.323,1.820,0.065,True,completed,0.000,0.000,0,128
Forest Loop Reverse,atv,24,1.7,7.307,150.292,2.160,-0.855,True,completed,0.000,0.000,0,105
Forest Loop Reverse,atv,36,-1.5,5.483,165.216,2.540,0.961,True,completed,83.658,2.540,0,193
Forest Loop Reverse,atv,36,-3,5.488,165.221,2.540,0.962,True,completed,83.660,2.540,0,190
Forest Loop Reverse,atv,36,0,5.483,165.215,2.540,0.961,True,completed,83.658,2.540,0,183
Forest Loop Reverse,atv,36,-4.7,5.310,150.741,2.740,-0.969,True,completed,82.272,2.740,0,129
Forest Loop Reverse,atv,36,1.7,5.204,150.275,2.600,-0.791,True,completed,81.475,2.600,0,157
