t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.107,830.569,100.609,-122.657,15.589,13.512,0.628,7.751,0.000,0.000,-0.088,2,9.271,4.406,0.999,"Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.174, 0.984, -0.019);Ground_Mountain_1_1:(-0.174, 0.984, -0.019);Ground_Mountain_1_1:(-0.174, 0.984, -0.019);Ground_Mountain_1_1:(-0.174, 0.984, -0.019);Ground_Mountain_1_1:(-0.174, 0.984, -0.019);Ground_Mountain_1_1:(-0.174, 0.984, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.174, 0.985, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.019);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.174, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_1_1:(-0.175, 0.984, -0.020);Ground_Mountain_0_1:(-0.166, 0.980, -0.105);Ground_Mountain_0_1:(-0.166, 0.980, -0.105);Ground_Mountain_0_1:(-0.166, 0.980, -0.105);Ground_Mountain_0_1:(-0.166, 0.980, -0.105);Ground_Mountain_0_1:(-0.166, 0.980, -0.105);Ground_Mountain_0_1:(-0.166, 0.980, -0.105);"
0.040,148.336,830.830,100.626,-122.508,15.543,13.473,0.864,7.704,0.206,0.000,-0.091,4,9.934,6.058,0.998,"Ground_Mountain_0_1:(-0.168, 0.980, -0.106);Ground_Mountain_0_1:(-0.168, 0.980, -0.106);Ground_Mountain_0_1:(-0.168, 0.980, -0.106);Ground_Mountain_0_1:(-0.168, 0.980, -0.106);Ground_Mountain_0_1:(-0.168, 0.980, -0.106);Ground_Mountain_0_1:(-0.168, 0.980, -0.106);"
0.060,148.620,831.091,100.646,-122.359,15.546,13.473,1.059,7.703,0.228,0.000,-0.094,4,15.628,8.182,0.995,"Ground_Mountain_0_1:(-0.164, 0.981, -0.107);Ground_Mountain_0_1:(-0.164, 0.981, -0.107);Ground_Mountain_0_1:(-0.164, 0.981, -0.107);Ground_Mountain_0_1:(-0.164, 0.981, -0.107);Ground_Mountain_0_1:(-0.164, 0.981, -0.107);Ground_Mountain_0_1:(-0.164, 0.981, -0.107);"
0.080,148.918,831.353,100.672,-122.210,15.552,13.462,1.319,7.711,0.227,0.000,-0.096,4,21.036,8.339,0.991,"Ground_Mountain_0_1:(-0.165, 0.980, -0.108);Ground_Mountain_0_1:(-0.165, 0.980, -0.108);Ground_Mountain_0_1:(-0.165, 0.980, -0.108);Ground_Mountain_0_1:(-0.165, 0.980, -0.108);Ground_Mountain_0_1:(-0.165, 0.980, -0.108);Ground_Mountain_0_1:(-0.165, 0.980, -0.108);"
0.100,149.219,831.616,100.703,-122.059,15.558,13.435,1.629,7.720,0.224,0.000,-0.098,4,25.030,7.580,0.988,"Ground_Mountain_0_1:(-0.161, 0.981, -0.108);Ground_Mountain_0_1:(-0.161, 0.981, -0.108);Ground_Mountain_0_1:(-0.161, 0.981, -0.108);Ground_Mountain_0_1:(-0.161, 0.981, -0.108);Ground_Mountain_0_1:(-0.161, 0.981, -0.108);Ground_Mountain_0_1:(-0.161, 0.981, -0.108);"
0.120,149.521,831.879,100.742,-121.907,15.562,13.387,1.988,7.725,0.221,0.000,-0.100,4,27.603,6.568,0.984,"Ground_Mountain_0_1:(-0.162, 0.981, -0.109);Ground_Mountain_0_1:(-0.162, 0.981, -0.109);Ground_Mountain_0_1:(-0.162, 0.981, -0.109);Ground_Mountain_0_1:(-0.162, 0.981, -0.109);Ground_Mountain_0_1:(-0.162, 0.981, -0.109);Ground_Mountain_0_1:(-0.162, 0.981, -0.109);"
0.140,149.826,832.141,100.789,-121.755,15.566,13.321,2.367,7.728,0.219,0.000,-0.100,4,28.686,5.642,0.981,"Ground_Mountain_0_1:(-0.164, 0.981, -0.108);Ground_Mountain_0_1:(-0.164, 0.981, -0.108);Ground_Mountain_0_1:(-0.164, 0.981, -0.108);Ground_Mountain_0_1:(-0.164, 0.981, -0.108);Ground_Mountain_0_1:(-0.164, 0.981, -0.108);Ground_Mountain_0_1:(-0.164, 0.981, -0.108);"
0.160,150.055,832.403,100.844,-121.601,15.557,13.219,2.806,7.719,0.217,0.000,-0.101,4,28.565,4.752,0.979,"Ground_Mountain_0_1:(-0.164, 0.980, -0.110);Ground_Mountain_0_1:(-0.164, 0.980, -0.110);Ground_Mountain_0_1:(-0.164, 0.980, -0.110);Ground_Mountain_0_1:(-0.164, 0.980, -0.110);Ground_Mountain_0_1:(-0.164, 0.980, -0.110);Ground_Mountain_0_1:(-0.164, 0.980, -0.110);"
0.180,150.363,832.664,100.909,-121.447,15.545,13.107,3.230,7.715,0.222,0.000,-0.101,4,26.534,3.246,0.979,"Ground_Mountain_0_1:(-0.167, 0.980, -0.110);Ground_Mountain_0_1:(-0.167, 0.980, -0.110);Ground_Mountain_0_1:(-0.167, 0.980, -0.110);Ground_Mountain_0_1:(-0.167, 0.980, -0.110);Ground_Mountain_0_1:(-0.167, 0.980, -0.110);Ground_Mountain_0_1:(-0.167, 0.980, -0.110);"
0.200,150.672,832.924,100.978,-121.293,15.554,13.034,3.499,7.743,0.227,0.000,-0.102,4,23.269,1.366,0.978,"Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);"
0.220,150.982,833.183,101.053,-121.137,15.560,12.965,3.721,7.779,0.223,0.000,-0.102,4,20.859,1.043,0.978,"Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);Ground_Mountain_0_1:(-0.163, 0.981, -0.110);"
0.240,151.292,833.441,101.131,-120.981,15.565,12.900,3.893,7.826,0.220,0.000,-0.101,4,18.350,0.916,0.977,"Ground_Mountain_0_1:(-0.165, 0.980, -0.112);Ground_Mountain_0_1:(-0.165, 0.980, -0.112);Ground_Mountain_0_1:(-0.165, 0.980, -0.112);Ground_Mountain_0_1:(-0.165, 0.980, -0.112);Ground_Mountain_0_1:(-0.165, 0.980, -0.112);Ground_Mountain_0_1:(-0.165, 0.980, -0.112);"
0.260,151.603,833.697,101.211,-120.823,15.569,12.839,4.017,7.882,0.217,0.000,-0.101,4,15.895,0.701,0.977,"Ground_Mountain_0_1:(-0.159, 0.981, -0.113);Ground_Mountain_0_1:(-0.159, 0.981, -0.113);Ground_Mountain_0_1:(-0.159, 0.981, -0.113);Ground_Mountain_0_1:(-0.159, 0.981, -0.113);Ground_Mountain_0_1:(-0.159, 0.981, -0.113);Ground_Mountain_0_1:(-0.159, 0.981, -0.113);"
0.280,151.836,833.953,101.293,-120.664,15.572,12.783,4.096,7.947,0.216,0.000,-0.100,4,13.605,0.530,0.977,"Ground_Mountain_0_1:(-0.160, 0.981, -0.114);Ground_Mountain_0_1:(-0.160, 0.981, -0.114);Ground_Mountain_0_1:(-0.160, 0.981, -0.114);Ground_Mountain_0_1:(-0.160, 0.981, -0.114);Ground_Mountain_0_1:(-0.160, 0.981, -0.114);Ground_Mountain_0_1:(-0.160, 0.981, -0.114);"
0.300,152.147,834.208,101.376,-120.504,15.573,12.730,4.135,8.021,0.214,0.000,-0.099,4,11.534,0.346,0.978,"Ground_Mountain_0_1:(-0.160, 0.981, -0.113);Ground_Mountain_0_1:(-0.160, 0.981, -0.113);Ground_Mountain_0_1:(-0.160, 0.981, -0.113);Ground_Mountain_0_1:(-0.160, 0.981, -0.113);Ground_Mountain_0_1:(-0.160, 0.981, -0.113);Ground_Mountain_0_1:(-0.160, 0.981, -0.113);"
0.320,152.458,834.462,101.458,-120.342,15.575,12.681,4.138,8.102,0.213,0.000,-0.098,4,9.716,0.222,0.978,"Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);Ground_Mountain_0_1:(-0.161, 0.980, -0.117);"
