time,station,branch,speed,throttle,brake,recoveries,gate,penalty
0.010,69.187,,0.000,1.000,0.000,0,0,0
0.030,69.195,,0.340,1.000,0.000,0,0,0
0.050,69.210,,0.678,1.000,0.000,0,0,0
0.070,69.232,,1.017,1.000,0.000,0,0,0
0.090,69.262,,1.356,1.000,0.000,0,0,0
0.110,69.298,,1.696,1.000,0.000,0,0,0
0.130,69.342,,2.036,1.000,0.000,0,0,0
0.150,69.392,,2.374,1.000,0.000,0,0,0
0.170,69.448,,2.710,1.000,0.000,0,0,0
0.190,69.510,,3.043,1.000,0.000,0,0,0
0.210,69.579,,3.375,1.000,0.000,0,0,0
0.230,69.654,,3.704,1.000,0.000,0,0,0
0.250,69.736,,4.032,1.000,0.000,0,0,0
0.270,69.824,,4.357,1.000,0.000,0,0,0
0.290,69.918,,4.680,1.000,0.000,0,0,0
0.310,70.019,,5.002,1.000,0.000,0,0,0
0.330,70.125,,5.321,1.000,0.000,0,0,0
0.350,70.238,,5.638,1.000,0.000,0,0,0
0.370,70.357,,5.954,1.000,0.000,0,0,0
0.390,70.483,,6.267,1.000,0.000,0,0,0
0.410,70.614,,6.579,1.000,0.000,0,0,0
0.430,70.752,,6.888,1.000,0.000,0,0,0
0.450,70.896,,7.196,1.000,0.000,0,0,0
0.470,71.046,,7.501,1.000,0.000,0,0,0
0.490,71.202,,7.805,1.000,0.000,0,0,0
0.510,71.364,,8.107,1.000,0.000,0,0,0
0.530,71.532,,8.406,1.000,0.000,0,0,0
0.550,71.706,,8.704,1.000,0.000,0,0,0
0.570,71.886,,9.000,1.000,0.000,0,0,0
0.590,72.072,,9.294,1.000,0.000,0,0,0
0.610,72.263,,9.586,1.000,0.000,0,0,0
0.630,72.461,,9.876,1.000,0.000,0,0,0
0.650,72.664,,10.164,1.000,0.000,0,0,0
0.670,72.873,,10.451,1.000,0.000,0,0,0
0.690,73.087,,10.735,1.000,0.000,0,0,0
0.710,73.308,,11.018,1.000,0.000,0,0,0
0.730,73.533,,11.298,1.000,0.000,0,0,0
0.750,73.765,,11.577,1.000,0.000,0,0,0
0.770,74.002,,11.855,1.000,0.000,0,0,0
0.790,74.245,,12.130,1.000,0.000,0,0,0
0.810,74.493,,12.404,1.000,0.000,0,0,0
0.830,74.746,,12.676,1.000,0.000,0,0,0
0.850,75.005,,12.946,1.000,0.000,0,0,0
0.870,75.269,,13.214,1.000,0.000,0,0,0
0.890,75.539,,13.481,1.000,0.000,0,0,0
0.910,75.814,,13.746,1.000,0.000,0,0,0
0.930,76.094,,14.009,1.000,0.000,0,0,0
0.950,76.379,,14.271,1.000,0.000,0,0,0
0.970,76.670,,14.531,1.000,0.000,0,0,0
0.990,76.966,,14.789,1.000,0.000,0,0,0
1.010,77.267,,15.045,1.000,0.000,0,0,0
1.030,77.573,,15.300,1.000,0.000,0,0,0
1.050,77.885,,15.554,1.000,0.000,0,0,0
1.070,78.201,,15.805,1.000,0.000,0,0,0
1.090,78.522,,16.055,1.000,0.000,0,0,0
1.110,78.850,,16.304,1.000,0.000,0,0,0
1.130,79.181,,16.550,1.000,0.000,0,0,0
1.150,79.517,,16.795,1.000,0.000,0,0,0
1.170,79.860,,17.039,1.000,0.000,0,0,0
1.190,80.206,,17.281,1.000,0.000,0,0,0
1.210,80.556,,17.521,1.000,0.000,0,0,0
1.230,80.912,,17.760,1.000,0.000,0,0,0
1.250,81.275,,17.997,1.000,0.000,0,0,0
1.270,81.640,,18.233,1.000,0.000,0,0,0
1.290,82.013,,18.467,1.000,0.000,0,0,0
1.310,82.387,,18.700,1.000,0.000,0,0,0
1.330,82.766,,18.930,1.000,0.000,0,0,0
1.350,83.154,,19.160,1.000,0.000,0,0,0
1.370,83.542,,19.388,1.000,0.000,0,0,0
1.390,83.934,,19.614,1.000,0.000,0,0,0
1.410,84.337,,19.838,1.000,0.000,0,0,0
1.430,84.739,,20.061,1.000,0.000,0,0,0
1.450,85.144,,20.282,1.000,0.000,0,0,0
1.470,85.562,,20.502,1.000,0.000,0,0,0
1.490,85.976,,20.720,1.000,0.000,0,0,0
1.510,86.403,,20.937,1.000,0.000,0,0,0
1.530,86.827,,21.152,1.000,0.000,0,0,0
1.550,87.254,,21.366,1.000,0.000,0,0,0
1.570,87.695,,21.578,1.000,0.000,0,0,0
1.590,88.131,,21.788,1.000,0.000,0,0,0
1.610,88.582,,21.997,1.000,0.000,0,0,0
1.630,89.026,,22.204,1.000,0.000,0,0,0
1.650,89.485,,22.409,1.000,0.000,0,0,0
1.670,89.938,,22.612,1.000,0.000,0,0,0
1.690,90.395,,22.814,1.000,0.000,0,0,0
1.710,90.865,,22.921,0.539,0.000,0,0,0
1.730,91.328,,23.119,1.000,0.000,0,0,0
1.750,91.804,,23.155,0.198,0.000,0,0,0
1.770,92.271,,23.351,1.000,0.000,0,0,0
1.790,92.755,,23.544,1.000,0.000,0,0,0
1.810,93.222,,23.327,0.000,0.000,0,0,0
1.830,93.705,,23.519,1.000,0.000,0,0,0
1.850,94.172,,23.301,0.000,0.000,0,0,0
1.870,94.654,,23.485,0.966,0.000,0,0,0
1.890,95.128,,23.675,1.000,0.000,0,0,0
1.910,95.614,,23.744,0.396,0.000,0,0,0
1.930,96.088,,23.650,0.000,0.156,0,0,0
1.950,96.556,,23.370,0.000,0.500,0,0,0
1.970,97.028,,23.127,0.000,0.430,0,0,0
1.990,97.485,,22.792,0.000,0.601,0,0,0
2.010,97.943,,22.502,0.000,0.519,0,0,0
2.030,98.387,,22.178,0.000,0.581,0,0,0
2.050,98.832,,21.897,0.000,0.501,0,0,0
2.070,99.264,,21.579,0.000,0.571,0,0,0
2.090,99.690,,21.305,0.000,0.492,0,0,0
2.110,100.114,,21.019,0.000,0.514,0,0,0
2.130,100.530,,20.772,0.000,0.443,0,0,0
2.150,100.942,,20.521,0.000,0.451,0,0,0
2.170,101.350,,20.361,0.000,0.284,0,0,0
2.190,101.754,,20.209,0.000,0.271,0,1,0
2.210,102.153,,20.022,0.000,0.000,0,1,0
2.230,102.550,,19.838,0.000,0.000,0,1,0
2.250,102.944,,19.984,0.684,0.000,0,1,0
2.270,103.346,,20.104,0.567,0.000,0,1,0
2.290,103.744,,19.893,0.000,0.386,0,1,0
2.310,104.129,,19.710,0.000,0.333,0,1,0
2.330,104.515,,19.300,0.000,0.755,0,1,0
2.350,104.894,,18.947,0.000,0.653,0,1,0
2.370,105.251,,18.477,0.000,0.869,0,1,0
2.390,105.612,,18.071,0.000,0.752,0,1,0
2.410,105.964,,17.621,0.000,0.835,0,1,0
2.430,106.292,,17.233,0.000,0.723,0,1,0
2.450,106.630,,16.897,0.000,0.627,0,1,0
2.470,106.959,,16.503,0.000,0.736,0,1,0
2.490,107.265,,16.163,0.000,0.639,0,1,0
2.510,107.579,,15.869,0.000,0.554,0,1,0
2.530,107.890,,15.546,0.000,0.609,0,1,0
2.550,108.195,,15.268,0.000,0.529,0,1,0
