vehicle,jump,time,station,speed,throttle,brake,steer,grounded,up,angularSpeed,contact,impulse,suspensionLift,alignmentTorque
moto,340,0.000,294.960,32.000,1,0,-0.005,0,1.000,0.000,,0.000,0.000,0.000
moto,340,0.020,295.602,31.998,1,0,-0.006,0,1.000,0.000,Ground_560_400,0.000,0.000,0.000
moto,340,0.040,296.240,31.998,1,0,-0.006,2,1.000,0.000,Ground_560_400,0.000,8.702,1.116
moto,340,0.060,296.884,32.158,1,0,-0.007,2,1.000,0.165,Ground_560_400,0.000,8.001,0.019
moto,340,0.080,297.534,32.318,1,0,-0.007,2,1.000,0.297,Ground_560_400,0.000,7.101,0.960
moto,340,0.100,298.184,32.480,1,0,-0.007,2,1.000,0.393,Ground_560_400,0.000,6.129,1.607
moto,340,0.120,298.839,32.642,1,0,-0.007,2,1.000,0.461,Ground_560_400,0.000,5.118,2.195
moto,340,0.140,299.498,32.806,1,0,-0.008,2,0.999,0.499,Ground_560_400,0.000,4.163,2.559
moto,340,0.160,300.162,32.971,1,0,-0.008,4,0.999,0.515,Ground_560_400,0.000,9.750,2.900
moto,340,0.180,300.826,33.132,1,0,-0.008,4,0.999,0.409,Ground_560_400,0.000,8.536,2.436
moto,340,0.200,301.492,33.294,1,0,-0.008,4,0.998,0.317,Ground_560_400,0.000,8.101,1.983
moto,340,0.220,302.164,33.457,1,0,-0.008,4,0.998,0.239,Ground_560_400,0.000,8.089,1.607
moto,340,0.240,302.836,33.620,1,0,-0.008,4,0.998,0.173,Ground_560_400,0.000,8.561,1.295
moto,340,0.260,303.512,33.781,1,0,-0.008,4,0.997,0.120,Ground_560_400,0.000,9.308,0.991
moto,340,0.280,304.193,33.942,1,0,-0.008,4,0.997,0.080,Ground_560_400,0.000,10.187,0.698
moto,340,0.300,304.873,34.102,1,0,-0.008,4,0.997,0.055,Ground_560_400,0.000,11.104,0.507
moto,340,0.320,305.558,34.262,1,0,-0.008,4,0.997,0.049,Ground_560_400,0.000,12.074,0.396
moto,340,0.340,306.248,34.420,1,0,-0.008,4,0.997,0.056,Ground_560_400,0.000,12.901,0.168
moto,340,0.360,306.939,34.576,1,0,-0.008,4,0.997,0.066,Ground_560_400,0.000,13.746,0.106
moto,340,0.380,307.633,34.732,1,0,-0.008,4,0.998,0.076,Ground_560_400,0.000,14.383,0.062
moto,340,0.400,308.331,34.887,1,0,-0.008,4,0.998,0.083,Ground_560_400,0.000,14.897,0.108
moto,340,0.420,309.032,35.040,1,0,-0.008,4,0.998,0.088,Ground_560_400,0.000,15.269,0.105
moto,340,0.440,309.735,35.192,1,0,-0.008,4,0.998,0.092,Ground_560_400,0.000,15.542,0.167
moto,340,0.460,310.441,35.344,1,0,-0.008,4,0.998,0.094,Ground_560_400,0.000,15.662,0.164
moto,340,0.480,311.153,35.494,1,0,-0.007,4,0.998,0.098,Ground_560_400,0.000,15.730,0.235
moto,340,0.500,311.864,35.643,1,0,-0.007,4,0.998,0.098,Ground_560_400,0.000,15.683,0.216
moto,340,0.520,312.579,35.791,1,0,-0.007,4,0.998,0.098,Ground_560_400,0.000,15.513,0.237
moto,340,0.540,313.298,35.938,1,0,-0.007,4,0.998,0.096,Ground_560_400,0.000,15.209,0.224
moto,340,0.560,313.893,29.566,1,0,-0.024,4,0.998,1.383,Ground_560_400,1430.076,10.968,3.519
moto,340,0.580,314.489,29.741,1,0,-0.037,4,0.997,0.985,Ground_560_400,10.742,8.803,2.173
moto,340,0.600,315.088,29.907,1,0,-0.046,4,0.997,0.660,Ground_560_400,13.585,8.261,0.872
moto,340,0.620,315.689,30.082,1,0,-0.053,4,0.997,0.451,Ground_560_400,0.000,8.233,0.601
moto,340,0.640,316.293,30.255,1,0,-0.058,4,0.997,0.282,Ground_560_400,0.000,8.479,0.369
moto,340,0.660,316.901,30.429,1,0,-0.062,4,0.998,0.156,Ground_560_400,0.000,8.840,0.160
moto,340,0.680,317.512,30.605,1,0,-0.064,4,0.998,0.094,Ground_560_400,0.000,9.417,0.044
moto,340,0.700,318.126,30.781,1,0,-0.065,4,0.998,0.124,Ground_560_400,0.000,9.874,0.281
moto,340,0.720,318.743,30.958,1,0,-0.066,4,0.998,0.179,Ground_560_400,0.000,10.233,0.294
moto,340,0.740,319.363,31.135,1,0,-0.065,4,0.998,0.228,Ground_560_400,0.000,10.761,0.266
moto,340,0.760,319.988,31.311,1,0,-0.065,4,0.998,0.269,Ground_560_400,0.000,11.173,0.355
moto,340,0.780,320.616,31.486,1,0,-0.064,4,0.998,0.299,Ground_560_400,0.000,11.317,0.377
moto,340,0.800,321.247,31.659,1,0,-0.062,4,0.998,0.322,Ground_560_400,0.000,11.639,0.331
moto,340,0.820,321.881,31.830,1,0,-0.060,4,0.999,0.337,Ground_560_400,0.000,11.765,0.416
moto,340,0.840,322.517,32.000,1,0,-0.058,4,0.999,0.345,Ground_560_400,0.000,11.642,0.478
moto,340,0.860,323.159,32.166,1,0,-0.056,4,0.999,0.349,Ground_560_400,0.000,11.669,0.277
moto,340,0.880,323.805,32.331,1,0,-0.053,4,0.999,0.349,Ground_560_400,0.000,11.610,0.480
moto,340,0.900,324.454,32.494,1,0,-0.051,4,0.999,0.345,Ground_560_400,0.000,11.156,0.477
moto,340,0.920,325.107,32.655,1,0,-0.048,4,0.999,0.340,Ground_560_400,0.000,10.998,0.265
moto,340,0.940,325.761,32.814,1,0,-0.045,4,0.999,0.332,Ground_560_400,0.000,11.079,0.253
moto,340,0.960,326.419,32.971,1,0,-0.043,4,0.999,0.322,Ground_560_480,0.000,10.505,0.481
moto,340,0.980,327.077,33.127,1,0,-0.040,4,0.999,0.310,Ground_560_480,0.000,10.040,0.209
moto,340,1.000,327.747,33.282,1,0,-0.037,4,0.999,0.297,Ground_560_480,0.000,10.353,0.076
moto,340,1.020,328.415,33.435,1,0,-0.034,4,0.999,0.284,Ground_560_480,0.000,10.039,0.373
moto,340,1.040,329.087,33.587,1,0,-0.032,4,0.999,0.269,Ground_560_480,0.000,9.392,0.108
moto,340,1.060,329.756,33.739,1,0,-0.029,4,0.999,0.255,Ground_560_480,0.000,9.580,0.105
moto,340,1.080,330.434,33.889,1,0,-0.026,4,0.999,0.239,Ground_560_480,0.000,9.470,0.261
moto,340,1.100,331.113,34.039,1,0,-0.024,4,0.999,0.223,Ground_560_480,0.000,9.004,0.250
moto,340,1.120,331.802,34.188,1,0,-0.021,4,0.999,0.206,Ground_560_480,0.000,9.001,0.252
moto,340,1.140,332.487,34.336,1,0,-0.018,4,0.999,0.191,Ground_560_480,0.000,9.093,0.135
moto,340,1.160,333.176,34.483,1,0,-0.016,4,0.999,0.175,Ground_560_480,0.000,8.899,0.203
moto,340,1.180,333.859,34.630,1,0,-0.014,4,0.999,0.159,Ground_560_480,0.000,8.645,0.145
moto,340,1.200,334.563,34.776,1,0,-0.011,4,0.999,0.144,Ground_560_480,0.000,8.758,0.131
moto,340,1.220,335.261,34.921,1,0,-0.009,4,0.999,0.130,Ground_560_480,0.000,8.524,0.149
moto,340,1.240,335.963,35.066,1,0,-0.007,4,0.999,0.115,Ground_560_480,0.000,8.432,0.378
moto,340,1.260,336.656,35.210,1,0,-0.005,4,0.999,0.099,Ground_560_480,0.000,8.437,0.046
moto,340,1.280,337.363,35.353,1,0,-0.004,4,0.999,0.086,Ground_560_480,0.000,8.236,0.049
moto,340,1.300,338.077,35.496,1,0,-0.002,4,0.999,0.075,Ground_560_480,0.000,8.430,0.341
moto,340,1.320,338.794,35.638,1,0,0.000,4,0.999,0.061,Ground_560_480,0.000,8.190,0.148
