time,driver,station,speed,target,throttle,brake,errors,errorWeight,line,brakeJudgment,grounded,water,recoveries
334.281,Reference,33.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
334.281,EMBER,41.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
334.281,GOLD,48.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
334.281,BLUE,55.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
337.367,Reference,33.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
337.367,EMBER,41.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
337.367,GOLD,48.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
337.367,BLUE,55.00,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
337.860,Reference,35.22,8.343,22.280,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
337.860,EMBER,43.22,8.345,21.625,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
337.860,GOLD,50.10,7.868,53.761,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
337.860,BLUE,57.21,8.348,59.813,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
338.300,Reference,40.39,14.668,24.677,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
338.300,EMBER,48.36,14.673,24.695,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
338.300,GOLD,54.98,13.811,53.734,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
338.300,BLUE,62.33,14.683,59.789,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
338.900,Reference,51.56,21.992,28.498,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
338.900,EMBER,59.45,22.002,57.222,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
338.900,GOLD,65.53,20.663,53.697,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
338.900,BLUE,73.39,22.032,59.759,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
339.860,Reference,77.61,31.186,34.111,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
339.860,EMBER,85.18,31.211,57.171,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
339.860,GOLD,89.81,29.223,53.639,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
339.860,BLUE,99.28,31.242,53.464,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
341.840,Reference,150.68,37.158,37.533,0.007,0.000,0,0.000,0.000,1.000,4,0.000,0
341.840,EMBER,156.27,37.686,40.556,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
341.840,GOLD,159.30,36.710,38.271,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
341.840,BLUE,170.75,39.558,52.478,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
344.660,Reference,270.54,44.852,44.923,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
344.660,EMBER,279.50,47.055,32.000,0.000,1.000,0,0.000,0.000,1.000,4,0.000,0
344.660,GOLD,278.03,43.354,32.000,0.000,1.000,0,0.000,0.000,1.000,4,0.000,0
344.660,BLUE,295.40,36.012,32.000,0.000,1.000,0,0.000,0.000,1.000,4,0.000,0
348.660,Reference,377.80,20.034,20.943,0.688,0.000,0,0.000,0.000,1.000,0,0.000,0
348.660,EMBER,411.46,27.571,32.000,1.000,0.000,0,0.000,0.000,1.000,0,0.000,0
348.660,GOLD,394.86,20.634,32.000,1.000,0.000,0,0.000,0.000,1.000,0,0.000,0
348.660,BLUE,421.95,26.853,32.000,1.000,0.000,0,0.000,0.000,1.000,0,0.000,0
352.660,Reference,454.54,25.851,32.000,1.000,0.000,0,0.000,0.000,1.000,2,0.000,0
