vehicle,line,startX,startY,startZ,runup,launchX,launchY,launchZ,speed,landingX,landingY,landingZ,minClearance,air,headingDot,minUp
moto,0,1187.208,152.53,205.9821,215,978.868,179.6892,146.9691,42.83642,759.6442,109.3796,85.35533,0.6760864,7.519993,0.999996,0.7624635
