time,vehicle,lap,gate,speed,recoveries,misses,x,y,z
3.004,moto,0,0,0.00,0,0,567.39,82.41,56.96
3.004,moto,0,0,0.00,0,0,563.22,82.45,48.82
3.004,moto,0,0,0.00,0,0,568.02,82.49,42.12
3.004,atv,0,0,0.00,0,0,564.20,82.53,34.82
4.040,moto,0,0,15.96,0,0,567.67,82.45,48.05
4.040,moto,0,0,15.96,0,0,563.72,82.50,39.92
4.040,moto,0,0,15.95,0,0,568.68,82.54,33.23
4.040,atv,0,0,15.01,0,0,565.13,82.56,26.48
5.100,moto,0,0,27.63,0,0,568.85,82.56,24.52
5.100,moto,0,1,27.63,0,0,564.63,82.58,16.39
5.100,moto,0,1,27.64,0,0,569.17,82.58,9.68
5.100,atv,0,1,25.90,0,0,566.45,82.57,4.42
7.100,moto,0,1,41.43,0,0,568.56,82.49,-46.10
7.100,moto,0,1,40.34,0,0,564.78,82.55,-54.20
7.100,moto,0,1,38.49,0,0,569.93,82.69,-60.67
7.100,atv,0,1,37.20,0,0,566.86,82.71,-61.42
9.100,moto,0,1,32.65,0,0,592.21,81.06,-104.80
9.100,moto,0,1,31.46,0,0,591.85,80.90,-109.60
9.100,moto,0,1,28.24,0,0,599.69,80.31,-113.03
9.100,atv,0,1,28.92,0,0,596.16,80.55,-112.11
10.980,moto,0,1,0.70,0,0,608.36,78.01,-133.41
10.980,moto,0,1,0.50,0,0,607.61,78.00,-133.45
10.980,moto,0,1,15.73,0,0,605.47,76.41,-146.23
10.980,atv,0,1,12.61,0,0,606.74,77.09,-141.57
12.660,moto,0,1,0.14,0,0,608.36,77.97,-133.70
12.660,moto,0,1,0.14,0,0,607.62,77.97,-133.72
12.660,moto,0,1,23.00,0,0,597.18,60.18,-173.19
12.660,atv,0,1,21.93,0,0,600.46,64.35,-166.53
14.600,moto,0,1,0.14,0,0,608.35,77.95,-133.96
14.600,moto,0,1,0.14,0,0,607.61,77.94,-133.99
14.600,moto,0,1,23.60,0,0,567.32,42.56,-202.23
14.600,atv,0,1,23.84,0,0,575.45,44.93,-197.09
16.600,moto,0,1,-0.27,0,0,608.35,77.94,-133.98
16.600,moto,0,1,-0.26,0,0,607.59,77.94,-134.00
16.600,moto,0,2,22.02,0,0,523.49,47.92,-211.65
16.600,atv,0,2,11.54,0,0,539.55,41.40,-215.45
18.600,moto,0,1,-0.27,0,0,608.37,78.00,-133.45
18.600,moto,0,1,-0.26,0,0,607.54,77.99,-133.48
18.600,moto,0,2,19.21,0,0,482.59,43.69,-204.82
18.600,atv,0,2,14.77,0,0,520.78,45.10,-208.24
20.420,moto,0,1,0.14,0,0,608.37,77.99,-133.55
20.420,moto,0,1,0.14,0,0,607.53,77.98,-133.60
20.420,moto,0,2,35.40,0,0,433.21,42.70,-197.77
