elapsed,voiceSample,voicePlaying,themeVolume,radioCount,titleActive
1.575651,39584,True,0.09,0,True
1.592401,40608,True,0.09,0,True
1.609379,41632,True,0.09,0,True
1.625668,41632,True,0.09,0,True
1.642816,41632,True,0.09,0,True
1.662709,42656,True,0.09,0,True
1.682402,43680,True,0.09,0,True
1.701291,44704,True,0.09,0,True
1.720631,45728,True,0.09,0,True
1.738579,46752,True,0.09,0,True
1.75705,47776,True,0.09,0,True
1.773524,48800,True,0.09,0,True
1.790406,49824,True,0.09,0,True
1.807184,50848,True,0.09,0,True
1.823713,51872,True,0.09,0,True
1.840115,51872,True,0.09,0,True
1.858137,52896,True,0.09,0,True
1.87456,53920,True,0.09,0,True
1.89194,54944,True,0.09,0,True
1.908584,55968,True,0.09,0,True
1.929927,56992,True,0.09,0,True
1.953572,56992,True,0.09,0,True
1.970321,58016,True,0.09,0,True
1.987869,59040,True,0.09,0,True
2.004262,60064,True,0.09,0,True
2.020942,61088,True,0.09,0,True
2.043331,62112,True,0.09,0,True
2.076225,63136,True,0.09,0,True
2.093137,64160,True,0.09,0,True
2.109623,65184,True,0.09,0,True
2.126436,65184,True,0.09,0,True
2.14348,66208,True,0.09,0,True
2.159664,67232,True,0.09,0,True
2.176378,67232,True,0.09,0,True
2.194375,68256,True,0.09,0,True
2.213028,69280,True,0.09,0,True
2.228634,70304,True,0.09,0,True
2.247584,71328,True,0.09,0,True
2.262207,72352,True,0.09,0,True
2.281759,73376,True,0.09,0,True
2.295631,74400,True,0.09,0,True
2.316198,75424,True,0.09,0,True
2.329051,75424,True,0.09,0,True
2.347645,76448,True,0.09,0,True
2.363308,77472,True,0.09,0,True
2.381907,78496,True,0.09,0,True
2.398045,79520,True,0.09,0,True
2.415189,80544,True,0.09,0,True
2.43148,80544,True,0.09,0,True
2.45021,80544,True,0.09,0,True
2.467018,81568,True,0.09,0,True
2.484105,82592,True,0.09,0,True
2.500859,83616,True,0.09,0,True
2.517433,84010,False,0.09,0,True
2.534062,0,False,0.09,0,True
2.550807,0,False,0.09,0,True
2.56737,0,False,0.09,0,True
2.584293,0,False,0.09,0,True
2.600981,0,False,0.09,0,True
2.617388,0,False,0.09,0,True
2.634133,0,False,0.09,0,True
2.650915,0,False,0.09,0,True
2.668241,0,False,0.09,0,True
2.685055,0,False,0.09,0,True
2.701771,0,False,0.09333342,0,True
2.71841,0,False,0.0966993,0,True
2.735282,0,False,0.1000327,0,True
2.751714,0,False,0.1033662,0,True
2.768358,0,False,0.1066995,0,True
2.785587,0,False,0.1100908,0,True
2.802037,0,False,0.1134243,0,True
2.818663,0,False,0.1167577,0,True
2.835305,0,False,0.120091,0,True
2.852174,0,False,0.1234247,0,True
2.868816,0,False,0.1267582,0,True
2.885306,0,False,0.1300915,0,True
2.901983,0,False,0.133425,0,True
2.918656,0,False,0.1367584,0,True
2.935302,0,False,0.1400917,0,True
2.951976,0,False,0.1434252,0,True
2.968637,0,False,0.1467585,0,True
2.985307,0,False,0.1500919,0,True
3.001985,0,False,0.1534254,0,True
3.018647,0,False,0.1567587,0,True
3.035311,0,False,0.1600921,0,True
3.051977,0,False,0.1634254,0,True
3.068646,0,False,0.1667589,0,True
3.085317,0,False,0.1700922,0,True
3.101975,0,False,0.1734256,0,True
3.118662,0,False,0.176759,0,True
3.135306,0,False,0.1800924,0,True
3.151973,0,False,0.1834258,0,True
3.171186,0,False,0.1867745,0,True
3.18546,0,False,0.190109,0,True
3.203268,0,False,0.1935706,0,True
3.220297,0,False,0.1969127,0,True
3.236275,0,False,0.2002461,0,True
3.252778,0,False,0.2035795,0,True
3.269922,0,False,0.2069832,0,True
3.286488,0,False,0.2103167,0,True
3.303122,0,False,0.2136501,0,True
3.319961,0,False,0.2169835,0,True
3.336441,0,False,0.2203169,0,True
3.353326,0,False,0.2236503,0,True
3.369887,0,False,0.2269837,0,True
3.386737,0,False,0.2303171,0,True
3.403355,0,False,0.2336505,0,True
3.419833,0,False,0.2369844,0,True
3.436479,0,False,0.2403178,0,True
3.453574,0,False,0.2436512,0,True
3.469904,0,False,0.2469908,0,True
3.486513,0,False,0.250325,0,True
3.50318,0,False,0.2536584,0,True
3.519837,0,False,0.2569918,0,True
3.536475,0,False,0.2603252,0,True
3.553202,0,False,0.2636587,0,True
3.569874,0,False,0.266992,0,True
3.586586,0,False,0.27,0,True
3.603204,0,False,0.27,0,True
3.619902,0,False,0.27,0,True
3.636523,0,False,0.27,0,True
3.653257,0,False,0.27,0,True
3.669882,0,False,0.27,0,True
3.686945,0,False,0.27,0,True
3.703535,0,False,0.27,0,True
3.720411,0,False,0.27,0,True
3.736903,0,False,0.27,0,True
3.75357,0,False,0.27,0,True
3.770243,0,False,0.27,0,True
3.78689,0,False,0.27,0,True
3.803528,0,False,0.27,0,True
3.820239,0,False,0.27,0,True
3.836878,0,False,0.27,0,True
3.85369,0,False,0.27,0,True
3.870211,0,False,0.27,0,True
3.886871,0,False,0.27,0,True
3.903557,0,False,0.27,0,True
3.920305,0,False,0.27,0,True
3.93688,0,False,0.27,0,True
3.953564,0,False,0.27,0,True
3.970267,0,False,0.27,0,True
3.986912,0,False,0.27,0,True
4.003546,0,False,0.27,0,True
4.020243,0,False,0.27,0,True
4.037127,0,False,0.27,0,True
4.055888,0,False,0.27,0,True
4.071809,0,False,0.27,0,True
4.089227,0,False,0.27,0,True
4.10531,0,False,0.27,0,True
4.122254,0,False,0.27,0,True
4.139414,0,False,0.27,0,True
4.15544,0,False,0.27,0,True
4.172105,0,False,0.27,0,True
4.188739,0,False,0.27,0,True
4.205626,0,False,0.27,0,True
4.22206,0,False,0.27,0,True
4.238756,0,False,0.27,0,True
4.255395,0,False,0.27,0,True
4.272042,0,False,0.27,0,True
4.288732,0,False,0.27,0,True
4.305388,0,False,0.27,0,True
4.322067,0,False,0.27,0,True
4.338713,0,False,0.27,0,True
4.355391,0,False,0.27,0,True
4.372057,0,False,0.27,0,True
4.388786,0,False,0.27,0,True
4.405393,0,False,0.27,0,True
4.422116,0,False,0.27,0,True
4.43874,0,False,0.27,0,True
4.455477,0,False,0.27,0,True
4.472088,0,False,0.27,0,True
4.488776,0,False,0.27,0,True
