time,speed,grounded,timer,visible
0.000,0.000,0,0.000,False
0.008,0.000,0,0.000,False
0.017,0.360,4,0.000,False
0.031,0.360,4,0.000,False
0.040,0.717,4,0.000,False
0.048,0.717,4,0.000,False
0.056,1.071,4,0.000,False
0.065,1.072,4,0.000,False
0.073,1.072,4,0.000,False
0.081,1.423,4,0.000,False
0.090,1.423,4,0.000,False
0.098,1.772,4,0.000,False
0.107,1.772,4,0.000,False
0.115,2.117,4,0.000,False
0.123,2.117,4,0.000,False
0.132,2.117,4,0.000,False
0.140,2.460,4,0.000,False
0.148,2.460,4,0.000,False
0.157,2.800,4,0.000,False
0.165,2.800,4,0.000,False
0.173,3.137,4,0.000,False
0.182,3.137,4,0.000,False
0.190,3.137,4,0.000,False
0.198,3.472,4,0.000,False
0.207,3.472,4,0.000,False
0.215,3.803,4,0.000,False
0.224,3.803,4,0.000,False
0.232,3.803,4,0.000,False
0.240,4.132,4,0.000,False
0.249,4.132,4,0.000,False
0.257,4.459,4,0.000,False
0.265,4.459,4,0.000,False
0.274,4.783,4,0.000,False
0.282,4.783,4,0.000,False
0.290,4.783,4,0.000,False
0.299,5.105,4,0.020,False
0.307,5.105,4,0.020,False
0.315,5.424,4,0.040,False
0.324,5.424,4,0.040,False
0.332,5.424,4,0.040,False
0.340,5.742,4,0.060,False
0.349,5.742,4,0.060,False
0.357,6.057,4,0.080,False
0.365,6.057,4,0.080,False
0.374,6.370,4,0.100,False
0.383,6.370,4,0.100,False
0.391,6.369,4,0.100,False
0.399,6.680,4,0.120,False
0.408,6.680,4,0.120,False
0.416,6.989,4,0.140,False
0.424,6.989,4,0.140,False
0.433,6.989,4,0.140,False
0.441,7.296,4,0.160,False
0.450,7.296,4,0.160,False
0.458,7.600,4,0.180,False
0.466,7.600,4,0.180,False
0.475,7.903,4,0.200,False
0.483,7.903,4,0.200,False
0.491,7.903,4,0.200,False
0.500,8.204,4,0.220,False
0.508,8.204,4,0.220,False
0.516,8.503,4,0.240,False
0.525,8.503,4,0.240,False
0.533,8.503,4,0.240,False
0.541,8.800,4,0.260,False
0.550,8.800,4,0.260,False
0.559,9.096,4,0.280,False
0.567,9.096,4,0.280,False
0.576,9.389,4,0.300,False
0.584,9.389,4,0.300,False
0.592,9.389,4,0.300,False
0.601,9.681,4,0.320,False
0.609,9.681,4,0.320,False
0.617,9.971,4,0.340,False
0.626,9.971,4,0.340,False
0.634,10.259,4,0.360,False
0.642,10.259,4,0.360,False
0.651,10.259,4,0.360,False
0.659,10.546,4,0.380,False
0.667,10.545,4,0.380,False
0.676,10.830,4,0.400,False
0.684,10.830,4,0.400,False
0.692,10.830,4,0.400,False
0.701,11.113,4,0.420,False
0.709,11.113,4,0.420,False
0.717,11.394,4,0.440,False
0.726,11.394,4,0.440,False
0.734,11.673,4,0.460,False
0.742,11.673,4,0.460,False
0.751,11.673,4,0.460,False
0.759,11.951,4,0.480,False
0.768,11.951,4,0.480,False
0.776,12.227,4,0.500,False
0.784,12.227,4,0.500,False
0.793,12.227,4,0.500,False
0.801,12.501,4,0.520,False
0.809,12.501,4,0.520,False
0.818,12.774,4,0.540,False
0.826,12.774,4,0.540,False
0.834,13.045,4,0.560,False
0.843,13.045,4,0.560,False
0.851,13.045,4,0.560,False
0.859,13.314,4,0.580,False
0.868,13.314,4,0.580,False
0.876,13.582,4,0.600,False
0.884,13.582,4,0.600,False
0.893,13.582,4,0.600,False
0.901,13.848,4,0.620,False
0.909,13.848,4,0.620,False
0.918,14.112,4,0.640,False
0.926,14.112,4,0.640,False
0.934,14.375,4,0.660,False
0.943,14.375,4,0.660,False
0.953,14.636,4,0.680,False
0.962,14.636,4,0.680,False
0.970,14.636,4,0.680,False
0.978,14.895,4,0.700,False
0.987,14.895,4,0.700,False
0.995,15.153,4,0.720,False
1.003,15.153,4,0.720,False
1.012,15.153,4,0.720,False
1.020,15.409,4,0.740,False
1.029,15.409,4,0.740,False
1.037,15.664,4,0.760,False
1.045,15.664,4,0.760,False
1.054,15.917,4,0.780,False
1.062,15.917,4,0.780,False
1.070,15.917,4,0.780,False
1.079,16.168,4,0.800,False
1.087,16.168,4,0.800,False
1.096,16.418,4,0.820,False
1.104,16.418,4,0.820,False
1.112,16.418,4,0.820,False
1.121,16.666,4,0.840,False
1.129,16.666,4,0.840,False
1.137,16.913,4,0.860,False
1.146,16.913,4,0.860,False
1.154,17.158,4,0.880,False
1.162,17.158,4,0.880,False
1.171,17.158,4,0.880,False
1.179,17.402,4,0.900,False
1.187,17.402,4,0.900,False
1.196,17.644,4,0.920,False
1.204,17.644,4,0.920,False
1.212,17.644,4,0.920,False
1.221,17.884,4,0.940,False
1.229,17.884,4,0.940,False
1.237,18.124,4,0.960,False
1.246,18.124,4,0.960,False
1.254,18.361,4,0.980,False
1.262,18.361,4,0.980,False
1.271,18.361,4,0.980,False
1.279,18.597,4,1.000,False
1.287,18.597,4,1.000,False
1.296,18.832,4,1.020,False
1.304,18.832,4,1.020,False
1.312,18.832,4,1.020,False
1.321,19.065,4,1.040,False
1.329,19.065,4,1.040,False
1.337,19.297,4,1.060,False
1.346,19.297,4,1.060,False
1.355,19.527,4,1.080,False
1.363,19.527,4,1.080,False
1.371,19.527,4,1.080,False
1.380,19.756,4,1.100,False
1.388,19.756,4,1.100,False
1.396,19.983,4,1.120,False
1.405,19.983,4,1.120,False
1.413,19.983,4,1.120,False
1.421,20.209,4,1.140,False
1.430,20.209,4,1.140,False
1.438,20.433,4,1.160,False
1.446,20.433,4,1.160,False
1.455,20.656,4,1.180,False
1.463,20.656,4,1.180,False
1.471,20.656,4,1.180,False
1.480,20.878,4,1.200,False
1.488,20.878,4,1.200,False
1.496,21.098,4,1.220,False
1.505,21.098,4,1.220,False
1.513,21.098,4,1.220,False
1.521,21.317,4,1.240,False
1.530,21.317,4,1.240,False
1.538,21.535,4,1.260,False
1.546,21.535,4,1.260,False
1.555,21.751,4,1.280,False
1.563,21.751,4,1.280,False
1.572,21.751,4,1.280,False
1.580,21.966,4,1.300,False
1.588,21.966,4,1.300,False
1.597,22.179,4,1.320,False
1.605,22.179,4,1.320,False
1.613,22.392,4,1.340,False
1.622,22.392,4,1.340,False
1.630,22.392,4,1.340,False
1.638,22.603,4,1.360,False
1.647,22.603,4,1.360,False
1.655,22.812,4,1.380,False
1.664,22.812,4,1.380,False
1.672,22.812,4,1.380,False
1.680,23.020,4,1.400,False
1.689,23.020,4,1.400,False
1.697,23.227,4,1.420,False
1.705,23.227,4,1.420,False
1.714,23.433,4,1.440,False
1.722,23.433,4,1.440,False
1.730,23.433,4,1.440,False
1.739,23.638,4,1.460,False
1.747,23.638,4,1.460,False
1.755,23.841,4,1.480,False
1.764,23.841,4,1.480,False
1.772,23.841,4,1.480,False
1.780,24.043,4,1.500,False
1.789,24.043,4,1.500,False
1.797,24.244,4,1.520,False
1.805,24.244,4,1.520,False
1.814,24.443,4,1.540,False
1.822,24.443,4,1.540,False
1.830,24.443,4,1.540,False
1.839,24.641,4,1.560,False
1.847,24.641,4,1.560,False
1.855,24.838,4,1.580,False
1.864,24.838,4,1.580,False
1.872,24.838,4,1.580,False
1.880,25.034,4,1.600,False
1.889,25.034,4,1.600,False
1.897,25.229,4,1.620,False
1.905,25.229,4,1.620,False
1.914,25.422,4,1.640,False
1.922,25.422,4,1.640,False
1.930,25.422,4,1.640,False
1.939,25.615,4,1.660,False
1.947,25.615,4,1.660,False
1.955,25.806,4,1.680,False
1.964,25.806,4,1.680,False
1.972,25.806,4,1.680,False
1.980,25.996,4,1.700,False
1.989,25.996,4,1.700,False
1.997,26.185,4,1.720,False
2.005,26.185,4,1.720,False
2.014,26.372,4,1.740,False
2.022,26.372,4,1.740,False
2.030,26.372,4,1.740,False
2.039,26.559,4,1.760,False
2.047,26.559,4,1.760,False
2.055,26.744,4,1.780,False
2.064,26.744,4,1.780,False
2.072,26.744,4,1.780,False
2.081,26.928,4,1.800,False
2.089,26.928,4,1.800,False
2.097,27.111,4,1.820,False
2.106,27.111,4,1.820,False
2.114,27.293,4,1.840,False
2.122,27.293,4,1.840,False
2.131,27.293,4,1.840,False
2.139,27.474,4,1.860,False
2.147,27.474,4,1.860,False
2.156,27.654,4,1.880,False
2.164,27.654,4,1.880,False
2.172,27.654,4,1.880,False
2.181,27.833,4,1.900,False
2.189,27.833,4,1.900,False
2.197,28.010,4,1.920,False
2.206,28.010,4,1.920,False
2.214,28.187,4,1.940,False
2.223,28.187,4,1.940,False
2.231,28.187,4,1.940,False
2.239,28.362,4,1.960,False
2.248,28.362,4,1.960,False
2.257,28.536,4,1.980,False
2.265,28.536,4,1.980,False
2.274,28.710,4,2.000,False
2.282,28.710,4,2.000,False
2.290,28.710,4,2.000,False
2.300,28.882,4,2.020,False
2.309,28.882,4,2.020,False
2.317,29.053,4,2.040,False
2.325,29.053,4,2.040,False
2.334,29.223,4,2.060,False
2.342,29.223,4,2.060,False
2.350,29.223,4,2.060,False
2.359,29.392,4,2.080,False
2.367,29.392,4,2.080,False
2.375,29.560,4,2.100,False
2.384,29.560,4,2.100,False
