time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries,groundBelow
6.369199,736.7267,85.29034,-120.6819,12.53443,4,0.9921513,0.4949715,0,2,0,0,84.76356
6.489199,738.2277,85.46336,-120.7653,12.32077,4,0.9923422,0,0.4009247,2,0,0,84.94159
6.609199,739.5466,85.60998,-120.8648,10.05495,4,0.9922765,0,0.7761208,2,0,0,85.10527
6.729198,740.5021,85.72308,-120.9706,6.641233,4,0.9921009,0,1,2,0,0,86.05711
6.849198,741.0505,85.79398,-121.0513,3.258833,4,0.991868,0,0.9497579,2,0,0,86.07455
6.969198,741.2781,85.82825,-121.0917,1.251571,4,0.9915984,0,0.3692501,2,0,0,86.0826
7.089198,741.3588,85.84479,-121.1081,0.3903403,4,0.9915979,0,0,2,0,0,86.08569
7.209198,741.3837,85.84979,-121.1141,0.4068337,4,0.9916619,1,0,2,0,0,86.08678
7.329198,741.5627,85.87368,-121.1623,2.368011,4,0.9917063,1,0,2,0,0,86.09505
7.449199,741.9616,85.92626,-121.2725,4.256075,4,0.9917147,1,0,2,0,0,86.11382
7.569199,742.5553,86.02476,-121.4377,5.927939,4,0.9873913,1,0,2,0,0,86.13981
7.689198,743.293,86.51926,-121.6251,7.405846,4,0.9929554,1,0,2,0,0,86.17107
7.809198,744.2273,86.77552,-121.9594,9.112122,4,0.9888347,0.9078667,0,2,0,0,86.22252
7.929198,745.2571,86.91838,-122.4535,9.695148,3,0.9882838,0.2754845,0,2,0,0,86.28716
8.049198,746.2479,86.96902,-123.1016,9.791308,4,0.99025,0.172509,0,2,0,0,86.36601
8.169198,747.1429,87.00217,-123.8846,9.810386,4,0.9921481,0.1531631,0,2,0,0,86.45694
8.289198,747.9197,87.06147,-124.7806,9.819865,4,0.9934785,0.1453979,0,2,0,0,86.55616
8.409198,748.577,87.15516,-125.7816,10.34922,4,0.9943025,1,0,2,0,0,86.66299
8.529198,749.1668,87.2841,-126.9943,11.88179,4,0.994765,1,0,2,0,0,86.78877
8.649198,749.6733,87.43733,-128.4344,13.36191,4,0.995005,1,0,2,0,0,86.93518
8.769197,750.0682,87.60687,-130.0875,14.7969,4,0.9951197,1,0,2,0,0,87.10114
8.889197,750.3335,87.79055,-131.9364,16.19509,4,0.9951659,1,0,2,0,0,87.28493
9.009198,750.4656,87.98896,-133.9638,17.56121,4,0.9951726,1,0,2,0,0,87.48557
9.129198,750.4742,88.20316,-136.1556,18.89536,4,0.9951519,1,0,2,0,0,87.70203
9.249198,750.3799,88.43378,-138.5016,20.19418,4,0.9951103,1,0,2,0,0,87.93512
9.369198,750.2111,88.68122,-140.9954,21.45266,4,0.995042,1,0,2,0,0,88.1841
9.489198,750.0073,88.94623,-143.6337,22.65973,4,0.9949421,1,0,2,0,0,88.45056
9.609198,749.8663,89.2274,-146.3851,23.256,4,0.9948119,0.4178863,0,2,0,0,88.73457
9.729198,749.8755,89.51918,-149.1766,23.42639,4,0.9946429,0.2522446,0,2,0,0,89.02766
9.849197,750.0549,89.81931,-151.9724,23.48482,4,0.9944427,0.1986374,0,2,0,0,89.32998
9.969197,750.3896,90.12727,-154.7568,23.51229,4,0.9942021,0.1754044,0,2,0,0,89.64194
10.0892,750.853,90.44328,-157.5236,23.52846,4,0.9939194,0.1626022,0,2,0,0,89.95877
10.2092,751.4178,90.7682,-160.2714,23.53836,4,0.9935897,0.1552521,0,2,0,0,90.28735
10.3292,752.0603,91.10322,-163.0013,23.54384,4,0.9931989,0.1516892,0,2,0,0,90.62592
10.4492,752.7612,91.44964,-165.7156,23.54614,4,0.992749,0.1508759,0,2,0,0,90.97261
10.5692,753.5062,91.80928,-168.4162,23.54622,4,0.9922268,0.1519867,0,2,0,0,91.33917
10.6892,754.2851,92.18403,-171.1048,23.54476,4,0.9915853,0.154451,0,2,0,0,91.71824
10.8092,755.0903,92.57642,-173.7826,23.54204,4,0.9908217,0.1580322,0,2,0,0,92.11296
10.9292,755.9167,92.98959,-176.4501,23.53821,4,0.9899153,0.1625305,0,2,0,0,92.53311
11.0492,756.7607,93.42716,-179.1073,23.53324,4,0.9887732,0.1679504,0,2,0,0,92.98116
11.1692,757.6205,93.89236,-181.7539,23.52719,4,0.9874762,0.1743362,0,2,0,0,93.45174
11.2892,758.4949,94.38679,-184.3893,23.52039,4,0.9859628,0.1813965,0,2,0,0,93.95066
11.4092,759.3842,94.9109,-187.013,23.51266,4,0.9843249,0.1892395,0,2,0,0,94.47197
11.5292,760.2889,95.46121,-189.6254,23.50471,4,0.9827857,0.1974716,0,2,0,0,95.01285
11.6492,761.2102,96.03123,-192.227,23.49742,4,0.9813729,0.2052612,0,2,0,0,95.57043
11.7692,762.1497,96.61516,-194.8185,23.49109,4,0.9801413,0.2123642,0,2,0,0,96.14333
11.8892,763.1085,97.20924,-197.4001,23.48599,4,0.9790736,0.218544,0,2,0,0,96.73134
12.0092,764.0882,97.81138,-199.9716,23.48218,4,0.9781614,0.223735,0,2,0,0,97.3269
12.1292,765.0896,98.42027,-202.5329,23.47948,4,0.9774083,0.2280685,0,2,0,0,97.92876
12.2492,766.114,99.03463,-205.0838,23.47786,4,0.9767879,0.2315445,0,2,0,0,98.53679
12.3692,767.1622,99.6533,-207.6239,23.47703,4,0.9762968,0.2343994,0,2,0,0,99.15224
12.4892,768.2353,100.2746,-210.1532,23.47703,4,0.9759579,0.2366226,0,2,0,0,99.77068
12.6092,769.3341,100.8968,-212.6714,23.47784,4,0.9757369,0.2382477,0,2,0,0,100.387
12.7292,770.4597,101.5182,-215.1783,23.47935,4,0.9756566,0.2393234,0,2,0,0,101.0025
12.8492,771.613,102.1369,-217.6738,23.48162,4,0.9757459,0.2398422,0,2,0,0,101.6155
12.9692,772.7957,102.751,-220.1572,23.4847,4,0.9759811,0.2397415,0,2,0,0,102.2257
13.0892,774.0089,103.3583,-222.6283,23.48851,4,0.9763706,0.2390747,0,2,0,0,102.8293
13.2092,775.2548,103.9565,-225.0861,23.49318,4,0.9769389,0.2377747,0,2,0,0,103.4227
13.3292,776.5359,104.5429,-227.5297,23.49877,4,0.9776926,0.2357819,0,2,0,0,104.003
13.4492,777.8546,105.1141,-229.9581,23.50545,4,0.9786682,0.2329636,0,2,0,0,104.5661
13.5692,779.214,105.6659,-232.3701,23.51348,4,0.9798937,0.2291306,0,2,0,0,105.1073
13.6892,780.6172,106.1931,-234.7643,23.52321,4,0.9814318,0.2240189,0,2,0,0,105.6205
13.8092,782.0679,106.6888,-237.1392,23.53512,4,0.9832906,0.217247,0,2,0,0,106.1019
13.9292,783.5698,107.1452,-239.4928,23.54942,4,0.9853805,0.2085342,0,2,0,0,106.5494
14.0492,785.126,107.5612,-241.8206,23.56432,4,0.9872757,0.1990692,0,2,0,0,106.9703
14.1692,786.7393,107.9439,-244.1171,23.5783,4,0.9889187,0.1902161,0,2,0,0,107.3594
14.2892,788.4131,108.2999,-246.3762,23.59134,4,0.9904242,0.1822342,0,2,0,0,107.7205
14.4092,790.1511,108.6306,-248.5921,23.60374,4,0.9917862,0.1747727,0,2,0,0,108.0553
14.5292,791.9572,108.9345,-250.7587,23.61594,4,0.9930631,0.1675583,0,2,0,0,108.3601
14.6492,793.8353,109.2094,-252.8693,23.62807,4,0.9942238,0.1604034,0,2,0,0,108.6353
14.7692,795.7886,109.4551,-254.9165,23.63997,4,0.9952559,0.153421,0,2,0,0,108.8821
14.8892,797.8191,109.6727,-256.8923,23.65311,4,0.9961547,0.1467285,0,2,0,0,109.1025
15.0092,799.9225,109.8649,-258.7955,23.67213,4,0.9969189,0.1339661,0,2,0,0,109.2993
15.1292,802.0815,110.0351,-260.6401,23.69027,4,0.9975408,0.1218826,0,2,0,0,109.4767
15.2492,804.2807,110.1876,-262.4406,23.70481,4,0.9980071,0.1121658,0,2,0,0,109.6399
15.36919,806.5128,110.3276,-264.2026,23.71539,4,0.9983436,0.1056061,0,2,0,0,109.7921
15.4892,808.7807,110.4606,-265.9199,23.7193,4,0.998557,0.1041275,0,2,0,0,109.9383
15.60919,811.0983,110.5927,-267.5694,23.7162,4,0.9986632,0.1084152,0,2,0,0,110.0827
15.7292,813.4835,110.7234,-269.1205,23.6943,4,0.9988744,0.1251083,0,2,0,0,110.1907
15.84919,815.9668,110.8303,-270.5103,23.64931,4,0.9992678,0.1620911,0,2,0,0,110.2608
15.9692,818.5672,110.8914,-271.6656,23.62861,4,0.9996276,0.186795,0,2,0,0,110.3053
16.0892,821.2706,110.9076,-272.5556,23.64782,4,0.9998509,0.1784958,0,3,0,0,110.329
16.20919,824.0468,110.8948,-273.1914,23.68722,4,0.9999585,0.151123,0,3,0,0,110.3356
16.3292,826.8674,110.8691,-273.6052,23.72961,4,0.9999962,0.1196091,0,3,0,0,110.3288
16.4492,829.7117,110.8383,-273.8376,23.76699,4,0.9999968,0.09142609,0,3,0,0,110.3097
16.56919,832.5666,110.8039,-273.932,23.80313,4,0.9999788,0.06587829,0,3,0,0,110.281
16.68919,835.4175,110.7646,-273.9704,23.64745,4,0.999952,0.2191284,0,3,0,0,110.2454
16.8092,838.265,110.7197,-274.0534,23.77295,4,0.9999222,0.09981079,0,3,0,0,110.2037
16.9292,841.1172,110.6699,-274.2163,23.81772,4,0.9998949,0.06067505,0,3,0,0,110.1579
17.04919,843.9568,110.6177,-274.4496,23.69366,4,0.9998755,0.1855011,0,3,0,0,110.1111
17.16919,846.7947,110.5662,-274.7322,23.80531,4,0.9998722,0.08057251,0,3,0,0,110.0686
17.2892,849.6326,110.5212,-275.0402,23.62815,4,0.9999005,0.0472641,0,3,0,0,110.0413
17.40919,852.5172,110.4953,-275.3579,24.72109,4,0.9999634,1,0,3,0,0,110.04
17.52919,855.5508,110.4974,-275.6789,25.93357,4,0.9999943,1,0,3,0,0,110.04
17.64919,858.7291,110.5164,-275.987,27.09461,4,0.9999998,1,0,3,0,0,110.04
17.7692,862.0468,110.535,-276.2679,28.20885,4,1,1,0,3,0,0,110.04
17.88919,865.4988,110.5442,-276.5113,29.28034,4,0.9999999,1,0,3,0,0,110.04
18.00919,869.0797,110.545,-276.7107,30.31196,4,1,1,0,3,0,0,110.04
18.1292,872.784,110.5422,-276.8635,31.30581,4,1,1,0,3,0,0,110.04
18.2492,876.6068,110.5395,-276.9706,32.26352,4,1,1,0,3,0,0,110.04
18.36919,880.5428,110.5384,-277.0354,33.18647,4,1,1,0,3,0,0,110.04
18.48919,884.5878,110.5384,-277.0634,34.07585,4,1,1,0,3,0,0,110.04
18.6092,888.7373,110.5388,-277.0615,34.93274,4,1,1,0,3,0,0,110.04
18.72919,892.9873,110.5391,-277.0366,35.75813,4,1,1,0,3,0,0,110.04
18.84919,897.334,110.5392,-276.9959,36.55305,4,1,1,0,3,0,0,110.04
18.96919,901.774,110.5392,-276.9457,37.31849,4,1,1,0,3,0,0,110.04
19.0892,906.3038,110.5391,-276.8919,38.05545,4,1,1,0,3,0,0,110.04
19.20919,910.9202,110.5391,-276.8388,38.76498,4,1,1,0,3,0,0,110.04
19.32919,915.6199,110.5391,-276.7899,39.44808,4,1,1,0,3,0,0,110.04
19.4492,920.3997,110.5391,-276.7474,40.10573,4,1,1,0,3,0,0,110.04
19.56919,925.2569,110.5391,-276.7128,40.7389,4,1,1,0,3,0,0,110.04
19.68919,930.1884,110.5391,-276.6867,41.34853,4,1,1,0,3,0,0,110.04
19.80919,935.1912,110.5391,-276.6482,41.92282,4,1,1,0,3,0,0,110.04
19.9292,940.2579,110.5391,-276.4832,42.4475,4,1,1,0,3,0,0,110.04
20.04919,945.3768,110.5391,-276.1272,42.96275,4,1,1,0,3,0,0,110.04
20.16919,950.5434,110.5391,-275.6095,43.47929,4,1,1,0,3,0,0,110.04
20.28919,955.7609,110.5391,-274.9977,43.98653,4,1,1,0,3,0,0,110.04
20.40919,961.0355,110.5391,-274.3623,44.47425,4,1,1,0,3,0,0,110.04
20.52919,966.3718,110.5391,-273.7623,44.93853,4,1,1,0,3,0,0,110.04
20.64919,971.7708,110.5391,-273.24,45.38057,4,1,1,0,3,0,0,110.04
20.76919,977.2014,110.5391,-272.8356,45.27335,4,1,1,0,3,0,0,110.04
20.88919,982.6597,110.5391,-272.6748,45.6264,4,1,1,0,3,0,0,110.04
21.00919,988.1646,110.5391,-272.759,46.04754,4,1,1,0,3,0,0,110.04
21.12919,993.7171,110.5391,-272.9185,46.45978,4,1,1,0,3,0,0,110.04
21.2492,999.3186,110.5391,-273.049,46.85273,4,1,1,0,3,0,0,110.04
21.36919,1004.967,110.5391,-273.118,47.23111,4,1,1,0,3,0,0,110.04
21.48919,1010.661,110.5391,-273.1271,47.59696,4,1,1,0,3,0,0,110.043
21.60919,1016.36,110.6425,-273.091,47.43427,4,0.998148,1,0,3,0,0,110.283
21.72919,1021.975,111.259,-273.0329,47.2352,4,0.9916151,1,0,3,0,0,110.9004
21.84919,1027.513,112.2446,-272.9686,46.98928,4,0.9810976,1,0,3,0,0,111.8802
21.96919,1032.951,113.5704,-272.9019,46.73821,4,0.9671142,1,0,3,0,0,113.2006
22.08919,1038.271,115.2117,-272.8335,46.47692,4,0.950379,1,0,3,0,0,114.8357
22.20919,1043.46,117.1402,-272.7639,46.19197,4,0.9316053,1,0,3,0,0,116.7574
22.32919,1048.509,119.3286,-272.6935,45.92928,4,0.9115027,1,0,3,0,0,118.9379
22.44919,1053.416,121.7494,-272.6226,45.63177,4,0.8905726,1,0,3,0,0,121.3499
22.56919,1058.178,124.3778,-272.5508,45.34552,4,0.8693861,1,0,3,0,0,123.9669
22.68919,1062.799,127.1864,-272.4785,45.08367,4,0.8482429,1,0,3,0,0,126.767
22.80919,1067.282,130.1572,-272.4061,44.82626,4,0.8274773,1,0,3,0,0,129.7275
22.92919,1071.66,133.2422,-272.3337,44.5045,0,0.8223715,1,0,3,0,0,109.3889
23.04919,1076.03,136.2318,-272.2619,43.72528,0,0.8402988,1,0,3,0,0,83.48145
23.16919,1080.393,139.0746,-272.1902,42.94917,0,0.8630582,1,0,3,0,0,82.90158
23.28919,1084.747,141.7702,-272.1188,42.15673,0,0.8884447,1,0,3,0,0,82.40482
23.40919,1089.094,144.3185,-272.0475,41.32941,0,0.914284,1,0,3,0,0,75.83638
23.52919,1093.432,146.7191,-271.9763,40.45584,0,0.9386168,1,0,3,0,0,72.9623
23.64919,1097.76,148.9721,-271.9053,39.53546,0,0.9598556,1,0,3,0,0,73.14276
23.76919,1102.079,151.0775,-271.8345,38.57954,0,0.9768978,1,0,3,0,0,73.3226
23.88919,1106.388,153.0354,-271.7638,37.61009,0,0.9891791,1,0,3,0,0,73.50069
24.00919,1110.686,154.8463,-271.6933,36.65677,0,0.9966623,1,0,3,0,0,73.67751
24.12919,1114.972,156.5105,-271.6229,35.75312,0,0.9997679,1,0,3,0,0,73.8538
24.24919,1119.247,158.0286,-271.5526,34.93232,0,0.999259,1,0,3,0,0,74.03128
24.36919,1123.51,159.4014,-271.4825,34.22348,0,0.9961057,1,0,3,0,0,74.20827
24.48919,1127.761,160.6292,-271.4125,33.64875,0,0.9913484,1,0,3,0,0,74.38468
24.60919,1132,161.7129,-271.3427,33.2215,0,0.9859779,1,0,3,0,0,74.56071
24.72919,1136.226,162.653,-271.2729,32.94551,0,0.9808453,1,0,3,0,0,74.7362
24.84919,1140.44,163.45,-271.2033,32.81514,0,0.9766042,1,0,3,0,0,74.90977
24.96919,1144.642,164.1045,-271.1338,32.81625,0,0.9736846,1,0,3,0,0,78.97002
25.08919,1148.832,164.6167,-271.0644,32.92766,0,0.9722949,1,0,3,0,0,84.68431
25.20919,1153.009,164.987,-270.9952,33.12291,0,0.9724437,1,0,3,0,0,87.8614
25.32919,1157.176,165.2158,-270.9261,33.3724,0,0.9739766,1,0,3,0,0,89.35729
25.44919,1161.331,165.3033,-270.8571,33.64542,0,0.9766206,1,0,3,0,0,90.96103
25.56919,1165.474,165.2497,-270.7883,33.9123,0,0.980032,1,0,3,0,0,92.78525
25.68919,1169.607,165.0553,-270.7196,34.14625,0,0.983842,1,0,3,0,0,113.3541
25.80919,1173.729,164.7203,-270.6511,34.32499,0,0.9876969,1,0,3,0,0,122.9339
25.92919,1177.84,164.245,-270.5827,34.4319,0,0.9912912,1,0,3,0,0,121.7433
26.04919,1181.942,163.6296,-270.5145,34.4567,0,0.9943897,1,0,3,0,0,120.5859
26.16919,1186.033,162.8744,-270.4464,34.39563,0,0.9968395,1,0,3,0,0,119.4615
26.28919,1190.114,161.9798,-270.3786,34.25113,0,0.998572,1,0,3,0,0,118.3699
26.40919,1194.186,160.9461,-270.3109,34.03104,0,0.9995962,1,0,3,0,0,117.3107
26.52919,1198.249,159.7736,-270.2434,33.74753,0,0.9999847,1,0,3,0,0,116.2836
26.64919,1202.302,158.4626,-270.1761,33.41587,0,0.9998561,1,0,3,0,0,115.2885
26.76919,1206.347,157.0137,-270.109,33.0531,0,0.9993552,1,0,3,0,0,114.325
26.88919,1210.382,155.4271,-270.0421,32.67673,0,0.9986348,1,0,3,0,0,113.3931
27.00919,1214.409,153.7033,-269.9753,32.30371,0,0.997839,1,0,3,0,0,112.4924
27.12919,1218.426,151.8425,-269.9088,31.94947,0,0.9970908,1,0,3,0,0,111.6227
27.24919,1222.435,149.8451,-269.8425,31.62727,0,0.9964839,1,0,3,0,0,110.784
27.36919,1226.435,147.7116,-269.7764,31.34779,0,0.9960791,1,0,3,0,0,109.9759
27.48919,1230.427,145.4421,-269.7104,31.11889,0,0.995904,1,0,3,0,0,109.1983
27.60919,1234.409,143.0371,-269.6447,30.94559,0,0.9959566,1,0,3,0,0,108.451
27.72919,1238.382,140.4968,-269.5792,30.83017,0,0.9962109,1,0,3,0,0,107.7339
27.84919,1242.347,137.8216,-269.5138,30.77241,0,0.9966238,1,0,3,0,0,107.0466
27.96919,1246.302,135.0118,-269.4486,30.76983,0,0.9971424,1,0,3,0,0,106.3892
28.08919,1250.249,132.0677,-269.3835,30.81815,0,0.9977112,1,0,3,0,0,105.7613
28.20919,1254.186,128.9895,-269.3187,30.91151,0,0.9982784,1,0,3,0,0,105.1628
28.32919,1258.114,125.7777,-269.254,31.04295,0,0.9987997,1,0,3,0,0,104.5935
28.44919,1262.033,122.4325,-269.1895,31.20473,0,0.9992425,1,0,3,0,0,104.0532
28.56919,1265.942,118.9542,-269.1251,31.3886,0,0.9995864,1,0,3,0,0,103.5418
28.68919,1269.842,115.3431,-269.0608,31.5862,0,0.9998236,1,0,3,0,0,103.059
28.80919,1273.732,111.5996,-268.9967,31.78922,0,0.9999572,1,0,3,0,0,102.6047
28.92919,1277.613,107.724,-268.9327,31.98969,0,0.9999996,1,0,3,0,0,102.1786
29.04919,1281.485,103.7166,-268.8689,32.18014,0,0.9999691,1,0,3,0,0,101.7805
29.16919,1285.575,101.7422,-268.9344,35.18298,4,0.9956631,1,0,3,0,0,101.3893
29.28919,1289.827,101.4034,-269.3679,36.06109,4,0.9959304,1,0,3,0,0,101.0146
29.38919,1293.428,101.1489,-269.9078,36.76448,4,0.9962173,1,0,3,0,0,100.7227
29.50919,1297.81,100.8405,-270.7379,37.60059,4,0.9966949,1,0,3,0,0,100.3989
29.62919,1302.271,100.5355,-271.6722,38.41417,4,0.9972399,1,0,3,0,0,100.1048
29.72919,1306.055,100.2994,-272.399,38.67525,4,0.9976962,0.3129852,0,3,0,0,99.88338
29.84919,1310.629,100.0535,-273.1057,38.28296,4,0.9982122,0,0.4011097,3,0,0,99.65018
29.96919,1315.024,99.86208,-273.587,35.85661,4,0.9986719,0,0.5924997,3,0,0,99.46157
30.06919,1318.492,99.74319,-273.8317,33.96144,4,0.9989988,0,0.7607355,3,0,0,99.33728
30.18919,1322.355,99.64197,-273.9904,30.90126,4,0.9993179,0,0.9469118,3,0,0,99.22438
30.30919,1325.905,99.57561,-274.0667,28.67699,4,0.9995613,0,1,3,0,0,99.14426
30.42919,1329.12,99.53502,-274.1034,25.46022,4,0.9997381,0,1,3,0,0,99.09129
30.52919,1331.503,99.51711,-274.1191,22.78447,4,0.9998422,0,0.9074564,3,0,0,99.064
30.64919,1334.096,99.50899,-274.1285,21.10554,4,0.9999259,0,0.2369866,3,0,0,99.04599
30.76919,1336.494,99.51022,-274.1247,18.70395,4,0.9999744,0,1,3,0,0,99.04002
30.86919,1338.21,99.51717,-274.1005,16.28289,4,0.9999944,0,0.6910849,3,0,0,99.0422
30.98919,1340.053,99.53085,-274.0319,14.91097,4,0.9999998,0,0.264976,3,0,0,99.05034
31.10919,1341.836,99.54865,-273.9141,15.37455,4,0.9999907,1,0,3,0,0,99.0641
31.20919,1343.409,99.56667,-273.7709,15.52231,4,0.9999748,0,0.5213695,3,0,0,99.08095
31.32919,1345.173,99.59071,-273.5521,14.45186,4,0.9999462,0,0.1634924,3,0,0,99.10518
31.44919,1346.831,99.62281,-273.2601,13.80721,4,0.9998622,0.07937241,0,3,0,0,99.13303
31.54919,1348.178,99.67244,-272.9435,13.89147,4,0.9995461,0.09422302,0,3,0,0,99.24225
31.66919,1349.845,99.76591,-272.436,15.16236,4,0.9993153,1,0,3,0,0,99.29321
31.78919,1351.634,99.8633,-271.7318,16.60289,4,0.9992837,1,0,3,0,0,99.35277
31.90919,1353.505,99.94234,-270.7959,17.97371,4,0.9993306,1,0,3,0,0,99.41374
32.00919,1355.098,99.99523,-269.8221,19.07376,4,0.9993902,1,0,3,0,0,99.46591
32.12919,1357.02,100.0525,-268.4127,20.35331,4,0.9994696,1,0,3,0,0,99.53177
32.24919,1358.925,100.1117,-266.7419,21.59517,4,0.9995401,1,0,3,0,0,99.60007
32.34919,1360.482,100.1656,-265.1549,22.58767,4,0.9995859,1,0,3,0,0,99.65933
32.46919,1362.267,100.2358,-263.0294,23.35029,4,0.9996203,0.4610825,0,3,0,0,99.73376
32.58919,1363.922,100.3095,-260.7402,23.60719,4,0.9996328,0.2131989,0,3,0,0,99.81073
32.68919,1365.212,100.3731,-258.7564,23.6888,4,0.9996299,0.1335815,0,3,0,0,99.87643
32.80919,1366.677,100.4522,-256.3177,23.72786,4,0.999613,0.09393921,0,3,0,0,99.95868
32.92919,1368.075,100.5354,-253.8368,23.74142,4,0.9995835,0.07826843,0,3,0,0,100.0449
