seconds,travel,recoveries,x,y,z,safeStation,speed
0.02,0.00,0,565.13,82.39,59.93,100.00,0.00
0.04,0.00,0,565.13,82.39,59.93,100.00,0.00
0.07,0.00,0,565.13,82.37,59.93,100.00,0.00
0.10,0.00,0,565.13,82.34,59.93,100.00,0.00
0.12,0.00,0,565.13,82.34,59.93,100.00,0.00
0.13,0.00,0,565.13,82.33,59.93,100.00,0.00
0.15,0.00,0,565.13,82.31,59.93,100.00,0.00
0.17,0.00,0,565.13,82.29,59.93,100.00,0.00
0.18,0.00,0,565.13,82.27,59.93,100.00,0.00
0.20,0.00,0,565.13,82.25,59.93,100.00,0.00
0.22,0.00,0,565.13,82.25,59.93,100.00,0.00
0.23,0.00,0,565.13,82.23,59.93,100.00,0.00
0.25,0.00,0,565.13,82.20,59.93,100.00,0.00
0.27,0.00,0,565.13,82.18,59.93,100.00,0.00
0.28,0.00,0,565.13,82.16,59.93,100.00,0.00
0.30,0.00,0,565.13,82.13,59.93,100.00,0.00
0.44,0.00,0,565.13,81.96,59.93,100.00,0.00
0.46,0.00,0,565.13,81.93,59.93,100.00,0.00
0.48,0.00,0,565.13,81.93,59.93,100.00,0.00
0.49,0.00,0,565.13,81.91,59.93,100.00,0.00
0.51,0.00,0,565.13,81.88,59.93,100.00,0.00
0.53,0.00,0,565.13,81.86,59.93,100.00,0.00
0.55,0.00,0,565.13,81.83,59.93,100.00,0.00
0.56,0.00,0,565.13,81.81,59.93,100.00,0.00
0.58,0.00,0,565.13,81.78,59.93,100.00,0.00
0.60,0.00,0,565.13,81.78,59.93,100.00,0.00
0.61,0.00,0,565.13,81.75,59.93,100.00,0.00
0.63,0.00,0,565.13,81.73,59.93,100.00,0.00
0.65,0.00,0,565.13,81.70,59.93,100.00,0.00
0.66,0.00,0,565.13,81.68,59.93,100.00,0.00
0.68,0.00,0,565.13,81.66,59.93,100.00,0.00
0.70,0.00,0,565.13,81.66,59.93,100.00,-0.01
0.71,0.00,0,565.13,81.64,59.92,100.00,-0.01
0.73,0.00,0,565.13,81.63,59.92,100.00,-0.01
0.75,0.00,0,565.13,81.61,59.92,100.00,-0.01
0.76,0.00,0,565.13,81.60,59.92,100.00,-0.01
0.78,0.00,0,565.13,81.59,59.92,100.00,-0.02
0.80,0.00,0,565.13,81.59,59.92,100.00,-0.02
0.81,0.00,0,565.13,81.58,59.92,100.00,-0.02
0.83,-0.01,0,565.13,81.58,59.92,100.00,-0.02
0.85,-0.01,0,565.13,81.57,59.92,100.00,-0.02
0.86,-0.01,0,565.14,81.57,59.92,99.99,-0.02
0.88,-0.01,0,565.14,81.56,59.92,99.99,-0.02
0.90,-0.01,0,565.14,81.56,59.92,99.99,-0.02
0.93,-0.01,0,565.14,81.56,59.92,99.99,-0.03
0.95,-0.01,0,565.14,81.56,59.92,99.99,-0.03
0.96,-0.01,0,565.14,81.55,59.92,99.99,-0.03
0.98,-0.01,0,565.14,81.55,59.92,99.99,-0.03
1.00,-0.01,0,565.14,81.55,59.92,99.99,-0.03
1.01,-0.01,0,565.14,81.55,59.92,99.99,-0.03
1.03,-0.01,0,565.15,81.55,59.91,99.99,-0.03
1.05,-0.01,0,565.15,81.55,59.91,99.99,-0.03
1.06,-0.01,0,565.15,81.55,59.91,99.99,-0.03
1.08,-0.01,0,565.15,81.55,59.91,99.99,-0.03
1.10,-0.01,0,565.15,81.55,59.91,99.99,-0.03
1.12,-0.01,0,565.15,81.55,59.91,99.99,-0.03
1.13,-0.01,0,565.15,81.55,59.91,99.99,-0.03
1.15,-0.02,0,565.15,81.55,59.91,99.99,-0.03
1.17,-0.02,0,565.16,81.55,59.91,99.99,-0.03
1.20,-0.02,0,565.16,81.55,59.91,99.99,-0.03
1.22,-0.02,0,565.16,81.55,59.91,99.99,-0.03
