time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,436.475,33.499,-152.337,0.290,4,1.000,5,0.679,1.000,0.000,-0.080
0.040,436.482,33.497,-152.345,0.577,4,1.000,5,0.677,1.000,0.000,-0.080
0.060,436.492,33.495,-152.358,0.862,4,1.000,5,0.674,1.000,0.000,-0.080
0.080,436.506,33.492,-152.374,1.144,4,1.000,5,0.670,1.000,0.000,-0.081
0.100,436.523,33.489,-152.395,1.423,4,1.000,5,0.667,1.000,0.000,-0.081
0.120,436.544,33.486,-152.421,1.700,4,1.000,5,0.662,1.000,0.000,-0.081
0.140,436.568,33.483,-152.450,1.975,4,1.000,5,0.658,1.000,0.000,-0.081
0.160,436.596,33.480,-152.484,2.247,4,1.000,5,0.653,1.000,0.000,-0.081
0.180,436.628,33.478,-152.522,2.517,4,1.000,5,0.649,1.000,0.000,-0.081
0.200,436.663,33.476,-152.565,2.784,4,0.999,6,0.645,1.000,0.000,-0.089
0.220,436.701,33.474,-152.611,3.050,4,0.999,6,0.641,1.000,0.000,-0.089
0.240,436.743,33.473,-152.662,3.313,4,0.999,6,0.638,1.000,0.000,-0.089
0.260,436.788,33.472,-152.717,3.574,4,0.999,6,0.635,1.000,0.000,-0.088
0.280,436.836,33.472,-152.775,3.834,4,0.999,6,0.632,1.000,0.000,-0.088
0.300,436.888,33.473,-152.838,4.092,4,0.999,6,0.630,1.000,0.000,-0.087
0.320,436.944,33.473,-152.905,4.347,4,0.999,6,0.628,1.000,0.000,-0.087
0.340,437.002,33.475,-152.975,4.601,4,0.999,6,0.626,1.000,0.000,-0.086
0.360,437.064,33.477,-153.050,4.853,4,0.999,6,0.624,1.000,0.000,-0.085
0.380,437.129,33.479,-153.128,5.103,4,0.999,6,0.623,1.000,0.000,-0.084
0.400,437.197,33.482,-153.210,5.352,4,0.999,6,0.621,1.000,0.000,-0.083
0.420,437.269,33.486,-153.295,5.598,4,0.999,6,0.620,1.000,0.000,-0.082
0.440,437.343,33.489,-153.384,5.838,4,0.999,6,0.620,0.981,0.000,-0.081
0.460,437.421,33.494,-153.477,6.034,4,0.999,6,0.621,0.813,0.000,-0.080
0.480,437.501,33.500,-153.571,6.193,4,0.999,6,0.623,0.676,0.000,-0.079
0.500,437.583,33.507,-153.668,6.324,4,0.999,7,0.625,0.565,0.000,-0.079
0.520,437.666,33.514,-153.766,6.432,4,0.999,7,0.628,0.473,0.000,-0.078
0.540,437.750,33.522,-153.866,6.520,4,0.999,7,0.630,0.398,0.000,-0.076
0.560,437.836,33.530,-153.967,6.592,4,0.999,7,0.633,0.336,0.000,-0.075
0.580,437.923,33.539,-154.068,6.652,4,0.999,7,0.636,0.285,0.000,-0.073
0.600,438.010,33.547,-154.170,6.702,4,0.999,7,0.640,0.243,0.000,-0.071
0.620,438.098,33.555,-154.272,6.743,4,0.999,7,0.643,0.209,0.000,-0.070
0.640,438.186,33.563,-154.375,6.777,4,0.999,7,0.646,0.180,0.000,-0.068
0.660,438.275,33.571,-154.478,6.805,4,0.999,7,0.649,0.156,0.000,-0.067
0.680,438.365,33.578,-154.581,6.828,4,0.999,7,0.651,0.136,0.000,-0.065
0.700,438.455,33.585,-154.684,6.848,4,0.999,7,0.653,0.120,0.000,-0.064
0.720,438.545,33.592,-154.787,6.864,4,0.999,8,0.654,0.107,0.000,-0.056
0.740,438.636,33.598,-154.891,6.877,4,0.999,8,0.655,0.095,0.000,-0.054
0.760,438.727,33.605,-154.994,6.888,4,0.999,8,0.656,0.086,0.000,-0.053
0.780,438.818,33.610,-155.097,6.897,4,0.999,8,0.657,0.078,0.000,-0.051
0.800,438.910,33.616,-155.201,6.905,4,0.999,8,0.657,0.072,0.000,-0.049
0.820,439.001,33.621,-155.304,6.911,4,0.999,8,0.657,0.067,0.000,-0.048
0.840,439.093,33.627,-155.407,6.916,4,0.999,8,0.657,0.062,0.000,-0.047
0.860,439.186,33.632,-155.510,6.921,4,0.999,8,0.657,0.059,0.000,-0.045
0.880,439.278,33.636,-155.613,6.924,4,0.999,8,0.656,0.056,0.000,-0.044
0.900,439.371,33.641,-155.716,6.927,4,0.999,8,0.655,0.053,0.000,-0.043
