time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries,groundBelow,targetSpeed,obstacle
0.00959754,740.808,79.85821,-18.32022,0.3591984,4,0.9999985,1,0,0,0,0,79.40765,14.92637,
0.1295974,740.9238,79.88813,-18.47877,2.476115,4,0.9998663,1,0,0,0,0,79.39395,14.92637,
0.2495973,741.184,79.89352,-18.83983,4.532564,4,0.9996184,1,0,0,0,0,79.37408,14.33547,
0.3695972,741.5756,79.87184,-19.40236,6.521276,4,0.9994212,1,0,0,0,0,79.35674,15.24372,
0.4695973,741.9862,79.8368,-20.02828,8.122471,4,0.9993598,1,0,0,0,0,79.3232,15.24372,
0.5895972,742.5513,79.79174,-20.97663,9.964578,4,0.9994076,1,0,0,0,0,79.29754,15.89805,
0.7095971,743.1065,79.74902,-22.06842,10.79255,4,0.9994923,1,0,0,0,0,79.25706,16.64547,
0.8095973,743.5146,79.71659,-23.07088,10.55737,4,0.9995354,0,0.1657808,0,0,0,79.2218,10,
0.9295971,743.8796,79.68401,-24.3219,10.56635,4,0.9995836,0,0.1693597,0,0,0,79.19746,10,
1.049597,744.0814,79.65508,-25.57314,10.31928,4,0.9996201,0,0,0,0,0,79.16304,10,
1.169597,744.1181,79.62778,-26.77649,9.897028,4,0.9996676,0.08886414,0,0,0,0,79.13124,10,
1.289597,743.9962,79.60108,-27.96449,9.922253,4,0.9996948,0.06427689,0,0,0,0,79.10057,10,
1.389597,743.7711,79.57871,-28.96978,10.77745,4,0.9997155,1,0,0,0,0,79.07249,15.24372,
1.509597,743.3082,79.55003,-30.30494,12.42787,4,0.9997581,1,0,0,0,0,79.05611,15.89805,
1.629597,742.6158,79.51975,-31.75513,14.03694,4,0.9998125,1,0,0,0,0,79.02654,20.88472,
1.749597,741.7005,79.48946,-33.30126,15.61324,4,0.9998618,1,0,0,0,0,78.99095,20.86059,
1.869597,740.577,79.46284,-34.93351,17.135,4,0.9999143,1,0,0,0,0,78.97817,20.8818,
1.989597,739.2469,79.44721,-36.63468,18.59609,4,0.9999678,1,0,0,0,0,78.97273,21.16417,
2.109596,737.7133,79.44719,-38.37865,19.75869,4,0.9999951,0.5425842,0,0,0,0,78.97575,20.31757,
2.209597,736.4388,79.45715,-39.69909,17.6052,4,1,0,0.5666611,0,0,0,78.98186,15.65516,
2.329597,734.9775,79.4754,-41.09542,16.44493,4,0.9999959,0,0.2224569,0,0,0,78.99135,15.68342,
2.449597,733.5377,79.49454,-42.3845,15.97915,4,0.9999888,0.07144471,0,0,0,0,79.0025,16.05887,
2.569597,732.0284,79.51527,-43.64969,17.00693,4,0.9999705,1,0,0,0,0,79.02861,20.31757,
2.689596,730.4202,79.53956,-44.92214,16.66545,4,0.9999604,0,0.2995617,0,0,0,79.04544,15.63719,
2.809596,728.881,79.56179,-46.11837,15.96458,4,0.9999507,0,0,0,0,0,79.06427,15.68342,
2.929596,727.4063,79.58209,-47.29487,15.77221,4,0.9999339,0.2809975,0,1,0,0,79.08537,16.05887,
3.029597,726.1466,79.60116,-48.36545,17.01032,4,0.999914,1,0,1,0,0,79.10649,23.7602,
3.149596,724.6146,79.63045,-49.86065,18.35201,4,0.9998849,1,0,1,0,0,79.13835,23.75777,
3.269596,723.1563,79.66891,-51.63541,19.62892,4,0.9998507,1,0,1,0,0,79.17893,23.7554,
3.389596,721.8038,79.7173,-53.67714,20.9175,4,0.9998103,1,0,1,0,0,79.22955,23.75307,
3.509596,720.5448,79.77617,-55.95238,22.17553,4,0.9997622,1,0,1,0,0,79.29054,23.75081,
3.629596,719.3878,79.84603,-58.43431,23.14707,4,0.9997069,0.5623123,0,1,0,0,79.36212,23.74859,
3.749596,718.3705,79.9258,-61.04798,23.47193,4,0.9996435,0.245195,0,1,0,0,79.44314,23.74643,
3.849596,717.6338,79.99916,-63.28326,23.56753,4,0.999585,0.1518433,0,1,0,0,79.51778,23.74468,
3.969596,716.871,80.09499,-66.00903,23.60636,4,0.9995055,0.1118576,0,1,0,0,79.61439,23.74262,
4.089596,716.2355,80.19901,-68.76925,23.61719,4,0.999418,0.0995575,0,1,0,0,79.71898,23.74063,
4.209596,715.722,80.31095,-71.5549,23.62028,4,0.9993216,0.09495697,0,1,0,0,79.83074,23.7387,
4.329596,715.3221,80.43084,-74.35873,23.62066,4,0.9992157,0.0928833,0,1,0,0,79.95039,23.73682,
4.449595,715.0272,80.55901,-77.1749,23.61935,4,0.9990953,0.09227448,0,1,0,0,80.0794,23.73501,
4.569596,714.8307,80.69608,-79.99879,23.61641,4,0.9989567,0.09300385,0,1,0,0,80.21812,23.73326,
4.689596,714.7295,80.84282,-82.82671,23.61183,4,0.9988025,0.09509736,0,1,0,0,80.36674,23.73158,
4.809596,714.7245,80.99994,-85.65519,23.6055,4,0.9986237,0.09860688,0,1,0,0,80.52602,23.72996,
4.929596,714.8217,81.1683,-88.48048,23.59691,4,0.9984124,0.1038864,0,1,0,0,80.69677,23.7284,
5.049596,715.0317,81.34909,-91.29781,23.58541,4,0.998163,0.1114624,0,1,0,0,80.87993,23.72691,
5.169596,715.3705,81.54353,-94.10031,23.57021,4,0.9978721,0.1219467,0,1,0,0,81.07629,23.72549,
5.289596,715.845,81.74757,-96.81258,22.59491,4,0.9975283,0,0,1,0,0,81.28221,22.50798,
5.409595,716.4553,81.95842,-99.36573,21.66092,4,0.9971097,0.1091263,0,1,0,0,81.49358,21.80691,
5.529595,717.2115,82.19208,-101.792,21.21796,4,0.9947322,0.1581772,0,1,0,0,81.71292,21.4148,
5.649595,718.1235,82.49445,-104.1239,21.06417,4,0.9927928,0.2251267,0,2,0,0,82.04703,21.34047,
5.769596,719.239,82.8248,-106.4122,21.54746,4,0.9937227,0.5129196,0,2,0,0,82.26332,22.12005,
5.889596,720.5582,83.09396,-108.6035,21.10872,4,0.9943593,0,0.2939553,2,0,0,82.49362,20.14218,
6.009596,722.0648,83.30567,-110.638,21.09291,4,0.9944506,0.1941421,0,2,0,0,82.74941,21.34047,
6.129596,723.7753,83.519,-112.5285,21.56808,4,0.9940914,1,0,2,0,0,83.02489,23.71662,
6.249596,725.613,83.76961,-114.2172,20.11757,4,0.9942427,0,0.3538675,2,0,0,83.29796,18.93956,
6.369596,727.4579,84.03261,-115.6373,19.06754,4,0.9943753,0,0,2,0,0,83.55556,18.80336,
6.489595,729.3148,84.2839,-116.8463,18.46058,4,0.9942909,0.1892059,0,2,0,0,83.77024,18.69601,
6.609595,731.2321,84.52252,-117.8697,17.74884,4,0.9940609,0,0.1551509,2,0,0,84.02197,17.26197,EMBER@8.7
6.729595,732.9859,84.7338,-118.6005,14.85307,4,0.9935271,0,0.5512519,2,0,0,84.24739,12.98565,
6.849595,734.575,84.93224,-119.1,13.5053,4,0.99309,0,0.2170215,2,0,0,84.44855,12.78618,
6.969595,736.0858,85.1277,-119.473,12.74348,4,0.9927799,0,0,2,0,0,84.6391,12.62777,
7.089595,737.5508,85.31919,-119.7849,12.73538,4,0.9925453,0.3297653,0,2,0,0,84.82527,13.08211,
7.209595,739.0485,85.51461,-120.0947,12.88395,4,0.99232,0.0739914,0,2,0,0,85.01851,12.98565,
7.329595,740.5411,85.71101,-120.4352,12.85193,4,0.9920846,0.1038628,0,2,0,0,85.21513,12.98565,
7.449595,741.999,85.90769,-120.8373,12.65224,4,0.9918399,0.1004227,0,2,0,0,86.06281,12.78618,
7.569595,743.3545,86.43122,-121.2649,12.37087,4,0.9936528,0.148542,0,2,0,0,86.13216,12.62777,
7.689595,744.7264,86.77468,-121.7933,12.55787,4,0.9912832,0.5063599,0,2,0,0,86.20988,13.08211,
7.809595,745.9844,86.97192,-122.4252,11.08467,2,0.9881827,0,0.3293707,2,0,0,86.29249,10,
7.929595,747.0342,87.0454,-123.1441,10.12787,2,0.9887072,0,0,2,0,0,86.37901,10,
8.049595,747.911,87.047,-123.9726,9.823619,4,0.9920287,0.1381668,0,2,0,0,86.47317,10,
8.169595,748.6465,87.07825,-124.9093,9.82056,4,0.9936185,0.1442543,0,2,0,0,86.57559,10,
8.289595,749.2507,87.16167,-125.9443,10.34891,4,0.9943827,1,0,2,0,0,86.68498,23.71376,
8.409595,749.7733,87.29461,-127.1867,11.88215,4,0.9947848,1,0,2,0,0,86.81285,23.71431,
8.529594,750.2004,87.45668,-128.6513,13.36469,4,0.9950029,1,0,2,0,0,86.96095,23.71493,
8.649594,750.5074,87.633,-130.3226,14.80444,4,0.9951143,1,0,2,0,0,87.12795,23.71563,
8.769594,750.681,87.81934,-132.1831,16.20922,4,0.9951599,1,0,2,0,0,87.31206,23.71639,
