time,station,active,visible,sightings,calls
3.14,33.0,7,0,0,0
4.14,41.4,7,0,0,0
5.14,63.1,7,0,0,0
6.14,94.6,7,1,1,0
7.16,133.5,7,1,1,1
8.16,172.6,7,0,1,1
9.16,215.2,7,0,1,1
10.16,262.0,7,0,1,1
11.16,302.4,8,0,1,1
12.18,333.5,8,0,1,1
13.18,360.6,8,0,1,1
14.18,376.8,8,0,1,1
15.18,404.1,7,0,1,1
16.20,416.9,7,0,1,1
17.20,429.4,7,0,1,1
18.20,449.1,7,0,1,1
19.22,472.2,7,0,1,1
20.22,497.8,7,0,1,1
21.22,522.7,7,1,2,1
22.22,555.6,7,1,2,2
23.22,585.5,7,0,2,2
24.22,596.4,7,0,2,2
25.24,596.5,7,0,2,2
26.24,596.6,7,0,2,2
27.24,596.7,7,0,2,2
28.24,596.8,7,0,2,2
29.24,596.9,7,0,2,2
30.24,596.7,7,0,2,2
31.26,596.4,7,0,2,2
32.26,596.1,7,0,2,2
33.26,596.2,7,0,2,2
34.26,596.3,7,0,2,2
35.28,596.4,7,0,2,2
36.28,595.7,7,0,2,2
37.28,607.0,6,0,2,2
38.28,631.6,6,0,2,2
39.28,657.8,6,0,3,2
40.28,699.7,6,1,3,3
41.30,729.7,6,0,3,3
42.30,748.7,6,0,3,3
43.30,748.7,6,0,3,3
44.30,748.7,6,0,3,3
45.32,748.7,5,0,3,3
46.32,748.7,5,0,3,3
47.32,748.9,5,0,3,3
48.32,750.9,5,0,3,3
49.32,765.2,5,0,3,3
50.32,792.3,5,0,3,3
51.32,828.3,5,0,3,3
52.34,863.3,5,0,3,3
53.34,895.2,5,0,3,3
54.34,927.0,5,0,3,3
55.34,961.8,5,1,4,3
56.34,990.1,5,1,4,4
57.34,1018.5,5,0,4,4
58.36,1050.6,5,0,4,4
59.36,1085.6,5,0,4,4
60.36,1110.2,5,0,4,4
61.36,1122.1,4,0,4,4
62.36,1147.2,4,0,4,4
63.38,1180.5,4,0,4,4
64.38,1219.3,4,0,4,4
65.38,1259.8,4,0,4,4
66.38,1291.9,4,0,4,4
67.38,1323.8,4,0,4,4
68.38,1355.6,4,0,4,4
69.40,1392.3,4,0,4,4
70.40,1421.8,4,0,4,4
71.40,1447.3,4,1,5,4
72.40,1476.9,4,1,5,5
73.40,1509.0,4,0,5,5
74.40,1541.0,4,0,5,5
75.42,1572.8,4,0,5,5
76.42,1603.9,4,0,5,5
77.42,1640.9,3,0,5,5
78.42,1669.7,3,0,6,5
79.44,1699.2,3,1,6,5
80.44,1734.4,3,0,6,5
81.44,1760.4,3,0,6,5
82.44,1783.4,3,0,6,5
83.44,1813.8,3,0,6,5
84.44,1845.6,3,0,6,5
85.44,1878.8,3,0,6,5
86.46,1910.9,3,0,6,5
87.46,1942.2,3,0,6,5
88.46,1972.9,3,0,6,5
89.46,1991.4,3,0,6,5
90.46,2006.1,3,0,6,5
91.46,2023.8,3,0,6,5
92.46,2050.1,3,1,7,5
93.48,2079.3,3,1,7,6
94.48,2112.4,3,0,7,6
95.48,32.7,3,0,7,6
96.48,77.3,3,0,7,6
97.48,124.1,2,0,7,6
98.48,162.8,2,0,7,6
99.48,203.5,2,0,7,6
100.48,249.1,2,0,7,6
101.48,295.0,2,0,7,6
102.48,327.5,2,0,7,6
103.50,359.6,2,0,7,6
104.50,395.7,2,0,7,6
105.50,422.2,2,0,7,6
106.50,449.9,2,0,7,6
107.52,478.7,2,0,7,6
108.52,513.5,2,0,7,6
109.52,543.4,2,0,7,6
110.52,575.4,2,0,7,6
111.52,607.4,2,0,7,6
112.52,639.4,2,0,7,6
113.52,660.3,2,0,7,6
114.52,707.8,2,0,7,6
115.54,737.3,2,0,7,6
116.54,751.4,2,0,7,6
117.54,769.5,2,0,7,6
118.54,799.1,2,0,7,6
119.54,836.7,2,0,7,6
120.54,869.9,2,0,7,6
121.54,901.8,2,0,7,6
122.56,933.5,2,0,7,6
123.56,968.2,2,0,7,6
124.56,996.1,2,0,7,6
125.56,1026.4,2,0,7,6
126.56,1058.3,2,0,7,6
127.58,1093.1,2,0,7,6
128.58,1116.7,2,0,7,6
129.58,1142.3,2,0,7,6
130.58,1176.7,2,0,7,6
131.60,1216.6,2,0,7,6
132.60,1258.3,2,0,7,6
133.60,1290.6,2,0,7,6
134.60,1322.6,2,0,7,6
135.62,1354.4,2,0,7,6
136.62,1391.1,2,0,7,6
137.62,1420.7,2,0,7,6
138.62,1446.3,2,0,7,6
139.62,1475.8,2,0,7,6
140.62,1507.7,2,0,7,6
141.62,1539.6,2,0,7,6
142.62,1571.5,2,0,7,6
143.62,1602.9,2,0,7,6
144.64,1639.3,2,0,7,6
145.64,1668.3,2,0,7,6
146.64,1697.7,2,1,7,6
147.64,1733.2,2,0,7,7
148.64,1759.5,2,0,7,7
149.66,1782.4,2,0,7,7
150.66,1812.5,2,0,7,7
151.66,1844.6,2,0,7,7
152.66,1877.5,2,0,7,7
